record_id,record_type,parent_id,child_ids,revision,revision_of,supersedes,superseded_by,volume,expose,unit,source_lines,printed_pages,physical_pages,running_pages,authority_sha256,source_reading,target_reading,disposition,evidence_path,evidence_sha256,evidence_bytes,target_tex_sha256,target_pdf_sha256,raw_cursor,substantive_cursor,difficulty,review_state,release_state,rights_state,archive_handoff,notes
SGA2-X-L3522-L3530-L36P-SAME-LINEAGE@1,source_role_control,SGA2-X-L3522-L3530-L36P@1,,1,,,SGA2-X-L3522-L3530-L36P-SAME-LINEAGE@3,SGA2,X,two PDF regenerations,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,page text agrees across2005 and2008,not independent original-print corroboration,SUPERSEDED,SOURCE_PAGE_TEXT_COMPARISON.json,012CF553E514CBAB574A04959C96D96119C2846864A05018CA6DF749621CDCDB,3533,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,superseded_after_r2_fresh_independent_fail,internal_not_for_release,rights_gated_french_source_evidence,false,historical record preserved; superseded by SGA2-X-L3522-L3530-L36P-SAME-LINEAGE@3 after full-page104 correction
SGA2-X-L3522-L3530-L36P-SOURCE-RENDER103@1,visual_source_control,SGA2-X-L3522-L3530-L36P@1,,1,,,SGA2-X-L3522-L3530-L36P-SOURCE-RENDER103@2,SGA2,X,source physical page103,3522-3530,119,103,95,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,proof opens on printed119/running95,original-detail visual QA passed,SUPERSEDED,SOURCE_PHYSICAL_PAGE-103.png,1189B813EBD0737585F8A58F573630C9EBA1C8103864854007186657C34206FA,416039,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,superseded_after_independent_fail,internal_not_for_release,rights_gated_french_source_evidence,false,historical revision preserved; printed_pages=119 understated physical103 coverage; superseded by SGA2-X-L3522-L3530-L36P-SOURCE-RENDER103@2
SGA2-X-L3522-L3530-L36P-SOURCE-RENDER104@1,visual_source_control,SGA2-X-L3522-L3530-L36P@1,,1,,,SGA2-X-L3522-L3530-L36P-SOURCE-RENDER104@3,SGA2,X,source physical page104,3530,120,104,96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,proof and star footnote close on printed120/running96,original-detail visual QA passed,SUPERSEDED,SOURCE_PHYSICAL_PAGE-104.png,0CBF631AC8F698115683A90439E57C357549A2AC7F76CD3BC3AAA7CFEC0165EE,392630,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,superseded_after_r2_fresh_independent_fail,internal_not_for_release,rights_gated_french_source_evidence,false,historical record preserved; superseded by SGA2-X-L3522-L3530-L36P-SOURCE-RENDER104@3 after full-page104 correction
SGA2-X-L3522-L3530-L36P-TARGET@1,target_identity,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,frozen English target,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,source-aligned proof,TeX F451600A...E26D;PDF8D1280BF...205E,PASS,SGA2_Expose_X_Lemma_3_6_Proof_English_SourceAligned.tex,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,2361,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-HYPOTHESIS@1,formula_symbol_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,opening hypothesis,3522,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,O_X isomorphic to i_*O_U,same symbols and assertion,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-FLAT-BASE@1,logical_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,base extension,3522,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,hypothesis preserved under flat base extension,same preservation claim,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-I-QUASICOMPACT@1,hypothesis_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,immersion property,3522,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,i quasi-compact,same property,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-IMAGE-COMPAT@1,logical_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,direct and inverse image,3522,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,direct image commutes with inverse image,formation wording retained without changing claim,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-FUNCTOR@1,formula_symbol_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,étale-covering functor,3523-3525,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,Et(V) to Et(U intersection V),same objects and direction,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-NO-HAT@1,formula_symbol_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,Et notation,3524,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,source Et has no hat,target Et has no hat,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-OBJECT-MAP@1,formula_symbol_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,functor object map,3527-3529,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,Vprime maps to Vprime fiber product over V with V intersection U,same variable map and fiber base,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-FULLY-FAITHFUL@1,terminology_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,functor property,3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,pleinement fidèle,fully faithful,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-ALGEBRA@1,terminology_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,étale-cover interpretation,3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,Algèbre cohérente localement libre,coherent locally free algebra,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-EFFECTIVITY@1,terminology_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,remaining proof obligation,3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,effectivité,effectivity,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-FIBER-SQUARE@1,formula_structure_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,X2 construction,3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,carré X2 de X1 sur X,fiber square X2 of X1 over X,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-FIBER-CUBE@1,formula_structure_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,X3 construction,3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,cube X3 de X1 sur X,fiber cube X3 of X1 over X,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-FFQC@1,hypothesis_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,descent morphism,3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,faithfully flat and quasi-compact,same compound hypothesis,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-UNIVERSAL-DESCENT@1,terminology_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,descent property,3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,descente effective universelle,universal effective descent,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-FIBERED-CATEGORY@1,category_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,descent coefficient category,3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,fibered category of étale coverings,same category,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-PRESCHEMES@1,terminology_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,base category,3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,category of preschemes,same period-register term,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
