visual_id,root_id,relative_path,bytes,sha256,width_px,height_px,color_mode,image_format,pixel_scope,modified_local,parent_pdf_sha256,parent_pdf_index_0based,parent_pdf_physical_page_1based,book_folio,page_resolution_method,page_resolution_confidence,expose,linked_tex_file,linked_tex_sha256,parent_page_rotation_deg,parent_scan_width_px,parent_scan_height_px,parent_scan_effective_dpi_x,parent_scan_effective_dpi_y,generator_root_id,generator_script,generator_script_sha256,generator_match_method,generator_source_class,generator_timestamp_utc,generator_tool,generator_execution_sha256,evidence_class,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_parameter,provenance_description,manual_review_link,qa_disposition,read_count,first_read_timestamp,last_read_timestamp,read_session_labels,duplicate_instance_count,publication_disposition
SGA7I-VIS-00017,claude_current,crop_150_lbl2.png,7250,004A929FBE02B1FED26303F1464DD8846EBAE6697F369D5C7B09D2D40FEAC9EC,1800,524,L,PNG,targeted_region_or_detail,2026-07-30T11:26:02,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,150,151,139,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3486,360.0,360.0,claude_current,crop2_158.py,CEFBB7F96B8CF8FF76603D00AA891C768FF4C57A176999F3FCBD1C245D5A491E,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00018,claude_current,h_833.png,2969,00570A7C84F1C51428718C4DFC0F197E436459EB70DF8CF45186EB41DFD3E0C6,2400,249,L,PNG,targeted_region_or_detail,2026-07-30T18:12:52,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,428,429,417,generator_job,high,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_current,batch3.py,4A39023F51293D439DCCC22BA7E39E292C2238F9BFA7194148408116A772F645,output_pattern,non_image_helper,,,,other,0.3,0.41,0.7,0.436,2400,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00019,claude_history,c50_ii.png,30449,0059CFAD6915034664D76BEDC787A8565934CA982ACD09F22BC21B3ABE6A4E67,5600,486,L,PNG,targeted_region_or_detail,2026-07-28T22:06:30,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,50,51,39,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,claude_history,crop42b.py,5F6DA05CD4319E700E18396997C00A507D719BE72B5F665C9E0A06EC6B9C1792,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,9000,,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00020,claude_current,j6_a6.png,16399,005A3EC4F26A8E4B70382B9DB58A8917D5CBA5A025E61B1CF9E378FB93A22524,6090,391,L,PNG,targeted_region_or_detail,2026-07-30T18:10:58,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,394,395,383,single_generator_page,high,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_current,crop2_j5394.py,F2AB765FCC1544CCD8F99753E3BED5929C591DD2EBD4C1842B1656D1CBE95EB2,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00021,claude_history,c40_xz.png,11009,00678CA95B6D6ECE70039F1C229EB9A6F475D6C0832C63213F4C5641C33CA07A,3150,444,L,PNG,targeted_region_or_detail,2026-07-28T22:08:07,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,40,41,29,numeric_filename_inference,medium_filename_inference,II,expose_II_body.tex,B9591E557E2EF3EEDDF90BF819E85B1CE82266C5A24C03FCC8FA949EBA031411,0,2265,3486,360.0,360.0,claude_history,crop43.py,B08CD89998895A9FAEAFDFD4E79B5DBFA5C54874C74607DB74CEDCA553237673,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,6500,,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00022,claude_history,c37_e.png,50688,0068A330F3ED1D5725BCC63FA409B6A845E0CBFC08FFB5EDCB83C63A75B48320,7680,998,L,PNG,targeted_region_or_detail,2026-07-28T22:46:53,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,37,38,26,numeric_filename_inference,medium_filename_inference,II,expose_II_body.tex,B9591E557E2EF3EEDDF90BF819E85B1CE82266C5A24C03FCC8FA949EBA031411,0,2221,3460,360.0,360.0,claude_history,crop162d.py,EF0FDAD57A42C75A8DF2D76661CAE4CFC0640C2A40D5BF8D1C100C629B623A2D,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00023,claude_history,c260e_60_v_head2.png,12007,006AF95987BA8BD5AB473E7154B190642813E266A70F38A996DBCD8C055EB9C0,3001,272,L,PNG,targeted_region_or_detail,2026-07-29T12:39:52,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,260,261,249,numeric_filename_inference,medium_filename_inference,VIII,expose_VIII_body.tex,6CB4CF45A5328F19D6A4831FE1DEF19E19932BAEB533ABF5CC984E5FE205BE71,0,2221,3486,360.0,360.0,claude_history,crop_f260_e.py,CBFD3417320E4B0DB0990AFC2C9B511CA14E28BD097FE47F2F3744BA320880D1,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,0.04,0.752,0.55,0.782,3000,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00024,claude_current,y_qua.png,13141,006EA912039FFF737DD1CC587210F023A7CFD041674E8478FCAD6FDAA3C0CE8D,9600,690,L,PNG,targeted_region_or_detail,2026-07-30T18:32:00,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,464,465,453,single_generator_page,high,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_current,crop464e.py,54D5ACBB582040DC6B4B8DD6639FB6E04D099E854B959650021F04CA894200D6,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,8000,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00025,claude_current,c482_o.png,42564,007D24936275760C608580165EB991594152270CEDFA06E6E2F08FA96E10149E,10320,611,L,PNG,targeted_region_or_detail,2026-07-30T18:32:52,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,482,483,471,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_current,crop5_j9458.py,3E409A27C6BFC56580DCC76B326D0053BF1D1B5AEFBCFE07D44E6994D05B2BB0,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00026,claude_current,y_834line.png,14146,0084928EC02F37923D600B6F3AB2699F81B66C6A5545D7C78B2C5CCE6E1CB98C,2401,165,L,PNG,targeted_region_or_detail,2026-07-30T18:13:58,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,428,429,417,generator_job,high,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_current,batch5.py,1FF5D9352D4E04E8A9B77B9717F3C73A87F4A03858BBA33EF036FA909ED37AE4,output_pattern,non_image_helper,,,,other,0.18,0.6045,0.75,0.629,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00027,claude_history,crop_107_d3.png,22215,008A3DC821F182B45DF12A1B18179D1B195C5FCB2CC322C371BBA92754466387,2401,733,L,PNG,targeted_region_or_detail,2026-07-29T13:37:34,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,107,108,96,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,claude_history,crop_f265_e.py,755F64DEC9B190B016245A06D9090680170AC517F542E1F2F3F090FBB0AE43DA,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00028,claude_current,c208_l1.png,18661,008E4418D8354E59E10AA9B6422FF3E9AFB12B2EF3B116F6814D0D898AE894E6,4443,419,L,PNG,targeted_region_or_detail,2026-07-30T11:56:47,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,208,209,197,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3486,360.0,360.0,claude_current,crop2_h1204.py,92F11AEEE3D6EEFDA7F71CFE06B5541A9B7FE47A5BA90F52D0D5558990251D49,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00029,claude_history,c8446_446_z_last.png,9461,00920438B185DF5D9E9A0ED2B0453068135B2D10A6A4DC085A103B9F97FFC1E7,4001,390,L,PNG,targeted_region_or_detail,2026-07-30T18:26:05,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,446,447,435,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_history,crop_j8446_b.py,D945A009C449873D97EF1994240B8F37732122D59788D23174849F889F109375,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,0.05,0.825,0.95,0.88,4000,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00030,claude_history,z56_lowk.png,22779,00974AF027D230BF24E83A6F0F89717D6B6B5010D6CF568ECFDB42E7B1019C54,1949,349,L,PNG,targeted_region_or_detail,2026-07-29T12:38:09,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,56,57,45,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,claude_history,crop_f264_d.py,0430CC4C4A13A179A79F1FAA40655424379D8D280A4F9F9668E69B204638DAE6,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,2600,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00031,claude_history,crop_112_z27.png,27542,009AF199F1289F6B96AE2DFC3458D0FD9B0D5084082A6BCE4F7D972DB871EC21,2600,307,L,PNG,targeted_region_or_detail,2026-07-29T13:43:15,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,112,113,101,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3486,360.0,360.0,claude_history,crop_f265_e.py,755F64DEC9B190B016245A06D9090680170AC517F542E1F2F3F090FBB0AE43DA,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00032,claude_history,c157_f.png,63104,009D85AEAF00212A107AFD80CFF2D31CF15B1C17AC3A7F2827F9F5129A2FBFEF,2401,292,L,PNG,targeted_region_or_detail,2026-07-30T11:18:56,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,157,158,146,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3460,360.0,360.0,claude_history,compare2.py,3197F09F9878586B08168984DB6A7F347D2DD90285C1C7432AA90A6DB6C1D098,nearest_preceding_90s,controlling_540_page_scan,,,,comparison,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-00033,claude_history,c120_s3L.png,16587,009EA0018B3A8DDF9601208EC79FDC37FC94584D8EB4E002A16D1EA3E879870F,3001,703,L,PNG,targeted_region_or_detail,2026-07-29T14:05:05,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,120,121,109,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3486,360.0,360.0,claude_history,f6124_pilcrop2.py,8643332910DC73FCE7A6947152D8EB165368016C694A5261B6748DA705A80C59,nearest_preceding_90s,source_or_derived_dynamic_input,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
