"current_head","base_head","status","path","category","arabic_lane_use"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/MANIFEST.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/R6_8A_WITNESS_SCOPE_COUNTS_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/README.md","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/ROUTE_SUMMARY_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/SHA256SUMS.txt","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/SIBLING_WAKE_LEDGER_41B.csv","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","coordination/non-slavic-core-41b39c18-r6-8a-branch-visibility-route-20260707/NON_SLAVIC_CORE_41B39C18_R6_8A_BRANCH_VISIBILITY_ROUTE_20260707/SUMMARY.json","r6-adjacent-context-only","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/B3_UPLOADER_READY_SUMMARY.csv","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/MANIFEST.csv","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/PACKAGE_VALIDATION.json","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BLOCKERS_AND_RECOVERY_ROWS.csv","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BRANCH_COMMITS_FROM_B4660802.csv","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BRANCH_DELTA_CATEGORY_COUNTS.csv","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BRANCH_DELTA_FROM_B4660802.csv","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BRANCH_VISIBLE_B466_VALIDATION_FIELDS.csv","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BRANCH_VISIBLE_R3_B466_PACKET_HASH_CHECK.csv","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv","fable-authority-method-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_SOURCE_USE_FACT_CHANGE_AUDIT.csv","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_VISIBLE_SIBLING_WAKE_LEDGER.csv","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/README.md","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/SHA256SUMS.txt","other-branch-context","adjacent/do-not-import context"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/B3_ACTION_SUMMARY.csv","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/BRANCH_PR_STATE.csv","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/MANIFEST.csv","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/PACKAGE_FILE_LEDGER.csv","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/PACKAGE_MANIFEST_REPLAY.csv","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/PACKAGE_SHA256SUMS_REPLAY.csv","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/README.md","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/SAFETY_SCAN_HITS.csv","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/SHA256SUMS.txt","b3-package-steward-context","source-use/gap/provenance context only"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","41b39c18f3b65376166fa6ad3226e9bebc92c44d","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_41B39C18_R3_8A_NONSLAVIC_41B_BRANCH_VISIBILITY_BATCH_20260707/VALIDATION_ISSUES.csv","b3-package-steward-context","source-use/gap/provenance context only"
