"structural_id","structure_type","label","parent_id","order","cross_reference_ids","source_line_start","source_line_end","source_lf_sha256","target_unit","target_path","target_line_start","target_line_end","target_file_sha256","target_lf_sha256","language","completion_state","review_state","publication_state","continuation_cursor"
"NOE-P42-KO-SEC-I-001","section","Section I matrix units and dual bases","NOE-P42-KO-WORK-001","14","","11","14","C16D2C62EB6EE8DF0B5DFC7349FA60EE3574024BA5B69BBD16D427A5876296AE","U01","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U01_translation_draft_v001.tex","18","21","28231F8A99CE42EEA805CC59A85B19C217DEAEBE6E541F4BE404442222CE86AD","ACEC6DD172AEF5B3AD7CEEA6D68EC4A006056140AE3BC396B5F75F416A384833","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 14"
"NOE-P42-KO-SEC-I-SUB-001","subsection","Section I.1 factor system one","NOE-P42-KO-SEC-I-001","15","","16","16","BC1CE0D5BA53EEA589A0997F62CBED250D0AD5CFFF7411CA68B924614DA1D700","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","8","8","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","348949F348C1EAD26045BBB8FFFF549055E7CC290038086138AD784B2617F517","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 16"
"NOE-P42-KO-EQ-001","equation","Crossed-product decomposition and multiplication","NOE-P42-KO-SEC-I-SUB-001","16","","17","19","7FC8B05A3180D1250C39A42D904767117AB71D3CF0BAA854CCD6348C18D6F6D2","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","9","11","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","7FC8B05A3180D1250C39A42D904767117AB71D3CF0BAA854CCD6348C18D6F6D2","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 19"
"NOE-P42-KO-EQ-002","equation","Operator commutation relation","NOE-P42-KO-SEC-I-SUB-001","17","","20","22","B152A62F8ADE9816ABF563A7AD8325B801015FE8ECEFA22EE435E99C2F8FF691","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","12","14","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","856FD203A462339E6D3ACC554574CB264BCB3627ADFDE149A3F43477804CB762","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 22"
"NOE-P42-KO-PARA-003","paragraph","Definition of E_G","NOE-P42-KO-SEC-I-SUB-001","18","NOE-P42-KO-EQ-003","23","27","671E1A0864818D1658FA71743B461499CE194FFB839A2555AEE652D0BB3C990F","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","15","19","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","0464856F849AECE47BF5D34C4AC4D2D167746DF5AB7CA3FC9BA8AEC14B8410F8","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 27"
"NOE-P42-KO-EQ-003","equation","E_G sum definition","NOE-P42-KO-PARA-003","19","","24","26","50D8B6C06E5BD912EF2C85A285E7D0328669460FD87740C82BB749ADE78B4694","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","16","18","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","213DEB806DBB4904BD73817100EBA3F9F83247D868F2A367E337FD3D720BA5F1","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 26"
"NOE-P42-KO-EQ-004","equation","Equation 1 trivial-representation relation","NOE-P42-KO-SEC-I-SUB-001","20","","28","28","DF7ECA665646A83237AB66BFCB7A223CFE7FE0A4ED8FD2A47D28CF0D27DB1CC5","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","20","20","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","DF7ECA665646A83237AB66BFCB7A223CFE7FE0A4ED8FD2A47D28CF0D27DB1CC5","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 28"
"NOE-P42-KO-NOTE-005","note","Footnote 5 characteristic and idempotent","NOE-P42-KO-EQ-004","21","","29","29","1FA5A5E409E1BAB23A84F01901279E603555EB96BCB5815053E1797ABDF3216C","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","21","21","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","F693A3ABD6340FA445FE19A8605A3B1D357A18F19988E4663D5F61B2043B5A7C","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 29"
"NOE-P42-KO-EQ-005","equation","Equation 2a","NOE-P42-KO-SEC-I-SUB-001","22","","30","30","80204C04C104A18EA2B7D072E1835DFE9B5E687E596BD2F4B33360371656424B","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","22","22","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","80204C04C104A18EA2B7D072E1835DFE9B5E687E596BD2F4B33360371656424B","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 30"
"NOE-P42-KO-EQ-006","equation","Equation 2b trace relation","NOE-P42-KO-SEC-I-SUB-001","23","","31","31","98D76A7955B2CBD83C9024D296CABCB3096889F93748955A343420A23C88927C","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","23","23","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","98D76A7955B2CBD83C9024D296CABCB3096889F93748955A343420A23C88927C","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 31"
"NOE-P42-KO-PARA-004","paragraph","Trace interpretation and theorem bridge","NOE-P42-KO-SEC-I-SUB-001","24","NOE-P42-KO-THM-I-001","32","32","163B1E0C44CA256E6B758791A17BB9688430FC296DBD0D16A72E53774D16C9F5","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","24","24","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","D471EE3A85AF2E3EDC0311490C739AEE8D1381A1E46464DA8F09A15C74685C46","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 32"
"NOE-P42-KO-THM-I-001","theorem","Matrix-unit theorem","NOE-P42-KO-SEC-I-SUB-001","25","NOE-P42-KO-EQ-007","34","39","6A822E554FF9B976BFDF92594EE31AF7C2CD59D0DC2278B0350BB31D9E785844","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","26","31","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","1A530A8F09981EDC4AF0A7BD21AD118D30B812358BD81286E3ACAA0B94F21ED2","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 39"
"NOE-P42-KO-EQ-007","equation","Module-product display","NOE-P42-KO-THM-I-001","26","","36","39","BE08F1A10557F97C6F515F5F7F7B6CE627F1040D6365576DAFFF582AC20CE55F","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","28","31","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","BE08F1A10557F97C6F515F5F7F7B6CE627F1040D6365576DAFFF582AC20CE55F","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 39"
"NOE-P42-KO-PROOF-I-001","proof","Proof of matrix-unit theorem","NOE-P42-KO-THM-I-001","27","NOE-P42-KO-EQ-008","40","47","7709C5B41011056AB7BD627DBDFD27919B2CEAA3892C19E4E98191246010E486","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","32","39","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","117506306E304D6A0A51416161FA2E13030AA761F37B2CD20A145FC27A34B0AE","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 47"
"NOE-P42-KO-EQ-008","equation","Matrix-unit multiplication display","NOE-P42-KO-PROOF-I-001","28","","41","46","F781CFC8B3089705880712616B3B724A769880F50EF0A4AC7A266D82E1153B1B","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","33","38","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","425C46CE7A7C2202EF00E2877D3F9046338B924780E2F785CDB86F08A1BB2614","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 46"
"NOE-P42-KO-REM-I-001","remark","Remark 1 scalar extension","NOE-P42-KO-SEC-I-SUB-001","29","","49","49","A3D4D15817518D11096B961B31457B90438CE8462B54DCA7E7C507332715B5BB","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","41","41","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","D3F540B489AFFC902FADEDDC26FEC87EBD78CDD288753CB8A2FB94B69C34FB86","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 49"
"NOE-P42-KO-REM-I-002","remark","Remark 2 nonzero ideal argument","NOE-P42-KO-SEC-I-SUB-001","30","","51","51","51974F170E707AEB9974E76D99311E9BF0C82925438D68DAA6870E0AC8C79BA8","U02","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U02_translation_draft_v001.tex","43","43","3202E4DB86D233F21A00A81EFD2E117568F4B064ECC9D562AC50F6C70B5AB05F","1B04890F504B509F296025AFB5C8D65395D35B53048A8ABA3736F444B21E11E3","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 51"
"NOE-P42-KO-SEC-I-SUB-002","subsection","Section I.2 non-Galois splitting field","NOE-P42-KO-SEC-I-001","31","","53","74","03CD1CCBD19D909FD0233E04F5C99191F52AB8480C249D4A1A8B6B58EE3CD60A","U03","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U03_translation_draft_v001.tex","8","29","A5BBEB5C5716338FB828D47B53F64C030A059964181EFC89E8751D4666DEC317","DDD6D3D5082B3D50B788E28811C3C6C44AF367E492BBD6527978B0149DCFEA4F","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 74"
"NOE-P42-KO-EQ-009","equation","Coset decomposition and E_H","NOE-P42-KO-SEC-I-SUB-002","32","","55","60","C86E6B3BE1861872B1E342871869FA0600D799A66FC79B5488ABC309FA7ADBDC","U03","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U03_translation_draft_v001.tex","10","15","A5BBEB5C5716338FB828D47B53F64C030A059964181EFC89E8751D4666DEC317","C86E6B3BE1861872B1E342871869FA0600D799A66FC79B5488ABC309FA7ADBDC","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 60"
"NOE-P42-KO-EQ-010","equation","E_G and u_Si definitions","NOE-P42-KO-SEC-I-SUB-002","33","","61","65","1D70BE35BADC398481D48B2F7C801FF7215EB973A0107048F71507838DB054AA","U03","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U03_translation_draft_v001.tex","16","20","A5BBEB5C5716338FB828D47B53F64C030A059964181EFC89E8751D4666DEC317","51ADAC301521AFC8BE2A6A133430FF90395E1929F0126521514DE29D47357B67","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 65"
"NOE-P42-KO-PARA-005","paragraph","Relations bridge","NOE-P42-KO-SEC-I-SUB-002","34","NOE-P42-KO-EQ-011;NOE-P42-KO-EQ-012;NOE-P42-KO-EQ-013","66","66","0684DDA54F82EB3B699688C9D64852C6A37D0B34096AE68E8FA692CACE6C44F1","U03","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U03_translation_draft_v001.tex","21","21","A5BBEB5C5716338FB828D47B53F64C030A059964181EFC89E8751D4666DEC317","22E7B24BC8B5535702F395AF9B81404BBB5577C66D965F94BF7D3E53A07776FF","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 66"
"NOE-P42-KO-EQ-011","equation","Equation 3","NOE-P42-KO-SEC-I-SUB-002","35","","67","67","F9E85B77B93BCD86601219EAE9E66F64437109622FD031933F64506AC35B9A62","U03","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U03_translation_draft_v001.tex","22","22","A5BBEB5C5716338FB828D47B53F64C030A059964181EFC89E8751D4666DEC317","F9E85B77B93BCD86601219EAE9E66F64437109622FD031933F64506AC35B9A62","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 67"
"NOE-P42-KO-EQ-012","equation","Equation 4","NOE-P42-KO-SEC-I-SUB-002","36","","68","68","2C548289085A97C5F593E0BEF3DB99BAE76372EB725BE38F7700DC7C1872128C","U03","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U03_translation_draft_v001.tex","23","23","A5BBEB5C5716338FB828D47B53F64C030A059964181EFC89E8751D4666DEC317","A865FC05E28751D766050B2BCE99A8951F94F7C6D70A85D4F7BA1FC06AA1BB60","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 68"
"NOE-P42-KO-EQ-013","equation","Equation 5","NOE-P42-KO-SEC-I-SUB-002","37","","69","69","5FDD70D96E8F8F93C8F3A457C381A2E7CD7B82CBA61029301E80475D04E9DFB1","U03","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U03_translation_draft_v001.tex","24","24","A5BBEB5C5716338FB828D47B53F64C030A059964181EFC89E8751D4666DEC317","5FDD70D96E8F8F93C8F3A457C381A2E7CD7B82CBA61029301E80475D04E9DFB1","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 69"
"NOE-P42-KO-PROOF-I-002","proof","Proof of relations 3 through 5 and 1 prime","NOE-P42-KO-SEC-I-SUB-002","38","NOE-P42-KO-EQ-014","70","72","20E57AC35779E90618D35EFBB8B4005C71A9E6CF45485DA7BBD69E95EF707729","U03","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U03_translation_draft_v001.tex","25","27","A5BBEB5C5716338FB828D47B53F64C030A059964181EFC89E8751D4666DEC317","7780CD8137D520B88487947D50279C98A24D072836A1DD58B8FD9BB7E64B1E2E","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 72"
"NOE-P42-KO-EQ-014","equation","Equation 1 prime","NOE-P42-KO-PROOF-I-002","39","","71","71","4BAC577040064D53A9A31B2F4D214763B46333528D8EA3D069FF7BDFA47EFDCE","U03","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U03_translation_draft_v001.tex","26","26","A5BBEB5C5716338FB828D47B53F64C030A059964181EFC89E8751D4666DEC317","DEE62E91F1EA8C412A87AA2F657DEB54CFFA4B16DC419F0AB6F96AC025C18727","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 71"
"NOE-P42-KO-PARA-006","paragraph","Conclusion K equals k E_G k","NOE-P42-KO-SEC-I-SUB-002","40","NOE-P42-KO-THM-I-001","74","74","25EC21C261291244FD56691849769F3238D9EDD4EF550D176A26C7DB0ACC9F46","U03","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U03_translation_draft_v001.tex","29","29","A5BBEB5C5716338FB828D47B53F64C030A059964181EFC89E8751D4666DEC317","7EC41A8FC2656C163932BF89E44E82A9A440BC0F540EC36057793E1CD7294963","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 74"
"NOE-P42-KO-SEC-I-SUB-003","subsection","Section I.3 corner algebra","NOE-P42-KO-SEC-I-001","41","","76","88","BF8AF8AC73BBC81A35539B76063320C26EE5879A72EC9BAA09131CEA35B01404","U04","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U04_translation_draft_v001.tex","8","20","CCCA468FA860946FE47BFFFA9E113884D8BC36198A91A293AA85504F28621492","88350C54513388EE82BB2D4E03FC5EE02DA79AE3B1809EF7261C80539484CC05","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 88"
