application_id,candidate_id,reader,reference_form,source_relpath,source_line,source_column,visible_text,raw_tex,context,source_sha256,target_label,pdf_destination,target_id,classification,status,resolution_basis
ega3.ega0.application.sha256.34c88be5b09e7d7011be90361a89a53af25707caa2fac55dd66956f0c4f6ec08,ega3.ega0.candidate.sha256.34c88be5b09e7d7011be90361a89a53af25707caa2fac55dd66956f0c4f6ec08,ega0,sref,ega0/ega0-7.tex,239,53,0.7.1.4,\sref{0.7.1.4},contained in an ideal of definition (in other words \sref{0.7.1.4} such that,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.1.4,subsection*.79,ega3.ega0.target.sha256.25ae6f18aa78bda12ec79ea28ce4d2548144d2cb492be1798e643004aa7e1e87,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.8294de6ce7da8be41324457850be154cc21727de0e578a6ee0586e2eb9abfc02,ega3.ega0.candidate.sha256.8294de6ce7da8be41324457850be154cc21727de0e578a6ee0586e2eb9abfc02,ega0,sref,ega0/ega0-7.tex,265,22,0.7.2.3,\sref{0.7.2.3},"With the notation of \sref{0.7.2.3}, it is immediate that",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.3,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.ef2464b233575f821fa0fb9cf63adfdfa3833417cb2a92bf4a622de4129dfe2e,ega3.ega0.candidate.sha256.ef2464b233575f821fa0fb9cf63adfdfa3833417cb2a92bf4a622de4129dfe2e,ega0,sref,ega0/ega0-7.tex,278,25,0.7.2.3,\sref{0.7.2.3},"Under the hypotheses of \sref{0.7.2.3}, the following conditions are",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.3,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.476c589d6a12d0f4bbfdd1f273c18856ed228696c94b43a92355b003ed3891ab,ega3.ega0.candidate.sha256.476c589d6a12d0f4bbfdd1f273c18856ed228696c94b43a92355b003ed3891ab,ega0,sref,ega0/ega0-7.tex,295,32,0.7.2.4,\sref{0.7.2.4},are satisfied; as according to \sref{0.7.2.4} $A$ is complete for the,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.4,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.758ddbe6082969a54bbddbcafd991ad34a32058743d4f0ca329e4404b3d27f69,ega3.ega0.candidate.sha256.758ddbe6082969a54bbddbcafd991ad34a32058743d4f0ca329e4404b3d27f69,ega0,sref,ega0/ega0-7.tex,335,27,0.7.2.2,\sref{0.7.2.2},"$A$ is an admissible ring \sref{0.7.2.2}; by definition, the",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.2,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.07db5b5f5da08510013256f1ff5693fb35cad7e8c7c8a7e2f8bf8248985390de,ega3.ega0.candidate.sha256.07db5b5f5da08510013256f1ff5693fb35cad7e8c7c8a7e2f8bf8248985390de,ega0,sref,ega0/ega0-7.tex,376,37,0.7.2.7,\sref{0.7.2.7},"Under the conditions of Proposition \sref{0.7.2.7}, for $A$ to",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.7,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.59da1fbb859de97173d8f8a0e9c6e0ca905f24ba6e1ca3959dddf809fecf28da,ega3.ega0.candidate.sha256.59da1fbb859de97173d8f8a0e9c6e0ca905f24ba6e1ca3959dddf809fecf28da,ega0,sref,ega0/ega0-7.tex,381,41,0.7.2.6,\sref{0.7.2.6},This follows immediately from Corollary \sref{0.7.2.6}.,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.6,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.7fac3c7f2322cdbc8ab18e65eb24591f0d9bc4fef498be33c9cae96610a12cb2,ega3.ega0.candidate.sha256.7fac3c7f2322cdbc8ab18e65eb24591f0d9bc4fef498be33c9cae96610a12cb2,ega0,sref,ega0/ega0-7.tex,386,39,0.7.2.7,\sref{0.7.2.7},"Suppose the hypotheses of Proposition \sref{0.7.2.7}: for each integer $i$,",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.7,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.db1675b4ae93f93f3dfcb454afed99b094afd645a2425cd8c91ecf03b46fa356,ega3.ega0.candidate.sha256.db1675b4ae93f93f3dfcb454afed99b094afd645a2425cd8c91ecf03b46fa356,ega0,sref,ega0/ega0-7.tex,418,16,0.7.2.9,\sref{0.7.2.9},"of Proposition \sref{0.7.2.9}, and let $N=\varprojlim N_i$. There is a",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.9,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.ee8938bf3bae1f451d4ca2045471f25b440456c1efe6446478d17f186894112f,ega3.ega0.candidate.sha256.ee8938bf3bae1f451d4ca2045471f25b440456c1efe6446478d17f186894112f,ega0,sref,ega0/ega0-7.tex,437,31,0.7.2.7,\sref{0.7.2.7},the conditions of Proposition \sref{0.7.2.7}; as $A$ is the projective,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.7,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.0d049684c9400449d0117d57628603c4457e115b70185735b1679328a9c2db3d,ega3.ega0.candidate.sha256.0d049684c9400449d0117d57628603c4457e115b70185735b1679328a9c2db3d,ega0,sref,ega0/ega0-7.tex,438,45,0.7.2.7,\sref{0.7.2.7},"limit of the $A_i$, we see that Proposition \sref{0.7.2.7} gives the",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.7,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.8621a6bed0ff90d98c2ca957fdee4fa2c96bf5001a0f4a8ddd3a37e3ed704404,ega3.ega0.candidate.sha256.8621a6bed0ff90d98c2ca957fdee4fa2c96bf5001a0f4a8ddd3a37e3ed704404,ega0,sref,ega0/ega0-7.tex,449,54,0.7.2.7,\sref{0.7.2.7},that the $A_n$ satisfy the conditions of Proposition \sref{0.7.2.7};,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.7,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.8fe0f850b381ab058e8c7666fdd91f7d70acb19e8a026453b949e05b0b06caec,ega3.ega0.candidate.sha256.8fe0f850b381ab058e8c7666fdd91f7d70acb19e8a026453b949e05b0b06caec,ega0,sref,ega0/ega0-7.tex,489,1,0.7.2.12,\sref{0.7.2.12},"\sref{0.7.2.12}, $\mathfrak{J}/\mathfrak{J}^2$ is then an $A$-module of",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.12,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.9ef9ff0439e93a7ea3198fe45ba04bc594dc5d65747c10beae817851f079dac8,ega3.ega0.candidate.sha256.9ef9ff0439e93a7ea3198fe45ba04bc594dc5d65747c10beae817851f079dac8,ega0,sref,ega0/ega0-7.tex,504,53,0.7.3.2,\sref{0.7.3.2},"\emph{(Artin--Rees Lemma)}. Under the hypotheses of \sref{0.7.3.2}, there",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.2,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.0b58bc0bf4216a215b74c17f678127f2f596c94aea5a8929a9f810716278e855,ega3.ega0.candidate.sha256.0b58bc0bf4216a215b74c17f678127f2f596c94aea5a8929a9f810716278e855,ega0,sref,ega0/ega0-7.tex,516,25,0.7.3.2,\sref{0.7.3.2},"Under the hypotheses of \sref{0.7.3.2}, the canonical map",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.2,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.10d2c9fec9e2c1af17b0de17dfde1609ba2c6d16b026c6534270ce266e4dbf06,ega3.ega0.candidate.sha256.10d2c9fec9e2c1af17b0de17dfde1609ba2c6d16b026c6534270ce266e4dbf06,ega0,sref,ega0/ega0-7.tex,520,1,0.6.1.1,\sref{0.6.1.1},\sref{0.6.1.1}.,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.6.1.1,subsection*.69,ega3.ega0.target.sha256.410378afa2029f5c9a3476b080bfa0148b083cbcd15b5e529845d163c811740f,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.3b99b4365f187ff3fdbd5f76a4dc2f956ff824c68741cb00d005901b18b72ccb,ega3.ega0.candidate.sha256.3b99b4365f187ff3fdbd5f76a4dc2f956ff824c68741cb00d005901b18b72ccb,ega0,sref,ega0/ega0-7.tex,527,1,0.7.3.1,\sref{0.7.3.1},"\sref{0.7.3.1}; on the other hand, if $i$ is the canonical homomorphism",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.1,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.56cf00e996493e2fd6b4e21dbbbbff5c5e0f5e6ccaef87e0ab76fc6275f21b9c,ega3.ega0.candidate.sha256.56cf00e996493e2fd6b4e21dbbbbff5c5e0f5e6ccaef87e0ab76fc6275f21b9c,ega0,sref,ega0/ega0-7.tex,528,52,0.7.3.2,\sref{0.7.3.2},"$M\to\widehat{M}$, it follows from Krull's Theorem \sref{0.7.3.2} that the",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.2,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.05ff749685c6ce3b50b6fd0d85ec938edd5427554801df6db9d90d4d4b82e90f,ega3.ega0.candidate.sha256.05ff749685c6ce3b50b6fd0d85ec938edd5427554801df6db9d90d4d4b82e90f,ega0,sref,ega0/ega0-7.tex,531,1,0.7.3.1,\sref{0.7.3.1},"\sref{0.7.3.1}, the image of $\widehat{u}$ is equal to the kernel of",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.1,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.6b243b52fe8a2549335dd7862177dcc4c2f15c54210517c880e96106ebe53609,ega3.ega0.candidate.sha256.6b243b52fe8a2549335dd7862177dcc4c2f15c54210517c880e96106ebe53609,ega0,sref,ega0/ega0-7.tex,567,29,0.7.3.3,\sref{0.7.3.3},"This follows from Corollary \sref{0.7.3.3}, \sref{0.6.2.1}, and \sref{0.6.2.2}.",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.3,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.ef10c66824c72452a73b280c13cbf34be19ad3d3e59d989d4659166abbd236bf,ega3.ega0.candidate.sha256.ef10c66824c72452a73b280c13cbf34be19ad3d3e59d989d4659166abbd236bf,ega0,sref,ega0/ega0-7.tex,567,45,0.6.2.1,\sref{0.6.2.1},"This follows from Corollary \sref{0.7.3.3}, \sref{0.6.2.1}, and \sref{0.6.2.2}.",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.6.2.1,subsection*.70,ega3.ega0.target.sha256.95d6d5f57effd7ffbacd12eef2ac88830f609800303e8fba1dacc1d894507a45,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.af81f9f818d092526ea6884550fc67d1f793265cc6f9f1955750cf70fa81c9d6,ega3.ega0.candidate.sha256.af81f9f818d092526ea6884550fc67d1f793265cc6f9f1955750cf70fa81c9d6,ega0,sref,ega0/ega0-7.tex,567,65,0.6.2.2,\sref{0.6.2.2},"This follows from Corollary \sref{0.7.3.3}, \sref{0.6.2.1}, and \sref{0.6.2.2}.",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.6.2.2,subsection*.70,ega3.ega0.target.sha256.95d6d5f57effd7ffbacd12eef2ac88830f609800303e8fba1dacc1d894507a45,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.f9e58add81110b9f5bec610e47d48d57c21db7503ee7e7d55f91ef9627286a3b,ega3.ega0.candidate.sha256.f9e58add81110b9f5bec610e47d48d57c21db7503ee7e7d55f91ef9627286a3b,ega0,sref,ega0/ega0-7.tex,576,65,0.6.4.1,\sref{0.6.4.1},\item[{\rm(b)}] $\widehat{A}$ is a faithfully flat $A$-module \sref{0.6.4.1}.,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.6.4.1,subsection*.73,ega3.ega0.target.sha256.4c67a3123b11bcd478c0260749f4076e5337fda029aeff0aed2287a8c01f1c65,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.be9a2ebf38589646a00a6ba5f99b070f79256d3a384c4eca18125f3c01e8d3e3,ega3.ega0.candidate.sha256.be9a2ebf38589646a00a6ba5f99b070f79256d3a384c4eca18125f3c01e8d3e3,ega0,sref,ega0/ega0-7.tex,585,58,0.6.6.1 (c),\sref{0.6.6.1}[c],map $M\to\widehat{M}=M\otimes_A\widehat{A}$ is injective \sref{0.6.6.1}[c].,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.6.6.1,subsection*.75,ega3.ega0.target.sha256.a25e77bcbf17be46657ffd121059923945f46b9cb543d4e1c3cdc755faf74ec1,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.4cf187f3682479eda8f3ea0bb55c753cd5665a121efe518d63f9c287ced3d019,ega3.ega0.candidate.sha256.4cf187f3682479eda8f3ea0bb55c753cd5665a121efe518d63f9c287ced3d019,ega0,sref,ega0/ega0-7.tex,597,17,0.7.3.2,\sref{0.7.3.2},"Krull's Theorem \sref{0.7.3.2}, the topology induced on $P$ by the",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.2,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.d1616a1e290ae41cc21c929b08c8e8794ca1389e6b0e6d001078dbc52df61a73,ega3.ega0.candidate.sha256.d1616a1e290ae41cc21c929b08c8e8794ca1389e6b0e6d001078dbc52df61a73,ega0,sref,ega0/ega0-7.tex,603,42,0.7.3.5,\sref{0.7.3.5},We note that the conditions of Corollary \sref{0.7.3.5} are satisfied,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.5,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.c962e3108358b173ac54dd98b4bcaf151863cd23a0a051ad1b9f7c9cc7a20df5,ega3.ega0.candidate.sha256.c962e3108358b173ac54dd98b4bcaf151863cd23a0a051ad1b9f7c9cc7a20df5,ega0,sref,ega0/ega0-7.tex,614,11,0.7.3.3,\sref{0.7.3.3},Corollary \sref{0.7.3.3}.,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.3,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.0be231005b8b5ff52a85c44492b1184ecb159ea3f5f76d7ad08abdbe6615a3b9,ega3.ega0.candidate.sha256.0be231005b8b5ff52a85c44492b1184ecb159ea3f5f76d7ad08abdbe6615a3b9,ega0,sref,ega0/ega0-7.tex,617,30,0.7.2.9,\sref{0.7.2.9},We conclude that Proposition \sref{0.7.2.9} gives the description of,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.9,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.956dc3cd0aa6b27391634fec09abafe6594bdffed44021de8b32d2d194d24066,ega3.ega0.candidate.sha256.956dc3cd0aa6b27391634fec09abafe6594bdffed44021de8b32d2d194d24066,ega0,sref,ega0/ega0-7.tex,622,25,0.7.3.2,\sref{0.7.3.2},"Under the hypotheses of \sref{0.7.3.2}, the kernel of the canonical map",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.2,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.32f63beadc17b1ca2b9eacf12f4317a60013e8afe49b6576db744b17cd40f8a1,ega3.ega0.candidate.sha256.32f63beadc17b1ca2b9eacf12f4317a60013e8afe49b6576db744b17cd40f8a1,ega0,sref,ega0/ega0-7.tex,630,21,0.7.3.2,\sref{0.7.3.2},"(by Krull's Theorem \sref{0.7.3.2}), in other words, that",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.2,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.9bcbdedfc79c4a3cdf926dfff83d5bc0ebbe4443def1a7db9266a5f76e5b2dee,ega3.ega0.candidate.sha256.9bcbdedfc79c4a3cdf926dfff83d5bc0ebbe4443def1a7db9266a5f76e5b2dee,ega0,sref,ega0/ega0-7.tex,647,14,0.7.2.12,\sref{0.7.2.12},from Example \sref{0.7.2.12} and from the hypothesis on $M/\mathfrak{m}M$.,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.12,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.8dab9a8b659eaf4f53275ff200090179b1568c4ef3bf8d7770a90df40a79c808,ega3.ega0.candidate.sha256.8dab9a8b659eaf4f53275ff200090179b1568c4ef3bf8d7770a90df40a79c808,ega0,sref,ega0/ega0-7.tex,654,24,0.7.3.6,\sref{0.7.3.6},according to Corollary \sref{0.7.3.6}).,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.6,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.93ccd3ac1bbbde52c45989512cb351ae9e21e5f9a4e3d7ea63d2be2b83b08b45,ega3.ega0.candidate.sha256.93ccd3ac1bbbde52c45989512cb351ae9e21e5f9a4e3d7ea63d2be2b83b08b45,ega0,sref,ega0/ega0-7.tex,668,34,0.1.7.4,\sref{0.1.7.4},immediately reduce (according to \sref{0.1.7.4} and,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.1.7.4,subsection*.11,ega3.ega0.target.sha256.5274b75b9629636a2b4bc0a38c6bf65827476fbcf0aa04c3e970db9311f55e71,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.367863adfbcd83ae69edae7c17afae0f0dc75b7a5bd5e7f2c36d0d89e3b63283,ega3.ega0.candidate.sha256.367863adfbcd83ae69edae7c17afae0f0dc75b7a5bd5e7f2c36d0d89e3b63283,ega0,sref,ega0/ega0-7.tex,669,1,0.1.7.2,\sref{0.1.7.2},"\sref{0.1.7.2}) to the case where $M/\mathfrak{m}M$ is \emph{simple}, thus",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.1.7.2,subsection*.11,ega3.ega0.target.sha256.5274b75b9629636a2b4bc0a38c6bf65827476fbcf0aa04c3e970db9311f55e71,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.42fa25207f9682e9f74810a5d514dacd67718144198503f8c87ff75c28984904,ega3.ega0.candidate.sha256.42fa25207f9682e9f74810a5d514dacd67718144198503f8c87ff75c28984904,ega0,sref,ega0/ega0-7.tex,674,1,0.1.7.5,\sref{0.1.7.5},"\sref{0.1.7.5}. As $B$ is Noetherian, we conclude",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.1.7.5,subsection*.11,ega3.ega0.target.sha256.5274b75b9629636a2b4bc0a38c6bf65827476fbcf0aa04c3e970db9311f55e71,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.5e09fc7fa198e235ac698f92555f0a266af3c7e23d0eed03e0238d1c9195abc4,ega3.ega0.candidate.sha256.5e09fc7fa198e235ac698f92555f0a266af3c7e23d0eed03e0238d1c9195abc4,ega0,sref,ega0/ega0-7.tex,685,62,0.7.3.5,\sref{0.7.3.5},are the same; the second is separated according to Corollary \sref{0.7.3.5}.,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.3.5,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.4916473237963f570b7ba3500bebe21e7d072a1c4e22dcf86280a9b3c4fac51a,ega3.ega0.candidate.sha256.4916473237963f570b7ba3500bebe21e7d072a1c4e22dcf86280a9b3c4fac51a,ega0,sref,ega0/ega0-7.tex,690,37,0.7.2.4,\sref{0.7.2.4},"Under the hypotheses of Proposition \sref{0.7.2.4}, if in addition $A$ is",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.2.4,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.ec453250eaa2dfbd15564fce6001076c4f336721f6c7133e6d35ea640f9927ac,ega3.ega0.candidate.sha256.ec453250eaa2dfbd15564fce6001076c4f336721f6c7133e6d35ea640f9927ac,ega0,sref,ega0/ega0-7.tex,697,42,0.7.4.1,\sref{0.7.4.1},follows from the remark after Definition \sref{0.7.4.1}.,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.4.1,subsection*.82,ega3.ega0.target.sha256.7a73a44e11266826b9ba194ebed0ec61dd66f7130664efcec2bfdd0df9175a9a,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.83e79cafb77c150f5f536d6afc04e9fc9fe028bbd598e34ed0a6c323ed52b6c9,ega3.ega0.candidate.sha256.83e79cafb77c150f5f536d6afc04e9fc9fe028bbd598e34ed0a6c323ed52b6c9,ega0,sref,ega0/ega0-7.tex,702,40,0.7.4.2,\sref{0.7.4.2},The most important case of Proposition \sref{0.7.4.2} is when $B$ is a,DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.4.2,subsection*.82,ega3.ega0.target.sha256.7a73a44e11266826b9ba194ebed0ec61dd66f7130664efcec2bfdd0df9175a9a,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.1fd7a1475fdf0af25dae8722a3be90ffef41cdde8b400f2be32a31c1dfca6dee,ega3.ega0.candidate.sha256.1fd7a1475fdf0af25dae8722a3be90ffef41cdde8b400f2be32a31c1dfca6dee,ega0,sref,ega0/ega0-7.tex,715,37,0.7.4.2,\sref{0.7.4.2},"Under the hypotheses of Proposition \sref{0.7.4.2}, if",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.4.2,subsection*.82,ega3.ega0.target.sha256.7a73a44e11266826b9ba194ebed0ec61dd66f7130664efcec2bfdd0df9175a9a,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega0.application.sha256.9b59ff0561ebc0afbe595de82581d4d452ab151bfd00f8d726a408c960248e34,ega3.ega0.candidate.sha256.9b59ff0561ebc0afbe595de82581d4d452ab151bfd00f8d726a408c960248e34,ega0,sref,ega0/ega0-7.tex,723,31,0.7.4.2,\sref{0.7.4.2},"$0$, the proof of Proposition \sref{0.7.4.2} shows that",DA01D1C953C721896DFBD2FCA241D25EE61625963AEAFCC9F14F69280E99F77C,0.7.4.2,subsection*.82,ega3.ega0.target.sha256.7a73a44e11266826b9ba194ebed0ec61dd66f7130664efcec2bfdd0df9175a9a,explicit_same_reader_reference,applied_local_link,exact active local aux label
