edge_id,reader,pdf_page,annotation_index,rect_x0,rect_y0,rect_x1,rect_y1,pdf_destination,target_id,target_pdf_page,origin_class,status
ega3.ega0.edge.sha256.528814a068881781ec2ae2f268f09015a8905b15c34c804886b92500f2e4e94c,ega0,1,25,511.041,291.296,522.996,300.407,subsection*.50,ega3.ega0.target.sha256.d5b3dce395dc63a9f6a7f5a381d940f4f2e3bd8c0d84861e2c5dcbb09aab93e5,25,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.7117ef9dce1fdd7a4e1f9da99aa5b05b28b274c0d3fc5ca4066f0eb9b2b89906,ega0,1,26,511.041,278.743,522.996,287.854,section*.54,ega3.ega0.target.sha256.5d17c2b1ffddebe47d1489ca51b6dd062be6afab5fe2ce8cb7b05a3952d71bbb,26,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.acfd020335f79b015f5d12c21a2b2ad9d83a0ad61d0ce0e85bc775e86935c422,ega0,1,27,511.041,266.190,522.996,275.301,subsection*.55,ega3.ega0.target.sha256.04b81d5ca563d147b95d11c0a1c28eb08ea4ff1541fd08a3d3e725301c7b19bb,26,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.ea3d49d209559fb8ab36db2e6b692b772e36d851ffc4c38683294dcf62cc248b,ega0,1,28,511.290,253.821,523.245,262.748,subsection*.56,ega3.ega0.target.sha256.cb6eeb3294b0dfb67589f5f3040369fdcfab0bb190257eb4b03bd891b54ace0c,27,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.3651f912858b0d59082118ad73c2bcadf99ba18b920e75c1fddea5596a1e7629,ega0,1,29,511.041,241.084,522.996,250.195,subsection*.57,ega3.ega0.target.sha256.4605a0ba94e65298c4c9daedd4b0d510126d793e91a496bf32d8388f4da136cc,28,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.bc042672af6a6f8f0f2c3ac65dad52dbb03df64ae380d02463d71c3c7e097386,ega0,1,30,511.041,228.531,522.996,237.642,subsection*.58,ega3.ega0.target.sha256.bb08ffe1a1ad1b1f7fcb3a175170b1caf911fa2faae121a67c31ceaedeed6bea,29,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.2c5240225ab353bd34ed02c37772bb7317a5a62c7578dec0266365f033d645dc,ega0,1,31,511.041,215.978,522.996,225.089,subsection*.66,ega3.ega0.target.sha256.357936949e9c15bea659cb884e4c7bbca20873c9ca80d357e7a32285f156477a,32,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.84fd68d9a9fef4e3d812f3179b1bf3ba3f75d86fa83940646dd8eeefcd42f12e,ega0,1,32,511.041,203.425,522.996,212.536,section*.67,ega3.ega0.target.sha256.8ab1ebf86a4b2c50eab33a74bd7a1933cb1e68c969e841b9c3b585a44ae2e877,34,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.fc387298187b49825defa811da771c6272fd1c9634469b0b702337d497ea1136,ega0,1,33,511.041,190.872,522.996,199.983,subsection*.69,ega3.ega0.target.sha256.410378afa2029f5c9a3476b080bfa0148b083cbcd15b5e529845d163c811740f,34,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.b947b5d04328ce1eec093a8b6c259d48fa5c9bd7764dc089600f98c5b588aebb,ega0,1,34,511.041,178.319,522.996,187.430,subsection*.70,ega3.ega0.target.sha256.95d6d5f57effd7ffbacd12eef2ac88830f609800303e8fba1dacc1d894507a45,34,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.61dc90cf1d1777cc562a56c1ab6f653be41b8fa2ab1dc4f45fcf18eb5a73cb2b,ega0,1,35,511.041,165.766,522.996,174.877,subsection*.72,ega3.ega0.target.sha256.549a13e42ac3759e952d29d60e73bda86b3b4b68e95eb565377fbc4fa3e15863,35,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.a1373cae6b4670cbc4f6006a4fee7ae540776a605c8c0571b47d7b333ce45351,ega0,1,36,511.041,153.213,522.996,162.324,subsection*.73,ega3.ega0.target.sha256.4c67a3123b11bcd478c0260749f4076e5337fda029aeff0aed2287a8c01f1c65,36,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.7cffce4ea0625a3afbeec0f64139e08333e56b55425f13692211211d719062a4,ega0,1,37,511.290,140.660,523.245,149.771,subsection*.74,ega3.ega0.target.sha256.1afc41feaecd1619d373fa60efb5d851e94a3eb907f880c9be8ace99f20bcbc6,36,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.65789a96bb01c9324080a5c2360c4b4c79fe467232452ddaf221c36cf6fccbe8,ega0,1,38,511.290,128.107,523.245,137.218,subsection*.75,ega3.ega0.target.sha256.a25e77bcbf17be46657ffd121059923945f46b9cb543d4e1c3cdc755faf74ec1,37,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.e24b131ef812870ad2ce0592fbdc0cf48e660c1d7ffdea8f03a469a19f7de30f,ega0,1,39,511.290,115.554,523.245,124.665,subsection*.76,ega3.ega0.target.sha256.78b2f51ac98ba677913cd75df97a98518e660a0575ba4444d008a24cb2f100cd,37,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.7c1ccacd9516b4e2a4bc60746531190a52acc665f33cc7ad2cbc88d6e957963e,ega0,1,40,511.041,103.001,522.996,112.112,section*.78,ega3.ega0.target.sha256.5ca18691d3cc4abe91ecebb61006dd7060dfe2e9bb0306c4af589a2d463ff5d1,38,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.8d5a70f3bfd8101ed2ec76893d2283b6030738c8a291f1af3f61e17dd2ece646,ega0,1,41,511.041,90.448,522.996,99.559,subsection*.79,ega3.ega0.target.sha256.25ae6f18aa78bda12ec79ea28ce4d2548144d2cb492be1798e643004aa7e1e87,38,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.74859cf77a7e8934d3ceaf157974f8a8f73bf766c3cd19761852ebe0c8b93002,ega0,1,42,511.041,77.895,522.996,87.006,subsection*.80,ega3.ega0.target.sha256.855f69da5e2fa4c2be732a7cca0723529cd48a042a7a272851119d5f97b29923,40,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.d0fb88936694f9006523ff4e432976e1f8f952ad6750f57dc203b6d75a793c75,ega0,1,43,511.041,65.527,522.996,74.453,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,42,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.112047ae3ad38f92ed8aafa96540c995289635d30c7ceefa40c793ff27c37e8d,ega0,1,44,511.041,52.974,522.996,61.900,subsection*.82,ega3.ega0.target.sha256.7a73a44e11266826b9ba194ebed0ec61dd66f7130664efcec2bfdd0df9175a9a,44,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.fa258799316f5f1c1cfccfa10c3d871d94fea1ff5101eba22159274e1fd29051,ega0,2,0,511.041,726.827,522.996,735.938,subsection*.83,ega3.ega0.target.sha256.1443019a4a8b97e016e522ba3e4da98502f0e0b25e4f68755b7f343c5937e2b9,45,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.71f80649779a7328072048114ac604d54912647ba5e7ffc0e64f1e7970c05ecc,ega0,2,1,511.290,714.458,523.245,723.385,subsection*.84,ega3.ega0.target.sha256.218ef3ee2adf86b8ea6c12836c657a956fc6e8ccb9d3b7629039d01285d22020,47,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.7f4d7e18613ac6cd8c504a4c537a3227695031b10f2a494846ffe796334001be,ega0,2,2,511.041,701.721,522.996,710.832,subsection*.85,ega3.ega0.target.sha256.fad3525a6f0da27fbfcc2ff82628aea8541a7eb4ae93ceb8362c106ef18860e2,49,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.543af2b388306c4392151c93719add01afcc61db6b52373f2a6a82c964756157,ega0,2,3,511.539,689.168,523.494,698.279,subsection*.86,ega3.ega0.target.sha256.0ca77bf6539aac917ea3ee55ab8024f27e83a87123bad3f17c350032edb52878,50,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.c5153775e59f46e0dfae2a38f88c3f8c6db598f1a947e70d38df2bab834cd1d5,ega0,2,4,511.539,655.385,523.494,664.496,section*.87,ega3.ega0.target.sha256.282f135429cc965bf5eaa5b20fdd8f1e4c9533c0c1681bf360ad1bcaa69832eb,51,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.06e9660458e0726d972fd6c7ddc78c2df39a002aeee88d9dd513232cbe64ee42,ega0,2,5,511.539,642.832,523.494,651.943,subsection*.88,ega3.ega0.target.sha256.344f973e019683455bc34c84df1eb7480b838a0ff20ce77150ee97751d870a1a,51,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.9d0b105f47aa43e117edd414cf6f72a2160dc41c7fab1a2067bde74886e2be99,ega0,2,6,511.041,630.279,522.996,639.390,subsection*.97,ega3.ega0.target.sha256.316f89c78e3d71093c632f29877985ca635fd75074481f9b019c31f0989b056e,54,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.f329f6998c05dab5e46919b28cd1139dca507a2e1e5e6137cd1f230a7334a0f5,ega0,2,7,511.041,617.726,522.996,626.837,section*.100,ega3.ega0.target.sha256.98086fabc06ce9f789e4f141b0863747c642e2376a74fbc5216403446293010c,56,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.e64afbeb0a268b2016c44459f0410dd48aeaf45ab3460bd4df26147e0f0ae034,ega0,2,8,511.041,605.173,522.996,614.284,subsection*.101,ega3.ega0.target.sha256.9b8f24d1e5802cb3d6d17ab8bf6b4a30006d5a4b9a961c91cc7d3f7981af5dad,56,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.8617a027839b22458593979d4520679890d76ff3414c0695856db8256ed36504,ega0,2,9,511.041,592.620,522.996,601.731,subsection*.102,ega3.ega0.target.sha256.d1a1eb487ee40a08f34188d3a80e4b03f36ab30897e55add9d7e6b7fa4d77416,58,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.293a81c9dba8bb2af76d933f08d162e28f74a0aefcc65b4809ceb4c85a26f845,ega0,2,10,511.041,580.067,522.996,589.178,subsection*.103,ega3.ega0.target.sha256.aa6ef3348b4faf1245f1bcb1a2595d84733fe7051c3fc77726b4d57ee5d4ffbc,59,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.1c63eef5df046055d2b43391225c117c53c19946e55003ddb175a972adbafc06,ega0,2,11,511.041,567.515,522.996,576.625,section*.104,ega3.ega0.target.sha256.66eaeb9bd1e40784cf6563c33d71ee8bbba24683cf0cada10ceb1b1a6eaf4796,60,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.b2174bd28d2663e2ef105e63e9f71654745a77338b044f41dd84ca14db16c467,ega0,2,12,511.041,554.962,522.996,564.072,subsection*.105,ega3.ega0.target.sha256.9aae1d45bf963c47eff7e2df2306c8a54a7dc9ea12729f753545168d6225c7b6,60,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.a6471ce788e6f51e5ecde7695693532074ad8c30c2b3990662fb2831d8f9537f,ega0,2,13,511.539,542.409,523.494,551.519,subsection*.108,ega3.ega0.target.sha256.2fbf7e6b8d00de84f5b202df90942db7c3dd880755ad1be7fb7af9955e629996,60,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.633d26edaefa9ada8d716e056cfb97a37b8aa32eec7ae418ef9568e6a7b5a955,ega0,2,14,511.041,529.856,522.996,538.966,subsection*.110,ega3.ega0.target.sha256.f27bbaa098eaf98d5f60339fe956e233b58259653099a9d5ac04e57c04a4fbb0,62,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.b839afef67cfe87340944a5ed7a2705ae1dc33a31196af885844eadd00c585cb,ega0,2,15,511.041,517.303,522.996,526.413,section*.112,ega3.ega0.target.sha256.9786858883fc741364d7dbc7fe472a69aa2397e2636a8df369d8a61a5067f620,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.fb1c90470b11007cfcccb5e7996b132749a7a0c6fdcb435722d7a8aee2d03303,ega0,2,16,511.041,504.750,522.996,513.860,subsection*.113,ega3.ega0.target.sha256.6e3be53e6004b7647b2f8662d306d6ac186fa1f80a9ee2592ad1d19d0707392e,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.6bf606b64004f5f62a7deed704a5cfd4f41586a8fd9144126858e815a12bd92c,ega0,2,17,511.290,492.197,523.245,501.307,subsection*.117,ega3.ega0.target.sha256.a4c65db96732b6b8fa788a6a3bf2172b44222d3a2b4e1cee1d5143e2699aa1eb,67,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.5927f6c842e61786e3b028780b0ef0afe9bdb9513f8d1ec47c8388337f0363e1,ega0,2,18,511.041,479.644,522.996,488.754,subsection*.118,ega3.ega0.target.sha256.f9d2d76822de79679821a749caaa7b76bfd78c03bee920c3fce3887a4ada26d5,68,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.dd3b4f03ff79494e247fd687b14d70a10c380fb758bd72a933b55d4277f8adef,ega0,2,19,511.041,467.091,522.996,476.202,subsection*.125,ega3.ega0.target.sha256.c5489452103667016e5780acbe6e48a08609a39ba46f1b436c93138da2dae7a4,70,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.c701fd800c59f3c11e4877600ec17f4b4f99ccfc334bf91fb4644b6e9de83621,ega0,2,20,511.041,454.538,522.996,463.649,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.8fc22f9e68c642ab89ab9aa19b02d0ae3508bde956c443af0086563c9cb3f169,ega0,2,21,511.290,442.169,523.245,451.096,subsection*.140,ega3.ega0.target.sha256.23f4c4904d04577d1b6a27b6c6f6fc22e7ea2f1c9575fdf0d229e4d70aee8ec4,77,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.acadd06ab4d0f59f63d10e702e492b6d1283268517712a6e3d72febf9b1622cc,ega0,2,22,511.041,429.432,522.996,438.543,subsection*.149,ega3.ega0.target.sha256.af8bcf8c25ffab0a8d4fd7249d0025df4d5e2026753f6007c3126f6ec8cb0b9a,78,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.c7fa6eb333655ccc343174de3f2fb65ced1fb164ded74de921d9c9d082ee18a6,ega0,2,23,511.041,416.879,522.996,425.990,subsection*.150,ega3.ega0.target.sha256.32893d876a56dfc764c644cf2dbe4a778388a54718c2c069f5bc56215e626602,80,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.3029e6b092f5aefbfaca6e7a204f179668655b37cac2e265b2232f61b2e94a2d,ega0,2,24,511.041,404.326,522.996,413.437,subsection*.153,ega3.ega0.target.sha256.8f604fcd62a1e61ce9ba3edf8b1b5ab466a8d7f07129dbb3cf3cb1a1e3d7bf03,84,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.976c649c9152eb3bb2966de5b4c6023c4a07c7976d4b396965ec179cbddeb2e2,ega0,2,25,511.041,391.773,522.996,400.884,subsection*.158,ega3.ega0.target.sha256.afb420ac6d5c6ca86bd19a6bd54cb9d46fbc4f9377714ab785f20804d078cabb,86,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.c93769fc20f81692c76a8d28f1a80acb9354d9d4f055eadd930a141d3f324566,ega0,2,26,511.041,379.220,522.996,388.331,section*.161,ega3.ega0.target.sha256.a37c707853aaaf5a90a443b7794b698607ded5ba3d0004a6f9792ab2f2ef9b84,88,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.4c0f5f0f61e4063023a28fa0e5c574900d06b26e0bf1737edf458177eff52444,ega0,2,27,511.041,366.667,522.996,375.778,subsection*.162,ega3.ega0.target.sha256.a1205dba3e00b4c772d801e540c8eb10eba674c21497ebbdd261b260b21b691b,88,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.db1b52ba05e13b04592caf8a29eef3fff207d46bad93bbcb767aa97ef86a3ffd,ega0,2,28,511.041,354.114,522.996,363.225,subsection*.184,ega3.ega0.target.sha256.b50386ea7fba22ecd2eb0ace85105bc7e2f7d830803ff65c9428239b960562b7,93,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.425b9e2ebeb6277959d1ed01db34898817ee2b092a852144660ec1105e8c2fc2,ega0,2,29,511.041,341.561,522.996,350.672,subsection*.195,ega3.ega0.target.sha256.d230ba954c458705019d7fc3d198a0045023b73ddc6c09678d4d2e7bfa4eea69,96,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.73887228940c6891cd8e2ec378c0d7ec3bd9387fe9dba8166441bd6f88f2d99d,ega0,2,30,511.041,329.008,522.996,338.119,subsection*.199,ega3.ega0.target.sha256.814da5c4183dfe0df970a11e3a70941167ba67231ea6c48104cc1a8e7f45ec1b,98,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.ad03ffe9ebadc5a2b6010f781f789dfd6efd2b9ae7892504eda6dbd2822ceed8,ega0,2,31,506.060,316.455,522.996,325.566,section*.214,ega3.ega0.target.sha256.5ac5c2267812a082de77305b1fb74f15221d705d4f629bace51a287ac477b143,100,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.8a315309a23cc730d85a63d03a8424ba2a57b901400b69cb179beb3e7d4e236e,ega0,2,32,506.060,303.902,522.996,313.013,subsection*.215,ega3.ega0.target.sha256.7784b995ea48d5dc16048ef2760949f0b72491a05389b70c42fdd141858f17d9,100,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.91561f41d90636958cfb89486283b0d310ea587417c1473c2782ca90117ed8b2,ega0,2,33,506.558,291.349,523.494,300.460,subsection*.216,ega3.ega0.target.sha256.8d9d7b5efd86eeb5321e19687423554c64d5d7665a02b09419f5e8434700db13,101,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.b749801d686167a264298d6cbdfd9323ec49f3d6f3bd1e95f18f0111e6d1eb56,ega0,2,34,506.060,278.796,522.996,287.907,subsection*.219,ega3.ega0.target.sha256.b122f8a2c0f76939724b6c7e0316f1a49c44e0d817c913a969325a9f79ba9147,103,inherited_internal_pdf_link,resolved_internal_goto
