asset_id	physical_page	authority_pdf_page	output_filename	bytes	sha256	corpus_presentation_path	inherited_presentation_sha256	canonical_override
P0009-A02	9	10	P0009-A02_presentation.png	924247	7307AD3EA8A3F4F80E2DE09805E764D17FA9B06278F535F05B272306142BB161	assets/presentation_derivatives/P0009-A02_presentation.png	7307AD3EA8A3F4F80E2DE09805E764D17FA9B06278F535F05B272306142BB161	none
P0010-A01	10	11	P0010-A01_presentation.png	889276	308340954861F1248517CDBD7668ACB15970403C0C5ED8C049B08167F7F3B035	assets/presentation_derivatives/P0010-A01_presentation.png	806A567367277F7B60C44312CFF6AF18760431701484A225555028D4C46F8891	authority_crop_expansion
P0010-A02	10	11	P0010-A02_presentation.png	566129	547256D9EC55F5D1DCB72319BEB81E04C73C2E3B832520E8B716674D9BB352A9	assets/presentation_derivatives/P0010-A02_presentation.png	547256D9EC55F5D1DCB72319BEB81E04C73C2E3B832520E8B716674D9BB352A9	none
P0011-A01	11	12	P0011-A01_presentation.png	1226554	DE6FBBA141068A065D37083EC458CEA49BC328FED63640C2C11EF9244A4D58EC	assets/presentation_derivatives/P0011-A01_presentation.png	DE6FBBA141068A065D37083EC458CEA49BC328FED63640C2C11EF9244A4D58EC	none
P0011-A02	11	12	P0011-A02_presentation.png	597856	79B9DE5C3B736223A642133E01C75C59CFFF9AB8BF7034EEE553D2525DED4FA6	assets/presentation_derivatives/P0011-A02_presentation.png	79B9DE5C3B736223A642133E01C75C59CFFF9AB8BF7034EEE553D2525DED4FA6	none
P0012-A01	12	13	P0012-A01_presentation.png	539782	339510678341A77FD41EC4170951B56C7519FB3B8AECE5B57607BD60F4563C2F	assets/presentation_derivatives/P0012-A01_presentation.png	339510678341A77FD41EC4170951B56C7519FB3B8AECE5B57607BD60F4563C2F	none
P0012-A02	12	13	P0012-A02_presentation.png	992267	1E146FA245029F44CEAF3C26CADAA1F4A08CE1B9C354E82752D0EB9168099D63	assets/presentation_derivatives/P0012-A02_presentation.png	1E146FA245029F44CEAF3C26CADAA1F4A08CE1B9C354E82752D0EB9168099D63	none
P0013-A01	13	14	P0013-A01_presentation.png	991933	A302B362DA99F3A4227F9CD1F477CDFDF8B86BED9276D94803AD27B01DD2D706	assets/presentation_derivatives/P0013-A01_presentation.png	A302B362DA99F3A4227F9CD1F477CDFDF8B86BED9276D94803AD27B01DD2D706	none
P0013-A02	13	14	P0013-A02_presentation.png	823923	CE0B5DC34180BF619842341C4DFDF5FF39F801449ECC20CE528F7C22EA8A8D37	assets/presentation_derivatives/P0013-A02_presentation.png	58BDDD4385D4976D6FB4A8F016DABC12B34002816EB3C88F4178D98E6A5D90A8	authority_crop_expansion
P0014-A01	14	15	P0014-A01_presentation.png	991710	BFE5C1D72C2B82E63A665EF3FCEB4DFEC812CD369B9B6AD13431575669FE0A95	assets/presentation_derivatives/P0014-A01_presentation.png	BFE5C1D72C2B82E63A665EF3FCEB4DFEC812CD369B9B6AD13431575669FE0A95	none
P0014-A02	14	15	P0014-A02_presentation.png	771513	2AC851D8BB496DAD22AECD5E10B25A1FCB69C4D163CA029CAAC24E55BC9D40C4	assets/presentation_derivatives/P0014-A02_presentation.png	2AC851D8BB496DAD22AECD5E10B25A1FCB69C4D163CA029CAAC24E55BC9D40C4	none
P0015-A01	15	16	P0015-A01_presentation.png	852745	5F6841A46BAD2723FBADBE54B2FD4118F1DF8C8F2FB4C4D8AF1092F61166517E	assets/presentation_derivatives/P0015-A01_presentation.png	5F6841A46BAD2723FBADBE54B2FD4118F1DF8C8F2FB4C4D8AF1092F61166517E	none
P0015-A02	15	16	P0015-A02_presentation.png	977468	96969AE4E8858067F60FCF4F206CEB19176B309EDC527C913D6366A49F1A5F97	assets/presentation_derivatives/P0015-A02_presentation.png	96969AE4E8858067F60FCF4F206CEB19176B309EDC527C913D6366A49F1A5F97	none
P0016-A01	16	17	P0016-A01_presentation.png	1041686	FF8C10685068A20F1E6851878B0F39FAB5FCF75279460A3C53946D0D4605FCE4	assets/presentation_derivatives/P0016-A01_presentation.png	FF8C10685068A20F1E6851878B0F39FAB5FCF75279460A3C53946D0D4605FCE4	none
P0016-A02	16	17	P0016-A02_presentation.png	927487	997F481C4D5802A9BD5CF47BF92FE04122BCF04AC892A5E98539C897265BD26B	assets/presentation_derivatives/P0016-A02_presentation.png	997F481C4D5802A9BD5CF47BF92FE04122BCF04AC892A5E98539C897265BD26B	none
P0017-A01	17	18	P0017-A01_presentation.png	641176	856C969DEA0775B5DCD4E51ECB2D227F7D31A633A48465B8F9188FA7A4C9839C	assets/presentation_derivatives/P0017-A01_presentation.png	856C969DEA0775B5DCD4E51ECB2D227F7D31A633A48465B8F9188FA7A4C9839C	none
P0017-A02	17	18	P0017-A02_presentation.png	1147897	2B6014EC66E23980132BB7DCE96E432B92666852B5811DE9E61ECDA3B70F1322	assets/presentation_derivatives/P0017-A02_presentation.png	4F61EA85BAC0EAF7D7922464883ECBC2242BD7BD25F1D3FC8DDAC53DBE7CF11E	authority_crop_expansion
P0018-A01	18	19	P0018-A01_presentation.png	621872	85E27A717BC97C124B7D6D67CAAC47A4E8214F5C29872232380FB0EE6B86C3DC	assets/presentation_derivatives/P0018-A01_presentation.png	85E27A717BC97C124B7D6D67CAAC47A4E8214F5C29872232380FB0EE6B86C3DC	none
P0018-A02	18	19	P0018-A02_presentation.png	910875	5A905AB7FE921A1E2C4046D4A8037AEAABE034D6E33DA151FFA018952DA84F2F	assets/presentation_derivatives/P0018-A02_presentation.png	3DB35A29E96C64A0B1D4E4FA629AA58A9DD45921BD415FBE365C823DB09C1FF5	authority_crop_expansion
P0019-A01	19	20	P0019-A01_presentation.png	983363	E75C51ED2F775D8F5FF2E888E647202ADEA80199B381B1AC55DE82D6DE494230	assets/presentation_derivatives/P0019-A01_presentation.png	E75C51ED2F775D8F5FF2E888E647202ADEA80199B381B1AC55DE82D6DE494230	none
P0019-A02	19	20	P0019-A02_presentation.png	884374	9AE89A82B655D633A9BCB9D2BA7D401A2C5955FCE3A67DC85FDE55265AA31FCD	assets/presentation_derivatives/P0019-A02_presentation.png	9AE89A82B655D633A9BCB9D2BA7D401A2C5955FCE3A67DC85FDE55265AA31FCD	none
P0020-A01	20	21	P0020-A01_presentation.png	1060120	70B85ADE994094C86908CA6DCB6AF261D6D44D373AAC1A983A901E13049BF5D7	assets/presentation_derivatives/P0020-A01_presentation.png	70B85ADE994094C86908CA6DCB6AF261D6D44D373AAC1A983A901E13049BF5D7	none
P0020-A02	20	21	P0020-A02_presentation.png	711909	166EE01A426A655C0722093D8FEF19225230ABE7E20BB8135508F115C1502594	assets/presentation_derivatives/P0020-A02_presentation.png	166EE01A426A655C0722093D8FEF19225230ABE7E20BB8135508F115C1502594	none
P0021-A01	21	22	P0021-A01_presentation.png	811740	EA7C9C24475163796AC2BDEA0BE70D925F2D336B453D4ADD4B14E952F561022C	assets/presentation_derivatives/P0021-A01_presentation.png	EA7C9C24475163796AC2BDEA0BE70D925F2D336B453D4ADD4B14E952F561022C	none
P0021-A02	21	22	P0021-A02_presentation.png	675257	983FD18E5BB8CD5519513B3DD1480C003FE30C8EE96C5841E24C4C42D448C6B8	assets/presentation_derivatives/P0021-A02_presentation.png	983FD18E5BB8CD5519513B3DD1480C003FE30C8EE96C5841E24C4C42D448C6B8	none
P0022-A01	22	23	P0022-A01_presentation.png	1191937	89A8185C63C4216338153C5EE9015603F50444B7F0C00C411EDA1F6B5132B43F	assets/presentation_derivatives/P0022-A01_presentation.png	89A8185C63C4216338153C5EE9015603F50444B7F0C00C411EDA1F6B5132B43F	none
P0022-A02	22	23	P0022-A02_presentation.png	576271	45812A950D103C38C7A8A705952134B440E211623764F8ACADC60376CDD9675E	assets/presentation_derivatives/P0022-A02_presentation.png	45812A950D103C38C7A8A705952134B440E211623764F8ACADC60376CDD9675E	none
P0023-A01	23	24	P0023-A01_presentation.png	1052134	EEF7D15F85D45FBC3E099B570AA484146C2D7EAA43C7000C54121B2C6918B225	assets/presentation_derivatives/P0023-A01_presentation.png	EEF7D15F85D45FBC3E099B570AA484146C2D7EAA43C7000C54121B2C6918B225	none
P0023-A02	23	24	P0023-A02_presentation.png	856696	59E179845A03F1D7ACC4EFFA8D30C73FC438ACE955F3E231995823489F5F62A8	assets/presentation_derivatives/P0023-A02_presentation.png	59E179845A03F1D7ACC4EFFA8D30C73FC438ACE955F3E231995823489F5F62A8	none
P0024-A01	24	25	P0024-A01_presentation.png	618402	D15EFB03FB63E58AABB21970472FA0E958A27B97AC167ECD66C8F1FABE06598D	assets/presentation_derivatives/P0024-A01_presentation.png	D15EFB03FB63E58AABB21970472FA0E958A27B97AC167ECD66C8F1FABE06598D	none
P0024-A02	24	25	P0024-A02_presentation.png	1116920	8CD362007964416EEE57710501B2072832C274B9841F45D1E71291B5F6B26CC7	assets/presentation_derivatives/P0024-A02_presentation.png	8CD362007964416EEE57710501B2072832C274B9841F45D1E71291B5F6B26CC7	none
P0025-A01	25	26	P0025-A01_presentation.png	1171907	1585941475B41F572101264BCE9E8A00EBA26C40275471643B1D1C5DCB2832E8	assets/presentation_derivatives/P0025-A01_presentation.png	1585941475B41F572101264BCE9E8A00EBA26C40275471643B1D1C5DCB2832E8	none
P0025-A02	25	26	P0025-A02_presentation.png	917697	B02EC844B20066F8CBF0139A9A073393EEB16A26AB0DD1CECE9C0343A33C3C4B	assets/presentation_derivatives/P0025-A02_presentation.png	B02EC844B20066F8CBF0139A9A073393EEB16A26AB0DD1CECE9C0343A33C3C4B	none
P0026-A01	26	27	P0026-A01_presentation.png	1131026	C89FCC2E861890CB81AB36BE53090BF5897F6CF4F19745587746BA4B9F9C2DAD	assets/presentation_derivatives/P0026-A01_presentation.png	C89FCC2E861890CB81AB36BE53090BF5897F6CF4F19745587746BA4B9F9C2DAD	none
P0026-A02	26	27	P0026-A02_presentation.png	1047850	738B3F4EBAE855A6020E93D2BC020801A878AB080BF35E03E8F0477903A9DD23	assets/presentation_derivatives/P0026-A02_presentation.png	738B3F4EBAE855A6020E93D2BC020801A878AB080BF35E03E8F0477903A9DD23	none
P0027-A01	27	28	P0027-A01_presentation.png	1123676	ABD095AA12FDFF9CD34C2E82D7D6DCB6BDFE6BFD915AE278EFF0AEB24366B685	assets/presentation_derivatives/P0027-A01_presentation.png	ABD095AA12FDFF9CD34C2E82D7D6DCB6BDFE6BFD915AE278EFF0AEB24366B685	none
P0027-A02	27	28	P0027-A02_presentation.png	758267	9A496B10A0D37C0223E5BF10B1F9DDD58554036204D9540DA86D0B75C0714B07	assets/presentation_derivatives/P0027-A02_presentation.png	9A496B10A0D37C0223E5BF10B1F9DDD58554036204D9540DA86D0B75C0714B07	none
P0028-A01	28	29	P0028-A01_presentation.png	1016646	DEC5A92C85317CF84DF2C15C2436CDDD7DB96A8BF4FCD60862365212ADE8CDEA	assets/presentation_derivatives/P0028-A01_presentation.png	DEC5A92C85317CF84DF2C15C2436CDDD7DB96A8BF4FCD60862365212ADE8CDEA	none
P0028-A02	28	29	P0028-A02_presentation.png	701821	23054514AC81CA6A63E6CA8C3D726E6698A013B6960453AB164ADAC6FAFBB650	assets/presentation_derivatives/P0028-A02_presentation.png	23054514AC81CA6A63E6CA8C3D726E6698A013B6960453AB164ADAC6FAFBB650	none
P0029-A01	29	30	P0029-A01_presentation.png	1160460	F3BD1EC8C7C152E6BD0BDEA92436BEEBC69510185B675A439A868EC25BEA7BDD	assets/presentation_derivatives/P0029-A01_presentation.png	F3BD1EC8C7C152E6BD0BDEA92436BEEBC69510185B675A439A868EC25BEA7BDD	none
P0029-A02	29	30	P0029-A02_presentation.png	904535	6B129833A6E1005BE73F67F868970CA02D052077AB826E404E181B8566CB8203	assets/presentation_derivatives/P0029-A02_presentation.png	6B129833A6E1005BE73F67F868970CA02D052077AB826E404E181B8566CB8203	none
P0030-A01	30	31	P0030-A01_presentation.png	1050983	28E3704872CD6A748A3AA022B1CB700515B2F1994A315FFDBA922BD1D4F1279F	assets/presentation_derivatives/P0030-A01_presentation.png	28E3704872CD6A748A3AA022B1CB700515B2F1994A315FFDBA922BD1D4F1279F	none
P0030-A02	30	31	P0030-A02_presentation.png	807303	449BAC65FCA7B1389780EC9E96AFE39B9B0421DC2856E0502076E3BE279573FE	assets/presentation_derivatives/P0030-A02_presentation.png	449BAC65FCA7B1389780EC9E96AFE39B9B0421DC2856E0502076E3BE279573FE	none
P0031-A01	31	32	P0031-A01_presentation.png	789937	5FC6F72031AF17F0D0FE8087454B3572BE2AD201159250C71BABE56B0CD5141D	assets/presentation_derivatives/P0031-A01_presentation.png	5FC6F72031AF17F0D0FE8087454B3572BE2AD201159250C71BABE56B0CD5141D	none
P0031-A02	31	32	P0031-A02_presentation.png	929916	8F5941FAD4CA2B11B2BA32C9DBAB8F3B76849CB7FC46AB901E1C3E2C9776E7BE	assets/presentation_derivatives/P0031-A02_presentation.png	8F5941FAD4CA2B11B2BA32C9DBAB8F3B76849CB7FC46AB901E1C3E2C9776E7BE	none
P0032-A01	32	33	P0032-A01_presentation.png	1123404	F3CDA443A6DA155E2A42D031CD449697FACA599DFC137BF51C7B92F271571589	assets/presentation_derivatives/P0032-A01_presentation.png	F3CDA443A6DA155E2A42D031CD449697FACA599DFC137BF51C7B92F271571589	none
P0032-A02	32	33	P0032-A02_presentation.png	750198	33A781C4B063FCFBCAE4A75771BA55B8F653C141F0310F176B4022D7A67421B0	assets/presentation_derivatives/P0032-A02_presentation.png	33A781C4B063FCFBCAE4A75771BA55B8F653C141F0310F176B4022D7A67421B0	none
P0033-A01	33	34	P0033-A01_presentation.png	853061	B27EB1E33F1D8F9D22D05DED657F94E2254705A4536E963A6652BB33DEE24531	assets/presentation_derivatives/P0033-A01_presentation.png	B27EB1E33F1D8F9D22D05DED657F94E2254705A4536E963A6652BB33DEE24531	none
P0033-A02	33	34	P0033-A02_presentation.png	982555	3346FD057954C053E212487010C3669AFF11AF12A57EDF5FA5EAAD7CCD7E55C4	assets/presentation_derivatives/P0033-A02_presentation.png	3346FD057954C053E212487010C3669AFF11AF12A57EDF5FA5EAAD7CCD7E55C4	none
P0034-A01	34	35	P0034-A01_presentation.png	635467	F6AEBA56C311E018B239BF704856D3202253285E8DB80AB4935D8493B6D8114F	assets/presentation_derivatives/P0034-A01_presentation.png	F6AEBA56C311E018B239BF704856D3202253285E8DB80AB4935D8493B6D8114F	none
P0034-A02	34	35	P0034-A02_presentation.png	907259	1D8F5162A6ADE41C773FEF7647E7CD13A0F21B1155F8A88543EBC751F21646E4	assets/presentation_derivatives/P0034-A02_presentation.png	1D8F5162A6ADE41C773FEF7647E7CD13A0F21B1155F8A88543EBC751F21646E4	none
P0035-A01	35	36	P0035-A01_presentation.png	811767	9204E0B965D84E4F09BCB95479C366E60345014F9CB67BF1F4CEA9BFB20B5DC5	assets/presentation_derivatives/P0035-A01_presentation.png	9204E0B965D84E4F09BCB95479C366E60345014F9CB67BF1F4CEA9BFB20B5DC5	none
P0035-A02	35	36	P0035-A02_presentation.png	860790	7C95535DAF27FAB03FAD440D66E2091428C01259E7F0CC106AB5429924B3C1FC	assets/presentation_derivatives/P0035-A02_presentation.png	7C95535DAF27FAB03FAD440D66E2091428C01259E7F0CC106AB5429924B3C1FC	none
P0036-A01	36	37	P0036-A01_presentation.png	854027	4D0CC57D0A08A5D96EBB778C22F54B3A8E27124FC906E8B0938C44F2C76C0CC1	assets/presentation_derivatives/P0036-A01_presentation.png	4D0CC57D0A08A5D96EBB778C22F54B3A8E27124FC906E8B0938C44F2C76C0CC1	none
P0036-A02	36	37	P0036-A02_presentation.png	734621	B8A6A5CAF9A1EBBC7404226703D51413774D81984D3574A3107524738280BDB7	assets/presentation_derivatives/P0036-A02_presentation.png	B8A6A5CAF9A1EBBC7404226703D51413774D81984D3574A3107524738280BDB7	none
P0037-A01	37	38	P0037-A01_presentation.png	572490	A5C14310E892E32929A10AC9F1E0D1317C407340A2AE01454FDC45A7EF463F90	assets/presentation_derivatives/P0037-A01_presentation.png	A5C14310E892E32929A10AC9F1E0D1317C407340A2AE01454FDC45A7EF463F90	none
P0037-A02	37	38	P0037-A02_presentation.png	745037	6DF5BC1B4DF40DEB435523745CDE3033A12B4BE760322467688878A96D6822F8	assets/presentation_derivatives/P0037-A02_presentation.png	6DF5BC1B4DF40DEB435523745CDE3033A12B4BE760322467688878A96D6822F8	none
P0038-A01	38	39	P0038-A01_presentation.png	819200	9154DF5E96A36DDCEB313754AB7F3E2A53A85F7329DC5A3B385BFA2C972DF6E7	assets/presentation_derivatives/P0038-A01_presentation.png	9154DF5E96A36DDCEB313754AB7F3E2A53A85F7329DC5A3B385BFA2C972DF6E7	none
P0038-A02	38	39	P0038-A02_presentation.png	524026	A2FCEA5C7221A1E9C1C0760D6A6CCB623AB157E05C358B1D51B8E3892F570236	assets/presentation_derivatives/P0038-A02_presentation.png	A2FCEA5C7221A1E9C1C0760D6A6CCB623AB157E05C358B1D51B8E3892F570236	none
P0039-A01	39	40	P0039-A01_presentation.png	1000873	BE337FD98E2E6C69C4B1755CDB7F6D2815CA0AD82C63E4515C0E6BDE2D6E5F09	assets/presentation_derivatives/P0039-A01_presentation.png	BE337FD98E2E6C69C4B1755CDB7F6D2815CA0AD82C63E4515C0E6BDE2D6E5F09	none
P0039-A02	39	40	P0039-A02_presentation.png	611314	8F5A07D2DE9CA69E59BA4016C74C35121042DF10B82FD487969D8AA84E21655C	assets/presentation_derivatives/P0039-A02_presentation.png	8F5A07D2DE9CA69E59BA4016C74C35121042DF10B82FD487969D8AA84E21655C	none
P0040-A01	40	41	P0040-A01_presentation.png	645001	63162143C592ED822DCFDE5C9F640F358E0A3BF430817B809AE2CA942CACD9FA	assets/presentation_derivatives/P0040-A01_presentation.png	63162143C592ED822DCFDE5C9F640F358E0A3BF430817B809AE2CA942CACD9FA	none
P0040-A02	40	41	P0040-A02_presentation.png	802150	7038E7026F96D050A9364424148703430E853DD628AFD90097BCCFDD322724BC	assets/presentation_derivatives/P0040-A02_presentation.png	7038E7026F96D050A9364424148703430E853DD628AFD90097BCCFDD322724BC	none
P0041-A01	41	42	P0041-A01_presentation.png	1123021	894E64F02EC8BE2698320A0233206B08786C877A472BFDBD4655F1F4E86852A6	assets/presentation_derivatives/P0041-A01_presentation.png	894E64F02EC8BE2698320A0233206B08786C877A472BFDBD4655F1F4E86852A6	none
P0041-A02	41	42	P0041-A02_presentation.png	988179	10E1B9521C16F1278354394631C0E1509B96E98B40DBF15C199557356D656E65	assets/presentation_derivatives/P0041-A02_presentation.png	10E1B9521C16F1278354394631C0E1509B96E98B40DBF15C199557356D656E65	none
P0042-A01	42	43	P0042-A01_presentation.png	1483392	61B6F1730E09AE9924929D922434FBBEDD4DE5415FD658BA02AD146478DF2FE3	assets/presentation_derivatives/P0042-A01_presentation.png	61B6F1730E09AE9924929D922434FBBEDD4DE5415FD658BA02AD146478DF2FE3	none
P0042-A02	42	43	P0042-A02_presentation.png	750115	7B0A4183FA33399B2016D26DCC31B925BE57B5CA00CF8BEC7F312635D359C1FA	assets/presentation_derivatives/P0042-A02_presentation.png	7B0A4183FA33399B2016D26DCC31B925BE57B5CA00CF8BEC7F312635D359C1FA	none
P0043-A01	43	44	P0043-A01_presentation.png	823447	136F18B0A7C596B449C0F9686486F4B5AC9FE5257C98315E3F5BDCD1280BE1AC	assets/presentation_derivatives/P0043-A01_presentation.png	136F18B0A7C596B449C0F9686486F4B5AC9FE5257C98315E3F5BDCD1280BE1AC	none
P0043-A02	43	44	P0043-A02_presentation.png	375791	171AEFC3597DFBE8AAD9D979D74B5E3FD7063F641D64A2EF449DB3E1172C6172	assets/presentation_derivatives/P0043-A02_presentation.png	171AEFC3597DFBE8AAD9D979D74B5E3FD7063F641D64A2EF449DB3E1172C6172	none
P0044-A01	44	45	P0044-A01_presentation.png	848752	B3D2928BB61A7D278505E845980E9FF6C5CEA03F186089B4218EAEAB78A6FF30	assets/presentation_derivatives/P0044-A01_presentation.png	B3D2928BB61A7D278505E845980E9FF6C5CEA03F186089B4218EAEAB78A6FF30	none
P0044-A02	44	45	P0044-A02_presentation.png	846958	B1D07A4103E25CD4CC736A768C211F1968089DA9BB597B14FCBC74E7500F939E	assets/presentation_derivatives/P0044-A02_presentation.png	B1D07A4103E25CD4CC736A768C211F1968089DA9BB597B14FCBC74E7500F939E	none
P0045-A01	45	46	P0045-A01_presentation.png	870686	0A617A1E47D8B3C337916A54417E9B8EB36DB217F101E0568338FF5D000A5948	assets/presentation_derivatives/P0045-A01_presentation.png	0A617A1E47D8B3C337916A54417E9B8EB36DB217F101E0568338FF5D000A5948	none
P0045-A02	45	46	P0045-A02_presentation.png	1182914	D62B961665272E0903CE8278D26EC90B140AB7BA98216CDAF14979352BE3F39B	assets/presentation_derivatives/P0045-A02_presentation.png	D62B961665272E0903CE8278D26EC90B140AB7BA98216CDAF14979352BE3F39B	none
P0046-A01	46	47	P0046-A01_presentation.png	1200282	C10804D644A4168FD7D1A796E61AB2417DBD4E25A8ACCCCDDB43C08B4DE14FA0	assets/presentation_derivatives/P0046-A01_presentation.png	C10804D644A4168FD7D1A796E61AB2417DBD4E25A8ACCCCDDB43C08B4DE14FA0	none
P0046-A02	46	47	P0046-A02_presentation.png	553278	33EAB807EC619D4785F25100948D73A4AF800EAB0325B5803866A267CCA2CCD0	assets/presentation_derivatives/P0046-A02_presentation.png	33EAB807EC619D4785F25100948D73A4AF800EAB0325B5803866A267CCA2CCD0	none
P0047-A01	47	48	P0047-A01_presentation.png	1112435	1DBE050179EFD61BB64E809D1EEBE9A92B426EC74B768514C0EF8137EB72DEA8	assets/presentation_derivatives/P0047-A01_presentation.png	1DBE050179EFD61BB64E809D1EEBE9A92B426EC74B768514C0EF8137EB72DEA8	none
P0047-A02	47	48	P0047-A02_presentation.png	686288	86B8D10A01B628ECB8C73A52003BF28D1D02CA8DE2DF0BEFCAE7A412CF2FFE94	assets/presentation_derivatives/P0047-A02_presentation.png	86B8D10A01B628ECB8C73A52003BF28D1D02CA8DE2DF0BEFCAE7A412CF2FFE94	none
P0048-A01	48	49	P0048-A01_presentation.png	1162272	297BFB199B05C3C7E5102DF54000F38C2F6B2A9284D2CA0A8DC17F5D653FE872	assets/presentation_derivatives/P0048-A01_presentation.png	297BFB199B05C3C7E5102DF54000F38C2F6B2A9284D2CA0A8DC17F5D653FE872	none
P0048-A02	48	49	P0048-A02_presentation.png	275085	D6CA0F304A3BD49D55068F941264ACFE24808831D94E08C0559E0C13CA6C7938	assets/presentation_derivatives/P0048-A02_presentation.png	D6CA0F304A3BD49D55068F941264ACFE24808831D94E08C0559E0C13CA6C7938	none
P0049-A01	49	50	P0049-A01_presentation.png	655600	43E77C51B282AD22E066EDCDD9C56A0677460B17E300C4432A6B7ED93D812C06	assets/presentation_derivatives/P0049-A01_presentation.png	43E77C51B282AD22E066EDCDD9C56A0677460B17E300C4432A6B7ED93D812C06	none
P0049-A02	49	50	P0049-A02_presentation.png	902549	5A42628007C82DDC1D919798B5572F95138749A0571F7754AF54C021898AF743	assets/presentation_derivatives/P0049-A02_presentation.png	5A42628007C82DDC1D919798B5572F95138749A0571F7754AF54C021898AF743	none
