action_id,candidate_id,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,replacement_visible_tex,target_label,target_id,action_kind,moving_argument_safe,resolution_basis,baseline_file_sha256,successor_file_sha256,source_span_sha256,replacement_tex,replacement_sha256,disposition
ega4.reference-action.sha256.17ca738f0ec4a9767a1f8e5dffdf800b3c7941f20e319c625c2544a03074c1c9,ega4.reference.candidate.sha256.7822805d0393b664356fd673a589d0a76eb4ca02776e7514239efe53f65f20e2,components/02_section42_associated_prime_cycles.tex,343,10,10611,10639,\hyperref[IV.4.2.7.iv]{(iv)},(iv),IV.4.2.7.iv,ega4.c04.sec.4-2-7-iv,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,BACFAF5DFA29F8449FE72F3D0568D5E2C9C94EBBE26EBB9559852DF35E065DE7,F67C4706783D822FE79FD51074C3B189140B98E1BC27732158EE6ED350545682,B38863582D9E9E09B04A202036FC1E3BF9BD0E069E569D95BC9B386C0BA11A40,{\hyperlink{ega4.c04.sec.4-2-7-iv}{(iv)}},FABF098AC667768A9565EB3B74585A58400C7A620922C69300F4FBC83779EE30,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.38de74d616188a5cd0b460e05ced90c17901c87ce55b9f568094a4c8b41e28c5,ega4.reference.candidate.sha256.c9a52a11c356b7c6302e95a2d0d7974ad2d70a29d7386a5d988cc14a140243a4,components/02_section42_associated_prime_cycles.tex,344,1,10661,10708,"\hyperref[IV.4.2.4.iii]{\sref{IV.4.2.4}, (iii)}","\sref{IV.4.2.4}, (iii)",IV.4.2.4.iii,ega4.c04.sec.4-2-4-iii,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,BACFAF5DFA29F8449FE72F3D0568D5E2C9C94EBBE26EBB9559852DF35E065DE7,F67C4706783D822FE79FD51074C3B189140B98E1BC27732158EE6ED350545682,6C76B6BE4B7B434E13E5E0D41F201D42CD2DCE74FE69DD223CF026BC28656053,"{\hyperlink{ega4.c04.sec.4-2-4-iii}{\sref{IV.4.2.4}, (iii)}}",385A8AA04BF31EDA275059A39598C3C48455C11FB9DE9B4CDE5E8BCDB3673BE6,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.ea2a207f96e2d341cb86e1cea4be82415eae849d343567d970b8329f8dcee747,ega4.reference.candidate.sha256.96bcd9092bdae8e6a33e4c9fd049949e9d14e212c88a64a3061174ec5e41fb7e,components/03_section53_support_dimension_and_hilbert_polynomial.tex,106,30,3236,3243,(5.3.1),(5.3.1),IV.5.3.1,ega4.c04.prop.5-3-1,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,4CBE35DDF0EF5242C2E0594FFD822C143EFB523D1043DDB9B1FD1538A47002F1,3030FF186E69A6F79379D1144161B32171229EF3C0B2BEFAED2BDDBBF24CF1CE,FDCD66E8FFDC04DF17CBB451A3508B6C93D075912B8E0A365DB9CEF252E5B584,{\hyperlink{ega4.c04.prop.5-3-1}{(5.3.1)}},7F0E09EA47697D1E4AB6FAC9BE652A1F11F979422183A8E6661488C5BF09E872,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.1bd4e40040cee176aef904c6800a6ae9f399baa9447fe2d49a5d2889822f7fd9,ega4.reference.candidate.sha256.86e943aa3b7bc8015bcfa98df7fd4183ab7e8676def5f20160f17bdd893412dd,components/05_section55_dimension_formula_finite_type.tex,99,31,2723,2732,(5.5.1.1),(5.5.1.1),IV.5.5.1.1,ega4.c04.eq.5-5-1-1,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,91DA2EC172637F2C3219270E6559E4FBF27E4897E252883D719256096602C618,7E77A68CE0D8310F458781C49958B975D2B61D5ADE3C0465492ABEC41376B22B,49F12665A977C983F499F4CB298D9728620E2D33D8505701B52FB9EF606E7598,{\hyperlink{ega4.c04.eq.5-5-1-1}{(5.5.1.1)}},1F20528BE176E124707680F07AF13F75834516C94A47BD15CC2DB887A3002599,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.1eb6a16aa6efb070cfc5a7d659f474db398a648bf467f5797b15eb9f5fb25026,ega4.reference.candidate.sha256.60767b7a369325b464167e8a610b95c9bebea7e9ddfb165b3b73944db5cea734,components/06_section56_dimension_formula_universally_catenary.tex,43,1,1134,1169,\hyperref[IV.5.6.1.b]{\textup{(b)}},\textup{(b)},IV.5.6.1.b,ega4.c04.sec.5-6-1-b,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,DBEEEAC9E5F2D800C7245005CFC3A019EC7F847A97E8706625B7B44BB1FD678F,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,CEB94F8C35B229E759A458F5050C52FE1CDA29F244B85F16B2CF3C2CEEC9F511,{\hyperlink{ega4.c04.sec.5-6-1-b}{\textup{(b)}}},230611BA85D2C54884423AB439CC08870D89495C6E8C800B398C45FEE78BA435,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.bd360a13678a27ee54362f1d31e3e17185856edb39d672e30deada04ea94bd52,ega4.reference.candidate.sha256.7352ae2f584c7b23c90b2ff1c89945b2a84f6b22748187a1b6e6bba50231206a,components/06_section56_dimension_formula_universally_catenary.tex,60,11,1811,1846,\hyperref[IV.5.6.1.b]{\textup{(b)}},\textup{(b)},IV.5.6.1.b,ega4.c04.sec.5-6-1-b,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,DBEEEAC9E5F2D800C7245005CFC3A019EC7F847A97E8706625B7B44BB1FD678F,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,CEB94F8C35B229E759A458F5050C52FE1CDA29F244B85F16B2CF3C2CEEC9F511,{\hyperlink{ega4.c04.sec.5-6-1-b}{\textup{(b)}}},230611BA85D2C54884423AB439CC08870D89495C6E8C800B398C45FEE78BA435,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.763afcbf685c6e26afc21c447d1bfe1aca3d490c7aecf7d02a41ded4ccea144b,ega4.reference.candidate.sha256.c15a66cbc155bb02c9ae1c111aef72062830f6bca3aab84418140da39f5fba1f,components/06_section56_dimension_formula_universally_catenary.tex,178,1,5754,5794,\hyperref[IV.5.6.1.a]{5.6.1\textup{(a)}},5.6.1\textup{(a)},IV.5.6.1.a,ega4.c04.sec.5-6-1-a,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,DBEEEAC9E5F2D800C7245005CFC3A019EC7F847A97E8706625B7B44BB1FD678F,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,C3D7E8B7018C7523578E850A56AECB9EDFEBF31431209D3C64448FA907222B53,{\hyperlink{ega4.c04.sec.5-6-1-a}{5.6.1\textup{(a)}}},1FEE5FF0A6D23BA7FE4EC63AD456B8E9A3EDCACF7A70CD4D938E00C303A98509,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.2ed50f8e7256adf45f14495bfe4b40f2659ab56f011c2fa4549a727ddf493d96,ega4.reference.candidate.sha256.d6de35e518411bd01dec5af5d0c53eb55040101c32a8cb7fac85003e72b5f084,components/06_section56_dimension_formula_universally_catenary.tex,185,1,6031,6071,\hyperref[IV.5.6.1.c]{5.6.1\textup{(c)}},5.6.1\textup{(c)},IV.5.6.1.c,ega4.c04.sec.5-6-1-c,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,DBEEEAC9E5F2D800C7245005CFC3A019EC7F847A97E8706625B7B44BB1FD678F,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,5239C9DA213A3B9107001B540A91184CA8CF2E685B2A7A728E0E624BE7D92B4E,{\hyperlink{ega4.c04.sec.5-6-1-c}{5.6.1\textup{(c)}}},3AB0926AC7E3269D503FE4B96A4368E7B207FD8F6A2675DA6A10E98719BD36A5,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.fda44dc39b6e0299eabda0d44be94e9d5f358bff68e88f5affe1fa38a2c8582d,ega4.reference.candidate.sha256.4476d2d40e6dd529272b1be2b49db80313aa24cfb7e3f919e3723e6d4dc0333a,components/06_section56_dimension_formula_universally_catenary.tex,203,15,6555,6595,\hyperref[IV.5.6.1.c]{5.6.1\textup{(c)}},5.6.1\textup{(c)},IV.5.6.1.c,ega4.c04.sec.5-6-1-c,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,DBEEEAC9E5F2D800C7245005CFC3A019EC7F847A97E8706625B7B44BB1FD678F,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,5239C9DA213A3B9107001B540A91184CA8CF2E685B2A7A728E0E624BE7D92B4E,{\hyperlink{ega4.c04.sec.5-6-1-c}{5.6.1\textup{(c)}}},3AB0926AC7E3269D503FE4B96A4368E7B207FD8F6A2675DA6A10E98719BD36A5,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.990ba8cef8f4ad99ba2dd47a6d79d7b3189319a3b9f6a8af61bec3c9f155855b,ega4.reference.candidate.sha256.0e1bfdc13f5285797814c1b2aa5560ee9cdd395059283f646408e330366e0394,components/06_section56_dimension_formula_universally_catenary.tex,220,15,7106,7146,\hyperref[IV.5.6.1.b]{5.6.1\textup{(b)}},5.6.1\textup{(b)},IV.5.6.1.b,ega4.c04.sec.5-6-1-b,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,DBEEEAC9E5F2D800C7245005CFC3A019EC7F847A97E8706625B7B44BB1FD678F,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,C555A904E920B33E38977EC60A15EB921D1CBE96F6DF290E1E56ADFD6E6AB2C7,{\hyperlink{ega4.c04.sec.5-6-1-b}{5.6.1\textup{(b)}}},27AC3E48C133FA37F8202E69393A48354F1BE6B5D2D1561079360DA758C2F6FD,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.e288f57415dc53f1b675f26740611ec9b5954234cd8d11f87541d038f0087e63,ega4.reference.candidate.sha256.baa7e74f5eae51f775bf870067f0a69f4a37b64e433a7e72b07c40419ca2484d,components/06_section56_dimension_formula_universally_catenary.tex,234,4,7478,7520,\hyperref[IV.5.6.3.iv]{5.6.3\textup{(iv)}},5.6.3\textup{(iv)},IV.5.6.3.iv,ega4.c04.sec.5-6-3-iv,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,DBEEEAC9E5F2D800C7245005CFC3A019EC7F847A97E8706625B7B44BB1FD678F,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,5686ABF51894D4EAA537AB8BC9C434E4370E64A9C7FECD7FA56166B08CFED654,{\hyperlink{ega4.c04.sec.5-6-3-iv}{5.6.3\textup{(iv)}}},948971894C6FFA7150FFCDBC596C80564AF78D789CB6BCFADA45C43C4941C01C,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.c12829f26d4555ea00b741e279dd48fa8d2ab7026b195260dd3de402c2900797,ega4.reference.candidate.sha256.94fa3f30c6b77c6d41e77d317739634163479fdd5eb717f30d2a8df416b57384,components/06_section56_dimension_formula_universally_catenary.tex,239,1,7736,7776,\hyperref[IV.5.6.1.a]{5.6.1\textup{(a)}},5.6.1\textup{(a)},IV.5.6.1.a,ega4.c04.sec.5-6-1-a,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,DBEEEAC9E5F2D800C7245005CFC3A019EC7F847A97E8706625B7B44BB1FD678F,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,C3D7E8B7018C7523578E850A56AECB9EDFEBF31431209D3C64448FA907222B53,{\hyperlink{ega4.c04.sec.5-6-1-a}{5.6.1\textup{(a)}}},1FEE5FF0A6D23BA7FE4EC63AD456B8E9A3EDCACF7A70CD4D938E00C303A98509,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.acd5b1e4ca41470ecbf8f4c9d09d052384fcc176db0eb43b0b5bda21566062af,ega4.reference.candidate.sha256.a94a2008a2007252911be2c3e8c8e3f042f393672e66a0813a1b429441df23e5,components/06_section56_dimension_formula_universally_catenary.tex,479,9,15213,15253,\hyperref[IV.5.4.3.i]{5.4.3\textup{(i)}},5.4.3\textup{(i)},IV.5.4.3.i,ega4.c04.sec.5-4-3-i,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,DBEEEAC9E5F2D800C7245005CFC3A019EC7F847A97E8706625B7B44BB1FD678F,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,484FDE2CD222CC2233A93814C6DA6BAA20766B8248821D1B60ECAC61E81AB739,{\hyperlink{ega4.c04.sec.5-4-3-i}{5.4.3\textup{(i)}}},6D7FE53040E6B24A93894AD02AD64CD6D0C7FA01B62D4386476D79CAADE12994,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.7a9c8ab709750dceb831fff7959d7644bf1df3ce347cad1d02c2c6930896f0d9,ega4.reference.candidate.sha256.d3821155746d2694eb5407ff75ceb50473f09d7d9d39c95d26e4d2a8af7cc928,components/06_section56_dimension_formula_universally_catenary.tex,520,25,16773,16813,\hyperref[IV.5.2.5.i]{5.2.5\textup{(i)}},5.2.5\textup{(i)},IV.5.2.5.i,ega4.c04.sec.5-2-5-i,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,DBEEEAC9E5F2D800C7245005CFC3A019EC7F847A97E8706625B7B44BB1FD678F,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,ECB5A2F98DF79792607E419D3D124423B6FBDEF492700015836C9AF014102B73,{\hyperlink{ega4.c04.sec.5-2-5-i}{5.2.5\textup{(i)}}},94FFCAB328746A338A98159127F76BDDD44EBBCC6AE6E5F12AF616D32D908417,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.eaff70205be2bf2d279571deb31be6148af9ef98590383393b015d6b4138e02b,ega4.reference.candidate.sha256.9fe3162ff96573cd2378efc00acdef4fea0ee8f1dcdc03f36f4662efb17b388c,components/07_section57_depth_and_property_sk.tex,219,1,6908,6943,\hyperref[IV.5.7.4.i]{\textup{(i)}},\textup{(i)},IV.5.7.4.i,ega4.c04.sec.5-7-4-i,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,3CF39850BB23675D47548421B4B3CA03FB56CCAF542949BF0C855C77BA7F617B,5D3518CF12839B6AD24DBD481FA310857742C76056B0BDA6C17F32A0DD1B1B12,DF69EB91117831C53BE8CC0C7AEAFDB28FDBC42B9096347E485ADE952B4C2142,{\hyperlink{ega4.c04.sec.5-7-4-i}{\textup{(i)}}},C3D5C86DD13C467E8B87CE89A9D57939406CDE919EBD068D521433DC64B65735,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.4ae78cc5175a0de7a6378b9119b24d8607c53314b6a35791d8ec36e958ab1df6,ega4.reference.candidate.sha256.f6eacab5d42c2ac1abb31f1f265006e335e6ac73b4b1b82ad86103d0cf80c9bb,components/09_section49_fields_of_definition_of_subsets.tex,199,1,6136,6170,\hyperref[IV.4.9.6.aprime]{(a$'$)},(a$'$),IV.4.9.6.aprime,ega4.c04.sec.4-9-6-aprime,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,AD305FD58F16A0AF770603B8A870615EA735BC481A6E693756E62DF9E870AC20,7145D1C3DFA63231A64AA25BAD3455099C933658AF2A8DC624A27B3075355AAF,28DDA976BD82CA809BCA5EC981388B8C79575458EE0B88189CB9D94A901013DA,{\hyperlink{ega4.c04.sec.4-9-6-aprime}{(a$'$)}},E82353F1EC693ED612C8430A3F9486CD560BB9FB85AAC25818FEBDF87F267A5D,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.bc3748f98115725845ff316d474f0a7d9ecab5f810fcf3eafa4d9e95c352f208,ega4.reference.candidate.sha256.e3515aede7454d8d82cc8a2faf35d395c08f025ff7c2224cf9e70fc32629227a,components/09_section49_fields_of_definition_of_subsets.tex,200,1,6179,6205,\hyperref[IV.4.9.6.a]{(a)},(a),IV.4.9.6.a,ega4.c04.sec.4-9-6-a,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,AD305FD58F16A0AF770603B8A870615EA735BC481A6E693756E62DF9E870AC20,7145D1C3DFA63231A64AA25BAD3455099C933658AF2A8DC624A27B3075355AAF,DD4510CB2835145826F9BC5C71BB8E83587760B2E5C9C2E7EEDA3B0722D2CAB4,{\hyperlink{ega4.c04.sec.4-9-6-a}{(a)}},10A5CC1827FC04B7BE2701B9974AB07838F15D81D1C064C420418F49B34F349A,APPLIED_REFERENCE_V2_LINK
