residual_id,candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.residual.sha256.e63df24081cdda3947c5ca9f3a8c3f6ed29a22dbb87656947e8a6fe80bdd3a41,ega4.reference.candidate.sha256.e63df24081cdda3947c5ca9f3a8c3f6ed29a22dbb87656947e8a6fe80bdd3a41,explicit_sref,components/01_section41_dimension_of_algebraic_preschemes.tex,277,48,9157,9176,\sref[II]{II.6.1.5},\sref[II]{II.6.1.5},6.1.5,II,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,D7E8D8C7038B3024518B9460ACA9A2F1B50757C3D71F84B0B89BB368C978CD4C,5A8407BA898AC959119172756118412C51285843DD1C35539E8C2D6B704E3EF3,"that there exist finite surjective $k$-morphisms \[ f:X\longrightarrow\mathbf{V}_k^m, \qquad g:Y\longrightarrow\mathbf{V}_k^n. \] The product morphism \[ f\times g:X\times_k Y\longrightarrow\mathbf{V}_k^{m+n} \] is finite and surjective \sref[I]{I.3.5.2} and \sref[II]{II.6.1.5}, and the result follows. \end{proof}"
ega4.reference.residual.sha256.b95a9a6bbb4f77aaa0374d480382dfc94d4da5edce0b26d251bb84550a2063bf,ega4.reference.candidate.sha256.b95a9a6bbb4f77aaa0374d480382dfc94d4da5edce0b26d251bb84550a2063bf,explicit_sref,components/01_section51_dimension_of_preschemes.tex,19,8,511,528,\sref[0]{0.16.1} ,\sref[0]{0.16.1},0.16.1,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,F7BA64F750D28DDF1E7D3FF7985A8EA0A1C27FFF9FA4DD5B5E4CEA241CFE5CFE,"f commutative algebra set out in Chapter~0, \S\S~16 and~17. \subsection{Dimension of preschemes} \phantomsection \label{subsection:IV.5.1} \begin{env}[5.1.1] \phantomsection \label{IV.5.1.1} Let $A$ be a ring and let $\mathfrak J$ be an ideal of $A$. Recall \sref[0]{0.16.1} that the definitions in the theory of the dimension of a ring \sref[0]{0.16.1.1} and those in the theory of the combinatorial dimension of topological spaces \sref[0]{0.14.1.2} give the following relations: \begin{align} \dim(\Spec(A))&=\dim(A), \tag{5.1.1.1}\"
ega4.reference.residual.sha256.5d2d9171b525f6c29f1c2cd84420f9e62d54d7a7638f3c9dc96eab33eb90b2b3,ega4.reference.candidate.sha256.5d2d9171b525f6c29f1c2cd84420f9e62d54d7a7638f3c9dc96eab33eb90b2b3,explicit_sref,components/01_section51_dimension_of_preschemes.tex,20,21,590,609,\sref[0]{0.16.1.1} ,\sref[0]{0.16.1.1},0.16.1.1,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,0416E199BB7707DBE7B120516FE460600F55DE78FEDFC756D06FEC929E85395C,"ion of preschemes} \phantomsection \label{subsection:IV.5.1} \begin{env}[5.1.1] \phantomsection \label{IV.5.1.1} Let $A$ be a ring and let $\mathfrak J$ be an ideal of $A$. Recall \sref[0]{0.16.1} that the definitions in the theory of the dimension of a ring \sref[0]{0.16.1.1} and those in the theory of the combinatorial dimension of topological spaces \sref[0]{0.14.1.2} give the following relations: \begin{align} \dim(\Spec(A))&=\dim(A), \tag{5.1.1.1}\label{IV.5.1.1.1}\\ \dim(\mathrm V(\mathfrak J))&=\dim(A/\mathfrak J), \tag{5.1.1"
ega4.reference.residual.sha256.5a15a8219ce90a992093e2e9b2af1d7e3086a6ef4ed13546d17926c7afce2f40,ega4.reference.candidate.sha256.5a15a8219ce90a992093e2e9b2af1d7e3086a6ef4ed13546d17926c7afce2f40,explicit_sref,components/01_section51_dimension_of_preschemes.tex,21,47,686,705,\sref[0]{0.14.1.2} ,\sref[0]{0.14.1.2},0.14.1.2,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,7E3EED775426B74DA2B30CBE57295B1A9B54E08B7A19FF48884D3E5B5E4A1D05,"\label{IV.5.1.1} Let $A$ be a ring and let $\mathfrak J$ be an ideal of $A$. Recall \sref[0]{0.16.1} that the definitions in the theory of the dimension of a ring \sref[0]{0.16.1.1} and those in the theory of the combinatorial dimension of topological spaces \sref[0]{0.14.1.2} give the following relations: \begin{align} \dim(\Spec(A))&=\dim(A), \tag{5.1.1.1}\label{IV.5.1.1.1}\\ \dim(\mathrm V(\mathfrak J))&=\dim(A/\mathfrak J), \tag{5.1.1.2}\label{IV.5.1.1.2}\\ \operatorname{codim}(\mathrm V(\mathfrak J),\Spec(A)) &=\operatorname{"
ega4.reference.residual.sha256.4dda78705b10a5b3c3ffb76a417b235c8902af1ad6958d366d7638c98bcd0fd3,ega4.reference.candidate.sha256.4dda78705b10a5b3c3ffb76a417b235c8902af1ad6958d366d7638c98bcd0fd3,explicit_sref,components/01_section51_dimension_of_preschemes.tex,73,22,2356,2373,\sref[I]{I.2.4.2},\sref[I]{I.2.4.2},2.4.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,52F9A490917F5C60DCF5E7504D8057A0B94ACADBE9EA56BDEB7BB72083DA9611,"odim}(Y,X)=\dim(\sh O_{X,y}). \tag{5.1.2.1}\label{IV.5.1.2.1} \end{equation} \end{proposition} \begin{proof} Indeed, the irreducible closed subsets of $X$ containing $y$ are canonically in bijection with the irreducible closed subsets of $\Spec(\sh O_{X,y})$ \sref[I]{I.2.4.2}, and hence with the prime ideals of $\sh O_{X,y}$; formula \eqref{IV.5.1.2.1} follows from the definitions. In particular, this recovers the fact that the generic points of the irreducible components of $X$ are the only points $x\in X$ such that $\dim(\sh O_"
ega4.reference.residual.sha256.3c395015add3cdb6bb530d936d996e2a81c0c19bb54892dde461a36ecbd332ee,ega4.reference.candidate.sha256.3c395015add3cdb6bb530d936d996e2a81c0c19bb54892dde461a36ecbd332ee,explicit_sref,components/01_section51_dimension_of_preschemes.tex,79,19,2639,2657,\sref[I]{I.1.1.14},\sref[I]{I.1.1.14},1.1.14,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,8807DF8DA82699D9485B7B2FBD6586C0175BA31732ADED32140DBDEAB4886841,"hence with the prime ideals of $\sh O_{X,y}$; formula \eqref{IV.5.1.2.1} follows from the definitions. In particular, this recovers the fact that the generic points of the irreducible components of $X$ are the only points $x\in X$ such that $\dim(\sh O_x)=0$ \sref[I]{I.1.1.14}. \end{proof} \oldpage[IV-2]{87} \begin{corollary}[5.1.3] \phantomsection \label{IV.5.1.3} For every closed subset $Y$ of a prescheme $X$, one has \begin{equation} \operatorname{codim}(Y,X)=\inf_{y\in Y}\dim(\sh O_{X,y}). \tag{5.1.3.1}\label{IV.5.1.3.1} \end"
ega4.reference.residual.sha256.75807fb51ddb874bf3cde66654a4a231e3bd7cbd92dd72b65971531c404680a9,ega4.reference.candidate.sha256.75807fb51ddb874bf3cde66654a4a231e3bd7cbd92dd72b65971531c404680a9,explicit_sref,components/01_section51_dimension_of_preschemes.tex,103,24,3248,3266,\sref[0]{0.14.2.6},\sref[0]{0.14.2.6},0.14.2.6,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,45AA6396F52D43BB6DE58695E49A7404DDA8E39F890E50045C14269400F4DBBB,"Y$, \begin{equation} \operatorname{codim}_x(Y,X) =\inf_{\substack{y\in Y\\x\in\overline{\{y\}}}} \dim(\sh O_{X,y}). \tag{5.1.3.2}\label{IV.5.1.3.2} \end{equation} \end{corollary} \begin{proof} Formula \eqref{IV.5.1.3.2} follows from \eqref{IV.5.1.3.1} and \sref[0]{0.14.2.6}. This corollary allows us to \emph{define}, for any subset $Y$ of a prescheme $X$, the \emph{codimension} $\operatorname{codim}(Y,X)$ of $Y$ in $X$ to be the right-hand side of \eqref{IV.5.1.3.1}. \end{proof} \begin{proposition}[5.1.4] \phantomsection \label"
ega4.reference.residual.sha256.906854dbc508726b08b9b70e7c9af0c7cba1d6efc731352ca728cb73ef4b754c,ega4.reference.candidate.sha256.906854dbc508726b08b9b70e7c9af0c7cba1d6efc731352ca728cb73ef4b754c,explicit_sref,components/01_section51_dimension_of_preschemes.tex,128,28,3961,3978,\sref[I]{I.2.4.2},\sref[I]{I.2.4.2},2.4.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,52F9A490917F5C60DCF5E7504D8057A0B94ACADBE9EA56BDEB7BB72083DA9611,"set of $X$ contains a closed point, then one also has \begin{equation} \dim(X)=\sup_{x\in F}\dim(\sh O_x), \tag{5.1.4.2}\label{IV.5.1.4.2} \end{equation} where $F$ is the set of closed points of $X$. \end{proposition} \begin{proof} It suffices to observe, by \sref[I]{I.2.4.2}, that the chains of irreducible closed subsets of $X$ correspond bijectively to the chains of irreducible closed subsets of a local scheme of $X$. When every irreducible closed subset of $X$ contains a closed point, one may plainly restrict to the local schem"
ega4.reference.residual.sha256.5ed549b11f1d27eb530faf0b65349928f6381da53cae87ddb7d06cc5ef440cb5,ega4.reference.candidate.sha256.5ed549b11f1d27eb530faf0b65349928f6381da53cae87ddb7d06cc5ef440cb5,explicit_sref,components/01_section51_dimension_of_preschemes.tex,136,22,4356,4373,\sref[0]{0.2.1.3},\sref[0]{0.2.1.3},0.2.1.3,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,BB78CEB45B7767563D4E895A4C489C0E9856208394CE2DC3D287D84B2E103066,"ets of a local scheme of $X$. When every irreducible closed subset of $X$ contains a closed point, one may plainly restrict to the local schemes at closed points of $X$. Every irreducible closed subset of $X$ contains a closed point when $X$ is quasi-compact \sref[0]{0.2.1.3}; we shall see below \sref{IV.5.1.11} that the same is true when $X$ is locally Noetherian. \end{proof} \begin{corollary}[5.1.5] \phantomsection \label{IV.5.1.5} A prescheme $X$ is catenary if and only if the local ring $\sh O_x$ is catenary for every $x\in X"
ega4.reference.residual.sha256.7fdf41f29eb9370e5bcdfb15c6d0e24bde99bfadb52ba670e08d0b4c7ee196d4,ega4.reference.candidate.sha256.7fdf41f29eb9370e5bcdfb15c6d0e24bde99bfadb52ba670e08d0b4c7ee196d4,explicit_sref,components/01_section51_dimension_of_preschemes.tex,163,8,5142,5161,\sref[0]{0.16.2.3} ,\sref[0]{0.16.2.3},0.16.2.3,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,CDE1F26BA83BFCEBFDC913CF1942250D34CF9ACF51040E17E0370E2C25A32A88,"\sref{IV.5.1.4}, since it is a matter of comparing chains of irreducible closed subsets with the same endpoints. \end{proof} \begin{env}[5.1.6] \phantomsection \label{IV.5.1.6} We now examine the more special properties tied to Noetherian hypotheses. Recall \sref[0]{0.16.2.3} that a Noetherian local ring $A\ne0$ has finite dimension, equal to the minimum number of generators of an ideal of definition of $A$. For every prime ideal $\mathfrak p$ of $A$, its height, equal to $\dim(A_{\mathfrak p})$, is therefore also finite. Together"
ega4.reference.residual.sha256.836ee715b1dcbcd0bc6271f57f8430935d5ceb05a5daaf5b172916d47b0ca7da,ega4.reference.candidate.sha256.836ee715b1dcbcd0bc6271f57f8430935d5ceb05a5daaf5b172916d47b0ca7da,explicit_sref,components/01_section51_dimension_of_preschemes.tex,205,1,6889,6907,\sref[0]{0.14.2.1},\sref[0]{0.14.2.1},0.14.2.1,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,BC8378823ABFFCD1902EEC6E8B0B09686E8BA0EFCC8993EDB94C03E579FAC377,"ne prime ideal. Thus $f_y$ generates an ideal of definition of the Noetherian local ring $\sh O_{X,y}$, and $\operatorname{codim}(Y,X)\leq1$ by \sref{IV.5.1.7}. If $Z$ contains no irreducible component of $X$, then $\operatorname{codim}(Y,X)$ cannot be $0$ by \sref[0]{0.14.2.1}. \end{proof} \oldpage[IV-2]{88} \begin{proposition}[5.1.9] \phantomsection \label{IV.5.1.9} Let $X$ be a locally Noetherian prescheme and let $Y$ be a closed subset of $X$. If $x\in Y$ and $\sh O_{X,x}$ is a catenary ring, then \begin{equation} \begin{split"
ega4.reference.residual.sha256.d24505c5dce24607b3ec2d45bbf2fda8b189181e9e4c7774bab5d9099efcbcc8,ega4.reference.candidate.sha256.d24505c5dce24607b3ec2d45bbf2fda8b189181e9e4c7774bab5d9099efcbcc8,explicit_sref,components/01_section51_dimension_of_preschemes.tex,244,4,8031,8049,\sref[0]{0.16.1.4},\sref[0]{0.16.1.4},0.16.1.4,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,B55FBE4E3298806B4F328754A80126E348832D2C733464FF69C50035D096183E,"e ideals of $A$ containing one of the $\mathfrak p_i$, so \[ \dim(\sh O_{Y,x})=\sup_i\dim(A/\mathfrak p_i). \] On the other hand, $\sh O_{X,y_i}=A_{\mathfrak p_i}$, and the hypothesis on $A$ gives \[ \dim(A)=\dim(A/\mathfrak p_i)+\dim(A_{\mathfrak p_i}) \] by \sref[0]{0.16.1.4}. The conclusion follows from \[ \operatorname{codim}_x(Y,X) =\inf_i\dim(\sh O_{X,y_i}) \] using \eqref{IV.5.1.2.1} and \sref[0]{0.14.2.6}. \end{proof} \begin{proposition}[5.1.10] \phantomsection \label{IV.5.1.10} \begin{enumerate}[{\rm(i)}] \item \phantoms"
