target_id,latex_label,aux_locator,baseline_pdf_destination,expose,context,kind,title,compiled_page,source_relpath,source_line,source_occurrence_count,compiled_status,final_aux_present,final_aux_number,final_aux_page,final_aux_destination,stable_destination_present,baseline_destination_present,delivered_pdf_destination,delivered_pdf_page
ega4.c04.prop.1-4-3,IV.1.4.3,1.4,subsection.1.4,IV,c04,prop,1.4.3,11,ega4-1.source_aligned_r1.tex,439,1,baseline_aux_present,true,1.4,11,subsection.1.4,true,true,ega4.c04.prop.1-4-3,11
ega4.c04.cor.1-4-3-1,IV.1.4.3.1,1.4,subsection.1.4,IV,c04,cor,1.4.3.1,11,ega4-1.source_aligned_r1.tex,478,1,baseline_aux_present,true,1.4,11,subsection.1.4,true,true,ega4.c04.cor.1-4-3-1,11
ega4.c04.prop.1-4-4,IV.1.4.4,1.4,subsection.1.4,IV,c04,prop,1.4.4,12,ega4-1.source_aligned_r1.tex,489,1,baseline_aux_present,true,1.4,12,subsection.1.4,true,true,ega4.c04.prop.1-4-4,12
ega4.c04.lem.1-4-4-1,IV.1.4.4.1,1.4,subsection.1.4,IV,c04,lem,1.4.4.1,12,ega4-1.source_aligned_r1.tex,502,1,baseline_aux_present,true,1.4,12,subsection.1.4,true,true,ega4.c04.lem.1-4-4-1,12
ega4.c04.cor.1-4-5,IV.1.4.5,1.4,subsection.1.4,IV,c04,cor,1.4.5,12,ega4-1.source_aligned_r1.tex,515,1,baseline_aux_present,true,1.4,12,subsection.1.4,true,true,ega4.c04.cor.1-4-5,12
ega4.c04.prop.1-4-6,IV.1.4.6,1.4,subsection.1.4,IV,c04,prop,1.4.6,12,ega4-1.source_aligned_r1.tex,521,1,baseline_aux_present,true,1.4,12,subsection.1.4,true,true,ega4.c04.prop.1-4-6,12
ega4.c04.prop.1-4-7,IV.1.4.7,1.4,subsection.1.4,IV,c04,prop,1.4.7,12,ega4-1.source_aligned_r1.tex,534,1,baseline_aux_present,true,1.4,12,subsection.1.4,true,true,ega4.c04.prop.1-4-7,12
ega4.c04.lem.1-4-7-1,IV.1.4.7.1,1.4,subsection.1.4,IV,c04,lem,1.4.7.1,12,ega4-1.source_aligned_r1.tex,542,1,baseline_aux_present,true,1.4,12,subsection.1.4,true,true,ega4.c04.lem.1-4-7-1,12
ega4.c04.subsec.1-5,subsection:IV.1.5,1.5,subsection.1.5,IV,c04,subsec,Morphisms of finite type,13,ega4-1.source_aligned_r1.tex,561,1,baseline_aux_present,true,1.5,13,subsection.1.5,true,true,ega4.c04.subsec.1-5,13
ega4.c04.prop.1-5-1,IV.1.5.1,1.5,subsection.1.5,IV,c04,prop,1.5.1,13,ega4-1.source_aligned_r1.tex,564,1,baseline_aux_present,true,1.5,13,subsection.1.5,true,true,ega4.c04.prop.1-5-1,13
ega4.c04.def.1-5-2,IV.1.5.2,1.5,subsection.1.5,IV,c04,def,1.5.2,13,ega4-1.source_aligned_r1.tex,579,1,baseline_aux_present,true,1.5,13,subsection.1.5,true,true,ega4.c04.def.1-5-2,13
ega4.c04.prop.1-5-3,IV.1.5.3,1.5,subsection.1.5,IV,c04,prop,1.5.3,13,ega4-1.source_aligned_r1.tex,585,1,baseline_aux_present,true,1.5,13,subsection.1.5,true,true,ega4.c04.prop.1-5-3,13
ega4.c04.prop.1-5-4,IV.1.5.4,1.5,subsection.1.5,IV,c04,prop,1.5.4,13,ega4-1.source_aligned_r1.tex,594,1,baseline_aux_present,true,1.5,13,subsection.1.5,true,true,ega4.c04.prop.1-5-4,13
ega4.c04.cor.1-5-5,IV.1.5.5,1.5,subsection.1.5,IV,c04,cor,1.5.5,13,ega4-1.source_aligned_r1.tex,611,1,baseline_aux_present,true,1.5,13,subsection.1.5,true,true,ega4.c04.cor.1-5-5,13
ega4.c04.cor.1-5-6,IV.1.5.6,1.5,subsection.1.5,IV,c04,cor,1.5.6,13,ega4-1.source_aligned_r1.tex,621,1,baseline_aux_present,true,1.5,13,subsection.1.5,true,true,ega4.c04.cor.1-5-6,13
ega4.c04.prop.1-5-7,IV.1.5.7,1.5,subsection.1.5,IV,c04,prop,1.5.7,14,ega4-1.source_aligned_r1.tex,631,1,baseline_aux_present,true,1.5,14,subsection.1.5,true,true,ega4.c04.prop.1-5-7,14
ega4.c04.subsec.1-6,subsection:IV.1.6,1.6,subsection.1.6,IV,c04,subsec,Morphisms of finite presentation,14,ega4-1.source_aligned_r1.tex,641,1,baseline_aux_present,true,1.6,14,subsection.1.6,true,true,ega4.c04.subsec.1-6,14
ega4.c04.def.1-6-1,IV.1.6.1,1.6,subsection.1.6,IV,c04,def,1.6.1,14,ega4-1.source_aligned_r1.tex,644,1,baseline_aux_present,true,1.6,14,subsection.1.6,true,true,ega4.c04.def.1-6-1,14
ega4.c04.prop.1-6-2,IV.1.6.2,1.6,subsection.1.6,IV,c04,prop,1.6.2,14,ega4-1.source_aligned_r1.tex,659,1,baseline_aux_present,true,1.6,14,subsection.1.6,true,true,ega4.c04.prop.1-6-2,14
ega4.c04.cor.1-6-3,IV.1.6.3,1.6,subsection.1.6,IV,c04,cor,1.6.3,14,ega4-1.source_aligned_r1.tex,684,1,baseline_aux_present,true,1.6,14,subsection.1.6,true,true,ega4.c04.cor.1-6-3,14
ega4.c04.rem.1-6-4,IV.1.6.4,1.6,subsection.1.6,IV,c04,rem,1.6.4,14,ega4-1.source_aligned_r1.tex,694,1,baseline_aux_present,true,1.6,14,subsection.1.6,true,true,ega4.c04.rem.1-6-4,14
ega4.c04.prop.1-6-5,IV.1.6.5,1.6,subsection.1.6,IV,c04,prop,1.6.5,15,ega4-1.source_aligned_r1.tex,703,1,baseline_aux_present,true,1.6,15,subsection.1.6,true,true,ega4.c04.prop.1-6-5,15
ega4.c04.subsec.1-7,subsection:IV.1.7,1.7,subsection.1.7,IV,c04,subsec,Improvements of earlier results,15,ega4-1.source_aligned_r1.tex,715,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.subsec.1-7,15
ega4.c04.statement.1-7-1,IV.1.7.1,1.7,subsection.1.7,IV,c04,statement,1.7.1,15,ega4-1.source_aligned_r1.tex,720,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-1,15
ega4.c04.statement.1-7-2,IV.1.7.2,1.7,subsection.1.7,IV,c04,statement,1.7.2,15,ega4-1.source_aligned_r1.tex,726,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-2,15
ega4.c04.statement.1-7-3,IV.1.7.3,1.7,subsection.1.7,IV,c04,statement,1.7.3,15,ega4-1.source_aligned_r1.tex,732,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-3,15
ega4.c04.statement.1-7-4,IV.1.7.4,1.7,subsection.1.7,IV,c04,statement,1.7.4,15,ega4-1.source_aligned_r1.tex,737,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-4,15
ega4.c04.statement.1-7-5,IV.1.7.5,1.7,subsection.1.7,IV,c04,statement,1.7.5,15,ega4-1.source_aligned_r1.tex,743,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-5,15
ega4.c04.statement.1-7-6,IV.1.7.6,1.7,subsection.1.7,IV,c04,statement,1.7.6,15,ega4-1.source_aligned_r1.tex,748,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-6,15
ega4.c04.statement.1-7-7,IV.1.7.7,1.7,subsection.1.7,IV,c04,statement,1.7.7,15,ega4-1.source_aligned_r1.tex,753,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-7,15
ega4.c04.statement.1-7-8,IV.1.7.8,1.7,subsection.1.7,IV,c04,statement,1.7.8,15,ega4-1.source_aligned_r1.tex,759,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-8,15
ega4.c04.statement.1-7-9,IV.1.7.9,1.7,subsection.1.7,IV,c04,statement,1.7.9,15,ega4-1.source_aligned_r1.tex,764,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-9,15
ega4.c04.statement.1-7-10,IV.1.7.10,1.7,subsection.1.7,IV,c04,statement,1.7.10,15,ega4-1.source_aligned_r1.tex,771,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-10,15
ega4.c04.statement.1-7-11,IV.1.7.11,1.7,subsection.1.7,IV,c04,statement,1.7.11,15,ega4-1.source_aligned_r1.tex,776,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-11,15
ega4.c04.statement.1-7-12,IV.1.7.12,1.7,subsection.1.7,IV,c04,statement,1.7.12,15,ega4-1.source_aligned_r1.tex,782,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-12,15
ega4.c04.statement.1-7-13,IV.1.7.13,1.7,subsection.1.7,IV,c04,statement,1.7.13,15,ega4-1.source_aligned_r1.tex,787,1,baseline_aux_present,true,1.7,15,subsection.1.7,true,true,ega4.c04.statement.1-7-13,15
ega4.c04.statement.1-7-14,IV.1.7.14,1.7,subsection.1.7,IV,c04,statement,1.7.14,16,ega4-1.source_aligned_r1.tex,793,1,baseline_aux_present,true,1.7,16,subsection.1.7,true,true,ega4.c04.statement.1-7-14,16
ega4.c04.statement.1-7-15,IV.1.7.15,1.7,subsection.1.7,IV,c04,statement,1.7.15,16,ega4-1.source_aligned_r1.tex,798,1,baseline_aux_present,true,1.7,16,subsection.1.7,true,true,ega4.c04.statement.1-7-15,16
ega4.c04.statement.1-7-16,IV.1.7.16,1.7,subsection.1.7,IV,c04,statement,1.7.16,16,ega4-1.source_aligned_r1.tex,803,1,baseline_aux_present,true,1.7,16,subsection.1.7,true,true,ega4.c04.statement.1-7-16,16
ega4.c04.statement.1-7-17,IV.1.7.17,1.7,subsection.1.7,IV,c04,statement,1.7.17,16,ega4-1.source_aligned_r1.tex,809,1,baseline_aux_present,true,1.7,16,subsection.1.7,true,true,ega4.c04.statement.1-7-17,16
ega4.c04.statement.1-7-18,IV.1.7.18,1.7,subsection.1.7,IV,c04,statement,1.7.18,16,ega4-1.source_aligned_r1.tex,814,1,baseline_aux_present,true,1.7,16,subsection.1.7,true,true,ega4.c04.statement.1-7-18,16
ega4.c04.statement.1-7-19,IV.1.7.19,1.7,subsection.1.7,IV,c04,statement,1.7.19,16,ega4-1.source_aligned_r1.tex,819,1,baseline_aux_present,true,1.7,16,subsection.1.7,true,true,ega4.c04.statement.1-7-19,16
ega4.c04.statement.1-7-20,IV.1.7.20,1.7,subsection.1.7,IV,c04,statement,1.7.20,16,ega4-1.source_aligned_r1.tex,825,1,baseline_aux_present,true,1.7,16,subsection.1.7,true,true,ega4.c04.statement.1-7-20,16
ega4.c04.statement.1-7-21,IV.1.7.21,1.7,subsection.1.7,IV,c04,statement,1.7.21,16,ega4-1.source_aligned_r1.tex,830,1,baseline_aux_present,true,1.7,16,subsection.1.7,true,true,ega4.c04.statement.1-7-21,16
ega4.c04.statement.1-7-22,IV.1.7.22,1.7,subsection.1.7,IV,c04,statement,1.7.22,16,ega4-1.source_aligned_r1.tex,836,1,baseline_aux_present,true,1.7,16,subsection.1.7,true,true,ega4.c04.statement.1-7-22,16
ega4.c04.subsec.1-8,subsection:IV.1.8,1.8,subsection.1.8,IV,c04,subsec,Morphisms of finite presentation and constructible sets,16,ega4-1.source_aligned_r1.tex,841,1,baseline_aux_present,true,1.8,16,subsection.1.8,true,true,ega4.c04.subsec.1-8,16
ega4.c04.statement.1-8-1,IV.1.8.1,1.8,subsection.1.8,IV,c04,statement,1.8.1,16,ega4-1.source_aligned_r1.tex,846,1,baseline_aux_present,true,1.8,16,subsection.1.8,true,true,ega4.c04.statement.1-8-1,16
ega4.c04.prop.1-8-2,IV.1.8.2,1.8,subsection.1.8,IV,c04,prop,1.8.2,16,ega4-1.source_aligned_r1.tex,853,1,baseline_aux_present,true,1.8,16,subsection.1.8,true,true,ega4.c04.prop.1-8-2,16
ega4.c04.lem.1-8-3,IV.1.8.3,1.8,subsection.1.8,IV,c04,lem,1.8.3,16,ega4-1.source_aligned_r1.tex,864,1,baseline_aux_present,true,1.8,16,subsection.1.8,true,true,ega4.c04.lem.1-8-3,16
ega4.c04.thm.1-8-4,IV.1.8.4,1.8,subsection.1.8,IV,c04,thm,1.8.4,17,ega4-1.source_aligned_r1.tex,881,1,baseline_aux_present,true,1.8,17,subsection.1.8,true,true,ega4.c04.thm.1-8-4,17
ega4.c04.lem.1-8-4-1,IV.1.8.4.1,1.8,subsection.1.8,IV,c04,lem,1.8.4.1,17,ega4-1.source_aligned_r1.tex,892,1,baseline_aux_present,true,1.8,17,subsection.1.8,true,true,ega4.c04.lem.1-8-4-1,17
ega4.c04.lem.1-8-4-2,IV.1.8.4.2,1.8,subsection.1.8,IV,c04,lem,1.8.4.2,17,ega4-1.source_aligned_r1.tex,902,1,baseline_aux_present,true,1.8,17,subsection.1.8,true,true,ega4.c04.lem.1-8-4-2,17
ega4.c04.cor.1-8-5,IV.1.8.5,1.8,subsection.1.8,IV,c04,cor,1.8.5,17,ega4-1.source_aligned_r1.tex,921,1,baseline_aux_present,true,1.8,17,subsection.1.8,true,true,ega4.c04.cor.1-8-5,17
ega4.c04.lem.1-8-5-1,IV.1.8.5.1,1.8,subsection.1.8,IV,c04,lem,1.8.5.1,18,ega4-1.source_aligned_r1.tex,938,1,baseline_aux_present,true,1.8,18,subsection.1.8,true,true,ega4.c04.lem.1-8-5-1,18
ega4.c04.cor.1-8-6,IV.1.8.6,1.8,subsection.1.8,IV,c04,cor,1.8.6,18,ega4-1.source_aligned_r1.tex,948,1,baseline_aux_present,true,1.8,18,subsection.1.8,true,true,ega4.c04.cor.1-8-6,18
ega4.c04.prop.1-8-7,IV.1.8.7,1.8,subsection.1.8,IV,c04,prop,1.8.7,18,ega4-1.source_aligned_r1.tex,963,1,baseline_aux_present,true,1.8,18,subsection.1.8,true,true,ega4.c04.prop.1-8-7,18
ega4.c04.lem.1-8-7-1,IV.1.8.7.1,1.8,subsection.1.8,IV,c04,lem,1.8.7.1,18,ega4-1.source_aligned_r1.tex,976,1,baseline_aux_present,true,1.8,18,subsection.1.8,true,true,ega4.c04.lem.1-8-7-1,18
ega4.c04.subsec.1-9,subsection:IV.1.9,1.9,subsection.1.9,IV,c04,subsec,Pro-constructible sets and ind-constructible sets,19,ega4-1.source_aligned_r1.tex,991,1,baseline_aux_present,true,1.9,19,subsection.1.9,true,true,ega4.c04.subsec.1-9,19
ega4.c04.lem.1-9-1,IV.1.9.1,1.9,subsection.1.9,IV,c04,lem,1.9.1,19,ega4-1.source_aligned_r1.tex,994,1,baseline_aux_present,true,1.9,19,subsection.1.9,true,true,ega4.c04.lem.1-9-1,19
ega4.c04.prop.1-9-2,IV.1.9.2,1.9,subsection.1.9,IV,c04,prop,1.9.2,19,ega4-1.source_aligned_r1.tex,1004,1,baseline_aux_present,true,1.9,19,subsection.1.9,true,true,ega4.c04.prop.1-9-2,19
ega4.c04.statement.1-9-2-i,IV.1.9.2.i,1.9,subsection.1.9,IV,c04,statement,1.9.2.i,19,ega4-1.source_aligned_r1.tex,1010,1,baseline_aux_present,true,1.9,19,subsection.1.9,true,true,ega4.c04.statement.1-9-2-i,19
ega4.c04.statement.1-9-2-ii,IV.1.9.2.ii,1.9,subsection.1.9,IV,c04,statement,1.9.2.ii,19,ega4-1.source_aligned_r1.tex,1015,1,baseline_aux_present,true,1.9,19,subsection.1.9,true,true,ega4.c04.statement.1-9-2-ii,19
ega4.c04.statement.1-9-2-1,IV.1.9.2.1,{1.9.2.1},AMS.3,IV,c04,statement,1.9.2.ii,19,ega4-1.source_aligned_r1.tex,1019,1,baseline_aux_present,true,{1.9.2.1},19,AMS.3,true,true,ega4.c04.statement.1-9-2-1,19
ega4.c04.prop.1-9-3,IV.1.9.3,1.9,AMS.3,IV,c04,prop,1.9.3,19,ega4-1.source_aligned_r1.tex,1028,1,baseline_aux_present,true,1.9,19,AMS.3,true,true,ega4.c04.prop.1-9-3,19
ega4.c04.lem.1-9-3-1,IV.1.9.3.1,1.9,AMS.3,IV,c04,lem,1.9.3.1,20,ega4-1.source_aligned_r1.tex,1060,1,baseline_aux_present,true,1.9,20,AMS.3,true,true,ega4.c04.lem.1-9-3-1,20
ega4.c04.lem.1-9-3-2,IV.1.9.3.2,1.9,AMS.3,IV,c04,lem,1.9.3.2,20,ega4-1.source_aligned_r1.tex,1079,1,baseline_aux_present,true,1.9,20,AMS.3,true,true,ega4.c04.lem.1-9-3-2,20
ega4.c04.def.1-9-4,IV.1.9.4,1.9,AMS.3,IV,c04,def,1.9.4,20,ega4-1.source_aligned_r1.tex,1091,1,baseline_aux_present,true,1.9,20,AMS.3,true,true,ega4.c04.def.1-9-4,20
ega4.c04.prop.1-9-5,IV.1.9.5,1.9,AMS.3,IV,c04,prop,1.9.5,20,ega4-1.source_aligned_r1.tex,1101,1,baseline_aux_present,true,1.9,20,AMS.3,true,true,ega4.c04.prop.1-9-5,20
ega4.c04.statement.1-9-6,IV.1.9.6,1.9,AMS.3,IV,c04,statement,1.9.6,21,ega4-1.source_aligned_r1.tex,1136,1,baseline_aux_present,true,1.9,21,AMS.3,true,true,ega4.c04.statement.1-9-6,21
ega4.c04.thm.1-9-7,IV.1.9.7,1.9,AMS.3,IV,c04,thm,1.9.7,22,ega4-1.source_aligned_r1.tex,1148,1,baseline_aux_present,true,1.9,22,AMS.3,true,true,ega4.c04.thm.1-9-7,22
ega4.c04.cor.1-9-8,IV.1.9.8,1.9,AMS.3,IV,c04,cor,1.9.8,22,ega4-1.source_aligned_r1.tex,1157,1,baseline_aux_present,true,1.9,22,AMS.3,true,true,ega4.c04.cor.1-9-8,22
ega4.c04.cor.1-9-9,IV.1.9.9,1.9,AMS.3,IV,c04,cor,1.9.9,22,ega4-1.source_aligned_r1.tex,1168,1,baseline_aux_present,true,1.9,22,AMS.3,true,true,ega4.c04.cor.1-9-9,22
ega4.c04.prop.1-9-10,IV.1.9.10,1.9,AMS.3,IV,c04,prop,1.9.10,22,ega4-1.source_aligned_r1.tex,1178,1,baseline_aux_present,true,1.9,22,AMS.3,true,true,ega4.c04.prop.1-9-10,22
ega4.c04.prop.1-9-11,IV.1.9.11,1.9,AMS.3,IV,c04,prop,1.9.11,22,ega4-1.source_aligned_r1.tex,1195,1,baseline_aux_present,true,1.9,22,AMS.3,true,true,ega4.c04.prop.1-9-11,22
ega4.c04.cor.1-9-12,IV.1.9.12,1.9,AMS.3,IV,c04,cor,1.9.12,22,ega4-1.source_aligned_r1.tex,1212,1,baseline_aux_present,true,1.9,22,AMS.3,true,true,ega4.c04.cor.1-9-12,22
ega4.c04.statement.1-9-13,IV.1.9.13,1.9,AMS.3,IV,c04,statement,1.9.13,23,ega4-1.source_aligned_r1.tex,1226,1,baseline_aux_present,true,1.9,23,AMS.3,true,true,ega4.c04.statement.1-9-13,23
ega4.c04.prop.1-9-14,IV.1.9.14,1.9,AMS.3,IV,c04,prop,1.9.14,23,ega4-1.source_aligned_r1.tex,1231,1,baseline_aux_present,true,1.9,23,AMS.3,true,true,ega4.c04.prop.1-9-14,23
