"filename","bytes","sha256","role","source_control_file","current_surface_state"
"32_Noether_Paper29_Korean_U02_VisualEvidence_20260718.zip","2173339","FA4015384D9F79F497809CCD189C7C0F6EEE5CDD0A9661613E8EBEEF68C5E821","visual_evidence_paper29_korean_u02_rights_split","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","retained_current_content"
"33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","3038","DE6E0A5AEEFE97E6EAD2D9BC76E42B5F9F2AAB376E380D4D0C22C1822835BDF0","superseded_incremental_checksum_control","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","historical_control_index_consolidated"
"34_Noether_Paper37_Chinese_P31Reconciled_SourceEvidence_20260718.zip","838587","AC31FE4AEAABB44FAEBCDD2BAADE451E712CFC7DC271932F91AB867A547F3FC4","source_and_machine_evidence","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","retained_current_content"
"35_Noether_Paper37_Chinese_VisualEvidence_20260718.zip","4889550","5607A8244C64399EA5E8348578A5A3D70BE39E7669B12FBD6C65278392F3EEE3","rights_aware_visual_evidence","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","retained_current_content"
"36_Noether_Paper29_Korean_U03_SourceEvidence_20260718.zip","154307","894F52ABCDE8BF6F5EFED3475E70FFC106ED5240E55BC6B2FCB34CAF1C283BC8","source_and_machine_evidence","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","retained_current_content"
"37_Noether_Paper29_Korean_U03_VisualEvidence_20260718.zip","583010","71C211021F4ED2D3C422D88E2742B1B913096E2EA8D7A72C09FA8FDFAB7EE0AD","rights_aware_visual_evidence","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","retained_current_content"
"38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","1739","00983AA5D02C97DB53516A3524E1809DB39FDA00D8FCDB787043B75D8EA8712D","superseded_incremental_checksum_control","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","historical_control_index_consolidated"
"39_Noether_Paper04_Section06_English_SourceEvidence_20260718.zip","2043913","336EF42E3FA2CD8FFF92F2688E25F1355B80B1CD7C3BD218D4150F36F91762D6","source_and_machine_evidence","41_Noether_P04S6_SHA256_20260718.csv","retained_current_content"
"40_Noether_Paper04_Section06_English_VisualEvidence_20260718.zip","1740716","162B5ADF86E40F72181AED375E42766B87EAC39CE904127C4C5A945B9C954DF8","rights_aware_visual_evidence","41_Noether_P04S6_SHA256_20260718.csv","retained_current_content"
"41_Noether_P04S6_SHA256_20260718.csv","687","8012910926946B7E39DFFB5765C0E4A1074C48E5454B5D3CC2BAB0E2DE6A0EF8","superseded_incremental_checksum_control","41_Noether_P04S6_SHA256_20260718.csv","historical_control_index_consolidated"
"42_Noether_Paper21_Japanese_SourceEvidence_20260718.zip","1716899","C10ADCB1A64A79C0F98DC7E48EF1C926AA92BA31EC67C6443DA9446BFD94F2B7","source_and_machine_evidence","46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","retained_current_content"
"43_Noether_Paper21_Japanese_VisualEvidence_20260718.zip","1457526","004FBB04A294DEDB76C99CEBFE9F10D02067F598E1E558A3D812BC45DE9E1B77","rights_aware_visual_evidence","46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","retained_current_content"
"44_Noether_Paper29_Korean_U04_SourceEvidence_20260718.zip","831136","64284A601F1F02EB166EC1F9E2D8672A4C3FF1E6D9A1CE173E9120480316EA43","source_and_machine_evidence","46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","retained_current_content"
"45_Noether_Paper29_Korean_U04_VisualEvidence_20260718.zip","551141","E131F6612312C9C6B7E385073F1380A6F61C2F6CF9967FD2616C5CD4BAADA4BA","rights_aware_visual_evidence","46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","retained_current_content"
"46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","1431","D09CA16781E019CEE827A0D33EFDE65480B8DB87BE28A7B516049B731607E967","superseded_incremental_checksum_control","46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","historical_control_index_consolidated"
"47_Noether_Paper02_pp058_092_SourceCritical_PublicEvidence_20260718.zip","4286602","E40B0F16CC727DF7F52ED540CF7FBF42E3A204C652F56EB18B73108C42491A6A","paper02_public_evidence","50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","retained_current_content"
"48_Noether_Paper04_S06_S07_SourceRepair_PublicEvidence_20260718.zip","8413119","EA1B9E4285589F8824D29FD7FB20E09C7F9E804A7EEECADDF44070FEAA970BB0","paper04_source_repair_public_evidence","50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","retained_current_content"
"49_Noether_P02_P04S06S07EN_VisualEvidence_20260719.zip","27229571","5D42F0C3CACD509933D1FBCE8E1265C55BC71934DAF4A7371CC55B747549F50F","rights_aware_visual_evidence","50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","retained_current_content"
"50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","1615","4C7D83F628EFE3917878DB3E35AE58FF96C2A211EF40C39A528ED7270B884126","superseded_incremental_checksum_control","50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","historical_control_index_consolidated"
"51_Noether_Paper04_Section07_English_SourceEvidence_20260719.zip","2631192","0D4B769A24D562095F5ADCB89CAC35490D469F5539036C8EE2A20609D3C99A11","paper04_section07_english_public_evidence","50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","retained_current_content"
"52_Noether_Paper04_Section08_English_SourceEvidence_20260719.zip","3522700","121333592D74044277D37CC683B2F4822FFADB5BC9D20083ED5A26B3FE07A6B4","paper04_section08_source_and_machine_evidence","section08_additive_20260719","new_section08_candidate"
"53_Noether_Paper04_Section08_English_VisualEvidence_20260719.zip","3170796","A69AD6D142C9E49F6573042EC52CA84D8F4673D7B2DA8F2DA36FA59FFF29FBA5","paper04_section08_project_generated_visual_evidence","section08_additive_20260719","new_section08_candidate"
"55_Noether_Paper04S08_Additive_Status_20260719.md","2675","01D4B8A78E966BC9AF64CD3EE8AA14D8A4D976B64F0FA219C386F1CFC2CD985A","paper04_section08_additive_status_and_claim_boundary","section08_additive_20260719","new_section08_candidate"
"99_Noether_Public_Status_Multilingual_P02_P04S07EN_P21JA_P29KOU04_20260719.md","3027","50EF8BAE68DD3EA42D65C0AC07C8997E6EAFE6005632A7C9AA700DBFE445182A","public_status","50_Noether_P02_P04S06S07EN_SHA256_20260719.csv","retained_current_content"
"99_Noether_Public_Status_Multilingual_R823_P04S3_P25ZH_P27Visual_20260718.md","2796","600A74E528EFD8496F912C3EE21D77F221C2C91D92856CFB8E749B4604CEDFD0","record_wide_public_status_and_claim_boundary","25_Noether_P04S3_P25Chinese_P24Japanese_P27KoreanVisual_SHA256_20260718.csv","historical_version_only"
"99_Noether_Public_Status_Multilingual_R823_P04S5_P23JA_P29KO_20260718.md","2260","6D00EDA037C42F4A4709BC273EEDBE4AABC3F8905E88175831D76435CEAA1985","record_wide_public_status_and_claim_boundary","33_Noether_P04S4S5_P23Japanese_P29KoreanU01U02_SHA256_20260718.csv","historical_version_only"
"99_Noether_Public_Status_Multilingual_R823_P04S5_P23JA_P29KOU03_P37ZH_20260718.md","2218","12C603156E0D0DA0E6316FC76F7EE08D0F4BF9B7E90C6DD7C2DB9442F45FD019","public_status","38_Noether_P37Chinese_P29KoreanU03_SHA256_20260718.csv","historical_version_only"
"99_Noether_Public_Status_Multilingual_R823_P04S6_P21JA_P23JA_P29KOU04_P37ZH_20260718.md","1821","2A197E109C9EADAC01D2E54BA90E4321F319BEF1F6C722CC1D1096BB898EBF06","public_status","46_Noether_P21JA_P29KOU04_SHA256_20260718.csv","historical_version_only"
"99_Noether_Public_Status_Multilingual_R823_P04S6_P23JA_P29KOU03_P37ZH_20260718.md","1977","6FAF0FF96E34F02037E8B01D6E10007EF9505A7EFCA6717BC71F4FED8439115D","public_status","41_Noether_P04S6_SHA256_20260718.csv","historical_version_only"
