filename,status,additions,deletions,changes
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/B3_UPLOADER_READY_SUMMARY.csv,added,9,0,9
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/MANIFEST.csv,added,18,0,18
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/PACKAGE_VALIDATION.json,added,21,0,21
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BLOCKERS_AND_RECOVERY_ROWS.csv,added,4,0,4
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_COMMITS_FROM_EF53.csv,added,2,0,2
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_DELTA_FROM_EF53.csv,added,71,0,71
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_VISIBLE_5C87-CURRENT_MANIFEST_ROWS.csv,added,17,0,17
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_VISIBLE_5C87-DEDUP_MANIFEST_ROWS.csv,added,14,0,14
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_BRANCH_VISIBLE_R3_PACKET_HASH_CHECK.csv,added,30,0,30
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_CARRIED_FORWARD_EF53_SOURCE_USE_GAP_ROWS.csv,added,6,0,6
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv,added,3,0,3
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/R3_7A7576C3_SOURCE_USE_FACT_CHANGE_AUDIT.csv,added,4,0,4
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/README.md,added,13,0,13
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/SHA256SUMS.txt,added,18,0,18
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/carried-forward-ef53-source-use-gap/B3_UPLOADER_READY_SUMMARY.csv,added,9,0,9
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/carried-forward-ef53-source-use-gap/R3_EF53A7CC_BLOCKERS_AND_RECOVERY_ROWS.csv,added,4,0,4
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/carried-forward-ef53-source-use-gap/R3_EF53A7CC_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv,added,3,0,3
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/carried-forward-ef53-source-use-gap/R3_EF53A7CC_INCOMING_WAKE_DRIFT_ROWS.csv,added,3,0,3
interlanguage-sidecar/r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit-20260707/R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z/carried-forward-ef53-source-use-gap/R3_EF53A7CC_SOURCE_USE_FACT_CHANGE_AUDIT.csv,added,4,0,4
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/B3_ACTION_SUMMARY.csv,added,2,0,2
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/MANIFEST.csv,added,9,0,9
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/PACKAGE_FILE_LEDGER.csv,added,47,0,47
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/PACKAGE_MANIFEST_REPLAY.csv,added,41,0,41
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv,added,4,0,4
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/PACKAGE_SHA256SUMS_REPLAY.csv,added,42,0,42
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/README.md,added,9,0,9
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/SAFETY_SCAN_HITS.csv,added,0,0,0
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/SHA256SUMS.txt,added,9,0,9
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D8FDB95A_D8_ROUTE_R3_7A_R6_D8_BATCH_20260707/VALIDATION_ISSUES.csv,added,0,0,0
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv,added,16,0,16
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv,added,22,0,22
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/README.md,added,26,0,26
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/SHA256SUMS.txt,added,15,0,15
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/b3/B3_ROUTE.csv,added,2,0,2
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/blockers/R6_D8FDB95A_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv,added,6,0,6
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_D8FDB95A_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv,added,2,0,2
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_D8FDB95A_LOCAL_HEAD_NAMED_FILE_HITS.csv,added,1,0,1
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_D8FDB95A_PAYLOAD_FRONTIER_CORRECTION.csv,added,2,0,2
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/ethics/R6_D8FDB95A_ETHICS_AUTHORITY_CONTINUATION_MAP.csv,added,5,0,5
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/fable/R6_D8FDB95A_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv,added,5,0,5
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/input-verification/R6_D8FDB95A_PRIOR_PACKAGE_SHA_VERIFY.csv,added,16,0,16
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/logs/LOGBOOK_EXCERPT_20260706.md,added,16,0,16
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/mutual-watch/R6_D8FDB95A_MUTUAL_WATCH_OBSERVATION.csv,added,2,0,2
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_D8FDB95A_SOURCE_USE_CONTINUATION_LEDGER.csv,added,6,0,6
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_D8FDB95A_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv,added,316,0,316
uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_D8FDB95A_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv,added,111,0,111
