"filename","local_path","bytes","sha256","entries","last_write_time","role"
"Noether_R417_LocalCodex_R416_P34p685_686_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R417_LocalCodex_R416_P34p685_686_SourceFixes_20260701.zip","7253606","221E0E114F99BAA994B006C73A8613B115B2D5FA782F5980B2BC4B1B35D7598B","15","2026-07-01T04:13:32","intermediate_source_fix_or_audit_support"
"Noether_R418_LocalCodex_R417_P34p687_688_SourceFixes_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R418_LocalCodex_R417_P34p687_688_SourceFixes_20260701.zip","7379492","5553867AA6511DCFD649E2E74BABBA4305980B1D18F57BE6162AE596CD66FEAE","15","2026-07-01T04:21:24","intermediate_source_fix_or_audit_support"
"Noether_R419_LocalCodex_R418_P34p689_692_NoPatchSourceAudit_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R419_LocalCodex_R418_P34p689_692_NoPatchSourceAudit_20260701.zip","7869111","AA4B490D7919007593D3311ACACC00963011A11BD2F281B8AFEBE3BFBC6D52D3","16","2026-07-01T04:24:42","no_patch_source_audit_or_survival_support"
"Noether_R420_LocalCodex_R419_P15_P16_SourceAuditSurvivalBridge_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R420_LocalCodex_R419_P15_P16_SourceAuditSurvivalBridge_NoPatch_20260701.zip","3489785","5C1890C0A3EE70642C43C7A24D31C1CB85A7EB708771C4CF082D361C9DC28368","12","2026-07-01T04:30:25","no_patch_source_audit_or_survival_support"
"Noether_R421_LocalCodex_R419_P07_P09_SourceCoreSurvivalBridge_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R421_LocalCodex_R419_P07_P09_SourceCoreSurvivalBridge_NoPatch_20260701.zip","3517508","B22B4151EFECC3E9BFD2E62E71D3E01B1AE840243E042A7DF298D69E93DD30CB","16","2026-07-01T04:32:26","no_patch_source_audit_or_survival_support"
"Noether_R422_LocalCodex_R419_P06p195_HArgumentsRegressionFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R422_LocalCodex_R419_P06p195_HArgumentsRegressionFix_20260701.zip","4916200","FE1DABC383531D4613BA46A26CDBB43BA1E924BA5F2D5EDAA4FAF89E34092926","12","2026-07-01T04:36:56","intermediate_source_fix_or_audit_support"
"Noether_R423_LocalCodex_R422_P10_P20_SourceCoreSurvivalBridge_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R423_LocalCodex_R422_P10_P20_SourceCoreSurvivalBridge_NoPatch_20260701.zip","3453221","718864CD72F42B0EEDFF704C11667D032C9E31FB9D953EC715BC61693415DA9A","10","2026-07-01T04:41:17","no_patch_source_audit_or_survival_support"
"Noether_R424_LocalCodex_R422_P21_P30_SourceFixSurvivalBridge_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R424_LocalCodex_R422_P21_P30_SourceFixSurvivalBridge_NoPatch_20260701.zip","3483263","6F3BA512F6C976C590E73C8A782CB7F776C29D86A4447284C38A3A506BCEF2D6","9","2026-07-01T04:45:04","no_patch_source_audit_or_survival_support"
"Noether_R425_LocalCodex_R422_P31_P39_SourceFixSurvivalBridge_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R425_LocalCodex_R422_P31_P39_SourceFixSurvivalBridge_NoPatch_20260701.zip","3451913","A9E76B3EB010050AA6A8C09724D6937F087BDFDD050E6B4F0FA325AE7C536118","8","2026-07-01T04:47:08","no_patch_source_audit_or_survival_support"
"Noether_R426_LocalCodex_R422_P40_P43_Tail_SourceFixSurvivalBridge_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R426_LocalCodex_R422_P40_P43_Tail_SourceFixSurvivalBridge_NoPatch_20260701.zip","3451749","D0B45DFC702B6573003614C1637C3ED8DECAD8A339B7674BAB6FF7B0AE18908B","8","2026-07-01T04:48:51","no_patch_source_audit_or_survival_support"
"Noether_R427_LocalCodex_R422_P19p24_66_KnownRepairsSurvival_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R427_LocalCodex_R422_P19p24_66_KnownRepairsSurvival_NoPatch_20260701.zip","3199814","86F5C9ECF1BB3C04295D029DFF784AF3485AD2CEDBD38125FE3FD06ED6753CC8","12","2026-07-01T04:55:31","no_patch_source_audit_or_survival_support"
"Noether_R428_LocalCodex_R422_P20_FullVisualKnownRepairsSurvival_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R428_LocalCodex_R422_P20_FullVisualKnownRepairsSurvival_NoPatch_20260701.zip","3196436","08743B0141A8CDF17665E0850745AFF6A0DD7FFF8E61400C2F486C0666BD6901","9","2026-07-01T04:57:41","no_patch_source_audit_or_survival_support"
"Noether_R429_LocalCodex_R422_P10_P12_P13_DetailedKnownRepairsSurvival_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R429_LocalCodex_R422_P10_P12_P13_DetailedKnownRepairsSurvival_NoPatch_20260701.zip","3193913","E6D6AFD2889FBD84C26F5848CF26327C430EDE57E37CCCB9E2D2756BC7D94D17","6","2026-07-01T05:03:37","no_patch_source_audit_or_survival_support"
"Noether_R430_LocalCodex_R422_P14_DetailedSourceAuditSurvival_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R430_LocalCodex_R422_P14_DetailedSourceAuditSurvival_NoPatch_20260701.zip","3193638","4221226130090141673A1AA0507A72F66A06AFE0FAE98C5337B92C17BCD69AC3","6","2026-07-01T05:05:55","no_patch_source_audit_or_survival_support"
"Noether_R431_LocalCodex_R422_P17_P18_DetailedSourceAuditSurvival_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R431_LocalCodex_R422_P17_P18_DetailedSourceAuditSurvival_NoPatch_20260701.zip","3193107","9374043FCCC72E48C578950316523252B27AF5A120DB9CBE6E7E6FD9BB359A45","6","2026-07-01T05:08:33","no_patch_source_audit_or_survival_support"
"Noether_R432_LocalCodex_R422_P11_BestAvailableSourceAuditSurvival_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R432_LocalCodex_R422_P11_BestAvailableSourceAuditSurvival_NoPatch_20260701.zip","3193064","817A1770E9908F611C5FAC4153A7782EE0D5F0F215620D78A35F2999089636F7","6","2026-07-01T05:10:31","no_patch_source_audit_or_survival_support"
"Noether_R433_LocalCodex_R422_P07_P09_CleanSourceCoreSurvival_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R433_LocalCodex_R422_P07_P09_CleanSourceCoreSurvival_NoPatch_20260701.zip","3193188","AB90CC7FE0A8FB6F88548EF0E69995F3E9B4FEED1593FE2546EE7A015005E80A","6","2026-07-01T05:13:27","no_patch_source_audit_or_survival_support"
"Noether_R434_LocalCodex_R422_P01_P06_CleanEarlyBandStatus_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R434_LocalCodex_R422_P01_P06_CleanEarlyBandStatus_20260701.zip","4656101","0309F64F0F026D9B2A3D9E2BEA148593B86C361D3E185AED59576D0F9439C499","7","2026-07-01T05:15:44","intermediate_source_fix_or_audit_support"
"Noether_R435_LocalCodex_R422_P15_P16_CleanSourceAuditSurvival_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R435_LocalCodex_R422_P15_P16_CleanSourceAuditSurvival_NoPatch_20260701.zip","3200722","AA43818239B2C8BB0EADDD8F9221A4432A825A3E9D8FD0431829BAC82B2EBE5C","15","2026-07-01T05:23:52","no_patch_source_audit_or_survival_support"
"Noether_R436_LocalCodex_R422_P14p182_FootnoteJournalAbbrev_SourceFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R436_LocalCodex_R422_P14p182_FootnoteJournalAbbrev_SourceFix_20260701.zip","7694689","EECF8AE2E7C70AF218712202AC8B313AEF749D2FA08A74FD4142C5EDCF1174D2","11","2026-07-01T05:28:56","intermediate_source_fix_or_audit_support"
"Noether_R437_LocalCodex_R436_P14p183_SourceEmphasisFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R437_LocalCodex_R436_P14p183_SourceEmphasisFix_20260701.zip","8367574","CF0401B64CC5D1AF24A60A4BEDBD19BF2890088065B264D811540AC6C30AA9FC","13","2026-07-01T05:31:47","intermediate_source_fix_or_audit_support"
