"staged_relative_path","role","size_bytes","sha256","notes"
"01_best_source_masters/cayley_source_master_vol11_collmathpapers11caylrich_jp2_part02of03.zip","best_source_master_chunk","492283499","E5A024E32885C209F951ACF4195E9F0F49C8F5F8208E050090B306629207D067","selected high-resolution Cayley/Rich JP2 master for Vol. XI; oversized, split into upload chunks."
"01_best_source_masters/cayley_source_master_vol11_collmathpapers11caylrich_jp2_part03of03.zip","best_source_master_chunk","88422245","E445DC0E14047D2836546A06F792C20590E45AD27D5D08BB1C948B22E2A104D2","selected high-resolution Cayley/Rich JP2 master for Vol. XI; oversized, split into upload chunks."
"01_best_source_masters/cayley_source_master_vol12_collectedmathema12cayluoft_jp2.zip","best_source_master","194393791","F353FB62195825884CB119EE450106D28004694D371003BF90CFDFCFAD92DB50","selected local UofT JP2 master for Vol. XII."
"01_best_source_masters/cayley_source_master_vol13_collmathpapers13caylrich_jp2_part01of02.zip","best_source_master_chunk","492027458","AC9F03D11928A1E0DEFE35C025D66A3691E8B2C9C9B7227D20E57C6D24C3BC5C","selected high-resolution Cayley/Rich JP2 master for Vol. XIII; oversized, split into upload chunks."
"01_best_source_masters/cayley_source_master_vol13_collmathpapers13caylrich_jp2_part02of02.zip","best_source_master_chunk","451128405","F62E812692E9F1ED695C3018F2ADF1BA7DE9F09E4826695A782522654D929EC0","selected high-resolution Cayley/Rich JP2 master for Vol. XIII; oversized, split into upload chunks."
"02_generated_witness_images/Cayley_PRO_salvage_part08_SOURCE_PNG_WITNESSES_1of2_20260605.zip","generated_source_png_witnesses","251607001","4A6813FF02594C5023176529AA3E91681146857DCCEEF4DD5914FFFFAC578E5A","Existing generated PNG witness pack from Cayley salvage workflow. Use as localization/render witness; source authority remains JP2 masters."
"02_generated_witness_images/Cayley_PRO_salvage_part08_SOURCE_PNG_WITNESSES_2of2_20260605.zip","generated_source_png_witnesses","217861667","BD0E7B541BE3E9E82B53D4DD81C065C3DA1A62551005F1A34031905C48A436EA","Existing generated PNG witness pack from Cayley salvage workflow. Use as localization/render witness; source authority remains JP2 masters."
"02_generated_witness_images/Cayley_unitized_index_v01_CODEX_20260607.zip","unit_index_support","303542","680121F68B11D451B6452BECF8708D5938C06E79F79DE5F4D5D3BB6B7C5CE7FE","Small unitized index/support packet; useful for locating legacy units, not source authority."
"03_indices_and_audits/CAYLEY_SOURCE_VERDICT.md","audit_or_status_note","1837","AF1A7444079D6D9BE4620231991BD9527C3C78F6C91AF892872823C11B57BFA2","Human-readable context for source selection and warning against trusting old Cayley TeX/PDF as authority."
"03_indices_and_audits/README_FOR_PRO_CAYLEY_CLEANUP.md","audit_or_status_note","4111","ED3B7E106AED2C55245BFDA358CAC6263A29518669FEEECDCE6821E2C87C02ED","Human-readable context for source selection and warning against trusting old Cayley TeX/PDF as authority."
"03_indices_and_audits/CAYLEY_WORK_COMPLETENESS_AUDIT_20260605.md","audit_or_status_note","12499","52A1D7F114D10F1B4A9DC04EF1E2D4EC74F4361E41395F9B6507C72F219FF4EE","Human-readable context for source selection and warning against trusting old Cayley TeX/PDF as authority."
"03_indices_and_audits/CODEX_STRICT_AUDIT_cayley_vol_i_clean_20260605.md","audit_or_status_note","6128","36E7048497CC67969B0DC86EB42ADD0477ABBE9DA3A7B121F3B8977A01E3CAB7","Human-readable context for source selection and warning against trusting old Cayley TeX/PDF as authority."
