printed_page	authority_pdf_page	layer	unit_id	edition_tex_line	tex_line	authority_evidence	status	note
75	92	en	p075.r28.par.001	9	sees that $\delta$, as a prime divisor of $E$, divides $m^2$, and consequently $m$ and $u$ ($u$	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; opening Il est très facile through On a donc	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.001	10	being $=mu'$). The numbers $t$ and $u$ would therefore, under this supposition, have the common	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; opening Il est très facile through On a donc	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.001	11	factor $\delta$, which is absurd, since $p=t^2-bu^2$ is a prime number. It is therefore proved	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; opening Il est très facile through On a donc	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.001	12	that $E$ and $F$ cannot have a common divisor, and since the product of these numbers is a square,	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; opening Il est très facile through On a donc	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.001	13	each of them is likewise a square. Thus one has:	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; opening Il est très facile through On a donc	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.001	15	\[	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; first E/b and F/b row	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.001	16	\leg{E}{b}=1,\qquad \leg{F}{b}=1.	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; first E/b and F/b row	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.001	17	\]	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; first E/b and F/b row	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.001	15	\[	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; first E/b and F/b row	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.001	16	\leg{E}{b}=1,\qquad \leg{F}{b}=1.	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; first E/b and F/b row	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.001	17	\]	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; first E/b and F/b row	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.002	19	\par\noindent	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; Quant aux nombres K et L	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.002	20	Quant aux nombres $K$ et $L$, ils sont de même tels qu'on ait:	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; Quant aux nombres K et L	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.002	19	\par\noindent	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; Quant aux nombres K et L	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.002	20	As for the numbers $K$ and $L$, they are likewise such that one has:	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; Quant aux nombres K et L	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.002	22	\[	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; K/b and L/b row	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.002	23	\leg{K}{b}=1,\qquad \leg{L}{b}=1.	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; K/b and L/b row	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.002	24	\]	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; K/b and L/b row	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.002	22	\[	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; K/b and L/b row	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.002	23	\leg{K}{b}=1,\qquad \leg{L}{b}=1.	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; K/b and L/b row	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.002	24	\]	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; K/b and L/b row	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.003	26	\par\noindent	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.003	27	En effet, on voit par la dernière équation (p. 74) que ces nombres divisent l'un et l'autre la	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.003	28	formule $\varphi'^2+bu'^2$ (où $\varphi'$ et $bu'$ sont premiers entre eux) et l'on sait par un	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.003	29	théorème connu qui se déduit facilement de la loi de réciprocité (\emph{Théorie des Nombres}, no.	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.003	30	197) que tout diviseur impair $R$ d'une pareille formule est tel que $\leg{R}{b}=1$. Multipliant	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.003	31	la première des dernières relations par la troisième, la seconde par la quatrième, il viendra:	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.003	26	\par\noindent	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.003	27	Indeed, one sees from the last equation (p. 74) that these numbers divide, the one and the other,	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.003	28	the formula $\varphi'^2+bu'^2$ (where $\varphi'$ and $bu'$ are relatively prime) and one knows by	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.003	29	a known theorem that follows easily from the law of reciprocity (\emph{Theory of Numbers}, no.	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.003	30	197) that every odd divisor $R$ of such a formula is such that $\leg{R}{b}=1$. Multiplying the	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.003	31	first of the last relations by the third, and the second by the fourth, one obtains:	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.003	33	\[	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; EK/b and FL/b row, then ou, ce qui est la même chose	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.003	34	\leg{EK}{b}=1,\qquad \leg{FL}{b}=1,	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; EK/b and FL/b row, then ou, ce qui est la même chose	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.003	35	\]	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; EK/b and FL/b row, then ou, ce qui est la même chose	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.003	36	ou, ce qui est la même chose:	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; EK/b and FL/b row, then ou, ce qui est la même chose	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.003	33	\[	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; EK/b and FL/b row, then ou, ce qui est la même chose	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.003	34	\leg{EK}{b}=1,\qquad \leg{FL}{b}=1,	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; EK/b and FL/b row, then ou, ce qui est la même chose	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.003	35	\]	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; EK/b and FL/b row, then ou, ce qui est la même chose	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.003	36	or, which is the same thing:	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; EK/b and FL/b row, then ou, ce qui est la même chose	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.004	38	\begin{equation*}\tag{$\delta$}	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ), two plus/minus-psi symbols	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.004	39	\leg{t+\psi}{b}=1,\qquad \leg{t-\psi}{b}=1.	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ), two plus/minus-psi symbols	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.004	40	\end{equation*}	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ), two plus/minus-psi symbols	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.004	38	\begin{equation*}\tag{$\delta$}	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ), two plus/minus-psi symbols	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.004	39	\leg{t+\psi}{b}=1,\qquad \leg{t-\psi}{b}=1.	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ), two plus/minus-psi symbols	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.004	40	\end{equation*}	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ), two plus/minus-psi symbols	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.004	42	\par\noindent	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.004	43	En examinant d'une manière semblable le cas de $\varphi$ divisible par $b$, on trouvera que, dans	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.004	44	ce cas, l'un des nombres $t+\psi$ et $t-\psi$ est divisible par $b$, et que l'autre est, comme	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.004	45	dans le cas dont nous venons de nous occuper, résidu quadratique par rapport à $b$, de sorte qu'en	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.par.004	46	désignant par $t\pm\psi$ celui de ces nombres qui est divisible par $b$, on a:	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.004	42	\par\noindent	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.004	43	Examining in a similar way the case in which $\varphi$ is divisible by $b$, one will find that, in	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.004	44	this case, one of the numbers $t+\psi$ and $t-\psi$ is divisible by $b$, and that the other is, as	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.004	45	in the case with which we have just been occupied, a quadratic residue with respect to $b$, so	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.par.004	46	that, denoting by $t\pm\psi$ that one of these numbers which is divisible by $b$, one has:	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.005	48	\begin{equation*}\tag{$\delta'$}	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ′), congruence and opposite-sign symbol	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.005	49	t\pm\psi\equiv0\md{b},\qquad	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ′), congruence and opposite-sign symbol	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.005	50	\leg{t\mp\psi}{b}=1.	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ′), congruence and opposite-sign symbol	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	fr	p075.r28.eq.005	51	\end{equation*}	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ′), congruence and opposite-sign symbol	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.005	48	\begin{equation*}\tag{$\delta'$}	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ′), congruence and opposite-sign symbol	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.005	49	t\pm\psi\equiv0\md{b},\qquad	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ′), congruence and opposite-sign symbol	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.005	50	\leg{t\mp\psi}{b}=1.	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ′), congruence and opposite-sign symbol	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
75	92	en	p075.r28.eq.005	51	\end{equation*}	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ′), congruence and opposite-sign symbol	FULL_STRUCTURAL_TRANSLATION_CHECKED	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
76	93	fr	p076.r28.par.005	3	\par\noindent	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
76	93	fr	p076.r28.par.005	4	Il résulte du théorème énoncé à la fin du paragraphe précédent que, pour décider si $-b$ est ou	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	CHECKED_AGAINST_PRINT	Editable TeX line, not a claimed physical scan-line number; control lines encode source structure. Manual source collation plus mechanical cross-layer math check.
