printed_page	authority_pdf_page	unit_id	formula_id	placement	french_tex	english_tex	cross_layer_tokens	authority_evidence	scan_comparison
75	92	p075.r28.par.001	p075.r28.par.001.m022	inline	p=t^2-bu^2	p=t^2-bu^2	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; opening Il est très facile through On a donc	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.001	p075.r28.par.001.m023	inline	E	E	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; opening Il est très facile through On a donc	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.001	p075.r28.par.001.m024	inline	F	F	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; opening Il est très facile through On a donc	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.eq.001	p075.r28.eq.001.m001	display	\leg{E}{b}=1,\qquad \leg{F}{b}=1.	\leg{E}{b}=1,\qquad \leg{F}{b}=1.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; first E/b and F/b row	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.002	p075.r28.par.002.m001	inline	K	K	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; Quant aux nombres K et L	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.002	p075.r28.par.002.m002	inline	L	L	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; Quant aux nombres K et L	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.eq.002	p075.r28.eq.002.m001	display	\leg{K}{b}=1,\qquad \leg{L}{b}=1.	\leg{K}{b}=1,\qquad \leg{L}{b}=1.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; K/b and L/b row	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.003	p075.r28.par.003.m001	inline	\varphi'^2+bu'^2	\varphi'^2+bu'^2	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.003	p075.r28.par.003.m002	inline	\varphi'	\varphi'	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.003	p075.r28.par.003.m003	inline	bu'	bu'	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.003	p075.r28.par.003.m004	inline	R	R	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.003	p075.r28.par.003.m005	inline	\leg{R}{b}=1	\leg{R}{b}=1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En effet, on voit par la dernière équation (p.74), through citation no.197	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.eq.003	p075.r28.eq.003.m001	display	\leg{EK}{b}=1,\qquad \leg{FL}{b}=1,	\leg{EK}{b}=1,\qquad \leg{FL}{b}=1,	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; EK/b and FL/b row, then ou, ce qui est la même chose	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.eq.004	p075.r28.eq.004.m001	display	\tag{$\delta$} \leg{t+\psi}{b}=1,\qquad \leg{t-\psi}{b}=1.	\tag{$\delta$} \leg{t+\psi}{b}=1,\qquad \leg{t-\psi}{b}=1.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ), two plus/minus-psi symbols	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.004	p075.r28.par.004.m001	inline	\varphi	\varphi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.004	p075.r28.par.004.m002	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.004	p075.r28.par.004.m003	inline	t+\psi	t+\psi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.004	p075.r28.par.004.m004	inline	t-\psi	t-\psi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.004	p075.r28.par.004.m005	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.004	p075.r28.par.004.m006	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.004	p075.r28.par.004.m007	inline	t\pm\psi	t\pm\psi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.par.004	p075.r28.par.004.m008	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; En examinant: case φ divisible by b	MANUALLY_VISUALLY_CHECKED
75	92	p075.r28.eq.005	p075.r28.eq.005.m001	display	\tag{$\delta'$} t\pm\psi\equiv0\md{b},\qquad \leg{t\mp\psi}{b}=1.	\tag{$\delta'$} t\pm\psi\equiv0\md{b},\qquad \leg{t\mp\psi}{b}=1.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p075_authority.png; full PDF 92; scope leaf 13; label (δ′), congruence and opposite-sign symbol	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m001	inline	-b	-b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m002	inline	p	p	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m003	inline	t	t	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m004	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m005	inline	t	t	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m006	inline	p	p	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m007	inline	t^2-bu^2	t^2-bu^2	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m008	inline	\varphi	\varphi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m009	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m010	inline	(\delta)	(\delta)	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m011	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.005	p076.r28.par.005.m012	inline	4n+3	4n+3	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Il résulte: preceding theorem and elimination of t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.006	p076.r28.eq.006.m001	display	\leg{\psi+t}{b}=1,\qquad \leg{\psi-t}{b}=-1.	\leg{\psi+t}{b}=1,\qquad \leg{\psi-t}{b}=-1.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; psi+t / psi−t symbol row	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.006	p076.r28.par.006.m001	inline	p=t^2-bu^2	p=t^2-bu^2	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; On tire immédiatement: congruence and first root choice	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.006	p076.r28.par.006.m002	inline	t^2\equiv p\md{b}	t^2\equiv p\md{b}	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; On tire immédiatement: congruence and first root choice	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.006	p076.r28.par.006.m003	inline	\chi^2\equiv p\md{b}	\chi^2\equiv p\md{b}	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; On tire immédiatement: congruence and first root choice	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.006	p076.r28.par.006.m004	inline	\chi	\chi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; On tire immédiatement: congruence and first root choice	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.006	p076.r28.par.006.m005	inline	t\equiv\chi	t\equiv\chi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; On tire immédiatement: congruence and first root choice	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.006	p076.r28.par.006.m006	inline	t\equiv-\chi\md{b}	t\equiv-\chi\md{b}	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; On tire immédiatement: congruence and first root choice	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.007	p076.r28.eq.007.m001	display	\leg{t}{b}=\leg{\chi}{b},\qquad \leg{\chi+\psi}{b}=1,	\leg{t}{b}=\leg{\chi}{b},\qquad \leg{\chi+\psi}{b}=1,	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; positive-root symbol row and car il est évident explanation	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.007	p076.r28.eq.007.m002	inline	\leg{t}{b}	\leg{t}{b}	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; positive-root symbol row and car il est évident explanation	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.007	p076.r28.eq.007.m003	inline	\leg{t+\psi}{b}	\leg{t+\psi}{b}	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; positive-root symbol row and car il est évident explanation	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.007	p076.r28.eq.007.m004	inline	t	t	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; positive-root symbol row and car il est évident explanation	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.007	p076.r28.eq.007.m005	inline	\chi	\chi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; positive-root symbol row and car il est évident explanation	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.007	p076.r28.eq.007.m006	inline	t	t	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; positive-root symbol row and car il est évident explanation	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.007	p076.r28.eq.007.m007	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; positive-root symbol row and car il est évident explanation	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.008	p076.r28.eq.008.m001	display	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; first repeated product identity	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.007	p076.r28.par.007.m001	inline	t\equiv-\chi\md{b}	t\equiv-\chi\md{b}	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Considérons maintenant: negative-root case	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.009	p076.r28.eq.009.m001	display	\leg{t}{b}=-\leg{\chi}{b},\qquad \leg{\psi+\chi}{b}=-1,	\leg{t}{b}=-\leg{\chi}{b},\qquad \leg{\psi+\chi}{b}=-1,	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; negative-root symbol row and explanation of substitution for −t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.009	p076.r28.eq.009.m002	inline	\leg{\psi-t}{b}=-1	\leg{\psi-t}{b}=-1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; negative-root symbol row and explanation of substitution for −t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.009	p076.r28.eq.009.m003	inline	-t	-t	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; negative-root symbol row and explanation of substitution for −t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.009	p076.r28.eq.009.m004	inline	\chi	\chi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; negative-root symbol row and explanation of substitution for −t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.009	p076.r28.eq.009.m005	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; negative-root symbol row and explanation of substitution for −t	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.010	p076.r28.eq.010.m001	display	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; second repeated product identity	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.008	p076.r28.par.008.m001	inline	\varphi	\varphi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Nous sommes donc arrivés	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.par.008	p076.r28.par.008.m002	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; Nous sommes donc arrivés	MANUALLY_VISUALLY_CHECKED
76	93	p076.r28.eq.011	p076.r28.eq.011.m001	display	\leg{t}{b}=1\quad\hbox{ou}\quad \leg{t}{b}=-1.	\leg{t}{b}=1\quad\hbox{or}\quad \leg{t}{b}=-1.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p076_authority.png; full PDF 93; scope leaf 14; terminal t/b=1 ou t/b=−1 row	MANUALLY_VISUALLY_CHECKED
77	94	p077.r28.par.009	p077.r28.par.009.m001	inline	\chi^2\equiv p\md{b}	\chi^2\equiv p\md{b}	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p077_authority.png; full PDF 94; scope leaf 15; Il suffira: finding χ	MANUALLY_VISUALLY_CHECKED
77	94	p077.r28.par.009	p077.r28.par.009.m002	inline	\chi	\chi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p077_authority.png; full PDF 94; scope leaf 15; Il suffira: finding χ	MANUALLY_VISUALLY_CHECKED
77	94	p077.r28.eq.012	p077.r28.eq.012.m001	display	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p077_authority.png; full PDF 94; scope leaf 15; third occurrence of product identity	MANUALLY_VISUALLY_CHECKED
77	94	p077.r28.par.010	p077.r28.par.010.m001	inline	\varphi	\varphi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s02/source/p077_authority.png; full PDF 94; scope leaf 15; Venons maintenant: φ divisible by b	MANUALLY_VISUALLY_CHECKED
