"file_hint_id","source_frontier_id","route","query_or_source","record_index_within_manifest","recid","doi","record_title","record_html_url","record_archive_url","record_publication_date","record_resource_type","record_language_metadata","record_access_right","record_license_id","file_key","file_extension_hint","file_size_bytes","file_checksum_signal","file_download_url","local_query_metadata_path","local_query_metadata_sha256","source_fit_class","language_topic_tags","license_or_access_signal","blocker_or_reason","upload_policy","non_claim_boundary","created_utc"
"R3-ZENODO-FILE-0011","R3-ZENODO-003","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""invariant theory""","12","12755351","10.5281/zenodo.12755351","Arabic Poetry Analysis Datasets","https://zenodo.org/records/12755351","https://zenodo.org/api/records/12755351/files-archive","2024-07-19","Dataset","eng","open","cc-by-4.0","Arabic Poetry Analysis Datasets.zip",".zip","4328605","md5:608503da1995db314c89b28f0baa56fd","https://zenodo.org/api/records/12755351/files/Arabic%20Poetry%20Analysis%20Datasets.zip/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0012","R3-ZENODO-003","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""invariant theory""","13","2470389","10.1112/plms/s2-20.1.465","The Invariant Theory of Three Quadrics","https://zenodo.org/records/2470389","https://zenodo.org/api/records/2470389/files-archive","1922-01-01","Journal article","","open","cc-zero","article.pdf",".pdf","618826","md5:7993b4ddf081b7947fe978572a2d9dd5","https://zenodo.org/api/records/2470389/files/article.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-zero; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0013","R3-ZENODO-003","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""invariant theory""","14","11953658","10.5281/zenodo.11953658","Journal of Afro Asian Studies Eighth Issue February 2021","https://zenodo.org/records/11953658","https://zenodo.org/api/records/11953658/files-archive","2021-02-01","Journal","eng","open","cc-by-4.0","Journal-of-Afro-Asian-Studies-Eight-issue-February-2021.pdf",".pdf","2872925","md5:d924565e09a3b306722d73503d3bc6cd","https://zenodo.org/api/records/11953658/files/Journal-of-Afro-Asian-Studies-Eight-issue-February-2021.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0014","R3-ZENODO-003","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""invariant theory""","15","13375673","10.5281/zenodo.13375673","Journal of Afro-Asian Studies Twenty-First Issue May 2024","https://zenodo.org/records/13375673","https://zenodo.org/api/records/13375673/files-archive","2024-05-01","Journal","eng","open","cc-by-4.0","Journal-of-Afro-Asian-Studies-Twenty-First-Issue-–-May-2024.pdf",".pdf","5011165","md5:22e3a77149d04fe0df909a0563dffdda","https://zenodo.org/api/records/13375673/files/Journal-of-Afro-Asian-Studies-Twenty-First-Issue-%E2%80%93-May-2024.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0015","R3-ZENODO-004","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""LaTeX"" algebra","16","20985017","10.5281/zenodo.20985017","Format-Targeted Training Induces Subject-Level Accuracy Inversion on Competition Mathematics: The MATH-Native Acharyulu Protocol","https://zenodo.org/records/20985017","https://zenodo.org/api/records/20985017/files-archive","2026-06-28","Preprint","","open","cc-by-4.0","XARL_2026_04_Paper4.pdf",".pdf","383317","md5:d7c17144e29358a600bd78f4547a88ea","https://zenodo.org/api/records/20985017/files/XARL_2026_04_Paper4.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0016","R3-ZENODO-004","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""LaTeX"" algebra","17","2613490","10.5281/zenodo.2613490","Using Windows Server 2012-based storage solutions for small and medium size business resources","https://zenodo.org/records/2613490","https://zenodo.org/api/records/2613490/files-archive","2013-09-12","Conference paper","","open","cc-by-4.0","Using Windows Server 2012-based storage solutions for small and medium size business resources.pdf",".pdf","166180","md5:dcf55b86e7310b080e72deb0d9838e05","https://zenodo.org/api/records/2613490/files/Using%20Windows%20Server%202012-based%20storage%20solutions%20for%20small%20and%20medium%20size%20business%20resources.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0017","R3-ZENODO-004","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""LaTeX"" algebra","18","2613471","10.5281/zenodo.2613471","Using Linux-based storage solutions for small and medium size business resources","https://zenodo.org/records/2613471","https://zenodo.org/api/records/2613471/files-archive","2013-09-10","Conference paper","","open","cc-by-4.0","Using Linux-based storage solutions for small and medium size business resources.pdf",".pdf","211284","md5:2c89af2a90ec4401b44e1149a88fa380","https://zenodo.org/api/records/2613471/files/Using%20Linux-based%20storage%20solutions%20for%20small%20and%20medium%20size%20business%20resources.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0018","R3-ZENODO-004","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""LaTeX"" algebra","19","8022451","10.5281/zenodo.8022451","THE SPIRITUAL SIGNIFICANCE OF THE WORK OF HUSSEIN VOIZ KASHIFI ""AKHLOKI MUKHSINIY"" IN THE EDUCATION OF THE YOUTH OF NEW UZBEKISTAN","https://zenodo.org/records/8022451","https://zenodo.org/api/records/8022451/files-archive","2023-06-10","Journal article","","open","cc-by-4.0","JAH0609.pdf",".pdf","632860","md5:03a70fee38f4c20fc0552dbf2d77a8bb","https://zenodo.org/api/records/8022451/files/JAH0609.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0019","R3-ZENODO-005","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""linear algebra""","21","10074309","10.5281/zenodo.10074309","Linear Algebra","https://zenodo.org/records/10074309","https://zenodo.org/api/records/10074309/files-archive","2023-10-30","Book","","open","cc-by-4.0","WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg",".jpeg","366891","md5:3eb5c8e7764d9ffbbf48959aa1d3e78e","https://zenodo.org/api/records/10074309/files/WhatsApp%20Image%202023-11-06%20at%2012.36.39%20PM.jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","zenodo_metadata_topic_file_hint_needs_manual_screening","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0020","R3-ZENODO-005","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""linear algebra""","22","15067574","10.5281/zenodo.15067574","Linear Algebra","https://zenodo.org/records/15067574","https://zenodo.org/api/records/15067574/files-archive","2025-03-13","Book","","open","cc-by-4.0","Full cover.jpg",".jpg","1291510","md5:051b6c75c16c96599d680ed9695e379b","https://zenodo.org/api/records/15067574/files/Full%20cover.jpg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","zenodo_metadata_topic_file_hint_needs_manual_screening","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0021","R3-ZENODO-005","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""linear algebra""","23","3367812","10.5281/zenodo.3367812","SLATE","https://zenodo.org/records/3367812","https://zenodo.org/api/records/3367812/files-archive","2019-04-04","Software","eng","open","bsd-3-clause","slate-2019-04-04.tar.gz",".tar.gz","953926","md5:2a2ea8bc1cd32ef1aa34919282760bae","https://zenodo.org/api/records/3367812/files/slate-2019-04-04.tar.gz/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=bsd-3-clause; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0022","R3-ZENODO-005","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""linear algebra""","24","8296796","10.5281/zenodo.8296796","Elementary Linear Algebra","https://zenodo.org/records/8296796","https://zenodo.org/api/records/8296796/files-archive","2023-08-25","Journal article","","open","cc-by-4.0","WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg",".jpeg","263422","md5:af5eb81893a81e9708fdf93b2851ab7a","https://zenodo.org/api/records/8296796/files/WhatsApp%20Image%202023-08-29%20at%2011.44.12%20AM.jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","zenodo_metadata_topic_file_hint_needs_manual_screening","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0023","R3-ZENODO-005","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""linear algebra""","25","10863548","10.5281/zenodo.10863548","Mathematics Linear Algebra","https://zenodo.org/records/10863548","https://zenodo.org/api/records/10863548/files-archive","2024-03-05","Book","","open","cc-by-4.0","WhatsApp Image 2024-03-23 at 1.20.16 PM (1).jpeg",".jpeg","400607","md5:7cecc2421a17c5889761d6c33bb094c5","https://zenodo.org/api/records/10863548/files/WhatsApp%20Image%202024-03-23%20at%201.20.16%20PM%20(1).jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","zenodo_metadata_topic_file_hint_needs_manual_screening","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0024","R3-ZENODO-006","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""Noetherian""","26","15099814","10.5281/zenodo.15099814","Noetherian Rings And Modules","https://zenodo.org/records/15099814","https://zenodo.org/api/records/15099814/files-archive","2023-11-30","Preprint","","open","cc-by-4.0","Noetherian Rings and Modules.pdf",".pdf","221488","md5:2d23c5035ce337ddb30422cbbf193a71","https://zenodo.org/api/records/15099814/files/Noetherian%20Rings%20and%20Modules.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0025","R3-ZENODO-006","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""Noetherian""","27","15283025","10.5281/zenodo.15283025","ON THE INVERTIBILITY OF ONE OPERATOR IN GENERALIZED HOLDER SPACES","https://zenodo.org/records/15283025","https://zenodo.org/api/records/15283025/files-archive","2025-03-01","Conference paper","","open","cc-by-4.0","2.17.pdf",".pdf","447425","md5:374ddefccffbc94ebe9ed3b1ff09889f","https://zenodo.org/api/records/15283025/files/2.17.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0026","R3-ZENODO-006","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""Noetherian""","28","15298997","10.5281/zenodo.15298997","A Study on the Homological Properties of Noetherian Rings and Local Cohomology Modules","https://zenodo.org/records/15298997","https://zenodo.org/api/records/15298997/files-archive","2025-04-28","Publication","","open","cc-by-4.0","GJRECS21474.pdf",".pdf","342836","md5:4ae0dbdd1e0d1fd73521b511b4f40f0a","https://zenodo.org/api/records/15298997/files/GJRECS21474.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0027","R3-ZENODO-006","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""Noetherian""","29","4882928","10.5281/zenodo.4882928","بررسي سیر تحول اسماءِ جلالي در متون عرفاني قرن چهارم و ششم )مطالعۀ موردي در کشف¬المحجوب و روح¬الارواح)","https://zenodo.org/records/4882928","https://zenodo.org/api/records/4882928/files-archive","2020-02-22","Journal article","","open","cc-by-2.0","بررسي سیر تحول اسماءِ جلالي در متون عرفاني.pdf",".pdf","435636","md5:703697ee33ce7257c9ebb7c55fefbc1a","https://zenodo.org/api/records/4882928/files/%D8%A8%D8%B1%D8%B1%D8%B3%D9%8A%20%D8%B3%DB%8C%D8%B1%20%D8%AA%D8%AD%D9%88%D9%84%20%D8%A7%D8%B3%D9%85%D8%A7%D8%A1%D9%90%20%D8%AC%D9%84%D8%A7%D9%84%D9%8A%20%D8%AF%D8%B1%20%D9%85%D8%AA%D9%88%D9%86%20%D8%B9%D8%B1%D9%81%D8%A7%D9%86%D9%8A.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-2.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0028","R3-ZENODO-006","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""Noetherian""","30","17404742","10.5281/zenodo.17404742","Importance-Performance Analysis (IPA) on Factors Affecting Agility of Iranian Auditing Organizations","https://zenodo.org/records/17404742","https://zenodo.org/api/records/17404742/files-archive","2025-10-21","Journal article","eng","open","cc-by-4.0","152129 Mousavi.pdf",".pdf","799254","md5:3922cd41b32cf044e510cbcda1ee085b","https://zenodo.org/api/records/17404742/files/152129%20Mousavi.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
