ledger_id,branch_head,rule_id,category,source_input_id,remote_path,local_body_path,source_sha256,line,signal_excerpt,required_application,boundary,source_body_status,must_not,b3_route
212DFB-NORMALIZATION-0011,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0276,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,520,"""candidate"": ""promoted-register surface for 'complement'"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0012,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0277,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,525,"""reason"": ""only warning-comparator (Esperanto-family) hits exist in the promoted-register shelf; no Romance-constructed-comparator support; native Romance evidence must decide"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0013,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0278,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,531,"""candidate"": ""promoted-register surface for 'congruence'"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0014,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0279,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,536,"""reason"": ""only warning-comparator (Esperanto-family) hits exist in the promoted-register shelf; no Romance-constructed-comparator support; native Romance evidence must decide"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0015,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0280,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,542,"""candidate"": ""promoted-register surface for 'decomposition'"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0016,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0281,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,547,"""reason"": ""only warning-comparator (Esperanto-family) hits exist in the promoted-register shelf; no Romance-constructed-comparator support; native Romance evidence must decide"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0017,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0282,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,553,"""candidate"": ""promoted-register surface for 'divisibility'"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0018,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0283,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,558,"""reason"": ""only warning-comparator (Esperanto-family) hits exist in the promoted-register shelf; no Romance-constructed-comparator support; native Romance evidence must decide"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0019,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0284,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,564,"""candidate"": ""promoted-register surface for 'extension'"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0020,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0285,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,569,"""reason"": ""only warning-comparator (Esperanto-family) hits exist in the promoted-register shelf; no Romance-constructed-comparator support; native Romance evidence must decide"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0021,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0286,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,575,"""candidate"": ""promoted-register surface for 'factor'"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0022,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0287,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,580,"""reason"": ""only warning-comparator (Esperanto-family) hits exist in the promoted-register shelf; no Romance-constructed-comparator support; native Romance evidence must decide"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0023,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0288,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,586,"""candidate"": ""promoted-register surface for 'greatest common divisor'"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0024,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0289,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,591,"""reason"": ""only warning-comparator (Esperanto-family) hits exist in the promoted-register shelf; no Romance-constructed-comparator support; native Romance evidence must decide"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0025,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0290,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,597,"""candidate"": ""promoted-register surface for 'if and only if'"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0026,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0291,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,602,"""reason"": ""only warning-comparator (Esperanto-family) hits exist in the promoted-register shelf; no Romance-constructed-comparator support; native Romance evidence must decide"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0027,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0292,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,608,"""candidate"": ""promoted-register surface for 'invariant'"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0028,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0293,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,613,"""reason"": ""only warning-comparator (Esperanto-family) hits exist in the promoted-register shelf; no Romance-constructed-comparator support; native Romance evidence must decide"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
212DFB-NORMALIZATION-0029,212dfb1c7728f7c23274714434aa35d590e1aab7,212DFB-RULE-0294,normalization,212DFB-IN-010,interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/DO_NOT_USE_LEDGER_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,4673A48355D4E3065F2A1E714466BA9351F2908A670CB4115C52542E80691223,619,"""candidate"": ""promoted-register surface for 'least common multiple'"",",apply normalization/script/register rules as draft constraints,body-linked method/authority signal only,body-linked,"no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push
