artifact_id,branch_head,remote_path,tree_sha,bytes,category,required_action,source_use_label,boundary
212DFB-B3-0001,212dfb1c7728f7c23274714434aa35d590e1aab7,audits/r3-branch-reconciliation-b3-delta-audit-20260706/BRANCH_R3_VISIBLE_PATHS.csv,6ff9f78219a3c1886b33547dc27cd96e477a53cf,901055,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0026,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/aata/github_src_contents_at_master.json,ee5698a1bd4e4416797fe01dc450f7a15b6fe5af,25288,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0027,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/aata/requirements_at_master.txt,665403f79749e8e7fb18dd0cad91a86876eed3cd,79,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0028,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/cache_manifest.json,b2d0e909fe82e36220a17217e5833ab1b12db4dd,6045,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0029,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/github_tree_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799.json,4b2f8354c8f376ad8d005559a3a1dfcba190a163,274289,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0030,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/relation_function_coordinate_file_summaries_20260701T151500Z.json,2d9ffe67027a97d905f798a552bd5f04e18968b3,24904,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0031,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/relation_function_coordinate_scan_rows_20260701T151500Z.json,9174521e36455f0ad3382ce3469f179240a41c8d,772447,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0032,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/source_ptx_cache_manifest_20260701T150000Z.json,7f561fc876f16648be888ecfd6e45b047a9b7e29,77844,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0033,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/github_LICENSE_at_edition.txt,576d69e2817c528aa1e9211a67b1d67aad49cc0c,186,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0034,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/github_LICENSE_at_main.txt,576d69e2817c528aa1e9211a67b1d67aad49cc0c,186,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0035,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/github_README_at_edition.md,66960d2db660e1a8f95d9e2185634de3d94fa0dc,2314,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0036,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/github_README_at_main.md,66960d2db660e1a8f95d9e2185634de3d94fa0dc,2314,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0037,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/github_edition_branch_metadata.json,90d99b0f7dcfc649c9fe22bc86977b15915b199d,3738,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0038,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/dmoi/github_repo_metadata.json,b61155ede4f4c473302e13211f92609bc6af345c,5591,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0039,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/fcla/COPYING_at_master.txt,4e24f2a556ab08e700e667182261dbaa886e273b,735,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0040,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/fcla/README_at_master.md,74b04e325aec58a87709e4cec789523d9c6ed761,187,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0041,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/fcla/cache_manifest.json,bce0030e4593191b58ab8ae619a3ae316b46e360,4993,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0042,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/fcla/github_master_branch_metadata.json,afdd352daaa29067dab2e0416784b94c36a3fb29,3570,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0043,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/fcla/github_repo_metadata.json,0933596d6369d8daf3340b6002ab1b1100581286,4910,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0044,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/fcla/github_src2_contents_at_master.json,51b7a41d10d085ac792a6fa13cb2dcb0b74fbdb3,46055,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0045,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/fcla/github_src_contents_at_master.json,4920a96e421d405340581f15cdaa7fb627add3c2,40510,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0046,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/openintro/github_ims_README.md,985b025d32b0f6095049243b1eb8c510d455a220,1334,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0047,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/openintro/github_ims_README_at_b88f367a.md,985b025d32b0f6095049243b1eb8c510d455a220,1334,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0048,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/openlogic-olp/LICENSE.md,d7244c0d623e30a760d098e4ed829f4fc37ac262,17068,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0049,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/bodies/openlogic-olp/README.md,7eb5b3acde2d070ce45c1d83df76f85bb93d6e87,1843,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0050,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/generated-draft/DRAFT_SUPPORT_SCAFFOLDS.csv,899e1ce0a822cc896ae771f0df7b6b751cf0ca2d,3460,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0051,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/generated-draft/README.md,3046845a39f98769671acf947797555ec7a0b5f3,250,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0052,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/logbook/LOGBOOK_EXCERPT.md,4ec4a3946cef44a09b2535ddeed8b366e2d43fe9,824,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0053,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/MALAY_INDONESIAN_OPERATOR_SLOT_FUNCTION_DOMAIN_RETURN_LEDGER_TEMPLATE_V2_20260701T091500Z.csv,a5940d109929f87845f9b8ee83272621d8d28724,10140,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0054,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/MALAY_INDONESIAN_OPERATOR_SLOT_FUNCTION_DOMAIN_RETURN_LEDGER_TEMPLATE_V2_20260701T091500Z.json,de426638c1ab623bb82c21e625932f930a447aef,28093,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0055,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/MALAY_INDONESIAN_OPERATOR_SLOT_FUNCTION_DOMAIN_RETURN_LEDGER_TEMPLATE_V2_20260701T091500Z.md,aa140cf2e0574fc489d9166ff0991dbd826ae5ab,5393,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0056,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OLP_DMOI_RELATION_FUNCTION_ATTRIBUTION_SCOPE_GAP_CHECK_20260702T134500Z.csv,18c4beacbba2f2989238a9c15455853bc5b65131,2970,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0057,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OLP_DMOI_RELATION_FUNCTION_ATTRIBUTION_SCOPE_GAP_CHECK_20260702T134500Z.json,16ec5dc4994d3be9138ffdc58b43c4c1cc9fbe43,28422,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0058,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OLP_DMOI_RELATION_FUNCTION_ATTRIBUTION_SCOPE_GAP_CHECK_20260702T134500Z.md,6b40de4be71465ca89ab69a7efd083af850bb6fc,3444,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0059,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OLP_DMOI_RELATION_FUNCTION_ATTRIBUTION_SCOPE_GAP_CHECK_20260702T134500Z.sha256,8206ddd94133a99bdde9a570f6fb6e5ca2b4d295,143,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0060,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OLP_DMOI_RELATION_FUNCTION_SOURCE_POINTER_PACKET_20260702T133000Z.csv,37806f63dd88984f7a5be63f3b63a578ecc27651,10078,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0061,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OLP_DMOI_RELATION_FUNCTION_SOURCE_POINTER_PACKET_20260702T133000Z.json,5e17957caa610cba7a8b3a8b687291f5b100ae77,26881,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0062,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OLP_DMOI_RELATION_FUNCTION_SOURCE_POINTER_PACKET_20260702T133000Z.md,21ccd51d37fa550be5805f283c4c0222412c7fa5,3762,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0063,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OLP_DMOI_RELATION_FUNCTION_SOURCE_POINTER_PACKET_20260702T133000Z.sha256,b7d180250c89ae7449de878c818b7bc26b3bb093,137,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0064,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OPEN_RELATION_FUNCTION_TRANSLATION_SOURCE_CANDIDATE_SHELF_20260702T131500Z.csv,f2e236662ef7ed053182114c56d4eb46b9e46971,5729,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0065,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OPEN_RELATION_FUNCTION_TRANSLATION_SOURCE_CANDIDATE_SHELF_20260702T131500Z.json,9e03032c804800258cc9e765ef577ae9348ce80e,16967,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0066,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OPEN_RELATION_FUNCTION_TRANSLATION_SOURCE_CANDIDATE_SHELF_20260702T131500Z.md,fd5016d03db5eac03d3d2ad4348ef5f0288254e1,4546,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0067,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OPEN_RELATION_FUNCTION_TRANSLATION_SOURCE_CANDIDATE_SHELF_20260702T131500Z.sha256,fe44dd65b66bf2eb47b78712eb181c178f119146,146,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0068,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OPEN_TRANSLATION_OPENINTRO_NUMERACY_NORMALIZATION_MAPPING_GATE_FRONTIER_INDEX_20260703T141500Z.csv,9a004611fd0474dc2d3ddfb9d5fc38a7e7d6f828,7795,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0069,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OPEN_TRANSLATION_OPENINTRO_NUMERACY_NORMALIZATION_MAPPING_GATE_FRONTIER_INDEX_20260703T141500Z.json,ec4110ec20f99d6d7f1632bd1e542e5a50210015,22312,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0070,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OPEN_TRANSLATION_OPENINTRO_NUMERACY_NORMALIZATION_MAPPING_GATE_FRONTIER_INDEX_20260703T141500Z.md,9d8710248befe0b281d50a4b7a086b51395b970b,6242,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0071,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OPEN_TRANSLATION_OPENINTRO_NUMERACY_NORMALIZATION_MAPPING_GATE_FRONTIER_INDEX_20260703T141500Z.sha256,04a12d0cbd55045e49a65996289174ecc703ee38,166,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0072,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OPEN_TRANSLATION_OPENINTRO_NUMERACY_SOURCE_COORDINATE_POLICY_SHEET_20260703T101500Z.csv,1a7506ebe3eaf4d4f46c5ed5371edea93c71b57b,5308,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
212DFB-B3-0073,212dfb1c7728f7c23274714434aa35d590e1aab7,handoff-bodies/olp-relation-function-support-20260705/review-only-templates/parent-outputs/OPEN_TRANSLATION_OPENINTRO_NUMERACY_SOURCE_COORDINATE_POLICY_SHEET_20260703T101500Z.json,8ff21736c81bdf413245f513bbf158f4af4ccc2e,94779,b3-package-artifact,route to B3 package/safety inspection,branch-visible-packaged-artifact-index,index only; B3 owns staging/push/source-publication decisions
