relative_path,size_bytes,last_write_utc
02_slavic_current/section07/interslavic-cyrillic/Noether_Paper04_Section07_Interslavic_Cyrillic_v001.log,22729,2026-07-18T20:50:43.9554753Z
02_slavic_current/section07/interslavic-cyrillic/Noether_Paper04_Section07_Interslavic_Cyrillic_v001.pdf,118101,2026-07-18T20:50:43.9113765Z
02_slavic_current/section07/interslavic-cyrillic/Noether_Paper04_Section07_Interslavic_Cyrillic_v001.tex,16941,2026-07-18T20:48:11.8795366Z
02_slavic_current/section07/interslavic-cyrillic/xelatex_pass1.txt,5850,2026-07-18T20:50:42.8895377Z
02_slavic_current/section07/interslavic-cyrillic/xelatex_pass2.txt,5842,2026-07-18T20:50:43.9635019Z
02_slavic_current/section07/interslavic/Noether_Paper04_Section07_Interslavic_v001.aux,32,2026-07-18T20:50:46.0924663Z
02_slavic_current/section07/interslavic/Noether_Paper04_Section07_Interslavic_v001.log,20079,2026-07-18T20:50:46.1683167Z
02_slavic_current/section07/interslavic/Noether_Paper04_Section07_Interslavic_v001.pdf,109676,2026-07-18T20:50:46.1202931Z
02_slavic_current/section07/interslavic/Noether_Paper04_Section07_Interslavic_v001.tex,12443,2026-07-18T20:48:11.8781735Z
02_slavic_current/section07/interslavic/xelatex_pass1.txt,3158,2026-07-18T20:50:45.1167899Z
02_slavic_current/section07/interslavic/xelatex_pass2.txt,3150,2026-07-18T20:50:46.1764211Z
02_slavic_current/section07/russian/Noether_Paper04_Section07_Russian_v001.aux,32,2026-07-18T20:50:48.4865088Z
02_slavic_current/section07/russian/Noether_Paper04_Section07_Russian_v001.log,23238,2026-07-18T20:50:48.5668570Z
02_slavic_current/section07/russian/Noether_Paper04_Section07_Russian_v001.pdf,121362,2026-07-18T20:50:48.5167021Z
02_slavic_current/section07/russian/Noether_Paper04_Section07_Russian_v001.tex,17886,2026-07-18T20:48:11.8810417Z
02_slavic_current/section07/russian/xelatex_pass1.txt,6367,2026-07-18T20:50:47.4131316Z
02_slavic_current/section07/russian/xelatex_pass2.txt,6359,2026-07-18T20:50:48.5769679Z
02_slavic_current/section07/ukrainian/Noether_Paper04_Section07_Ukrainian_v001.aux,32,2026-07-18T20:50:50.7764635Z
02_slavic_current/section07/ukrainian/Noether_Paper04_Section07_Ukrainian_v001.log,22250,2026-07-18T20:50:50.8648904Z
02_slavic_current/section07/ukrainian/Noether_Paper04_Section07_Ukrainian_v001.pdf,120078,2026-07-18T20:50:50.8066685Z
02_slavic_current/section07/ukrainian/Noether_Paper04_Section07_Ukrainian_v001.tex,16994,2026-07-18T20:48:11.8820476Z
02_slavic_current/section07/ukrainian/xelatex_pass1.txt,5380,2026-07-18T20:50:49.8081594Z
02_slavic_current/section07/ukrainian/xelatex_pass2.txt,5372,2026-07-18T20:50:50.8727355Z
03_prechange/german/cum_de_before_P04S06S07.pdf,2649966,2026-07-18T20:23:28.8517687Z
03_prechange/german/cum_de_before_P04S06S07.tex,2152399,2026-07-18T20:05:02.6989077Z
03_prechange/section06/interslavic-cyrillic/Noether_Paper04_Section06_Interslavic_Cyrillic_v001.tex,14729,2026-06-10T21:55:52.0000000Z
03_prechange/section06/interslavic/Noether_Paper04_Section06_Interslavic_v001.tex,10067,2026-06-10T21:54:48.0000000Z
03_prechange/section06/russian/Noether_Paper04_Section06_Russian_v001.tex,15360,2026-06-10T21:53:56.0000000Z
03_prechange/section06/ukrainian/Noether_Paper04_Section06_Ukrainian_v001.tex,14532,2026-06-10T21:53:56.0000000Z
03_prechange/section07/interslavic-cyrillic/Noether_Paper04_Section07_Interslavic_Cyrillic_v001.tex,16914,2026-07-17T22:39:25.6096205Z
03_prechange/section07/interslavic/Noether_Paper04_Section07_Interslavic_v001.tex,12416,2026-06-10T23:06:04.0000000Z
03_prechange/section07/russian/Noether_Paper04_Section07_Russian_v001.tex,17859,2026-06-10T23:03:02.0000000Z
03_prechange/section07/ukrainian/Noether_Paper04_Section07_Ukrainian_v001.tex,16967,2026-06-10T23:02:02.0000000Z
04_source_evidence/20260718_Noether_Paper04_section06_R823_Schlussausdruecke_wordbreak_source_defect_CODEX_ALERT.md,2719,2026-07-18T19:14:13.6328130Z
04_source_evidence/20260718_Noether_Paper04_section07_R823_dotted_complementary_symbols_source_defect_CODEX_ALERT.md,4574,2026-07-18T19:54:08.5550095Z
04_source_evidence/20260718_Noether_Paper04_section07_R823_rho_endpoint_source_defect_CODEX_ALERT.md,3983,2026-07-18T20:26:44.3029698Z
04_source_evidence/paper_04_crelle139_pp118_154_ORIGINAL.pdf,72444867,2026-06-11T11:39:11.7495793Z
04_source_evidence/printed_p137_section06_300dpi.png,1406772,2026-07-18T18:17:10.4973073Z
04_source_evidence/printed_p142_rho_endpoint_crop.png,568641,2026-07-18T20:23:03.2304168Z
04_source_evidence/printed_p142_section07_300dpi.png,1382597,2026-07-18T19:58:47.9393562Z
04_source_evidence/printed_p143_dotted_symbols_crop.png,293150,2026-07-18T19:48:29.7554095Z
04_source_evidence/printed_p143_section07_400dpi.png,2077921,2026-07-18T19:47:45.2313108Z
05_audit/current_master_ledgers/NOETHER_CORRECTION_ORIGIN_LEDGER_after_P04S06S07.csv,165323,2026-07-18T21:13:01.7815732Z
05_audit/current_master_ledgers/NOETHER_HARD_MATH_ERROR_LEDGER_after_P04S06S07.csv,77147,2026-07-18T21:13:01.7835780Z
05_audit/current_master_ledgers/NOETHER_MASTER_PUBLICATION_LOGBOOK_after_P04S06S07.md,279363,2026-07-18T21:13:01.7870994Z
05_audit/current_master_ledgers/NOETHER_PAGE_QC_LEDGER_after_P04S06S07.csv,414271,2026-07-18T21:13:01.7845837Z
05_audit/diff_german_P02head_to_P04S06S07.diff,9721,2026-07-18T20:49:08.6389204Z
05_audit/diff_section07_interslavic-cyrillic.diff,7259,2026-07-18T20:48:53.6044136Z
05_audit/diff_section07_interslavic.diff,5220,2026-07-18T20:48:53.5723130Z
05_audit/diff_section07_russian.diff,7604,2026-07-18T20:48:53.6355078Z
05_audit/diff_section07_ukrainian.diff,7225,2026-07-18T20:48:53.6665946Z
05_audit/LANE_CONTROL_SNAPSHOT_STATUS_20260718.json,935,2026-07-18T21:17:42.4681448Z
05_audit/MANAGER_DECISION_CROSSREF_20260718.csv,1162,2026-07-18T21:10:52.2779605Z
05_audit/PAPER04_S06_S07_BUILD_STATUS_20260718.csv,1709,2026-07-18T21:10:52.2809628Z
05_audit/PAPER04_S06_S07_DOWNSTREAM_DISPOSITIONS_20260718.csv,2611,2026-07-18T21:10:52.2799616Z
05_audit/PAPER04_S06_S07_GERMAN_SOURCE_DEFECTS_20260718.csv,2247,2026-07-18T21:10:52.2779605Z
05_audit/PAPER04_S06_S07_PRE_POST_HASHES_20260718.csv,1762,2026-07-18T21:10:52.2789604Z
05_audit/PAPER04_S06_S07_SOURCE_AUDIT_AND_QA.md,1596,2026-07-18T21:10:52.2819625Z
05_audit/PAPER04_S06_S07_VISUAL_QA_20260718.csv,1628,2026-07-18T21:10:52.2809628Z
06_renders/german/german_output_p56.png,908339,2026-07-18T20:54:47.7571772Z
06_renders/german/german_output_p58.png,908125,2026-07-18T20:56:34.4904366Z
06_renders/german/german_output_p59.png,609711,2026-07-18T20:56:34.6795353Z
06_renders/german/german_output_p60.png,713013,2026-07-18T20:54:47.9476676Z
06_renders/german/german_output_p61.png,726584,2026-07-18T20:54:48.1287702Z
06_renders/slavic/interslavic-cyrillic/section07_page-1.png,653322,2026-07-18T20:54:31.0386928Z
06_renders/slavic/interslavic-cyrillic/section07_page-2.png,539190,2026-07-18T20:54:31.1947558Z
06_renders/slavic/interslavic-cyrillic/section07_page-3.png,522466,2026-07-18T20:54:31.3496753Z
06_renders/slavic/interslavic-cyrillic/section07_page-4.png,354889,2026-07-18T20:54:31.4921704Z
06_renders/slavic/interslavic/section07_page-1.png,615835,2026-07-18T20:54:31.6755350Z
06_renders/slavic/interslavic/section07_page-2.png,591104,2026-07-18T20:54:31.8291805Z
06_renders/slavic/interslavic/section07_page-3.png,548897,2026-07-18T20:54:31.9858437Z
06_renders/slavic/interslavic/section07_page-4.png,209024,2026-07-18T20:54:32.1221066Z
06_renders/slavic/russian/section07_page-1.png,674896,2026-07-18T20:54:32.3006973Z
06_renders/slavic/russian/section07_page-2.png,588641,2026-07-18T20:54:32.4571235Z
06_renders/slavic/russian/section07_page-3.png,523350,2026-07-18T20:54:32.6073668Z
06_renders/slavic/russian/section07_page-4.png,385193,2026-07-18T20:54:32.7605758Z
06_renders/slavic/ukrainian/section07_page-1.png,652952,2026-07-18T20:54:32.9372234Z
06_renders/slavic/ukrainian/section07_page-2.png,538239,2026-07-18T20:54:33.0938443Z
06_renders/slavic/ukrainian/section07_page-3.png,512639,2026-07-18T20:54:33.2474909Z
06_renders/slavic/ukrainian/section07_page-4.png,365953,2026-07-18T20:54:33.3952433Z
07_build/german_extracted.txt,1739989,2026-07-18T20:53:41.5472988Z
09_lane_control/DECISION_LOGGING_DIRECTIVE_20260718.md,468,2026-07-18T14:50:34.0956518Z
09_lane_control/difficulty_ledger/DIFFICULTY_LEDGER_SCHEMA_v1.json,2018,2026-07-18T15:17:15.6185144Z
09_lane_control/difficulty_ledger/DIFFICULTY_LEDGER_VALIDATION_v1.json,170,2026-07-18T19:05:37.5268749Z
09_lane_control/difficulty_ledger/SLAVIC_INTERSLAVIC_DIFFICULTY_LEDGER_v1.jsonl,51900,2026-07-18T21:15:59.1475859Z
09_lane_control/difficulty_ledger/validate_difficulty_ledger.py,2157,2026-07-18T15:17:15.6205538Z
09_lane_control/PUBLICATION_HANDOFF_RULE_20260718.md,1445,2026-07-18T10:53:41.6706187Z
09_lane_control/SLAVIC_INTERSLAVIC_DECISION_LOG_v1.jsonl,43935,2026-07-18T21:15:59.1465829Z
09_lane_control/SOURCE_TRANSCRIPTION_ERROR_ESCALATION_TO_CLAUDE_20260718.md,1889,2026-07-18T12:55:52.9194840Z
09_lane_control/structural_index/build_structural_index.py,20741,2026-07-18T15:17:50.5770120Z
09_lane_control/structural_index/STRUCTURAL_INDEX_BUILD_REPORT_v1.json,2311,2026-07-18T21:16:13.8290610Z
09_lane_control/structural_index/STRUCTURAL_INDEX_SCHEMA_v1.json,3182,2026-07-18T15:17:15.6175158Z
09_lane_control/structural_index/STRUCTURAL_INDEX_v1.csv,9403955,2026-07-18T21:16:13.7925379Z
09_lane_control/structural_index/STRUCTURAL_INDEX_v1.jsonl,25120200,2026-07-18T21:16:13.6740635Z
09_lane_control/structural_index/STRUCTURAL_INDEX_VALIDATION_v1.json,543,2026-07-18T21:16:14.2053030Z
09_lane_control/structural_index/validate_structural_index.py,4047,2026-07-18T15:17:15.6195154Z
README.md,1921,2026-07-18T21:17:42.4681448Z
