"row_id","target_family","language_access_target","source_title","source_format","original_source_url","package_relative_path","sha256","source_use_label","license_or_access_signal","ethics_authority_note"
"R6-CR-P2-014","Creole/contact","Sranan / Saramaccan / Ndyuka / Guyanese Creole","Suriname official language context page","text/html; charset=UTF-8","https://gov.sr/suriname/","source-bodies\Creole_contact\Sranan_Saramaccan_Ndyuka_Guyanese_Creole\R6-CR-P2-014__suriname_gov_language_context.html","9b50c123f707021acdfa32480c553cb32cfb7f9716000c647202bd2f07d6c058","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","policy/context source; not term witness; Use as multilingual/Sranan context source; exact math/STEM witness still pending."
"R6-QA-SAR-003","Indigenous Americas","Aymara","Jakhukipawinaka 1 - Aymara. Fichas de trabajo de matematicas del 1st Primaria - Aimara","PDF with extracted text","https://repositorio.minedu.gob.pe/handle/20.500.12799/11963","source-bodies\Indigenous_Americas\Aymara\R6-QA-SAR-003__minedu_aymara_jakhukipawinaka_matematicas_1primaria.pdf","702b3f1dcf4d949f653c696b58c22b5d060f1274ef9bd51f13a42516c9b5ea90","local_source_body_for_provenance_review_no_reuse_clearance","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Can this official EIB workbook be treated as source authority for Aymara numeracy/math packet planning? Crosswalk guard: Which terms or patterns, if any, should be compared with Quechua rows, and which should remain Aymara-only?"
"R6-IA-P3-003","Indigenous Americas","Bolivia Quechua candidate","Curriculo base y curriculo regionalizado de la nacion quechua","application/pdf","https://www.minedu.gob.bo/files/publicaciones/upiip/cr-indigenaquechua.pdf","source-bodies\Indigenous_Americas\Bolivia_Quechua_candidate\R6-IA-P3-003__Curriculo_base_y_curriculo_regionalizado_de_la_nacion_quechua_Curriculo_base_y_curriculo_r.pdf","6ae6ed54d160805ca355600efdfea857ab1029f371dc808b968c56e291f04d9b","local_source_body_for_provenance_review_no_reuse_clearance","license/reuse pending; source-owner/reviewer return required","Create source-authority/reuse/reviewer request row before any excerpt, term, crosswalk, translation, or surface work."
"R6-QA-SAR-001","Indigenous Americas","Quechua Central","1 yupana-Quechua Central. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Central","PDF with extracted text","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","source-bodies\Indigenous_Americas\Quechua_Central\R6-QA-SAR-001__minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","2dd710ac1f78dd0efbfcdc2d031f7d2ef16bd477a525f4e9e23c11a99813e284","local_source_body_for_provenance_review_no_reuse_clearance","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Can this official EIB workbook be treated as source authority for Quechua Central numeracy/math packet planning? Crosswalk guard: Which terms or patterns, if any, may be compared with Quechua Chanka without erasing Quechua Central?"
"R6-QA-SAR-002","Indigenous Americas","Quechua Chanka","1 yupana-Quechua Chanka. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Chanka","PDF with extracted text","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","source-bodies\Indigenous_Americas\Quechua_Chanka\R6-QA-SAR-002__minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","006de1956e982cfef9e8c75d7a54c7b06b7745dc8561383070e24f7672c68d05","local_source_body_for_provenance_review_no_reuse_clearance","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Can this official EIB workbook be treated as source authority for Quechua Chanka numeracy/math packet planning? Crosswalk guard: Which terms or patterns, if any, may be compared with Quechua Central without erasing Quechua Chanka?"
"R6-BISLAMA-RETRY-007","R6 addendum route/body","Bislama source-route","education.gov.vu textbooks directory index","HTML official directory index","https://education.gov.vu/docs/textbooks/","source-bodies\R6_addendum_route_body\Bislama_source-route\R6-BISLAMA-RETRY-007__vanuatu_education_textbooks_index.html","955a26ab7863ae4a6ab593151f4bea685829337af4db7db613727934a563a229","local_source_body_for_provenance_review_no_reuse_clearance","public HTTP 200 access on 2026-07-05; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","official source-route provenance only; no community consent, native review, canonical approval, source-authority approval, license clearance, media clearance, translation, terms, visual inventory, pilot, completion, or Git action"
"R6-BISLAMA-RETRY-008","R6 addendum route/body","Bislama source-route","moet.gov.vu textbook readers index","HTML official index page","https://moet.gov.vu/index.php?id=textbook-readers","source-bodies\R6_addendum_route_body\Bislama_source-route\R6-BISLAMA-RETRY-008__vanuatu_moet_textbook_readers_index.html","b2e8a38e7fa235fada3e92620d7cd18fb9061a310665d2c730ba18b157e1651e","local_source_body_for_provenance_review_no_reuse_clearance","public HTTP 200 access on 2026-07-05; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","official source-route provenance only; no community consent, native review, canonical approval, source-authority approval, license clearance, media clearance, translation, terms, visual inventory, pilot, completion, or Git action"
"R6-BISLAMA-RETRY-001","R6 addendum route/body","Bislama","Vanuatu MOET Matematiks textbook 2017","PDF official textbook","https://education.gov.vu/docs/textbooks/Matematiks_2017.pdf","source-bodies\R6_addendum_route_body\Bislama\R6-BISLAMA-RETRY-001__vanuatu_education_matematiks_2017.pdf","2b7aa33d2ee0a81d9512e4f141c208bfc04a0abdf6d5bf77d58356a31cf22ec6","local_source_body_for_provenance_review_no_reuse_clearance","public HTTP 200 access on 2026-07-05; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","official source-route provenance only; no community consent, native review, canonical approval, source-authority approval, license clearance, media clearance, translation, terms, visual inventory, pilot, completion, or Git action"
"R6-BISLAMA-RETRY-002","R6 addendum route/body","Bislama","Vanuatu MOET Saens textbook 2017","PDF official textbook","https://education.gov.vu/docs/textbooks/Saens_2017.pdf","source-bodies\R6_addendum_route_body\Bislama\R6-BISLAMA-RETRY-002__vanuatu_education_saens_2017.pdf","1e457d222c87db1ed6d247455314d4d7caa1cf27b26f448f99df375eae5c59fe","local_source_body_for_provenance_review_no_reuse_clearance","public HTTP 200 access on 2026-07-05; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","official source-route provenance only; no community consent, native review, canonical approval, source-authority approval, license clearance, media clearance, translation, terms, visual inventory, pilot, completion, or Git action"
"R6-BISLAMA-RETRY-003","R6 addendum route/body","Bislama","Vanuatu MOET Matematiks textbook 2017 mirror","PDF official textbook mirror","https://moet.gov.vu/docs/textbooks/Matematiks_2017.pdf","source-bodies\R6_addendum_route_body\Bislama\R6-BISLAMA-RETRY-003__vanuatu_moet_matematiks_2017.pdf","2b7aa33d2ee0a81d9512e4f141c208bfc04a0abdf6d5bf77d58356a31cf22ec6","local_source_body_for_provenance_review_no_reuse_clearance","public HTTP 200 access on 2026-07-05; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","official source-route provenance only; no community consent, native review, canonical approval, source-authority approval, license clearance, media clearance, translation, terms, visual inventory, pilot, completion, or Git action"
"R6-BISLAMA-RETRY-004","R6 addendum route/body","Bislama","Vanuatu MOET Saens textbook 2017 mirror","PDF official textbook mirror","https://moet.gov.vu/docs/textbooks/Saens_2017.pdf","source-bodies\R6_addendum_route_body\Bislama\R6-BISLAMA-RETRY-004__vanuatu_moet_saens_2017.pdf","1e457d222c87db1ed6d247455314d4d7caa1cf27b26f448f99df375eae5c59fe","local_source_body_for_provenance_review_no_reuse_clearance","public HTTP 200 access on 2026-07-05; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","official source-route provenance only; no community consent, native review, canonical approval, source-authority approval, license clearance, media clearance, translation, terms, visual inventory, pilot, completion, or Git action"
"R6-BISLAMA-RETRY-005","R6 addendum route/body","Bislama","Bislama Spelling Dictionary 2007","PDF official language reference","https://education.gov.vu/docs/textbooks/Bislama%20Spelling%20Dictionary_2007.pdf","source-bodies\R6_addendum_route_body\Bislama\R6-BISLAMA-RETRY-005__vanuatu_education_bislama_spelling_dictionary_2007.pdf","52a3ac5a8e761f38605cd6ce7ccfd3258001c82f8bdf713f8f8c3f3e232c8533","local_source_body_for_provenance_review_no_reuse_clearance","public HTTP 200 access on 2026-07-05; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","official source-route provenance only; no community consent, native review, canonical approval, source-authority approval, license clearance, media clearance, translation, terms, visual inventory, pilot, completion, or Git action"
"R6-BISLAMA-RETRY-006","R6 addendum route/body","Bislama","Bislama Spelling Dictionary 2007 mirror","PDF official language reference mirror","https://moet.gov.vu/docs/textbooks/Bislama%20Spelling%20Dictionary_2007.pdf","source-bodies\R6_addendum_route_body\Bislama\R6-BISLAMA-RETRY-006__vanuatu_moet_bislama_spelling_dictionary_2007.pdf","52a3ac5a8e761f38605cd6ce7ccfd3258001c82f8bdf713f8f8c3f3e232c8533","local_source_body_for_provenance_review_no_reuse_clearance","public HTTP 200 access on 2026-07-05; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","official source-route provenance only; no community consent, native review, canonical approval, source-authority approval, license clearance, media clearance, translation, terms, visual inventory, pilot, completion, or Git action"
"R6-BOLIVIA-QUECHUA-RETRY-001","R6 addendum route/body","Bolivia Quechua / Red Minedu","Calculo de longitudes en la cultura quechua PDF from Red Minedu HTTPS route","red_minedu_https_pdf_capture","https://red.minedu.gob.bo/repositorio/fuente/19985.pdf","source-bodies\R6_addendum_route_body\Bolivia_Quechua_Red_Minedu\R6-BOLIVIA-QUECHUA-RETRY-001__red_minedu_19985_calculo_longitudes_cultura_quechua_https.pdf","a74dca8d69f3d7201092d718e43152040a32fe911848b9243bd87dadd690c59d","local_source_body_for_provenance_review_no_reuse_clearance","public Red Minedu PDF route reachable over HTTPS; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","Bolivia Quechua official-route provenance only; do not infer Indigenous Americas bridge, source authority, reviewer approval, community consent, canonical approval, terms, excerpts, translation, visual inventory, or pilot from capture"
"R6-BOLIVIA-QUECHUA-RETRY-002","R6 addendum route/body","Bolivia Quechua / Red Minedu","Calculo de longitudes en la cultura quechua PDF from Red Minedu HTTP route","red_minedu_http_pdf_capture_matching_hash","http://red.minedu.gob.bo/repositorio/fuente/19985.pdf","source-bodies\R6_addendum_route_body\Bolivia_Quechua_Red_Minedu\R6-BOLIVIA-QUECHUA-RETRY-002__red_minedu_19985_calculo_longitudes_cultura_quechua_http.pdf","a74dca8d69f3d7201092d718e43152040a32fe911848b9243bd87dadd690c59d","local_source_body_for_provenance_review_no_reuse_clearance","public Red Minedu PDF route reachable over HTTP with matching HTTPS hash; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","Bolivia Quechua official-route provenance only; matching HTTP/HTTPS hash does not create source authority, reviewer approval, community consent, canonical approval, terms, excerpts, translation, visual inventory, or pilot permission"
"CVKRIOLU-BILINGUAL-RETRY-004","R6 addendum route/body","Cape Verdean Kriolu / bilingual education context","Kriolu in School?! A Real Need in Cabo Verde","public_pdf_kriolu_bilingual_education_context_capture","https://modernlanguagesopen.org/articles/401/files/submission/proof/401-1-3264-1-10-20221114.pdf","source-bodies\R6_addendum_route_body\Cape_Verdean_Kriolu_bilingual_education_context\CVKRIOLU-BILINGUAL-RETRY-004__modern_languages_open_kriolu_in_school.pdf","f9f0e46739f1e4a57bac8e67ee8822987f22759b96d6d0a778c506afe8b01e5d","local_source_body_for_provenance_review_no_reuse_clearance","public PDF route captured; reuse/license clearance not recorded for this lane; author/source-owner/reviewer return required before excerpt use","Bilingual-education context can support reviewer/source-owner questions, but it does not authorize Kriolu mathematics terms or translations"
"CVKRIOLU-BILINGUAL-RETRY-005","R6 addendum route/body","Cape Verdean Kriolu / bilingual education math context","Building Bilingual Education in Cabo Verde: A Practical Guide","public_pdf_bilingual_education_math_context_capture","https://livrepository.liverpool.ac.uk/3192956/1/Building%20Bilingual%20Education%20in%20Cabo%20Verde-%20A%20Practical%20Guide%28Digital%29-English.pdf","source-bodies\R6_addendum_route_body\Cape_Verdean_Kriolu_bilingual_education_math_context\CVKRIOLU-BILINGUAL-RETRY-005__liverpool_building_bilingual_education_cabo_verde_guide.pdf","4122fbd1038ef8ee58810a563157f93aaecd402fb55e0db94947b8550533331b","local_source_body_for_provenance_review_no_reuse_clearance","public repository PDF route captured; reuse/license clearance not recorded for this lane; source-owner/reviewer return required before excerpt use","The guide can support bilingual-math-access questions, but it is not a source-authority return or a technical lexicon approval"
"CVKRIOLU-MINEDU-RETRY-001","R6 addendum route/body","Cape Verdean Kriolu / Portuguese mathematics comparator","MinEdu Cabo Verde mathematics program 1st cycle","official_minedu_pdf_portuguese_mathematics_comparator_capture","https://minedu.gov.cv/media/manuais/2020/10/19/Programa_de_Matem%C3%A1tica_do_1%C2%BA_ciclo_VF.pdf","source-bodies\R6_addendum_route_body\Cape_Verdean_Kriolu_Portuguese_mathematics_comparator\CVKRIOLU-MINEDU-RETRY-001__minedu_cv_programa_matematica_1_ciclo.pdf","2f833cd37d5b66f3c0962df008408bf09bb0f299807c58603ad1940aa0bd26ff","local_source_body_for_provenance_review_no_reuse_clearance","public official MinEdu PDF route captured; explicit reuse/license clearance not recorded; source-owner/reviewer return required before body/excerpt use","Keep Cape Verdean Kriolu separate from Portuguese comparators, Belize Kriol, Nigerian Pidgin, Krio, Tok Pisin, and other creole/contact rows; Portuguese mathematics curriculum cannot supply Kriolu terms or register authority"
