"lane","packet","csv","rows","sha256"
"Romance","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\ROMANCE_28019A34_FRONTIER_SOURCE_USE_GAP_20260707","TENSOR_PRODUCT_RECOVERY_SEARCHES_28019A34_20260707.csv","5","C44C0A74C8E875EE31208A3FB291692A83AC3E9D43852C91D2C8B34F4D460680"
"Romance","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\ROMANCE_28019A34_FRONTIER_SOURCE_USE_GAP_20260707","TERM_ALTERNATIVES_28019A34_20260707.csv","46","6F9F6A02B683FD354C25F0404F642E47598E85804367D42D4AFBECA957A092AA"
"Arabic RTL","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_28019A34_FRONTIER_CORRECTION_SOURCE_USE_GAP_RECOVERY_20260707","ARABIC_28019A34_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","8","0898ED9A4AB8407DFCB2B4FDBC22B59BDFAD73069AEA65F73B3E04C06321F61F"
"Arabic RTL","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_28019A34_FRONTIER_CORRECTION_SOURCE_USE_GAP_RECOVERY_20260707","ARABIC_28019A34_FABLE_ADVERSE_DO_NOT_USE_LEDGER_20260707.csv","4","C5EE8530EDF178F154B66285A59FFC67443F10D1182629251CE9845EE04DE154"
"Arabic RTL","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_28019A34_FRONTIER_CORRECTION_SOURCE_USE_GAP_RECOVERY_20260707","ARABIC_28019A34_SIX_ROW_SOURCE_USE_GAP_CORRECTION_20260707.csv","6","AAC3263B65962B785DADA14B9941F1D07D5823D0D604C562A4269CD4BCC9FC2D"
"Arabic RTL","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_28019A34_FRONTIER_CORRECTION_SOURCE_USE_GAP_RECOVERY_20260707","ARABIC_28019A34_SOURCE_WITNESS_INDEX_20260707.csv","6","48CBAED36ABA0BF1F8DCC3941564C19E52A1FAECC73FE83428C1F76F43C44B4F"
"Arabic RTL","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_28019A34_FRONTIER_CORRECTION_SOURCE_USE_GAP_RECOVERY_20260707","B3_HANDOFF_BOUNDARIES_28019A34_20260707.csv","2","2E7DECAEECEAEC91E9A12E3EC66B2AC0CCAE895008A0D6EF5C345B76F1168FA0"
"Arabic RTL","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_28019A34_FRONTIER_CORRECTION_SOURCE_USE_GAP_RECOVERY_20260707","BRANCH_28019A34_DELTA_SOURCE_USE_GAP_PATH_LEDGER_20260707.csv","971","104D2B23C62181B7B4A1FD2174C3178F5C3E1A03490BC3AF2DB19C517EEAFF8C"
"Arabic RTL","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\ARABIC_RTL_28019A34_FRONTIER_CORRECTION_SOURCE_USE_GAP_RECOVERY_20260707","MANIFEST.csv","10","C0140A342928D81F5BFC3FEA06FD703692E93D776C50FFF985EF3FB77319C724"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","28019A34_B3_HANDOFF_BOUNDARIES_20260707.csv","5","5F65A1A3DD582B14A10FDD1688C7263DAA803B6BF8EA3C08E127DAE1334233EA"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","28019A34_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","8","B9E54821DE173182D30906D131FAACEEC12334B3B191648B9B1E2BDFC4139A86"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","28019A34_LOCAL_RETURNS_ROUTE_CONTEXT_ROWS_20260707.csv","7","BEFEA33EC779A5443E9F160EC7D330574A4BE0B0553EF3888EA9BAE99C7A5B99"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","28019A34_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv","6","D44F5BD3FB05A63CECB01C3FEE4E1EA5023C7AF1777CF8775AA98B5931989251"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","adverse_evidence.csv","7","5A9EFBC1E398077B8C4D409B7206847EF4EA1BD0B824110D89899E60BFB145B0"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","B3_UPLOADER_READY_SUMMARY_28019A34.csv","1","EA4D86510CC1467C82E979DB2177CC3EE772AE44F46A404AF8698F1C5DA3670C"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","branch_weight_ledger.csv","10","C42D2DE54ACFCD4886043F4BD13B0084B449F0C223F65F285DA6A8DB2500524A"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","do_not_use.csv","8","43C2EF5560AF679008BD3F0523980607F263EF827B3572ACB8A20B73BE297675"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","DRAFT_NONCANONICAL_PRETRANSLATION_INTERLINEAR_ROWS_28019A34.csv","9","EACD8A8ED4C3051E585421B91BB186DC8A238F5541C713F2EF28D983AA9E0D68"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","EXACT_BLOCKERS_AND_RECOVERY_ROWS_28019A34.csv","10","5F211F1FAB226AAF605024DA902C29FEEF6E6CAFEF225FB41074B790FB5AC47F"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","FABLE_FORMAL_OBJECT_CARRYFORWARD_28019A34.csv","11","5702F6ADBEBA6A001C4AFB7541C83272AE7791CF5251D14C237041A5D513CA09"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","forms.csv","40","26022528EDA2D81EC547B04F34E3B68CDB30A746401BE44DC713A093F8D8A104"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","FRONTIER_DELTA_28019A34.csv","2","AF7D5CAFA846BBEECA3E18558BB72EF1580C02BF1A38211E0FFA9BEF242B17BA"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","languages.csv","5","4DF41260B0318483B6960924F7F2A5356A2EA356C734C90FE51530039A18B57C"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","MANIFEST.csv","26","D67BA3AB95FC4E4B839ADB3EBF1933A8B71C3414A9E1103AD6DD09613FCF6D78"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","marginal_intelligibility.csv","10","1B32510E55639EBD172C6ECF935F867A2B1EE29E0A79C94802B4A45898907C4B"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","SHA256_VERIFICATION_20260707.csv","27","3FA6528904BF60D82D08E8B1527C61AB24316E27D8E8EC7177652419C37EC2A4"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","source_documents.csv","73","479336F2D88A42D261972068E75A2BA388293F370CF6CE7D0ED5DFA7968B4A13"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","SOURCE_USE_GAP_ADVERSE_FABLE_LEDGER_28019A34.csv","5","3DA3CA8599585D2E556483D72F7C52601F88AA85B574646B1246AA077CC35840"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","source_use_ledger.csv","20","2E3A5E84E666F24B435C03153A5ED72BE55C4CA5F774998FD6460AE3F68DCFAB"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","SOURCE_WITNESS_SUBSET_BY_SUBLANE_28019A34.csv","20","B71E4DA4D5DE5247131824FCCC303D9C0F212AEDB4D86131B312284DE6BD06D5"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","SUBLANE_SOURCE_CONTEXT_MANUAL_REVIEW_NOTES_28019A34.csv","14","8FE14EB5853C8ECAB84DDCF42A140090ACCD75FC47D33976758B2F133208E660"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","SUMMARY_COUNTS_28019A34.csv","15","43A73CC53431428E935200AA6ED6B262F58EA3876C55A2384F55518573B924B5"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","TG_CYRL_TJ_SOURCE_DISCOVERY_ONLY_ROWS_28019A34.csv","12","25555879DDD1D7F5BC415DA6B3F18067E5F52C4C1BD1024330BC58DFA52A41A3"
"Persianate/Tajik","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\PERSIANATE_TAJIK_28019A34_FRONTIER_CORRECTION_RECOVERY_20260707","word_weights.csv","10","C79A02E76F4ADB30EFDB628E101EE17841E88CB51E79694256A64A872C65F757"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","B3_UPLOADER_READY_SUMMARY.csv","6","6B200E1FC89D8DD45B886C777F94DC7498F5709723A94BFD60EFF38FF1649903"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","BRANCH_CHANGED_FILE_INVENTORY_28019A34.csv","971","314ECF64B16142A2F9FDA43DBEEC5E188E9B93B58920A455454D38C58FDE8E9C"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","BRANCH_CJK_NATIVE_BLOCKERS_28019A34.csv","4","87CD58E9FFC457205B90E56C5A2255015708824DB1AD3FB5B5E962E7F8D84F00"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","BRANCH_CJK_NATIVE_SOURCE_USE_FABLE_ROLLUP_28019A34.csv","9","BBE2CE1A2622F33C65A01841FAB88C16E83F4395B56CFECEC703D68315EA7B3C"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","BRANCH_CJK_SIGNAL_PATHS_28019A34.csv","877","4B96B0E8493E317882E34D5C643E15B5C9DD7412EC15FC2297C5729EA6E05154"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","BRANCH_COMMITS_9737E10C_TO_28019A34.csv","2","D6D1BCCF7CA2F0F5074F2A20341E8E2A72706FAD89DA0E5FCAFD578313F5AA9F"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","BRANCH_DELTA_9737E10C_TO_28019A34.csv","971","314ECF64B16142A2F9FDA43DBEEC5E188E9B93B58920A455454D38C58FDE8E9C"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","BRANCH_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_28019A34.csv","624","A896BA3C655A631F247D3B4E6855761F7A0DF00BDE2F26241DBA4091E083EFE3"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","BRANCH_SOURCE_WITNESS_HINT_PATHS_28019A34.csv","901","5A81964C57713DE3B2AFAC313ED9B626DF4FA9ACE51D554297ADAFBB3D18805A"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","CJK_FRONTIER_IMPACT_LEDGER_28019A34.csv","11","0740288EB0A8FE9D082941F558F7B5962369A13A02CABDCF86BBE85D5DDBC406"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","CJK_ROUTE_CONTEXT_RECONCILIATION_28019A34.csv","877","1F83C3D0A211038257AC1827D53B5451D34BDB66FA4A23C6CCDB2CB9393FF04B"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","DIRECT_JP_ZH_SOURCE_BODY_CANDIDATE_PATHS_28019A34.csv","0","C025609B185DCEFC28888C24D3EAB7EB240956C32DFFA7DCC207AAB46936E44A"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","EXACT_BLOCKER_RECOVERY_ROWS_28019A34.csv","4","90351249E1086EDA2FC984A6BD124BA4496D51EFD4B00B975D90BF07C8D9B78D"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","JP_ZH_BLOCKED_DRAFT_ROWS_28019A34.csv","8","AF28911F9891CFB3B3FCF3C9F9527FE18AF6D2C1BBAFBE84026403C65A8EBA83"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","JP_ZH_MANUAL_REVIEW_QUEUE_CARRYFORWARD_28019A34.csv","27","610920E75EE047723D2CCE3F36F35F935E7ABAA45162CE22262B7B5B1C59109A"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","JP_ZH_SOURCE_CONTEXT_CODEPOINT_TEX_PDF_NOTES_28019A34.csv","90","09E562427C874457E18F2E4D3A75641BC171D57F60D44160A02801FDF92156FA"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","JP_ZH_SOURCE_GATED_DRAFT_ROWS_28019A34.csv","19","B9FC21A4640B02796899CFA65C388DCD9BB9FF4340765F147F2CA122F5C95EA3"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","MANIFEST.csv","27","C617BD03FA51ABBCEDF24BC5F733ED263F9F8B00E471F403D39221D9C48C5C81"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","NO_HIT_RECOVERY_ROWS_28019A34.csv","2","615D5F83AA55AD0A2C71E792359A60FABC327C3F742D7BA906D16BDB1C3C225D"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","SOURCE_CONTEXT_EXTRACTION_QUEUE_CARRYFORWARD_28019A34.csv","71","02620D1BE68825C7C7F39990833951FB2003A9C2B6A58C8EC82BAF886F4BA286"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","SOURCE_TERM_HIT_SUMMARY_CARRYFORWARD_28019A34.csv","36","21364AC5B8451D59010B69F0E6D33F440D209561F0F42C62291827D83EF38766"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","SOURCE_TERM_LINE_HASH_ROLLUP_28019A34.csv","1","CBF5BB9F496D90E357DD5EF4A2958F94D70D4553773CC0FDFAB719C99FAEB646"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","SOURCE_USE_ADVERSE_BOUNDARIES_28019A34.csv","5","89B9D1E1B52FBD5AAC61D6727C618AF4F13A30835D0C76B3AFCA97FBEC1FD9CA"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","SUMMARY_COUNTS_28019A34.csv","11","0740288EB0A8FE9D082941F558F7B5962369A13A02CABDCF86BBE85D5DDBC406"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","VISIBLE_SIBLING_SCAN_LEDGER_28019A34.csv","10","507E81EF428F4F34D3D31337E2F31F32B475692A8FE7304522D87227949AECBC"
"CJK draft","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\outputs\CJK_DRAFT_28019A34_CURRENT_FRONTIER_RECOVERY_20260707","VISIBLE_SIBLING_WAKE_LEDGER_28019A34.csv","7","A7E00C0C97D4B8B9636644B43428E1C4E818A534DE6CB621A04CCD34183E0396"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_B3_UPLOADER_READY_SUMMARY.csv","1","99F2F0769917AA62ECD180AE18ABBD42B5B25568014BBAEF58CE309FA0EF327A"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_DELTA_9737E10C_TO_28019A34_ALL_PATHS.csv","971","278C27F6A2237338836283D5C1046E22A79CB69440236FB5ABEF8A32AD4FC523"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_DELTA_9737E10C_TO_28019A34_CJK_SIGNAL_PATHS.csv","33","E2EE4CAA3EE485CFABDFD857BB5B7988DA221DFB67DACD8F2DBC790CAA27ED52"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_FRONTIER_RECONCILIATION.csv","8","23AB384C0CB955EE1F6BCA3E9469CA7CA874E7A94AD14761667291BDEBFC7EC7"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CJK_ROUTE_PACKET_CLASSIFICATION.csv","33","8AD5C671C0ED446EB884146BCCCD3B8BA89615FC9D7C746DBFFD8D23A0547090"
"CJK native/source","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707","CJK_NATIVE_28019A34_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CURRENT_BRANCH_LOG_TOP.csv","10","24EAF6BF728A9759BA39A27D976958DFCC95E84D817712BA2DBF9954BB2C65D6"
