"packet","paper","term_de","uk_options","ru_options","isv_options","note","boundary","source_use_label_c33","boundary_c33","source_use_label_de6","boundary_de6","source_use_label_a7d","boundary_a7d","source_use_label_faa2","boundary_faa2","current_head","carryforward_head","source_use_label_faa2_support","boundary_faa2_support"
"SLAVIC_PAPER05_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper05","Koeffizientenbereich","коефіцієнтна область | область коефіцієнтів","область коэффициентов | коэффициентная область","koeficientna oblast","Register may be domain/range; keep coefficient-domain role explicit.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER05_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper05","Rationalbasis","раціональна база | раціональний базис","рациональная база | рациональный базис","racionalna baza","No accepted term claim; maintain alternatives.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER05_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper05","Minimalbasis","мінімальна база | мінімальний базис","минимальная база | минимальный базис","minimalna baza","Defined by exactly n algebraically independent functions.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER05_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper05","Integritätsbasis","інтегральна база | база цілості","интегральная база | база целостности","integralna baza","Hilbert 14/integrality register; not a module basis by default.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER05_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper05","Lagrangesche Gattungsbereiche","лагранжеві родові області","лагранжевы родовые области","Lagrangeove rodove oblasti","Historical term; keep source-context note.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER05_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper05","homogene Resultante","однорідна результанта","однородная результанта","homogenna rezultanta","Formula-neighboring term tied to highest-dimensional terms.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER05_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper05","lineare Form","лінійна форма","линейная форма","linearna forma","Preserve displayed formula.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER18_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper18","","","","","International mathematical term; keep draft/non-canonical.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER18_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper18","","","","","Algebraic geometry/root-set context.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER18_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper18","","","","","Resultant-form term; source formula carries detail.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER18_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper18","","","","","Multiplicity term; false-friend risk around character/characteristic.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER18_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper18","","","","","Compound term split for legibility.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER18_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper18","","","","","Coefficient domain/range; review needed.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER18_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper18","","","","","Primary ideal term.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER18_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper18","","","","","Source abstract ideal theory usage.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER18_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper18","","","","","Norm of module/ideal construct; keep source-context note.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER26_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper26","","","","","Title register; not physical construction.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER26_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper26","","","","","Algebraic number theory term.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER26_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper26","","","","","Identity element, not merely unit group.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER26_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper26","","","","","Avoid ""zero divider"" calque if target register prefers divisor.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER26_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper26","","","","","Expanded term to preserve meaning; not accepted terminology.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER26_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper26","","","","","Chain-condition pair.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER26_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper26","","","","","Field of fractions/quotients; branch split should remain visible.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER26_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper26","","","","","Integral-closure wording; false-friend risk.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER26_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper26","","","","","Order in algebraic number theory, not temporal order.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER27_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper27","","","","","Use named term; do not reduce to generic quantity only.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER27_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper27","","","","","Stable algebra register.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER27_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper27","","","","","Avoid ISV overcommit to East-Slavic vycet wording.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER27_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper27","","","","","Keep prsten as West/South alternative in notes.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER27_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper27","","","","","Both native Slavic and international alternatives remain draft.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER27_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper27","","","","","Formula neighbor q.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER27_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper27","","","","","Formula neighbor p.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER27_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper27","","","","","Preserve chain direction q/p^i to q/p^{i-1}.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper28","","","","","Representation-theory character term; false-friend risk.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper28","","","","","Representation term.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper28","","","","","Reducible/reducible-system term; keep alt for broad legibility.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper28","","","","","kolco/prsten branch split retained.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper28","","","","","Standard algebra term.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper28","","","","","Indecomposable; avoid irreducible confusion where source distinguishes.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper28","","","","","Preserve sidedness distinction.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper28","","","","","Irreducible vs indecomposable distinction needs review.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper28","","","","","Stable internationalism.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER32_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper32","","","","","Core representation theory term; keep as draft/non-canonical.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER32_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper32","","","","","Minimality is part of theorem statement.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER32_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper32","","","","","Avoid replacing group by algebra/body.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
