visual_id,work,expose,parent_scan_title,parent_pdf_sha256,parent_pdf_pages,parent_pdf_index_0based,physical_pdf_page_1based,book_folio,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_dpi,width_px,height_px,color_mode,bytes,sha256,original_filename,archive_member,linked_tex_file,qa_disposition,source_check_purpose,read_count,first_read_timestamp_utc,last_read_timestamp_utc,prior_visual_id,publication_disposition
SGA7-LEAD-011,SGA7I,IX,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,329,330,318,,,,,,2400,1994,L,89246,564A5872CD445CEFCB81E8FF013FCBC570E976E6CC9473450D0FDFB5A57E5ED3,z329_all.png,images/SGA7I_z329_all.png,expose_IX_body.tex,lead_opened_source_evidence,opened_in_session_and_page_named_in_review_log,1,2026-07-30T16:24:52.921Z,2026-07-30T16:24:52.921Z,SGA7I-VIS-04957,public_actual_pixel_deduplicated
SGA7-LEAD-012,SGA7I,IX,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,329,330,318,,,,,,2400,1480,L,95734,D0A7359CDB83ACDD2137D3A5964BF119DCE69B4153E27DB8F36D1318E5ED312D,z329_lower.png,images/SGA7I_z329_lower.png,expose_IX_body.tex,lead_opened_source_evidence,opened_in_session_and_page_named_in_review_log,1,2026-07-30T16:25:06.096Z,2026-07-30T16:25:06.096Z,SGA7I-VIS-11953,public_actual_pixel_deduplicated
SGA7-LEAD-013,SGA7I,VI,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,48,49,37,,,,,,16913,7593,L,178599,0303047EAAFE75EE475959AAFC4DF2E744FBC2410AEC069AD7C9A99BFFD47126,z48_leftdiamond.png,images/SGA7I_z48_leftdiamond.png,expose_VI_body.tex,lead_opened_source_evidence,opened_in_session_and_page_named_in_review_log,1,2026-07-30T09:57:21.684Z,2026-07-30T09:57:21.684Z,SGA7I-VIS-00164,public_actual_pixel_deduplicated
SGA7-LEAD-014,SGA7I,VI,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,48,49,37,,,,,,11767,2984,L,78135,893AAEEE5C2AC5A58B4194DAD807DB58C43168B155ABD767E00EFC0ADDF6A779,z48b_middlerow.png,images/SGA7I_z48b_middlerow.png,expose_VI_body.tex,lead_opened_source_evidence,opened_in_session_and_page_named_in_review_log,1,2026-07-30T10:01:33.340Z,2026-07-30T10:01:33.340Z,SGA7I-VIS-07883,public_actual_pixel_deduplicated
SGA7-LEAD-015,SGA7I,VI,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,52,53,41,0.1,0.596,0.95,0.632,7000,2400,157,L,27466,B0A5BACDC0DCA11305860A3F495351F7094C68F7285C63CFBCCBAEFC210EE81E,z52_seq.png,images/SGA7I_z52_seq.png,expose_VI_body.tex,lead_opened_source_evidence,surjective-map sequence and arrowhead adjudication,1,2026-07-30T20:55:52.056Z,2026-07-30T20:55:52.056Z,,public_actual_pixel_deduplicated
SGA7-LEAD-016,SGA7I,VI,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,52,53,41,0.1,0.575,0.95,0.612,7000,2400,161,L,47015,A04D1B46C0F0FB6F59911B0B66A66E225F92A93BC939D714396C5BF6CB98131D,z52b_seq.png,images/SGA7I_z52b_seq.png,expose_VI_body.tex,lead_opened_source_evidence,surjective-map sequence and final connector adjudication,1,2026-07-30T20:56:30.674Z,2026-07-30T20:56:30.674Z,,public_actual_pixel_deduplicated
SGA7-LEAD-017,SGA7I,VI,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,52,53,41,0.1,0.628,0.95,0.665,7000,2400,161,L,25490,BF25D85EA47A537807CFE1B6D5A91BDC939AD4F58ED015EABCEFC2D94098A4B1,z52b_alpha.png,images/SGA7I_z52b_alpha.png,expose_VI_body.tex,lead_opened_source_evidence,alpha and phi subscript adjudication,1,2026-07-30T20:56:49.642Z,2026-07-30T20:56:49.642Z,,public_actual_pixel_deduplicated
SGA7-LEAD-018,SGA7I,VI,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,52,53,41,0.03,0.626,0.55,0.66,8000,2400,242,L,25585,D5C7DBBB6DD5422FE6889A456FFEA5B0DEF56226DA7D56703107639582A41F1B,z52c_alpha.png,images/SGA7I_z52c_alpha.png,expose_VI_body.tex,lead_opened_source_evidence,alpha and phi subscript adjudication,1,2026-07-30T20:57:24.898Z,2026-07-30T20:57:24.898Z,,public_actual_pixel_deduplicated
SGA7-LEAD-019,SGA7I,VI,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,52,53,41,0.03,0.733,0.55,0.768,8000,2400,249,L,35345,9355F4E1E14011568E93D7770F97543615BF66684DDD9A913B943D21E068EF0A,z52c_ii.png,images/SGA7I_z52c_ii.png,expose_VI_body.tex,lead_opened_source_evidence,part (ii) notation and A-hat styling adjudication,1,2026-07-30T20:57:38.452Z,2026-07-30T20:57:38.452Z,,public_actual_pixel_deduplicated
SGA7-LEAD-020,SGA7I,VI,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,52,53,41,0.03,0.706,0.75,0.742,8000,2400,185,L,29552,D053AFDFE75F77B8919F060B6E0CF50664D00F39693C10ECA20103623D001BF7,z52d_ii.png,images/SGA7I_z52d_ii.png,expose_VI_body.tex,lead_opened_source_evidence,part (ii) notation and A-hat styling adjudication,1,2026-07-30T20:59:32.601Z,2026-07-30T20:59:32.601Z,,public_actual_pixel_deduplicated
SGA7-LEAD-021,SGA7I,IX,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,360,361,349,0.05,0.735,0.95,0.775,8000,2400,170,L,3565,09111EC219B866B4562211282F7AAA5615E826EB27D409C0EB025F05A0023E77,z360_cas.png,images/SGA7I_z360_cas.png,expose_IX_body.tex,lead_opened_source_evidence,case distinction wording adjudication,1,2026-07-30T21:09:16.902Z,2026-07-30T21:09:16.902Z,,public_actual_pixel_deduplicated
SGA7-LEAD-022,SGA7I,IX,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,360,361,349,0.05,0.68,0.95,0.716,8000,2400,153,L,11933,6EA9BA4CBBA0B7E4F3D3CEEB2CB215D05D9CCD626AC59BF3B4A87D88109A9893,z360b_cas.png,images/SGA7I_z360b_cas.png,expose_IX_body.tex,lead_opened_source_evidence,case distinction wording adjudication,1,2026-07-30T21:10:02.584Z,2026-07-30T21:10:02.584Z,,public_actual_pixel_deduplicated
SGA7-LEAD-023,SGA7I,IX,SGA 7 I public scan,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,540,360,361,349,0.05,0.648,0.95,0.692,8000,2400,187,L,35283,5F0EAEEC8DC50EA804D078D7E06E6B9377C9030A434D41C1C3950DFF236BBB76,z360c_cas.png,images/SGA7I_z360c_cas.png,expose_IX_body.tex,lead_opened_source_evidence,case-S-or wording adjudication,1,2026-07-30T21:10:37.034Z,2026-07-30T21:10:37.034Z,,public_actual_pixel_deduplicated
SGA7-LEAD-024,SGA7II,X,SGA 7 II / LNM 340 public Number12 scan,FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297,446,9,10,2,0.06,0.3,0.96,0.345,7000,2400,179,L,28420,16F11D85D46FEBFB4BA0566C65334B0A4B8E41B5B8E1208F5ADB715FAAD99B8C,chk_faisceaux.png,images/SGA7II_chk_faisceaux.png,expose_X_body.tex,lead_opened_source_evidence,coherent-sheaf wording disagreement adjudication,1,2026-07-30T23:14:59.463Z,2026-07-30T23:14:59.463Z,,public_actual_pixel_deduplicated
SGA7-LEAD-025,SGA7II,X,SGA 7 II / LNM 340 public Number12 scan,FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297,446,9,10,2,0.06,0.33,0.96,0.395,7000,2400,258,L,54995,CFE413D06982F95177AFD2143385E1CC84700197A207BD88C6FF80A042C97D95,chk_faisceaux2.png,images/SGA7II_chk_faisceaux2.png,expose_X_body.tex,lead_opened_source_evidence,coherent-sheaf wording disagreement adjudication,1,2026-07-30T23:15:27.506Z,2026-07-30T23:15:27.506Z,,public_actual_pixel_deduplicated
SGA7-LEAD-026,SGA7II,X,SGA 7 II / LNM 340 public Number12 scan,FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297,446,11,12,4,0.06,0.15,0.96,0.205,7000,2400,219,L,32535,E7A84CBF450DBFDD9CA2B1AD8AB61ED06A38ACAD5A7EC6BFCB26E9F52E124383,chk_disjoint.png,images/SGA7II_chk_disjoint.png,expose_X_body.tex,lead_opened_source_evidence,disjointness wording disagreement adjudication,1,2026-07-30T23:14:47.595Z,2026-07-30T23:14:47.595Z,,public_actual_pixel_deduplicated
SGA7-LEAD-027,SGA7II,XIII,SGA 7 II / LNM 340 public Number12 scan,FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297,446,120,121,113,0.0,0.25,1.0,0.62,500,3355,1850,RGB,446042,F75AD3E22202BBF6460BA28BCA1D34716D7A73FAACA334F7995E02E776E8D762,sga7ii_idx120_500dpi_c0.25-0.62.png,images/SGA7II_sga7ii_idx120_500dpi_c0.25-0.62.png,expose_XIII_body.tex,lead_opened_source_evidence,lead-opened source region used during transcription,1,2026-07-31T05:01:28.545Z,2026-07-31T05:01:28.545Z,,public_actual_pixel_deduplicated
SGA7-LEAD-028,SGA7II,XIII,SGA 7 II / LNM 340 public Number12 scan,FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297,446,122,123,115,0.0,0.08,1.0,0.3,500,3355,1100,RGB,247047,85DFE066F9E1BBF5E5D970DADE5D72D927F21C0ABEA7EA77DD3AB151B02A5433,sga7ii_idx122_500dpi_c0.08-0.3.png,images/SGA7II_sga7ii_idx122_500dpi_c0.08-0.3.png,expose_XIII_body.tex,lead_opened_source_evidence,lead-opened source region used during transcription,1,2026-07-31T05:02:53.625Z,2026-07-31T05:02:53.625Z,,public_actual_pixel_deduplicated
SGA7-LEAD-029,SGA7II,XIV,SGA 7 II / LNM 340 public Number12 scan,FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297,446,158,159,151,0.0,0.0,1.0,0.5,300,2013,1500,RGB,71934,59FF3D5CCB36851F4FAFCD3D8FFC7E625F1A9EA9878353A56EB984E1E3214592,idx158_300dpi_crop0.0-0.5.png,images/SGA7II_idx158_300dpi_crop0.0-0.5.png,expose_XIV_body.tex,lead_opened_source_evidence,lead-opened half-page source context used during transcription,1,2026-07-31T04:43:26.939Z,2026-07-31T04:43:26.939Z,,public_actual_pixel_deduplicated
