"adverse_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_choice","trap_or_adverse_reading","contextual_reason_for_exclusion","alternative_held_for_independent_review","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_status","review_state"
"P20-ZH-A011","P20-ZH-T011","segments/source/P20_A_lines12377_12437.tex line 12429; segments/source/P20_B_lines12438_12519.tex line 12445","Kroneckersche Substitution","Kronecker 代换","Kronecker product; Kronecker delta; an arbitrary substitution named Kronecker; simple variable replacement with no exponent encoding","Kronecker's substitution in the specific base-d exponent encoding used in equations (4) and (5).","克罗内克代换; 克罗内克替换; Kronecker 替换","mixed/contested","Qualitative high debt: the mixed Latin-name Mainland form follows producer practice, while full Chinese transliteration and 代换/替换 alternatives remain open and regionally unresearched.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A012","P20-ZH-T012","segments/source/P20_B_lines12438_12519.tex lines 12453, 12457, 12461, and 12463; segments/source/P20_C_lines12520_12588.tex line 12543","induzierte Exponenten","诱导指数","the exponent of a group; an induced representation; a general derived exponent; a statistical index; every exponent occurring after arbitrary multiplication","The encoded one-variable exponents induced by the source's base-d substitution.","导出指数; 所得指数; 诱生指数","modern Sino-xenic coinage/calque","Qualitative high debt: 诱导指数 is a direct Mainland calque that can attract representation-theoretic induction; no historical or regional terminology shelf was consulted.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A013","P20-ZH-T013","segments/source/P20_A_lines12377_12437.tex line 12433; segments/source/P20_B_lines12438_12519.tex lines 12465 and 12486","Norm","范数","a vector or matrix norm; normalization; magnitude; a social standard; the degree of a polynomial","An algebraic field norm in the product-of-conjugates construction used to build T(t,u).","域范数; 代数范数; 诺姆","modern Sino-xenic coinage/calque","Qualitative high debt: 范数 is dominant Mainland vocabulary but strongly attracts analytic vector-norm senses; the field qualifier and regional alternatives were not researched.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A014","P20-ZH-T014","segments/source/P20_B_lines12438_12519.tex lines 12480 and 12495","symmetrische Elementarfunktionen","基本对称函数","an arbitrary symmetric function; an elementary analytic function; a symmetric tensor; a basis function merely invariant under one swap","Elementary symmetric functions in the local homogenized construction, linear in each stated row.","初等对称函数; 初等对称多项式; 基本对称多项式","mixed/contested","Qualitative high debt: 基本对称函数 is the producer wording, while 初等对称多项式 is a powerful Mainland attractor; historical Funktion granularity and regional conventions are unresearched.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A015","P20-ZH-T015","segments/source/P20_B_lines12438_12519.tex line 12486","Konjugierte","共轭量","complex conjugation only; a conjugate subgroup; matrix transpose or adjoint; an arbitrary paired expression","Algebraic conjugates relative to the stated permutation and field-norm construction.","共轭式; 共轭因子; 共轭元","mixed/contested","Qualitative high debt: 共轭量 is an explanatory Mainland producer form; 元, 式, and 因子 compete according to algebraic object type, and regional evidence is absent.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A016","P20-ZH-T016","segments/source/P20_A_lines12377_12437.tex lines 12425 and 12427; segments/source/P20_B_lines12438_12519.tex lines 12463 and 12508; segments/source/P20_C_lines12520_12588.tex lines 12534–12558","Erweiterungskörper","扩张域","the algebraic closure automatically; a vector-space extension; continuation of a function; geographic or software extension","An extension field of the relevant coefficient field, sometimes algebraic as explicitly qualified by the source.","扩域; 延拓域; 扩张体","mixed/contested","Qualitative high debt: the current producer text contains both 扩域 and 扩张域; this indexing choice favors explicit Mainland morphology but does not resolve that variation or regional 体/域 usage.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A017","P20-ZH-T017","segments/source/P20_C_lines12520_12588.tex line 12566","Satz von Ostrowski","奥斯特罗夫斯基定理","Ostrowski's valuation theorem; the Ostrowski gap theorem; a theorem about numerical stability; an unqualified eponym","The specific Ostrowski theorem stated and derived in Paper 20, not every theorem bearing the same name.","Ostrowski 定理; 奥斯特洛夫斯基定理; 奥斯特罗夫斯基命题","mixed/contested","Qualitative high debt: the full Simplified-Chinese transliteration is Mainland-oriented, while Latin retention and variant transliterations are live and the eponym is multiply ambiguous.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A018","P20-ZH-T018","segments/source/P20_A_lines12377_12437.tex line 12386","ganze rationale, ganzzahlige Funktion","整有理、整系数函数","an arbitrary rational function; an integer-valued function; an entire holomorphic function; a constant integer; any polynomial without the rational qualifier","The producer's literalized record of a polynomial-like rational integral function with integer coefficients in the source's historical algebraic register.","整系数多项式; 有理整函数; 整的有理整系数函数","unresolved","Qualitative high debt: the historical German stack ganze rationale, ganzzahlige is not transparently aligned with modern PRC taxonomy; the producer phrase risks both analytic and arithmetic misreadings.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A019","P20-ZH-T019","segments/source/P20_A_lines12377_12437.tex line 12425","Basispolynome","基多项式","a basis of a polynomial vector space automatically; Lagrange basis polynomials; one base polynomial; a basis function in approximation theory","Polynomials serving as a finite basis/generating set for the ideal in the local argument.","基底多项式; 生成多项式; 理想基","mixed/contested","Qualitative high debt: 基多项式 is concise Mainland wording but may attract interpolation or vector-space bases; 基底 and 生成族 distinctions were not adjudicated.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A020","P20-ZH-T020","segments/source/P20_A_lines12377_12437.tex line 12427","irreduzibles algebraisches Gebilde","不可约代数构形","an irreducible algebraic variety automatically under a modern scheme; an algebraic expression; a geometric figure unrelated to an ideal; a molecular structure","A historically phrased irreducible algebraic locus or object associated with the prime ideal.","不可约代数簇; 不可约代数集; 不可约代数形体","unresolved","Qualitative high debt: 构形 is a producer hedge for historical Gebilde; modern Mainland 簇 and 集 are strong but mathematically more committal attractors, with no source-era or regional evidence consulted.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A021","P20-ZH-T021","segments/source/P20_C_lines12520_12588.tex line 12571","ganze algebraische Zahlen","代数整数","ordinary rational integers only; arbitrary algebraic numbers; integer-valued functions; coefficients merely written without denominators","Algebraic numbers integral over the ordinary integers, in the coefficient hypothesis of the Ostrowski theorem.","整代数数; 代数整元; algebraic integers","modern Sino-xenic coinage/calque","Qualitative medium debt: 代数整数 is strongly normalized in Mainland algebra, while historical 整代数数 and regional variants were not researched.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A022","P20-ZH-T022","segments/source/P20_C_lines12520_12588.tex line 12579","algebraisch gebrochene Zahlen","代数分数","ordinary rational fractions only; arbitrary algebraic numbers; fractional ideals; rational functions; a broken or approximate number","Algebraic fractional numbers in the source's denominator-clearing passage; the precise modern field-of-fractions taxonomy is left open.","分式代数数; 代数有理数; 代数数分式","unresolved","Qualitative high debt: 代数分数 is a literal Mainland-readable producer form but its historical scope is uncertain and it may be mistaken for elementary fractions; no regional evidence was consulted.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P20-ZH-A023","P20-ZH-T023","segments/source/P20_C_lines12520_12588.tex line 12577","Restklassen","剩余类","leftover categories; a remainder as a scalar; a social class; arbitrary equivalence classes without the modular ideal","Congruence or residue classes in the quotient by the specified prime ideal.","同余类; 模剩余类; 残余类","mixed/contested","Qualitative high debt: 剩余类 is Mainland-standard-looking, while 同余类 and regional 餘類 forms are strong attractors; the controlled Hant script form is not regional terminology evidence.","producer terminology proposal extracted only from the supplied Paper 20 German fragments, PRC-oriented Hans producer segments/current target, and worker returns; inherited Chinese witness unconsulted; no source comparison, terminology adjudication, translation review, or independent validation","controlled generic script record only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
