diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P22-019	P22	128	source_language	change 'Soient k un corps' to singular 'Soit'	retain the printed opening 'Soient k un corps, et j ∈ k'	The authority's number tension is transcription evidence, not an authorized correction.	Physical page 128, Proposition 1.7; asset P0128-A04.
D018-P22-020	P22	128	source_language	omit the characteristic restrictions or homogenize the equations	retain p≠3, j=0 with y^2+y=x^3-1 and p≠2, j=2^6.3^3 with y^2=x^3-x	The two affine equations are the explicit exceptional cases concluding the page.	Physical page 128, final display; assets P0128-A04 and P0128-A05.
D018-P22-021	P22	129	source_language	continue page 128 prose before section 1.8	begin exactly with '1.8. Soit C la courbe elliptique universelle'	Preserve the authority's physical-page boundary and exclude prior-page matter.	Physical page 129, opening body line; assets P0129-A01 and P0129-A05.
D018-P22-022	P22	129	source_language	omit γ or identify only abstract automorphism groups	retain γ: Aut(C)→Aut(Lie(C))≃𝔾_m over 𝔪_1^o	This morphism is the subject of section 1.8 and Lemma 1.9.	Physical page 129, section 1.8; asset P0129-A01.
D018-P22-023	P22	129	source_language	flatten the c_4 and c_6 cases or remove radical indices	retain c_4=0 with ³√j=0 and c_6=0 with ²√(j-1728)=0	The two loci and their explicit indexed radicals distinguish the μ_6 and μ_4 cases.	Physical page 129, Lemma 1.9; asset P0129-A01.
D018-P22-024	P22	129	source_language	collapse 𝔪_H^o and M_H^o into one object	retain the section heading criterion 𝔪_H^o=M_H^o	Section 2 asks exactly when the stack is its coarse algebraic space.	Physical page 129, section 2 heading; asset P0129-A02.
D018-P22-025	P22	129	source_language	drop the characteristic restriction or generalized-curve comparison	retain p∤n and both the elliptic and generalized equalities	These hypotheses delimit the stated stabilizer criterion.	Physical page 129, paragraph 2.1; asset P0129-A02.
D018-P22-026	P22	129	source_language	silently pluralize 'des variété abéliennes'	retain the printed singular noun in the French layer	The authority's grammatical tension is evidence and is not an authorized emendation.	Physical page 129, paragraph preceding Lemma 2.2; asset P0129-A03.
D018-P22-027	P22	129	source_language	regularize 'Soient (A, θ) une variété' or weaken the prime-to-p hypotheses	retain 'Soient' and require both deg(θ) and ord(φ) to be prime to p	The printed opening and both hypotheses belong to Lemma 2.2.	Physical page 129, Lemma 2.2; asset P0129-A04.
D018-P22-028	P22	129	source_language	regularize the displayed deformation scheme to W(k) or change its parameter endpoint	end at M=Spec(W/k)[[t_1...t_r]] with k=½dim(A)(dim(A)+1)	This visibly irregular formula is the exact last body matter on physical page 129; the proof continues on page 130.	Physical page 129, final display; assets P0129-A04 and P0129-A05.
D018-P22-029	P22	130	source_language	restart Lemma 2.2 or omit the universal deformation	continue with the G-action on M and (A_M, θ_M)	Physical page 130 begins inside the proof and uses the objects fixed on page 129.	Physical page 130, opening paragraph; assets P0130-A01 and P0130-A05.
D018-P22-030	P22	130	source_language	replace the fixed locus by a quotient	retain the formal subscheme M^G of M fixed by G and its smoothness over W(k)	Fixed-locus smoothness is the step that produces sections and completes Lemma 2.2.	Physical page 130, completion of Lemma 2.2; asset P0130-A01.
D018-P22-031	P22	130	source_language	silently repair 'd'ordre un nombre premier q'	retain the printed proposition wording and define A^φ =_dfn Ker(φ-id_A)	Both the grammatical tension and the displayed definition are visible authority evidence.	Physical page 130, Proposition 2.3; asset P0130-A02.
D018-P22-032	P22	130	source_language	normalize away the multiplication dots or change the fixed-part term	retain 2.g=dim(A^φ)+k.(q-1)	This is the proposition's exact displayed numerical relation.	Physical page 130, Proposition 2.3 display; asset P0130-A02.
D018-P22-033	P22	130	source_language	change the proof's final noun from 'lemme' to 'proposition'	retain 'La comparaison des degrés donne le lemme.'	The apparent label mismatch is printed and must not be silently repaired.	Physical page 130, end of the proof of Proposition 2.3; asset P0130-A03.
D018-P22-034	P22	130	source_language	weaken or make non-strict the prime-factor bound	retain that every prime factor is strictly smaller than 2g+1	Corollary 2.4 states a strict inequality.	Physical page 130, Corollary 2.4; asset P0130-A03.
D018-P22-035	P22	130	source_language	repair the proof reference to Proposition 2.3	retain the printed 'Cela suit de 2.4.'	The self-reference is visible in the authority and remains an exposed tension.	Physical page 130, proof following Corollary 2.4; asset P0130-A04.
D018-P22-036	P22	130	source_language	omit the polarization-degree hypothesis or change the target characteristic	retain deg(polarization) prime to p, p>2g+1, and lifting to characteristic 0 over W(k)	These are the complete hypotheses and conclusion of Corollary 2.5.	Physical page 130, Corollary 2.5; asset P0130-A04.
D018-P22-037	P22	131	source_language	silently change the opening self-reference to 'D'après 2.5'	retain item 2.6 with the printed phrase 'D'après 2.6'	The controlling pixels visibly repeat 2.6, so the apparent internal miscitation is source evidence.	Physical page 131, opening paragraph; assets P0131-A01 and P0131-A05.
D018-P22-038	P22	131	source_language	omit the polarization or Witt-vector lift	retain the canonical principal polarization and the lift of (E,φ) over W(k)	These statements are the complete content of item 2.6 and supply the next proof's reduction.	Physical page 131, item 2.6; asset P0131-A01.
D018-P22-039	P22	131	source_language	replace 𝔪_H^o by roman M_H^0 or omit [1/6n]	retain 𝔪_H^o[1/6n] with fraktur 𝔪 and superscript letter o	The theorem concerns when the moduli stack is an algebraic space; the glyph family and localization are visible.	Physical page 131, Theorem 2.7; asset P0131-A01.
D018-P22-040	P22	131	source_language	weaken the criterion to torsion-freeness of H itself	retain that the inverse image Γ of H in SL(2,ℤ) has no finite-order element other than 1	The inverse-image group and finite-order condition are the exact necessary-and-sufficient criterion.	Physical page 131, Theorem 2.7; assets P0131-A01--P0131-A02.
D018-P22-041	P22	131	source_language	flatten ᾱ to α or drop p∤n	retain (E,ᾱ), p=0 or p>3, and p∤n	The barred level structure and characteristic restrictions are explicit proof data.	Physical page 131, first proof paragraph; asset P0131-A02.
D018-P22-042	P22	131	source_language	rewrite the lift argument without the printed (E,φ), donc (E,ᾱ,φ) chain	retain the displayed logical chain and the reduction to p=0	The authority states both objects in this order, and their distinction must remain inspectable.	Physical page 131, proof of Theorem 2.7; asset P0131-A02.
D018-P22-043	P22	131	source_language	replace the fixed cyclotomic field by all of ℚ[ζ_n]	retain ℚ[ζ_n]^{det H}⊂k and the later identity inclusion ℚ[ζ_n]⊂ℂ	The determinant-fixed field and the full cyclotomic field occur at distinct steps.	Physical page 131, middle paragraph; asset P0131-A03.
D018-P22-044	P22	131	source_language	silently regularize 'ᾱ est défini' or drop determinant one	retain 'ᾱ est défini par α : E_n →̃ (ℤ/n)^2 de déterminant un'	The agreement form and determinant-one isomorphism are both visibly printed.	Physical page 131, complex reduction; asset P0131-A03.
D018-P22-045	P22	131	source_language	read β as ε or omit z(β)	retain β:ℤ^2→H_1(E(ℂ),ℤ) and the stabilizer of z(β)	The repeated beta glyph binds the homology marking to its point in X.	Physical page 131, lower proof paragraphs; asset P0131-A03.
D018-P22-046	P22	131	source_language	end before the converse or import page-132 descent prose	retain the converse fixed-point argument and section 3.1 through Gal(k̄/k), then stop	This is the exact physical-page boundary and includes the section transition.	Physical page 131, lower third; assets P0131-A04--P0131-A05.
D018-P22-047	P22	131	source_language	collapse M_H^o(k) and M_H^o[1/n](k) or delete the printed H α adjacency	retain both coarse-space forms and 'structure de niveau H α'	The unlocalized and localized point sets and the level-structure notation are separately visible.	Physical page 131, paragraph 3.1; asset P0131-A04.
D018-P22-048	P22	132	source_language	restart paragraph 3.1 or omit the underlined automorphism object	continue directly with H^1(Gal(k̄/k),A̲u̲t̲(E_0,α_0)(k̄))	Physical page 132 continues the sentence-level discussion and visibly underlines Aut.	Physical page 132, opening lines; assets P0132-A01 and P0132-A05.
D018-P22-049	P22	132	source_language	identify all obstructions with ordinary abelian H^2	retain the bare Giraud H^2 and the separate commutative case H^2(Gal(k̄/k),Aut(E,α))	The authority distinguishes the nonabelian obstruction from the special commutative-coefficient group.	Physical page 132, completion of 3.1; asset P0132-A01.
D018-P22-050	P22	132	source_language	weaken Proposition 3.2 to geometric definability	retain that every x∈M_H^o(k) is defined over k by an elliptic curve with level-H structure when p∤n	Descent from the separable closure to k is the proposition's precise assertion.	Physical page 132, Proposition 3.2; asset P0132-A01.
D018-P22-051	P22	132	source_language	omit the Serre--Milne credit or the reduction H=GL(2,ℤ/n), n=1	retain the printed attribution and reduction of 3.2 to 1.7	The proof explicitly credits its source and fixes its base case.	Physical page 132, proof opening; asset P0132-A02.
D018-P22-052	P22	132	source_language	drop the ε(E,α) versus ε(E) comparison	retain Aut(E,α)→̃Aut(E) and equality and vanishing of the two obstruction classes	This comparison disposes of the ±1 automorphism case.	Physical page 132, proof of Proposition 3.2; asset P0132-A02.
D018-P22-053	P22	132	source_language	omit one of μ_2, μ_4, μ_6 or the induced H^2 obstruction map	retain all three automorphism groups and the vanishing image ε(E)	These are the complete inputs to Case 1 and Lemma 3.3.	Physical page 132, Case 1; asset P0132-A03.
D018-P22-054	P22	132	source_language	silently insert H^2 before the target Gal(k̄/k,μ_n) in Lemma 3.3(ii)	retain the printed map H^2(Gal(k̄/k),μ_m)→Gal(k̄/k,μ_n)	The target visibly lacks H^2; the later sequence records H^2(μ_n) separately and does not authorize emendation.	Physical page 132, Lemma 3.3(ii); assets P0132-A03--P0132-A04.
D018-P22-055	P22	132	source_language	summarize or reorder the cohomology sequence	retain 0→μ_m→μ_n→μ_{n/m}→0 and H^1(μ_n)→H^1(μ_{n/m})→H^2(μ_m)→H^2(μ_n) with labels x↦x^m, ①, j, ②	Every object and arrow label is visible and supports the injectivity argument.	Physical page 132, lower displayed sequence; asset P0132-A04.
D018-P22-056	P22	132	source_language	regularize the final quotient display to k^*/k^{*n}→k^*/k^{*n/m}	retain the identical printed endpoints k^*/k^{*m/n}→k^*/k^{*m/n}	The controlling pixels visibly repeat the same exponent string on both sides; mathematical expectation is not authority to repair it.	Physical page 132, final displayed map; assets P0132-A04--P0132-A05.
