diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P13-011	P13	75	source_language	E_n = T̂/nT̂ → ℤ̂/nℤ̂	β_n:E_n=T̂/nT̂→̃ℤ̂²/nℤ̂²=(ℤ/nℤ)²	Restore β_n, both rank-two powers, and the isomorphism mark.	Physical page 75, middle display; asset P0075-A02.
D018-P13-012	P13	75	source_language	g sends level K to level KgK⁻¹	g sends level K to level gKg⁻¹	Restore the correct conjugated subgroup and target of (3.14.1).	Physical page 75, §3.14 and formula (3.14.1); assets P0075-A03--P0075-A04.
D018-P13-013	P13	76	source_language	ℤ̂²⊂g⁻¹(ℤ̂²)⊂ℤ̂²	ℤ̂²⊂(1/m)g⁻¹(ℤ̂²)⊂(1/n)ℤ̂²	Restore both scaling factors that determine the finite subgroup B.	Physical page 76, §3.15 inclusion; asset P0076-A01.
D018-P13-014	P13	76	source_language	associate E/B directly	associate E/α⁻¹(B) for a representative α:E_n→̃(ℤ/n)²	Restore the pullback of B through the level structure.	Physical page 76, paragraph before Proposition 3.16; asset P0076-A02.
D018-P13-015	P13	76	source_language	g is only an isomorphism after tensoring with ℚ	g:𝔪_K^o→̃𝔪_{gKg⁻¹}^o extends over the full open stacks	Restore the principal assertion of Proposition 3.16.	Physical page 76, Proposition 3.16 first display; asset P0076-A03.
D018-P13-016	P13	76	source_language	[g] compares unpulled universal curves	[g] compares g^* of the target universal curve with the source universal curve, up to isogeny	Restore the superscripted pullback g^* in the universal-curve statement.	Physical page 76, Proposition 3.16 second display; asset P0076-A03.
D018-P13-017	P13	77	source_language	finite subgroups of E(k)	finite subgroup schemes of rank b in E	Preserve the scheme-theoretic statement of Lemma 3.17.	Physical page 77, Lemma 3.17; asset P0077-A01.
D018-P13-018	P13	77	source_language	the non-étale induction stays on E	it passes to E^(p)=E/Ker(F) after H⊃Ker(F)	Restore the Frobenius quotient essential to the induction.	Physical page 77, proof 3.17(b); asset P0077-A01.
D018-P13-019	P13	77	source_language	cg is asserted proper without construction	the extended section defines B, cg is defined by E/B, and cg is quasi-finite and representable	Restore the actual extension and normalization argument.	Physical page 77, continuation of proof 3.16; asset P0077-A02.
D018-P13-020	P13	77	source_language	Proposition 3.19 is stated for stacks	Proposition 3.19 states g:M_K→̃M_{gKg⁻¹} for coarse schemes	Keep the stack statement 3.18 separate from the coarse-space proposition.	Physical page 77, page-ending proposition; asset P0077-A04.
D018-P13-021	P13	78	source_language	Γ=G∪(M_K^∞×M_{gKg⁻¹}^∞)	Γ=G∪(Γ∩(M_K^∞×_ℤM_{gKg⁻¹}^∞))	Restore both the intersection with Γ and the base ℤ.	Physical page 78, opening display; asset P0078-A01.
D018-P13-022	P13	78	source_language	e_n:C_n×C_n→μ_n	e_n:Λ²C_n→̃μ_n	Restore the exterior-square form and isomorphism mark of (3.20.1).	Physical page 78, formula (3.20.1); asset P0078-A04.
D018-P13-023	P13	78	source_language	d(α)=det(α)(1)	d(α)=det(α)⁻¹(1)	Restore the inverse determinant that produces the primitive root.	Physical page 78, paragraph after (3.20.1); asset P0078-A02.
D018-P13-024	P13	78	source_language	d:𝔪_H→Spec(ℤ[ζ_n])	d:𝔪_H→Spec(ℤ[ζ_n]^{det H})	Restore the invariant cyclotomic subring appropriate to level H.	Physical page 78, formula (3.20.3); asset P0078-A05.
