diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P21-017	P21	123	source_language	start a new proof or restate assertion 4.20	begin exactly with the continuation 'Preuve : D'après 4.6, la validité de 4.20 ne dépend que de p^k, non de m'	The physical page starts within the proof carried over from page 122.	Physical page 123, opening paragraph; asset P0123-A01.
D018-P21-018	P21	123	source_language	drop the restriction m ≥ 3	retain m ≥ 3 and the consequence that only schemes need be considered	This is the explicit reduction used before introducing the formal moduli scheme.	Physical page 123, opening paragraph; asset P0123-A01.
D018-P21-019	P21	123	source_language	replace the formal deformation space by an unspecified local base	retain E/Ŝ over W(F̄_p), Ŝ ≃ W(F̄_p)[[t]], and the completed strict henselization of 𝔪₁	These data identify the complete local supersingular deformation problem.	Physical page 123, upper formal-moduli paragraph; asset P0123-A01.
D018-P21-020	P21	123	source_language	summarize the normalization without its moduli scheme	retain T̂ as the normalization of Ŝ in Isom_Ŝ(E_{p^k},(ℤ/p^k)^2) and T̂ = 𝔪_{p^k} ×_{𝔪₁} Ŝ	Both the generic-fiber definition and fiber-product identity are authority-visible and mathematically operative.	Physical page 123, upper-middle normalization display; asset P0123-A02.
D018-P21-021	P21	123	source_language	identify the component set and partition by one symbol	retain P = ℙ¹(ℤ/p^k) as the irreducible-component index and 𝒫 as the partition defined by connected components	P and 𝒫 play different roles in the proof.	Physical page 123, paragraph following the fiber-product display; asset P0123-A02.
D018-P21-022	P21	123	source_language	regularize E_{oN} to modern bracket notation	retain the printed E_{oN} in K₀ ⊂ E_{oN} and in the étaleness statement	The compact torsion notation is visible source evidence and is left diplomatically unchanged.	Physical page 123, lower isogeny paragraph; asset P0123-A03.
D018-P21-023	P21	123	source_language	omit the deformation diagram or its labels	retain E→E′ over Ŝ→Ŝ′ with horizontal labels φ and φ_S and both vertical arrows	The diagram records compatibility of the lifted isogeny and the unique base isomorphism.	Physical page 123, lower diagram; asset P0123-A04.
D018-P21-024	P21	123	source_language	continue the component comparison from page 124	end exactly after φ_T : T̂ → T̂′ above φ_S	The detailed component description belongs to the next physical authority page.	Physical page 123, final two lines; assets P0123-A04--P0123-A05.
D018-P21-025	P21	124	source_language	restart Lemma 4.21 with its heading	begin directly with the bijection I(T̂ ⊗ F̄_p) of irreducible components with P	The physical page continues the proof begun on page 123.	Physical page 124, opening lines; asset P0124-A01.
D018-P21-026	P21	124	source_language	associate a component with the image of u	retain the kernel of u at the generic point of the component as the associated element of P	The generic kernel is the exact component invariant used in the commutative diagram.	Physical page 124, first paragraph; assets P0124-A01--P0124-A02.
D018-P21-027	P21	124	source_language	flatten the component diagram to a verbal equivariance claim	retain the φ_T map on irreducible components, both identifications with P, and the bottom identity P = P	The displayed diagram is the mechanism proving independence of the partition.	Physical page 124, central diagram; asset P0124-A02.
D018-P21-028	P21	124	source_language	drop the closure operation in the final contradiction	retain the union of the closures (𝒞_A ⊗ F̄_p)⁻ for A ∈ X	The closures, rather than only the open strata, form the asserted connected component.	Physical page 124, proof of 4.20; asset P0124-A03.
D018-P21-029	P21	124	source_language	replace the contradiction by a generic connectedness claim	retain that 𝔪_n ⊗ F̄_p would be disconnected, contradicting (IV 5.5)	This is the explicit terminal contradiction proving 4.20.	Physical page 124, final lines; assets P0124-A03--P0124-A05.
D018-P21-030	P21	125	source_language	continue Chapter V material onto page 125	begin exactly with 'VI. Schémas grossiers de modules.'	Preserve the authority's chapter transition and physical-page boundary.	Physical page 125, opening heading; assets P0125-A01 and P0125-A05.
D018-P21-031	P21	125	source_language	collapse 𝔪_H and M_H into one symbol	retain the relation between stack 𝔪_H and coarse space M_H	The chapter's subject is precisely the distinction and relation between these two objects.	Physical page 125, introductory paragraph; asset P0125-A01.
D018-P21-032	P21	125	source_language	silently repair Theorem 1.1 to 'M_1 de 𝔪_1'	retain the printed 'M_1 et 𝔪_1'	The authority visibly prints the conjunction 'et'; the likely grammatical tension is apparatus evidence, not an authorized emendation.	Physical page 125, Theorem 1.1; asset P0125-A01.
D018-P21-033	P21	125	source_language	omit or de-base-change formula (1.1.1)	retain (1.1.1) M_{1ℂ}≃ℙ^1_ℂ	The complex coarse-space calculation is the stated corollary from which 1.1 is deduced.	Physical page 125, formula (1.1.1); asset P0125-A02.
D018-P21-034	P21	125	source_language	weaken part a) to properness alone	retain properness, flatness, normality, Cohen--Macaulayness, and geometric irreducibility	All five properties are stated and used in the proof.	Physical page 125, part a); asset P0125-A02.
D018-P21-035	P21	125	source_language	omit the unibranch or Zariski step	retain geometric unibranchness, connectedness, and the Zariski conclusion	These are the exact steps proving irreducibility of every geometric fiber.	Physical page 125, proof of a); asset P0125-A02.
D018-P21-036	P21	125	source_language	replace G by all of 𝔪_1 or omit x↦-x	retain G as the open substack with automorphisms exactly Id and x↦-x	This stabilizer condition is the basis of the étale-locus argument.	Physical page 125, part b); asset P0125-A03.
D018-P21-037	P21	125	source_language	drop the geometric-point bar or the inclusion of the cusp locus	retain G⊃𝔪_1^∞ and the fibers (M_1)_{s̄}	Both notations are visible and are essential to the generic-reducedness argument.	Physical page 125, final paragraph; asset P0125-A04.
D018-P21-038	P21	126	source_language	restart with a new theorem	begin exactly with 'c) Fin de la démonstration.'	Physical page 126 continues the proof of Theorem 1.1 from page 125.	Physical page 126, opening line; assets P0126-A01 and P0126-A05.
D018-P21-039	P21	126	source_language	infer only reducedness from specialization	retain integral geometric fibers of arithmetic genus 0, hence projective lines, and smoothness of M_1	These are the stated conclusions completing part c).	Physical page 126, opening paragraph; asset P0126-A01.
D018-P21-040	P21	126	source_language	omit the Néron section or cohomology groups	retain M_1^∞, H^1=0, rank-two H^0, basis {1,j}, and j:M_1→̃ℙ^1_ℤ	The section and cohomology calculation construct the stated isomorphism.	Physical page 126, upper-middle paragraphs; assets P0126-A01--P0126-A02.
D018-P21-041	P21	126	source_language	silently pluralize 'deux démonstration classiques'	retain the authority's singular noun after 'deux' in the French layer	The printed grammatical tension must remain exposed rather than silently corrected.	Physical page 126, 'Preuve de (1.1.1)'; asset P0126-A02.
D018-P21-042	P21	126	source_language	read M_1^o as exponent zero or omit the one-point compactification	retain the letter-o open M_1^o(ℂ), its quotient description, ℝ^2, and adjoining one point	This is the full first classical proof.	Physical page 126, proof (1); asset P0126-A02.
D018-P21-043	P21	126	source_language	omit the puncture or alter the universal equation	retain Spec(ℂ[g_2,g_3]) minus the origin, Y^2=4X^3-g_2X-g_3, and ω=dX/Y	These data define the invariant-differential moduli scheme and its universal curve.	Physical page 126, proof (2); assets P0126-A03--P0126-A04.
D018-P21-044	P21	126	source_language	regularize the weights or leave the quotient unidentified	retain λ.(g_2,g_3)=(λ^4g_2,λ^6g_3) and the final identification with ℙ^1	The weight-(4,6) 𝔾_m action is the second proof's concluding calculation.	Physical page 126, final lines; asset P0126-A04.
