ledger_id,current_branch_head,prior_branch_head,scope_or_language,item_type,evidence_id,source_use_label,source_gate_decision,adverse_evidence_or_limit,branch_weight_update,marginal_intelligibility_update,source_use_update,do_not_use_guardrail,next_action,accepted_translation_evidence,promotion_allowed,native_review_claimed,boundary_note
R9-212DFB1-FABLE-CAPTURE-0011,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Tigrigna/Tigrinya,source_witness_capture_form_and_render,R9-C7FB-CAPTURE-0011,source-witness-capture-kit,exact_phrase_capture_pending,render_ok_pypdfium2,0_until_exact_phrase_page_and_review_gate_closes,0_no_bridge_claim,render/form supports manual capture only; pypdfium2 render retry applied,do not use rendered page/form as accepted term or translation evidence,manual exact phrase/page/formula-neighbor capture,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-CAPTURE-0012,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Tigrigna/Tigrinya,source_witness_capture_form_and_render,R9-C7FB-CAPTURE-0012,source-witness-capture-kit,exact_phrase_capture_pending,render_ok_pypdfium2,0_until_exact_phrase_page_and_review_gate_closes,0_no_bridge_claim,render/form supports manual capture only; pypdfium2 render retry applied,do not use rendered page/form as accepted term or translation evidence,manual exact phrase/page/formula-neighbor capture,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0001,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Amharic,visual_ocr_unicode_verification_required,R9-8F7D1CB-ATTEMPT-0007,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,text_extracted_but_ocr_unicode_adverse_requires_visual_verification,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,render/inspect candidate pages before phrase capture; keep OCR text untrusted,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0002,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Amharic,visual_ocr_unicode_verification_required,R9-8F7D1CB-ATTEMPT-0008,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,text_extracted_but_ocr_unicode_adverse_requires_visual_verification,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,render/inspect candidate pages before phrase capture; keep OCR text untrusted,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0003,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Hausa,invalid_pdf_header_source_body_recovery_required,R9-8F7D1CB-ATTEMPT-0009,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,blocked_invalid_pdf_header,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0004,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Hausa,invalid_pdf_header_source_body_recovery_required,R9-8F7D1CB-ATTEMPT-0010,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,blocked_invalid_pdf_header,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0005,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Igbo,invalid_pdf_header_source_body_recovery_required,R9-8F7D1CB-ATTEMPT-0011,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,blocked_invalid_pdf_header,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0006,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Igbo,invalid_pdf_header_source_body_recovery_required,R9-8F7D1CB-ATTEMPT-0012,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,blocked_invalid_pdf_header,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0007,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Yoruba/Wolof/Twi/Fulfulde/Mandinka,invalid_pdf_header_source_body_recovery_required,R9-8F7D1CB-ATTEMPT-0019,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,blocked_invalid_pdf_header,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0008,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Yoruba/Wolof/Twi/Fulfulde/Mandinka,invalid_pdf_header_source_body_recovery_required,R9-8F7D1CB-ATTEMPT-0020,ready-capture-blocker-recovery,blocked_before_exact_phrase_capture,blocked_invalid_pdf_header,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0009,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Somali,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0001,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing_or_context_only,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0010,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Somali,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0002,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing_or_context_only,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0011,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Somali,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0003,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing_or_context_only,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0012,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Somali,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0004,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing_or_context_only,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0013,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Somali,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0005,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing_or_context_only,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0014,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Somali,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0006,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing_or_context_only,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0015,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Somali,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0007,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing_or_context_only,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0016,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Somali,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0008,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing_or_context_only,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0017,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Somali,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0009,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing_or_context_only,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0018,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Hausa,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0010,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Hausa algebra/medium-of-instruction context body and ledgers are now packaged; cacheable Hausa math textbook/glossary or reviewer/source return still required for exact terms.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0019,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Hausa,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0011,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Hausa Early Family Math public-register web body was captured in exact pass; still replace/corroborate with school/university/publisher/reviewer source before terminology use.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0020,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Hausa,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0012,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,extract only if the PDF is valid and mathematically/language relevant; otherwise retry alternate mirrors,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0021,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Hausa,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0013,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,"Additional Hausa Haske numeracy PDF and Hausa ethnomathematics PDF bodies captured; still context-only, not technical textbook/glossary authority.",false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0022,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Hausa,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0014,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,"Hausa Early Family Math web body captured for public register; continue to use only as query guidance, not accepted terminology or technical authority.",false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0023,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Igbo,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0015,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,obtain source-cleared book text/PDF or reviewer return before extracting terms,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0024,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Igbo,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0016,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,"Igbo Early Family Math page and Igbo Wikipedia raw mathematics wikitext captured; public-register evidence only, not textbook/reviewer authority.",false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0025,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Igbo,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0017,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Igbo MAN algebra-medium PDF plus IRIS Igbo math-instruction page captured; context/source-canon support only; classroom textbook/lesson source and reviewer return remain required.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0026,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Igbo,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0018,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Igbo ethnomathematics/numerical-system context body is now packaged; keep as context unless a source gives explicit classroom/math terminology.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0027,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Igbo,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0019,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,not_admitted_source_body_missing,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Igbo web-body routes captured or probed; use as source-discovery leads only until exact math textbook/lesson body or reviewer return appears.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
