blocker_id,current_branch_head,prior_branch_head,blocker_class,source_scope,concept_or_row,evidence_id,source_body_or_route,status_or_route,searched_path_or_basis,next_action,source_use_label,source_gate_decision,branch_weight_delta,marginal_intelligibility_delta,accepted_translation_evidence,promotion_allowed,native_review_claimed,boundary_note
R9-212DFB1-BLOCKER-GAP-0003,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Somali,R9-LSB-0176,R9-8F7D-GAPFOLLOW-0003,,not_admitted_source_body_missing_or_context_only,not_admitted_source_body_missing_or_context_only,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0004,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Somali,R9-LSB-0177,R9-8F7D-GAPFOLLOW-0004,,not_admitted_source_body_missing_or_context_only,not_admitted_source_body_missing_or_context_only,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0005,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Somali,R9-LSB-0178,R9-8F7D-GAPFOLLOW-0005,,not_admitted_source_body_missing_or_context_only,not_admitted_source_body_missing_or_context_only,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0006,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Somali,R9-LSB-0179,R9-8F7D-GAPFOLLOW-0006,,not_admitted_source_body_missing_or_context_only,not_admitted_source_body_missing_or_context_only,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0007,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Somali,R9-LSB-0180,R9-8F7D-GAPFOLLOW-0007,,not_admitted_source_body_missing_or_context_only,not_admitted_source_body_missing_or_context_only,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0008,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Somali,R9-LSB-0181,R9-8F7D-GAPFOLLOW-0008,,not_admitted_source_body_missing_or_context_only,not_admitted_source_body_missing_or_context_only,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0009,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Somali,R9-LSB-0190,R9-8F7D-GAPFOLLOW-0009,,not_admitted_source_body_missing_or_context_only,not_admitted_source_body_missing_or_context_only,Recovery attempt returned a small HTML/non-PDF payload despite PDF-looking route; locate alternate source body or source-owner/reviewer return.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0010,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Hausa,R9-LSB-0317,R9-8F7D-GAPFOLLOW-0010,,not_admitted_source_body_missing,not_admitted_source_body_missing,Hausa algebra/medium-of-instruction context body and ledgers are now packaged; cacheable Hausa math textbook/glossary or reviewer/source return still required for exact terms.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0011,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Hausa,R9-LSB-0318,R9-8F7D-GAPFOLLOW-0011,,not_admitted_source_body_missing,not_admitted_source_body_missing,Hausa Early Family Math public-register web body was captured in exact pass; still replace/corroborate with school/university/publisher/reviewer source before terminology use.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0012,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Hausa,R9-LSB-0319,R9-8F7D-GAPFOLLOW-0012,,not_admitted_source_body_missing,not_admitted_source_body_missing,extract only if the PDF is valid and mathematically/language relevant; otherwise retry alternate mirrors,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0013,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Hausa,R9-LSB-0320,R9-8F7D-GAPFOLLOW-0013,,not_admitted_source_body_missing,not_admitted_source_body_missing,"Additional Hausa Haske numeracy PDF and Hausa ethnomathematics PDF bodies captured; still context-only, not technical textbook/glossary authority.",source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0014,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Hausa,R9-LSB-0321,R9-8F7D-GAPFOLLOW-0014,,not_admitted_source_body_missing,not_admitted_source_body_missing,"Hausa Early Family Math web body captured for public register; continue to use only as query guidance, not accepted terminology or technical authority.",source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0015,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Igbo,R9-LSB-0322,R9-8F7D-GAPFOLLOW-0015,,not_admitted_source_body_missing,not_admitted_source_body_missing,obtain source-cleared book text/PDF or reviewer return before extracting terms,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0016,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Igbo,R9-LSB-0323,R9-8F7D-GAPFOLLOW-0016,,not_admitted_source_body_missing,not_admitted_source_body_missing,"Igbo Early Family Math page and Igbo Wikipedia raw mathematics wikitext captured; public-register evidence only, not textbook/reviewer authority.",source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0017,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Igbo,R9-LSB-0324,R9-8F7D-GAPFOLLOW-0017,,not_admitted_source_body_missing,not_admitted_source_body_missing,Igbo MAN algebra-medium PDF plus IRIS Igbo math-instruction page captured; context/source-canon support only; classroom textbook/lesson source and reviewer return remain required.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0018,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Igbo,R9-LSB-0325,R9-8F7D-GAPFOLLOW-0018,,not_admitted_source_body_missing,not_admitted_source_body_missing,Igbo ethnomathematics/numerical-system context body is now packaged; keep as context unless a source gives explicit classroom/math terminology.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0019,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,Igbo,R9-LSB-0326,R9-8F7D-GAPFOLLOW-0019,,not_admitted_source_body_missing,not_admitted_source_body_missing,Igbo web-body routes captured or probed; use as source-discovery leads only until exact math textbook/lesson body or reviewer return appears.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0020,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,AF05 South Sudan: Dinka/Nuer/Zande,R9-SC-016,R9-8F7D-GAPFOLLOW-0020,,,,Partial South Sudan/Nuer source bodies and audit ledgers are now packaged; Dinka/Zande named source bodies plus reviewer/authority return and official source route remain required before translation/interlanguage promotion.,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0021,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,remaining_source_body_source_witness_gap,AF06 Omotic/Southern Non-Bantu: Khoekhoegowab/Juhoansi,R9-SC-017,R9-8F7D-GAPFOLLOW-0021,,,,"Khoekhoegowab/Juhoansi/Omotic source bodies and audit ledgers are now packaged; exact transcription, source-font/OCR, and reviewer/source return remain required before translation/interlanguage promotion.",source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0022,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,batch1_problem_row_recovery,Amharic,algebra,R9-C7FB-RECOVSPLIT-0001,,visual_ocr_unicode_verification_required,visual_ocr_unicode_verification_required,render/inspect candidate pages before phrase capture; keep OCR text untrusted,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0023,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,batch1_problem_row_recovery,Amharic,ring,R9-C7FB-RECOVSPLIT-0002,,visual_ocr_unicode_verification_required,visual_ocr_unicode_verification_required,render/inspect candidate pages before phrase capture; keep OCR text untrusted,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0024,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,batch1_problem_row_recovery,Hausa,algebra,R9-C7FB-RECOVSPLIT-0003,,invalid_pdf_header_source_body_recovery_required,invalid_pdf_header_source_body_recovery_required,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0025,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,batch1_problem_row_recovery,Hausa,ring,R9-C7FB-RECOVSPLIT-0004,,invalid_pdf_header_source_body_recovery_required,invalid_pdf_header_source_body_recovery_required,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0026,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,batch1_problem_row_recovery,Igbo,algebra,R9-C7FB-RECOVSPLIT-0005,,invalid_pdf_header_source_body_recovery_required,invalid_pdf_header_source_body_recovery_required,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-BLOCKER-GAP-0027,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,batch1_problem_row_recovery,Igbo,ring,R9-C7FB-RECOVSPLIT-0006,,invalid_pdf_header_source_body_recovery_required,invalid_pdf_header_source_body_recovery_required,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,0_blocked_no_positive_witness_weight,0_no_bridge_claim,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
