"Lane","RelativePath","Extension","SizeBytes","LastWriteTimeUtc","Category","IsBodyCandidate"
"noether-r9-africa-horn-west","R9_FABLE_INTERLANGUAGE_SOURCE_BODY_LEDGER_20260705\r9_c7fb_source_backed_pretranslation_interlinear_delta_20260706.csv",".csv","9534","2026-07-06T04:37:04.9760802Z","draft_noncanonical_support","True"
"noether-r9-africa-horn-west","R9_C7FB_AUTHORITY_FABLE_SYNC_20260706\R9_C7FB_SOURCE_BACKED_PRETRANSLATION_INTERLINEAR_DELTA_20260706.csv",".csv","9534","2026-07-06T04:37:04.9760802Z","draft_noncanonical_support","True"
"noether-r9-africa-horn-west","R9_FABLE_INTERLANGUAGE_SOURCE_BODY_LEDGER_20260705\r9_c7fb_authority_routing_application_to_r9_20260706.csv",".csv","22007","2026-07-06T04:37:04.9740734Z","fable_source_use_or_adverse_ledger","True"
"noether-r9-africa-horn-west","R9_C7FB_AUTHORITY_FABLE_SYNC_20260706\R9_C7FB_AUTHORITY_ROUTING_APPLICATION_TO_R9_20260706.csv",".csv","22007","2026-07-06T04:37:04.9740734Z","fable_source_use_or_adverse_ledger","True"
"noether-r9-africa-horn-west","R9_FABLE_INTERLANGUAGE_SOURCE_BODY_LEDGER_20260705\r9_c7fb_branch_authority_fable_packet_read_ledger_20260706.csv",".csv","6940","2026-07-06T04:37:04.9680537Z","fable_source_use_or_adverse_ledger","True"
"noether-r9-africa-horn-west","R9_C7FB_AUTHORITY_FABLE_SYNC_20260706\R9_C7FB_BRANCH_AUTHORITY_FABLE_PACKET_READ_LEDGER_20260706.csv",".csv","6940","2026-07-06T04:37:04.9680537Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\BRANCH_C7FB_INPUT_BLOCKERS.json",".json","13579","2026-07-06T04:36:33.9531056Z","blocker_recovery_or_uploader_route","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\BRANCH_C7FB_INPUT_BLOCKERS.csv",".csv","12072","2026-07-06T04:36:33.9531056Z","blocker_recovery_or_uploader_route","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\023__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__SOURCE_USE_POLICY.md",".md","3841","2026-07-06T04:36:23.0411972Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\022__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__NORMALIZATION_DECISIONS_R1_DRAFT_v1_20260705.md",".md","6493","2026-07-06T04:36:22.7844856Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\021__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__NORMALIZATION_DECISIONS_R1_DRAFT_v1_20260705.json",".json","15517","2026-07-06T04:36:22.5476095Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\018__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.md",".md","8839","2026-07-06T04:36:20.4110521Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\017__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json",".json","69792","2026-07-06T04:36:20.1256963Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\014__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__enclosures__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md",".md","5203","2026-07-06T04:36:19.2131382Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\013__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md",".md","5203","2026-07-06T04:36:18.8872289Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\012__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.json",".json","167343","2026-07-06T04:36:18.5319630Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\011__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.md",".md","8771","2026-07-06T04:36:18.2064167Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json",".json","68416","2026-07-06T04:36:17.9504990Z","fable_source_use_or_adverse_ledger","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\009__coordination__TO_OTHER_AI_LATEX_SOURCE_DIRECTIVE_20260705.md",".md","4459","2026-07-06T04:36:17.5951573Z","other_branch_artifact","True"
"noether-interlanguage-method-authority","INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md",".md","8476","2026-07-06T04:36:16.4449915Z","fable_source_use_or_adverse_ledger","True"
"noether-r3-arabic-persianate-linear-algebra","R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706\R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z\SHA256SUMS.txt",".txt","1185","2026-07-06T04:36:11.8876734Z","manifest_or_hash","True"
"noether-r3-arabic-persianate-linear-algebra","R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706\R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z\MANIFEST.csv",".csv","3892","2026-07-06T04:36:11.8107217Z","manifest_or_hash","True"
"noether-r3-arabic-persianate-linear-algebra","R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706\R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z\B3_UPLOADER_READY_SUMMARY.csv",".csv","570","2026-07-06T04:36:11.5454746Z","blocker_recovery_or_uploader_route","True"
"noether-r3-arabic-persianate-linear-algebra","R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706\R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z\R3_C7FB_BLOCKERS_GAPS_NEXT_ACTIONS.csv",".csv","3419","2026-07-06T04:36:11.5169097Z","blocker_recovery_or_uploader_route","True"
"noether-r3-arabic-persianate-linear-algebra","R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706\R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z\R3_C7FB_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv",".csv","3404","2026-07-06T04:36:11.5043634Z","fable_source_use_or_adverse_ledger","True"
"noether-r3-arabic-persianate-linear-algebra","R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706\R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z\R3_C7FB_PRETRANSLATION_INTERLINEAR_ROWS.csv",".csv","143400","2026-07-06T04:36:11.4888517Z","draft_noncanonical_support","True"
"noether-r3-arabic-persianate-linear-algebra","R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706\R3_C7FB_CURRENT_HEAD_CONTINUATION_20260706T043558Z\R3_C7FB_SOURCE_WITNESS_RECOVERY_INDEX.csv",".csv","11766","2026-07-06T04:36:11.4108248Z","source_body_or_witness","True"
"noether-r6-indigenous-creole-sign","NOETHER_R6_OUTPUT_CHECKSUM_MANIFEST_20260704.json",".json","249069","2026-07-06T04:31:54.4873875Z","manifest_or_hash","True"
"noether-r6-indigenous-creole-sign","NOETHER_R6_OUTPUT_CHECKSUM_MANIFEST_20260704.csv",".csv","180979","2026-07-06T04:31:54.4480588Z","manifest_or_hash","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706.md",".md","1516","2026-07-06T04:31:54.0701106Z","blocker_recovery_or_uploader_route","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\SHA256SUMS.txt",".txt","1478","2026-07-06T04:31:53.9813307Z","manifest_or_hash","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\MANIFEST.json",".json","2777","2026-07-06T04:31:53.7110103Z","manifest_or_hash","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\MANIFEST.csv",".csv","1839","2026-07-06T04:31:53.6162809Z","manifest_or_hash","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\logs\LOGBOOK_EXCERPT_20260706.md",".md","823","2026-07-06T04:31:53.3888263Z","readme_logbook_heartbeat_queue","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\README.md",".md","1827","2026-07-06T04:31:53.3858274Z","readme_logbook_heartbeat_queue","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\b3\B3_ROUTE.csv",".csv","1025","2026-07-06T04:31:53.3370236Z","blocker_recovery_or_uploader_route","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\verification\INPUT_SHA_VERIFICATION_RESULTS.csv",".csv","429","2026-07-06T04:31:53.3311234Z","blocker_recovery_or_uploader_route","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\ledgers\R6_SOURCE_GATED_SCAFFOLD_CARRY_FORWARD_AFTER_LIVE_RETRY_20260706.csv",".csv","3728","2026-07-06T04:31:53.3221213Z","blocker_recovery_or_uploader_route","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\ledgers\R6_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LIVE_RETRY_20260706.csv",".csv","12565","2026-07-06T04:31:53.3046006Z","fable_source_use_or_adverse_ledger","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\source-witness-index\R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv",".csv","70203","2026-07-06T04:31:53.2479432Z","source_body_or_witness","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\source-witness-index\R6_SIGN_ACCESS_SOURCE_WITNESS_SEPARATION_20260706.csv",".csv","30511","2026-07-06T04:31:53.1899328Z","source_body_or_witness","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\blockers\R6_PRIORITY_RECOVERY_DECISIONS_AFTER_LIVE_RETRY_20260706.csv",".csv","24905","2026-07-06T04:31:53.0890833Z","blocker_recovery_or_uploader_route","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\live-retry\WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_20260706.csv",".csv","2430","2026-07-06T04:31:52.9903367Z","blocker_recovery_or_uploader_route","True"
"noether-r6-indigenous-creole-sign","R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706\live-retry\LOCAL_HTTP_HEAD_RETRY_RESULTS_20260706.csv",".csv","2521","2026-07-06T04:31:52.9863141Z","blocker_recovery_or_uploader_route","True"
"noether-cjk-source-evidence-draft-lane","SHA256SUMS.txt",".txt","53481","2026-07-06T04:30:55.4507949Z","manifest_or_hash","True"
"noether-cjk-source-evidence-draft-lane","MANIFEST.csv",".csv","143279","2026-07-06T04:30:54.5946109Z","manifest_or_hash","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706_PACKAGE_INDEX_SHA256SUMS.txt",".txt","263","2026-07-06T04:30:36.1791984Z","manifest_or_hash","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706_PACKAGE_INDEX.csv",".csv","1840","2026-07-06T04:30:36.1180894Z","readme_logbook_heartbeat_queue","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706_PACKAGE_INDEX.md",".md","665","2026-07-06T04:30:36.1180894Z","readme_logbook_heartbeat_queue","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706\SHA256SUMS.txt",".txt","809","2026-07-06T04:30:36.0667003Z","manifest_or_hash","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706\MANIFEST.csv",".csv","1115","2026-07-06T04:30:36.0529220Z","manifest_or_hash","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706\README.md",".md","1494","2026-07-06T04:30:35.9443565Z","readme_logbook_heartbeat_queue","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706\SUMMARY.json",".json","1417","2026-07-06T04:30:35.9443565Z","readme_logbook_heartbeat_queue","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706\B3_ROUTE.csv",".csv","866","2026-07-06T04:30:35.9423511Z","readme_logbook_heartbeat_queue","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706\FABLE_SOURCE_USE_ADVERSE_RECOVERY_LEDGER.csv",".csv","15036","2026-07-06T04:30:35.9423511Z","readme_logbook_heartbeat_queue","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706\BLOCKER_NEXT_ACTIONS.csv",".csv","25605","2026-07-06T04:30:35.9403445Z","readme_logbook_heartbeat_queue","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706\SOURCE_PATH_PROBE_SUMMARY.csv",".csv","39443","2026-07-06T04:30:35.9383388Z","readme_logbook_heartbeat_queue","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706\SOURCE_BODY_PROBE_RESULTS.csv",".csv","63950","2026-07-06T04:30:35.9363322Z","readme_logbook_heartbeat_queue","True"
"noether-cjk-source-evidence-draft-lane","CJK_DRAFT_8F7D_BLOCKER_RECOVERY_QUEUE_20260706\BLOCKER_RECOVERY_QUEUE.csv",".csv","26189","2026-07-06T04:30:35.9323166Z","readme_logbook_heartbeat_queue","True"
"noether-r9-africa-horn-west","SHA256SUMS.txt",".txt","46210","2026-07-06T04:28:17.0368209Z","manifest_or_hash","True"
"noether-r9-africa-horn-west","MANIFEST.csv",".csv","84204","2026-07-06T04:28:17.0348144Z","manifest_or_hash","True"
"noether-romance-source-evidence-draft-lane","NOETHER_ROMANCE_BLOCKER_RESOLUTION_OUTPUT_MANIFEST_20260704.sha256",".sha256","63051","2026-07-06T04:27:54.8709187Z","manifest_or_hash","True"
"noether-romance-source-evidence-draft-lane","NOETHER_ROMANCE_CORPUS_TRANSLATION_OUTPUT_MANIFEST_20260704.sha256",".sha256","62676","2026-07-06T04:27:53.2699683Z","manifest_or_hash","True"
"noether-romance-source-evidence-draft-lane","NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_MANIFEST_20260704.sha256",".sha256","61255","2026-07-06T04:27:51.2024937Z","source_body_or_witness","True"
"noether-non-slavic-core-lane","SHA256SUMS.txt",".txt","20605","2026-07-06T04:27:49.9416520Z","manifest_or_hash","True"
"noether-non-slavic-core-lane","MANIFEST.csv",".csv","21332","2026-07-06T04:27:49.9238910Z","manifest_or_hash","True"
"noether-non-slavic-core-lane","NON_SLAVIC_CORE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\SHA256SUMS.txt",".txt","855","2026-07-06T04:27:49.6739584Z","manifest_or_hash","True"
"noether-non-slavic-core-lane","NON_SLAVIC_CORE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\MANIFEST.csv",".csv","836","2026-07-06T04:27:49.6694130Z","manifest_or_hash","True"
"noether-romance-source-evidence-draft-lane","NOETHER_ROMANCE_LANE_OUTPUT_MANIFEST_20260704.sha256",".sha256","47038","2026-07-06T04:27:49.0506939Z","manifest_or_hash","True"
"noether-slavic-canonical-baseline","SLAVIC_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\SHA256SUMS.txt",".txt","1248","2026-07-06T04:27:45.6123779Z","manifest_or_hash","True"
"noether-slavic-canonical-baseline","SLAVIC_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\MANIFEST.csv",".csv","2092","2026-07-06T04:27:45.4280596Z","manifest_or_hash","True"
"noether-slavic-canonical-baseline","SLAVIC_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\BLOCKER_RECOVERY_ROWS.csv",".csv","940","2026-07-06T04:27:45.2562079Z","blocker_recovery_or_uploader_route","True"
"noether-slavic-canonical-baseline","SLAVIC_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\CURRENT_OPEN_GAP_ROLLUP.csv",".csv","1305","2026-07-06T04:27:45.1412515Z","blocker_recovery_or_uploader_route","True"
"noether-slavic-canonical-baseline","SLAVIC_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\SOURCE_SEGMENT_BASELINE_STATUS.csv",".csv","1944","2026-07-06T04:27:44.8472544Z","other_branch_artifact","True"
"noether-slavic-canonical-baseline","SLAVIC_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\SOURCE_GATED_DRAFT_PACKET_STATUS.csv",".csv","2029","2026-07-06T04:27:44.7070961Z","other_branch_artifact","True"
"noether-slavic-canonical-baseline","SLAVIC_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\SLAVIC_LANGUAGE_OUTPUT_BODY_STATUS.csv",".csv","1525","2026-07-06T04:27:44.1463492Z","other_branch_artifact","True"
"noether-slavic-canonical-baseline","SLAVIC_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\SLAVIC_SOURCE_BODY_STATUS_BY_LANGUAGE.csv",".csv","2365","2026-07-06T04:27:43.4594740Z","other_branch_artifact","True"
"noether-non-slavic-core-lane","NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md",".md","670276","2026-07-06T04:27:37.0605368Z","other_branch_artifact","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\SHA256_VERIFICATION_20260706.csv",".csv","2609","2026-07-06T04:27:25.3983623Z","manifest_or_hash","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\SHA256SUMS.txt",".txt","1495","2026-07-06T04:27:25.3865794Z","manifest_or_hash","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\MANIFEST.csv",".csv","4315","2026-07-06T04:27:25.3845729Z","manifest_or_hash","True"
