"Lane","RelativePath","Extension","SizeBytes","LastWriteTimeUtc","Category","IsBodyCandidate"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7_SOURCE_BODY_LOCATOR_CODEPOINT_RECHECK_20260706\ARABIC_8F7_LOCATOR_CODEPOINT_BLOCKERS_20260706.csv",".csv","950","2026-07-06T04:17:45.2815042Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7_SOURCE_BODY_LOCATOR_CODEPOINT_RECHECK_20260706\ARABIC_8F7_SOURCE_BODY_LOCATOR_RECHECK_20260706.csv",".csv","5038","2026-07-06T04:17:44.6099249Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7_SOURCE_BODY_LOCATOR_CODEPOINT_RECHECK_20260706\ARABIC_8F7_SOURCE_USE_ADVERSE_CODEPOINT_LEDGER_20260706.csv",".csv","848","2026-07-06T04:17:45.2815042Z","fable_source_use_or_adverse_ledger","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7_SOURCE_BODY_LOCATOR_CODEPOINT_RECHECK_20260706\ARABIC_8F7_TARGET_CODEPOINT_LEDGER_20260706.csv",".csv","19664","2026-07-06T04:17:45.0030255Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7_SOURCE_BODY_LOCATOR_CODEPOINT_RECHECK_20260706\B3_UPLOADER_ROUTE_8F7_LOCATOR_CODEPOINT_20260706.csv",".csv","540","2026-07-06T04:17:45.2863896Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7_SOURCE_BODY_LOCATOR_CODEPOINT_RECHECK_20260706\LOGBOOK_EXCERPT_20260706.md",".md","1036","2026-07-06T04:17:45.3548480Z","readme_logbook_heartbeat_queue","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7_SOURCE_BODY_LOCATOR_CODEPOINT_RECHECK_20260706\MANIFEST.csv",".csv","3477","2026-07-06T04:17:45.4145087Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7_SOURCE_BODY_LOCATOR_CODEPOINT_RECHECK_20260706\README.md",".md","1014","2026-07-06T04:17:45.3295050Z","readme_logbook_heartbeat_queue","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7_SOURCE_BODY_LOCATOR_CODEPOINT_RECHECK_20260706\SHA256SUMS.txt",".txt","1455","2026-07-06T04:17:45.4562196Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\ARABIC_8F7_BLOCKERS_RECOVERY_NEXT_ACTIONS_20260706.csv",".csv","2253","2026-07-06T04:07:40.8912315Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\ARABIC_8F7_CONCEPT_SUMMARY_20260706.csv",".csv","1294","2026-07-06T04:06:23.6369670Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\ARABIC_8F7_INPUT_POINTERS_AND_VALIDATION_20260706.csv",".csv","1632","2026-07-06T04:07:40.8932380Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\ARABIC_8F7_POSTPUSH_INTERLINEAR_SCAFFOLDS_20260706.csv",".csv","20784","2026-07-06T04:06:23.6025566Z","draft_noncanonical_support","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\ARABIC_8F7_POSTPUSH_INTERLINEAR_SCAFFOLDS_20260706.jsonl",".jsonl","49862","2026-07-06T04:06:23.3732268Z","draft_noncanonical_support","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\ARABIC_8F7_POSTPUSH_SOURCE_GATED_ROWS_20260706.csv",".csv","75384","2026-07-06T04:06:22.9447412Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\ARABIC_8F7_POSTPUSH_SOURCE_GATED_ROWS_20260706.jsonl",".jsonl","97210","2026-07-06T04:06:23.1261503Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\ARABIC_8F7_RTL_FORMULA_LAYOUT_RISK_LEDGER_20260706.csv",".csv","20814","2026-07-06T04:07:33.0075672Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\ARABIC_8F7_SIX_ROW_IMPACT_MATRIX_20260706.csv",".csv","2935","2026-07-06T04:06:23.7496920Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\ARABIC_8F7_SOURCE_USE_ADVERSE_LEDGER_20260706.csv",".csv","2077","2026-07-06T04:07:40.7746922Z","fable_source_use_or_adverse_ledger","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\B3_UPLOADER_ROUTE_8F7_ARABIC_DELTA_20260706.csv",".csv","880","2026-07-06T04:07:40.8981819Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\BRANCH_8F7_CHANGED_PATHS_20260706.csv",".csv","17661","2026-07-06T04:07:40.5025000Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\BRANCH_8F7_HEAD_READ_LEDGER_20260706.csv",".csv","790","2026-07-06T04:07:40.4188843Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\LOGBOOK_EXCERPT_20260706.md",".md","1179","2026-07-06T04:07:40.9104690Z","readme_logbook_heartbeat_queue","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\MANIFEST.csv",".csv","6717","2026-07-06T04:11:58.2827756Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\README.md",".md","1154","2026-07-06T04:07:40.9064568Z","readme_logbook_heartbeat_queue","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\SHA256SUMS.txt",".txt","2816","2026-07-06T04:11:58.3308704Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_8F7D1CB_POSTPUSH_SOURCE_GATED_DELTA_20260706\SIBLING_WAKE_8F7_DISPATCH_20260706.csv",".csv","806","2026-07-06T04:11:58.0388003Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\ARABIC_6ROW_DUMP_METHOD_SOURCE_CROSSWALK_20260706.csv",".csv","21194","2026-07-06T02:57:52.1333088Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\ARABIC_6ROW_DUMP_METHOD_SOURCE_CROSSWALK_20260706.jsonl",".jsonl","24711","2026-07-06T02:57:52.1833407Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\B3_TARGET_PATHS_READTHROUGH_20260706.csv",".csv","1610","2026-07-06T02:57:52.2661305Z","blocker_recovery_or_uploader_route","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\BLOCKERS_NEXT_ACTIONS_20260706.csv",".csv","1691","2026-07-06T02:57:52.2641283Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\DUMP_MIRROR_AND_BRANCH_STATE_20260706.csv",".csv","1018","2026-07-06T02:57:51.6211978Z","other_branch_artifact","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\INTERLANGUAGE_DUMP_READTHROUGH_LEDGER_20260706.csv",".csv","18330","2026-07-06T02:57:51.6131496Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\LOCAL_ARABIC_PACKET_REFERENCES_20260706.csv",".csv","3859","2026-07-06T02:57:52.2601851Z","other_branch_artifact","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\LOGBOOK_EXCERPT_20260706.md",".md","1044","2026-07-06T02:57:52.2731995Z","readme_logbook_heartbeat_queue","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\MANIFEST.csv",".csv","5497","2026-07-06T03:00:28.5473896Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\README.md",".md","1799","2026-07-06T03:00:09.9173140Z","readme_logbook_heartbeat_queue","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\RTL_TEXPDF_RISK_READTHROUGH_20260706.csv",".csv","1661","2026-07-06T02:57:52.1853403Z","other_branch_artifact","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\SHA256SUMS.txt",".txt","1976","2026-07-06T03:00:28.5867081Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_INTERLANGUAGE_DUMP_READTHROUGH_20260706\SOURCE_USE_DECISIONS_DUMP_TO_ARABIC_20260706.csv",".csv","2435","2026-07-06T02:57:52.1843407Z","fable_source_use_or_adverse_ledger","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706\ARABIC_RTL_NEXT_ROW_BLOCKERS_20260706.csv",".csv","1638","2026-07-05T23:22:32.4095284Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706\ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706.csv",".csv","8095","2026-07-05T23:22:32.3343783Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706\ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706.jsonl",".jsonl","10062","2026-07-05T23:22:32.3799390Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706\B3_TARGET_PACKAGE_ROUTE_20260706.csv",".csv","1323","2026-07-05T23:22:32.4194778Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706\DELTA_ARTIFACTS_AND_BRANCH_ROUTE_20260706.csv",".csv","1726","2026-07-05T23:22:32.9800582Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706\LOGBOOK_EXCERPT_20260706.md",".md","877","2026-07-05T23:22:32.4255045Z","readme_logbook_heartbeat_queue","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706\MANIFEST.csv",".csv","2345","2026-07-05T23:22:33.0234552Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706\README.md",".md","1337","2026-07-05T23:22:32.4234960Z","readme_logbook_heartbeat_queue","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_NEXT_ROW_SOURCE_CHECK_DELTA_20260706\SHA256SUMS.txt",".txt","818","2026-07-05T23:22:33.0874781Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\ARABIC_SOURCE_BODY_DRAFT_BRANCH_PICKUP_AUDIT_20260706.csv",".csv","9512","2026-07-06T02:40:36.1438901Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\B3_TARGET_PATHS_PICKUP_20260706.csv",".csv","1572","2026-07-06T02:40:36.1838549Z","blocker_recovery_or_uploader_route","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\BLOCKERS_NEXT_RECOVERY_ACTIONS_20260706.csv",".csv","1825","2026-07-06T02:40:36.1818490Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\BRANCH_LOCAL_ONLY_PICKUP_ROUTE_20260706.csv",".csv","2165","2026-07-06T02:40:36.1545108Z","blocker_recovery_or_uploader_route","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\INTERLANGUAGE_DUMP_MINIMUM_READ_LEDGER_20260706.csv",".csv","9354","2026-07-06T02:40:35.8751112Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\LOGBOOK_EXCERPT_20260706.md",".md","995","2026-07-06T02:40:36.2044504Z","readme_logbook_heartbeat_queue","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\MANAGER_CORRECTION_AND_DUMP_UPTAKE_20260706.csv",".csv","898","2026-07-06T02:40:35.9821823Z","other_branch_artifact","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\MANIFEST_SHA_VERIFICATION_PICKUP_20260706.csv",".csv","3962","2026-07-06T02:40:36.1793050Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\MANIFEST.csv",".csv","3418","2026-07-06T02:40:36.3506621Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\README.md",".md","1444","2026-07-06T02:40:36.2004388Z","readme_logbook_heartbeat_queue","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\RTL_TEXPDF_RENDERING_RISKS_20260706.csv",".csv","1512","2026-07-06T02:40:36.1565201Z","other_branch_artifact","False"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_BRANCH_PICKUP_AUDIT_20260706\SHA256SUMS.txt",".txt","1156","2026-07-06T02:40:36.4272277Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_SOURCE_BODY_VERIFY_20260706\ARABIC_6ROW_DRAFT_SOURCE_VERIFY_20260706.csv",".csv","4114","2026-07-05T23:27:32.6496004Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_SOURCE_BODY_VERIFY_20260706\ARABIC_LITERAL_SOURCE_BODY_EXISTENCE_HASH_REVERIFY_20260706.csv",".csv","18169","2026-07-05T23:27:32.5603176Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_SOURCE_BODY_VERIFY_20260706\ARABIC_RTL_PACKAGE_SHA_REPLAY_20260706.csv",".csv","3726","2026-07-05T23:27:32.2223773Z","other_branch_artifact","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_SOURCE_BODY_VERIFY_20260706\B3_PACKAGE_NEEDS_INTEGRITY_ROUTE_20260706.csv",".csv","3909","2026-07-05T23:27:32.7193720Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_SOURCE_BODY_VERIFY_20260706\LOGBOOK_EXCERPT_20260706.md",".md","783","2026-07-05T23:27:32.7365077Z","readme_logbook_heartbeat_queue","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_SOURCE_BODY_VERIFY_20260706\MANIFEST.csv",".csv","2040","2026-07-05T23:27:33.2321972Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_SOURCE_BODY_VERIFY_20260706\README.md",".md","1096","2026-07-05T23:27:32.7345016Z","readme_logbook_heartbeat_queue","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_PACKAGE_INTEGRITY_SOURCE_BODY_VERIFY_20260706\SHA256SUMS.txt",".txt","718","2026-07-05T23:27:33.6827671Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_PACKAGE_RECOVERY_CYCLE_20260706\B3_UPLOADER_ROUTE_SOURCE_PACKAGE_RECOVERY_20260706.csv",".csv","833","2026-07-06T03:40:12.1586394Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_PACKAGE_RECOVERY_CYCLE_20260706\BLOCKERS_RECOVERY_NEXT_ACTIONS_20260706.csv",".csv","1769","2026-07-06T03:40:12.1548787Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_PACKAGE_RECOVERY_CYCLE_20260706\GITHUB_CODE_SEARCH_LEDGER_20260706.csv",".csv","1837","2026-07-06T03:40:12.1488379Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_PACKAGE_RECOVERY_CYCLE_20260706\LOCAL_TEX_SOURCE_SCAN_20260706.csv",".csv","2002","2026-07-06T03:40:12.1448115Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_PACKAGE_RECOVERY_CYCLE_20260706\LOGBOOK_EXCERPT_20260706.md",".md","1075","2026-07-06T03:40:12.2043868Z","readme_logbook_heartbeat_queue","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_PACKAGE_RECOVERY_CYCLE_20260706\MANIFEST.csv",".csv","3163","2026-07-06T03:40:37.2181995Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_PACKAGE_RECOVERY_CYCLE_20260706\README.md",".md","1682","2026-07-06T03:40:12.2023814Z","readme_logbook_heartbeat_queue","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_PACKAGE_RECOVERY_CYCLE_20260706\SHA256SUMS.txt",".txt","1297","2026-07-06T03:40:37.3474007Z","manifest_or_hash","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_PACKAGE_RECOVERY_CYCLE_20260706\SIX_ROW_SOURCE_PACKAGE_IMPACT_20260706.csv",".csv","2862","2026-07-06T03:40:12.1528677Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_PACKAGE_RECOVERY_CYCLE_20260706\WEB_ARXIV_SOURCE_PROBE_LEDGER_20260706.csv",".csv","2238","2026-07-06T03:40:12.1508560Z","blocker_recovery_or_uploader_route","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\ARABIC_6ROW_SOURCE_WITNESS_FABLE_MATRIX_20260706.csv",".csv","6477","2026-07-06T03:28:07.8391043Z","source_body_or_witness","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\ARABIC_ADVERSE_EVIDENCE_DO_NOT_USE_DELTA_20260706.csv",".csv","1266","2026-07-06T03:28:07.8829526Z","source_body_or_witness","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\ARABIC_SOURCE_WITNESS_INDEX_DELTA_20260706.csv",".csv","110457","2026-07-06T03:28:07.3686804Z","source_body_or_witness","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\B3_UPLOADER_ROUTE_SOURCE_WITNESS_FABLE_DELTA_20260706.csv",".csv","1401","2026-07-06T03:28:07.8930065Z","source_body_or_witness","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\BLOCKERS_RECOVERY_NEXT_ACTIONS_20260706.csv",".csv","1169","2026-07-06T03:28:07.8859530Z","source_body_or_witness","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\FABLE_REQUIRED_LEDGER_ROLLUP_20260706.csv",".csv","4562","2026-07-06T03:28:07.8084591Z","source_body_or_witness","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\LOGBOOK_EXCERPT_20260706.md",".md","800","2026-07-06T03:28:07.9345164Z","source_body_or_witness","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\MANIFEST.csv",".csv","4056","2026-07-06T03:28:08.4878777Z","source_body_or_witness","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\README.md",".md","1398","2026-07-06T03:28:07.9305031Z","source_body_or_witness","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\SHA256SUMS.txt",".txt","1606","2026-07-06T03:28:08.8222187Z","source_body_or_witness","True"
"noether-arabic-rtl-source-evidence-draft-lane","ARABIC_RTL_SOURCE_WITNESS_FABLE_DELTA_20260706\SOURCE_USE_LABEL_COUNTS_20260706.csv",".csv","858","2026-07-06T03:28:07.4779741Z","source_body_or_witness","True"
