"Status","Path","Root","Extension","Category","SourceBodyish"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/uobasrah_crossed_modules_thesis_abstract_2010.first5.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.first5.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.first5.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/syriamath_structures2_ring_homomorphism.textcheck.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.textcheck.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.textcheck.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.bigendian_strings.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.unicode_strings.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.textcheck.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.epub.blocked.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.epub.blocked.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.curl.err.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.curl.err.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.curl.err.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/svu_chapter4_rings_fields.curl.err.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/tripoli_math_bachelor_program.blocker.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/tripoli_math_bachelor_program.curl.err.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/yarmouk_bscmath_2025.blocker.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/yarmouk_bscmath_2025.curl.err.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/alfreed_rings_fields_book_metadata.curl.err.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.curl.err.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.pandoc.err.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.curl.err.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/http-headers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.headers.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/http-headers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.headers.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/http-headers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.headers.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/http-headers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/svu_chapter4_rings_fields.headers.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/http-headers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/tripoli_math_bachelor_program.headers.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/http-headers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/yarmouk_bscmath_2025.headers.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/http-headers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/alfreed_rings_fields_book_metadata.headers.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/http-headers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.headers.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/http-headers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.headers.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/other/20260705T013500Z_arabic_source_canon_heartbeat/downloads/omu_modern_algebra_book45_first20.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/other/20260705T013500Z_arabic_source_canon_heartbeat/downloads/omu_modern_algebra_book45_first40.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/other/20260705T013500Z_arabic_source_canon_heartbeat/downloads/omu_modern_algebra_book45_first80.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/search-results/20260705T121500Z_arabic_source_archive_recheck/downloads/github_code_tex_homomorphism.json","language-source-bodies",".json","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/search-results/20260705T121500Z_arabic_source_archive_recheck/downloads/github_code_tex_invariant_theory.json","language-source-bodies",".json","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/search-results/20260705T121500Z_arabic_source_archive_recheck/downloads/github_code_tex_linear_algebra.json","language-source-bodies",".json","source_body_or_witness","True"
"M","language-source-bodies/arabic-rtl-source-bodies-20260705/ar/provenance/search-results/20260705T121500Z_arabic_source_archive_recheck/downloads/github_code_tex_noetherian_ring.json","language-source-bodies",".json","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/KEY_SHAPED_HTML_OMISSION_LEDGER_20260705.csv","language-source-bodies",".csv","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/LOGBOOK.md","language-source-bodies",".md","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/MANIFEST.csv","language-source-bodies",".csv","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/MANIFEST.json","language-source-bodies",".json","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/README.md","language-source-bodies",".md","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/SHA256SUMS.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/SOURCE_USE_LABELS.csv","language-source-bodies",".csv","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/generated-draft/README_GENERATED_DRAFT.md","language-source-bodies",".md","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/generated-draft/draft-support/jp_zh_hans_draft_support_rows.generated-draft.noncanonical.csv","language-source-bodies",".csv","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/generated-draft/draft-support/jp_zh_hans_draft_support_rows.generated-draft.noncanonical.json","language-source-bodies",".json","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/generated-draft/draft-support/jp_zh_hans_draft_support_rows.generated-draft.noncanonical.md","language-source-bodies",".md","source_body_or_witness","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/generated-draft/tex/NOETHER_CJK_DRAFT_GLOSSARY_TEX_SIDECAR_20260704.generated-draft.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-draft-source-evidence-20260705/logs/SESSION_LOGBOOK_20260705_excerpt.md","language-source-bodies",".md","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/README.md","language-source-bodies",".md","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/SOURCE_BODIES.csv","language-source-bodies",".csv","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/SOURCE_BODIES.json","language-source-bodies",".json","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/generated-draft/CJK_GENERATED_DRAFT_SCAFFOLDS.csv","language-source-bodies",".csv","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/generated-draft/CJK_GENERATED_DRAFT_SCAFFOLDS.json","language-source-bodies",".json","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/generated-draft/README.md","language-source-bodies",".md","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/logbook.csv","language-source-bodies",".csv","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/logbook.json","language-source-bodies",".json","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/logbook.md","language-source-bodies",".md","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/logs/LOGBOOK_EXCERPT_20260705.md","language-source-bodies",".md","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/manifest.csv","language-source-bodies",".csv","source_body_or_witness","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/japanese/HideakiHosaka__2015_linear_algebra/20150422.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/japanese/HideakiHosaka__2015_linear_algebra/20150507.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/japanese/HideakiHosaka__2015_linear_algebra/2015linear_algebra.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/japanese/Seasawher__matsumura/matsumura.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/japanese/Seasawher__matsumura/preamble.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/japanese/Seasawher__matsumura/section10.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/japanese/Seasawher__matsumura/section11.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/japanese/Seasawher__matsumura/section12.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/japanese/imamuray__algebraic-systems/ch03-ring-and-polynomial/ch03-ring-and-polynomial.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/simplified_chinese/DolveKD__Advanced-Algebra-Notes/Notes/note.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/simplified_chinese/Kfj2006__Algebra_notes/chapters/chapter1.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/simplified_chinese/Kfj2006__Algebra_notes/chapters/chapter2.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/simplified_chinese/Kfj2006__Algebra_notes/chapters/chapter3.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/simplified_chinese/Kfj2006__Algebra_notes/chapters/chapter4.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/simplified_chinese/zhcosin__algebra-notes/abstract-algebra/group-section.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/simplified_chinese/zhcosin__algebra-notes/abstract-algebra/group.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/cjk-native-source-bodies-20260705/source-files/simplified_chinese/zhcosin__algebra-notes/linear-algebra/linear-algebra.tex","language-source-bodies",".tex","tex_family_body","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/MANIFEST.csv","language-source-bodies",".csv","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/MANIFEST.json","language-source-bodies",".json","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/fa_IR/fa_iut_behboodi_advanced_algebra.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/fa_IR/fa_iut_mathematics_curriculum_field_galois_syllabus.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/fa_IR/fa_kntu_foundations_of_algebra_course_guide.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/fa_IR/fa_pnu_ring_module_book_30094.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/fa_IR/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/prs_AF/prs_af_ecampus_algebra_momand.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/prs_AF/prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/tg_Cyrl_TJ/tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdftotext.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/ur/ur_iitk_satheee_ncert_class6_algebra_chapter11_403_gap.txt","language-source-bodies",".txt","source_body_or_witness","True"
"M","language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/MANIFEST.csv","language-source-bodies",".csv","source_body_or_witness","True"
"D","language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/transfer-upload-splits/R3_FA_NATIVE_REST_PART02_EXTENSION_COUNTS.csv","language-source-bodies",".csv","source_body_or_witness","True"
"D","language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/transfer-upload-splits/R3_FA_NATIVE_REST_PART02_MANIFEST.csv","language-source-bodies",".csv","source_body_or_witness","True"
"D","language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/transfer-upload-splits/R3_FA_NATIVE_REST_PART02_README.md","language-source-bodies",".md","source_body_or_witness","True"
"D","language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/transfer-upload-splits/R3_FA_NATIVE_REST_PART02_SHA256SUMS.txt","language-source-bodies",".txt","source_body_or_witness","True"
"D","language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/transfer-upload-splits/R3_FA_NATIVE_ZIP_PART01_EXTENSION_COUNTS.csv","language-source-bodies",".csv","source_body_or_witness","True"
"D","language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/transfer-upload-splits/R3_FA_NATIVE_ZIP_PART01_MANIFEST.csv","language-source-bodies",".csv","source_body_or_witness","True"
"D","language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/transfer-upload-splits/R3_FA_NATIVE_ZIP_PART01_README.md","language-source-bodies",".md","source_body_or_witness","True"
"D","language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/transfer-upload-splits/R3_FA_NATIVE_ZIP_PART01_SHA256SUMS.txt","language-source-bodies",".txt","source_body_or_witness","True"
