"root","local_path","repo_path","bytes","sha256","boundary"
"R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\carried-forward-2b1-token-reset-source-use-gap\B3_UPLOADER_READY_SUMMARY.csv","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/B3_UPLOADER_READY_SUMMARY.csv","795","1635587799ab94f0ed140e812cd089defa8a166b03bcf4f056bc52cec6e3a6ac","source-use/gap/draft-noncanonical review-only; Arabic/fa_IR/Dari/Tajik/Urdu-Hindustani/Ottoman/Pan-Turkic gates separate; no review/license/gate/final claims"
"R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_BLOCKERS_AND_RECOVERY_CONTINUATION.csv","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_BLOCKERS_AND_RECOVERY_CONTINUATION.csv","1095","3acd648386a143d31026a2863eca2bb1bce182a64853f5a539972162fcaadde0","source-use/gap/draft-noncanonical review-only; Arabic/fa_IR/Dari/Tajik/Urdu-Hindustani/Ottoman/Pan-Turkic gates separate; no review/license/gate/final claims"
"R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_CARRIED_FORWARD_FILE_INDEX.csv","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_CARRIED_FORWARD_FILE_INDEX.csv","2640","3953ad1a4dddd0376f8a56a71ceaa4ba7eb2cee3fe4dba21c07560dcaf721a4c","source-use/gap/draft-noncanonical review-only; Arabic/fa_IR/Dari/Tajik/Urdu-Hindustani/Ottoman/Pan-Turkic gates separate; no review/license/gate/final claims"
"R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_INCOMING_WAKE_DEDUP_CONTINUATION.csv","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_INCOMING_WAKE_DEDUP_CONTINUATION.csv","496","6cc5bac040fce94e14a4a0986d81b0192c5afc702131b062f6df758a100b121e","source-use/gap/draft-noncanonical review-only; Arabic/fa_IR/Dari/Tajik/Urdu-Hindustani/Ottoman/Pan-Turkic gates separate; no review/license/gate/final claims"
"R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_SOURCE_USE_GAP_FABLE_ADVERSE_LEDGER.csv","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_SOURCE_USE_GAP_FABLE_ADVERSE_LEDGER.csv","2452","a961d94907de6f335f6bf9d54768ff1480fdc92b67a1938c9779a7f0019a0194","source-use/gap/draft-noncanonical review-only; Arabic/fa_IR/Dari/Tajik/Urdu-Hindustani/Ottoman/Pan-Turkic gates separate; no review/license/gate/final claims"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\MANIFEST.csv","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","2166","420fa11b4972f14ff7162ddfc188227476a162bcabf6c66268089b8518aedddc","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","803","bf22ee6851167de007fd06747125ff08fc54390d79c5d2efcc56930129259017","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\README.md","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","1341","e8f3a6bb57c9940f82665b22a075d0a381c8b51de2a589801d3a79773ae12f1e","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\SHA256SUMS.txt","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","1658","d47cafc03901c82095d1f1812e0312b5a8ad2aba8e7026ce7ca4de461c25b163","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\b3\B3_ROUTE.csv","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","785","4d4a8d291a400a872b42ae117c74b9edd4f3048eb1e689490caa8c8100c97816","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\blockers\R6_5C87F666_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_5C87F666_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","1159","7d02f1e48583ca99bb415e89f90b2c9c7b0160c0398c758bd5558e67b737b8e5","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\branch-current\R6_5C87F666_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_5C87F666_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","527","0ccd0804a1e2d40e1855882f9014211a19d360b3d004a50d194a74f7e5debd87","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\branch-current\R6_5C87F666_LOCAL_HEAD_NAMED_FILE_HITS.csv","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_5C87F666_LOCAL_HEAD_NAMED_FILE_HITS.csv","2","7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\ethics\R6_5C87F666_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_5C87F666_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","1123","a61c309868308f39e24f877425a6f24b7a1596f8af94adc7a57cf39999d564d9","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\fable\R6_5C87F666_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_5C87F666_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","701","c39c9ec4852e567dbd8eb157f14e038942909130e277f0ca06abcf932d0afd95","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\input-verification\R6_5C87F666_PRIOR_PACKAGE_SHA_VERIFY.csv","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_5C87F666_PRIOR_PACKAGE_SHA_VERIFY.csv","3868","1d103189c8f034b2c33a1ed4b63000e81f70dc8542f7b27dc362386c4f699cd4","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\logs\LOGBOOK_EXCERPT_20260706.md","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","1002","c81d3156d773e182b7a6dea1e37821eaa0823f624426b78fcbde9f2b9e3ba56a","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
"R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706\mutual-watch\R6_5C87F666_MUTUAL_WATCH_OBSERVATION.csv","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_5C87F666_MUTUAL_WATCH_OBSERVATION.csv","468","dc8586a6ab5af7cb821eb7d958b7986829369c06514c330721f1d41282ee7c09","source-use/provenance/gap/draft-noncanonical carry-forward; no duplicated source bodies, sign media, rendering, visual inventory, term spine, pilot, or translation output"
