"zip_entry","extension","category","compressed_bytes","uncompressed_bytes","is_directory","is_tex_family","is_pdf","is_archive_like","mentions_slavic","mentions_interslavic","mentions_russian","mentions_ukrainian","mentions_french","mentions_spanish","mentions_japanese","mentions_chinese","mentions_korean","mentions_arabic","mentions_persian","mentions_tajik","mentions_turkic","mentions_noether","mentions_gauss","mentions_sga","mentions_zenodo"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2002.02745_lie_algebras_locally_nilpotent_derivations_ru/2002.02745_lie_algebras_locally_nilpotent_derivations_ru.source",".source","slavic-reference-lanes","10008","10003","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2002.02745_lie_algebras_locally_nilpotent_derivations_ru/source/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2002.02745_lie_algebras_locally_nilpotent_derivations_ru/source/source.tex",".tex","slavic-reference-lanes","10036","47189","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2002.02745_lie_algebras_locally_nilpotent_derivations_ru/source.decompressed",".decompressed","slavic-reference-lanes","10036","47189","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2002.02745_lie_algebras_locally_nilpotent_derivations_ru/source_text_probe.txt",".txt","slavic-reference-lanes","4416","16403","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/russian/2002.02745_lie_algebras_locally_nilpotent_derivations_ru/source_text_probe_decoded_utf8.txt",".txt","slavic-reference-lanes","4416","16403","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/2412.01870_biharmonic_commutative_algebra_uk.arxiv-api.xml",".xml","slavic-reference-lanes","804","1823","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/2412.01870_biharmonic_commutative_algebra_uk.pdf",".pdf","slavic-reference-lanes","149843","191926","False","False","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/2412.01870_biharmonic_commutative_algebra_uk.source",".source","slavic-reference-lanes","311234","311139","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/source/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/source/Menchov_therem_in_arbitrary_algebra_2.decoded-utf8.tex",".tex","slavic-reference-lanes","13172","48093","False","True","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/source/Menchov_therem_in_arbitrary_algebra_2.pdf",".pdf","slavic-reference-lanes","298839","300899","False","False","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/source/Menchov_therem_in_arbitrary_algebra_2.tex",".tex","slavic-reference-lanes","11897","34688","False","True","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/source.decompressed",".decompressed","slavic-reference-lanes","311414","337920","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/source_text_probe.txt",".txt","slavic-reference-lanes","10649","22723","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/2412.01870_biharmonic_commutative_algebra_uk/source_text_probe_decoded_utf8.txt",".txt","slavic-reference-lanes","5745","17799","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/math_0702732_roberts_ternary_forms_uk/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/math_0702732_roberts_ternary_forms_uk/math_0702732_roberts_ternary_forms_uk.arxiv-api.xml",".xml","slavic-reference-lanes","799","1754","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/math_0702732_roberts_ternary_forms_uk/math_0702732_roberts_ternary_forms_uk.pdf",".pdf","slavic-reference-lanes","157773","264666","False","False","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/math_0702732_roberts_ternary_forms_uk/math_0702732_roberts_ternary_forms_uk.source",".source","slavic-reference-lanes","13792","13787","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/math_0702732_roberts_ternary_forms_uk/source/","","slavic-reference-lanes","0","0","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/math_0702732_roberts_ternary_forms_uk/source/source.decoded-utf8.tex",".tex","slavic-reference-lanes","14832","61855","False","True","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/math_0702732_roberts_ternary_forms_uk/source/source.tex",".tex","slavic-reference-lanes","13852","48315","False","True","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/math_0702732_roberts_ternary_forms_uk/source.decompressed",".decompressed","slavic-reference-lanes","13852","48315","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/math_0702732_roberts_ternary_forms_uk/source_text_probe.txt",".txt","slavic-reference-lanes","3584","21305","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/arxiv-linguistic-samples/ukrainian/math_0702732_roberts_ternary_forms_uk/source_text_probe_decoded_utf8.txt",".txt","slavic-reference-lanes","5388","16960","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/","","slavic-reference-lanes","0","0","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/","","slavic-reference-lanes","0","0","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/1000 slov — multi.pdf",".pdf","slavic-reference-lanes","5014022","5054297","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Analiza.txt",".txt","slavic-reference-lanes","2010","4578","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/chernorizec_hrabr.pdf",".pdf","slavic-reference-lanes","89960","93458","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Ciekawe przypadki przypadków 2.rtf",".rtf","slavic-reference-lanes","6005","14876","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Cyrylica vs Łacinka.ods",".ods","slavic-reference-lanes","13144","15411","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/dulitsenko_mezdunarodnyje.pdf",".pdf","slavic-reference-lanes","11256191","11955261","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/EN Review about ISL from common Interslavic speaker, 7 pages.pdf",".pdf","slavic-reference-lanes","527475","584865","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/eng-isv.zip.bin",".bin","slavic-reference-lanes","298939","299983","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Funkcionalne slova.docx",".docx","slavic-reference-lanes","24871","27602","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Google Gboard 9.3.12 Interslavic 1.7.apk",".apk","slavic-reference-lanes","31124648","44028822","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Gramatika Meżuslovianskego pl.pdf",".pdf","slavic-reference-lanes","1116459","1195497","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Gramatyka Slovianskiego (PL) 2018.pdf",".pdf","slavic-reference-lanes","1704810","1815933","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/hameleon.pdf",".pdf","slavic-reference-lanes","184781","189295","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/InstrukcijaFonaMZ.odt",".odt","slavic-reference-lanes","31394","33477","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/INTERSLAVIC BOOK   SITE COPY.pdf",".pdf","slavic-reference-lanes","16699160","23676094","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Interslavic links.pdf",".pdf","slavic-reference-lanes","135917","212500","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/INTERSLAVIC RU.pdf",".pdf","slavic-reference-lanes","7185141","11886467","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Interslavic.bundle.zip.bin",".bin","slavic-reference-lanes","17455","20088","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/INTERSLAVIC_ADDED-WORDS_2012-12_3pp.pdf",".pdf","slavic-reference-lanes","91914","101514","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/is-portal.png",".png","slavic-reference-lanes","12771","12833","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Križovka.bmp",".bmp","slavic-reference-lanes","38149","2003622","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Lazović - Composition of Interslavic compound words.pdf",".pdf","slavic-reference-lanes","138422","144558","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Marija Falina (razkaz.). Istorična pamęť v Sŕbiji.pdf",".pdf","slavic-reference-lanes","478515","495292","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Medžuslovjanski prěględ MDZS _ polski v1.pdf",".pdf","slavic-reference-lanes","182755","186949","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/MEDŽUSLOVJANSKY PRAVOPIS.pdf",".pdf","slavic-reference-lanes","52257","54850","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Merunka Interslavic Guimaraes 2019 v2.pdf",".pdf","slavic-reference-lanes","7663682","8137239","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Merunka Interslavic Guimaraes 2019.pdf",".pdf","slavic-reference-lanes","7257313","7725862","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Međuslověnsko-Anglijsky slovnik po rodami sloves 2018.rtf",".rtf","slavic-reference-lanes","224040","4496830","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Meżuslovanski v obrazah - chlovek i jego tielo.pdf",".pdf","slavic-reference-lanes","1110894","1148828","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Meżuslovanski v obrazah - jedlo (1).pdf",".pdf","slavic-reference-lanes","1327298","1364511","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Meżuslovanski v obrazah - jedlo.pdf",".pdf","slavic-reference-lanes","1327298","1364511","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Meżuslovanski v obrazah - moje perve slova.pdf",".pdf","slavic-reference-lanes","1135010","1169565","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Meżuslovanski v obrazah - ovoci.pdf",".pdf","slavic-reference-lanes","2595167","2645616","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Meżuslovanski v obrazah - profesije_ludi.pdf",".pdf","slavic-reference-lanes","1032535","1064118","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Meżuslovanski v obrazah - Vozidla.pdf",".pdf","slavic-reference-lanes","929516","951043","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Meżuslovanski v obrazah - zveri.pdf",".pdf","slavic-reference-lanes","2845878","2932571","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/MS prěględ poljsky - prekladRU.pdf",".pdf","slavic-reference-lanes","203846","208584","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/ms-pregled-IE-V10-2018-005.pdf",".pdf","slavic-reference-lanes","220353","232932","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/MS_jezyk vece 2019 prezentacija.pdf",".pdf","slavic-reference-lanes","11545918","12033032","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/naučny pravopis.docx",".docx","slavic-reference-lanes","51741","53090","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Nejavina-Quickstart.pdf",".pdf","slavic-reference-lanes","10596743","11546589","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Osnovni medjuslovensko-srpski recnik (2021).pdf",".pdf","slavic-reference-lanes","266586","289207","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Osnovni međuslovensko-srpski rečnik (2020c).pdf",".pdf","slavic-reference-lanes","268912","294836","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Polski-Medžuslovjansky.apkg",".apkg","slavic-reference-lanes","1256697","1432126","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/PRAVO 04-10-2019 (1).pdf",".pdf","slavic-reference-lanes","553133","559597","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/PRAVO 04-10-2019.pdf",".pdf","slavic-reference-lanes","553133","559597","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Prioritetna i nerazumliva slova iz gledišča srbskogo jezyka.pdf",".pdf","slavic-reference-lanes","142487","157877","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/Prodana nevěsta - začto ne radovati se.docx",".docx","slavic-reference-lanes","9762","12469","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"slavic-reference-lanes/panslavic-interslavic-raw-20260609/interslav/PT_14_11_GRKES, 112-118 (1).pdf",".pdf","slavic-reference-lanes","201119","219656","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
