zip,path,line,keyword,context
Dirichlet_R22_XXXVII_Kronecker_20260604.zip,Dirichlet_R22_XXXVII_Kronecker_20260604/README.md,22,compact,"on formula, theta-series sum, and the form-number recurrence. Package paths are compact for Windows path-length safety. "
Dirichlet_R22_XXXVII_XLI_20260604.zip,Dirichlet_R22_XXXVII_XLI_20260604/new/en/tex/37_kronecker_en.tex,21,reading translation,.4em] {\large communicated by Ernst Schering}\\[0.7em] {\small Complete English reading translation with mathematical notation retained in type} \end{center}  \section*{Introductory note by Ernst Schering} The following correspondence between G. Lejeune Diric
Dirichlet_R22_XXXVII_XLI_20260604.zip,Dirichlet_R22_XXXVII_XLI_20260604/README.md,14,screenshot,"PDFs are typed TeX output. Source scans are retained only as witnesses; no page screenshot is used as a substitute for mathematical notation, tables, symbols, or formula systems in the reading PDFs. Planetary signs, the Dedekind note, the Weber note,"
Dirichlet_R22_XXXVII_XLI_20260604.zip,Dirichlet_R22_XXXVII_XLI_20260604/manifest.json,4,compact," Band II sequential continuation through items XXXVII-XLI plus volume-I errata; compact paths; TeX reset reading PDFs with source witnesses."",   ""file_count_excluding_manifest_and_hashes"": 131,   ""files"": [     {       ""path"": ""README.md"",       """
Dirichlet_R22_XXXVII_XL_20260604.zip,Dirichlet_R22_XXXVII_XL_20260604/README.md,12,screenshot," equations, symbolic rows, and tables; no mathematical display is supplied as a screenshot.  Layout:  - `new/orig/tex`, `new/orig/pdf`: original-language TeX/PDF. - `new/en/tex`, `new/en/pdf`: English translation TeX/PDF. - `src/pages`, `src/scans`, "
Dirichlet_R22_XXXVII_XXXIX_20260604.zip,Dirichlet_R22_XXXVII_XXXIX_20260604/README.md,27,screenshot,"short for Windows path-length safety. The reading PDFs do not use embedded page screenshots for mathematical display: equations, symbolic rows, and tables are typeset directly in TeX. "
Dirichlet_R22_XXXVII_XXXIX_20260604.zip,Dirichlet_R22_XXXVII_XXXIX_20260604/new/en/tex/37_kronecker_en.tex,21,reading translation,.4em] {\large communicated by Ernst Schering}\\[0.7em] {\small Complete English reading translation with mathematical notation retained in type} \end{center}  \section*{Introductory note by Ernst Schering} The following correspondence between G. Lejeune Diric
Dirichlet_R22_XXXVII_XXXX_20260604.zip,Dirichlet_R22_XXXVII_XXXX_20260604/README.md,12,screenshot," equations, symbolic rows, and tables; no mathematical display is supplied as a screenshot.  Layout:  - `new/orig/tex`, `new/orig/pdf`: original-language TeX/PDF. - `new/en/tex`, `new/en/pdf`: English translation TeX/PDF. - `src/pages`, `src/scans`, "
Dirichlet_R22_XXXVII_tail_20260604.zip,Dirichlet_R22_XXXVII_tail_20260604/new/en/tex/38_41_tail_en.tex,20,summary,"m completely in what alone could enter the composition of Humboldt's historical summary, doing so with the measure and precision that characterized Dirichlet's pen. Humboldt says he does not name Dirichlet, so as not to make the minister responsib"
Dirichlet_R22_XXXVII_tail_20260604.zip,Dirichlet_R22_XXXVII_tail_20260604/README.md,22,screenshot,", and Volume I errata are typeset directly in TeX rather than embedded as image screenshots.  Cumulative PDFs:  - `cum/pdf/dirichlet_b2_complete_orig.pdf` - `cum/pdf/dirichlet_b2_complete_en.pdf` "
Dirichlet_R23_AuditFix_20260604.zip,Dirichlet_R23_AuditFix_20260604/audit/compaction_phrase_scan.csv,3,facsimile,"richlet_R16_XXV_hydro_20260603.zip,Dirichlet_R16_XXV_hydro_20260603/README.md,9,facsimile,""amik.  Compact layout: - `new/orig/tex`, `new/orig/pdf`: separate German source facsimile files for XXV. - `new/en/tex`, `new/en/pdf`: separate English transl"
Dirichlet_R23_AuditFix_20260604.zip,Dirichlet_R23_AuditFix_20260604/audit/path_lengths.csv,16,compact,"5_hydro_de_text.pdf,33,87793 new/orig/tex/25_hydro_de_text.tex,33,45947 audit/compaction_phrase_scan.csv,32,3588 src/text/25_hydro_ocr_base.txt,30,45365 src/scans/27_kummer_scan.pdf,28,2198283 src/scans/25_hydro_scan.pdf,27,2018097 new/en/pd"
Dirichlet_R23_AuditFix_20260604.zip,Dirichlet_R23_AuditFix_20260604/audit/compaction_audit.md,7,facsimile,e I errata.  ## Applied corrections  1. XXV previously had an image-only German facsimile as the public original-language PDF. This package promotes the available typed source-text track to `new/orig/pdf/25_hydro_de_text.pdf` and uses it in `cum/pdf
Dirichlet_R23_AuditFix_20260604.zip,Dirichlet_R23_AuditFix_20260604/README.md,11,image-only,-XLI_en_current.pdf` - `audit/compaction_audit.md`  This round replaces the two image-only original-language reading slots found in the audit (XXV and XXVII) with typeset text tracks. Source scans remain as witnesses only. 
Dirichlet_R23_AuditFix_20260604.zip,Dirichlet_R23_AuditFix_20260604/manifest.json,10,compact,"981732bf971c958f79c4601473b6a277a7cd9acc029b""     },     {       ""path"": ""audit/compaction_audit.md"",       ""bytes"": 1554,       ""sha256"": ""f5b395b63cb753056125960d109954f54ab66c5db091d9ef8b4d3d432adcfe1d""     },     {       ""path"": ""audit/compact"
Dirichlet_R23_AuditFix_20260604.zip,Dirichlet_R23_AuditFix_20260604/SHA256SUMS.txt,3,compact,ADME.md f5b395b63cb753056125960d109954f54ab66c5db091d9ef8b4d3d432adcfe1d  audit/compaction_audit.md 3384a8fa293744ebaae85c5a6475fa5bb8505dbf32b97ca6e445122a8518ecaa  audit/compaction_phrase_scan.csv 39d0f8d25f04f5ed4ba7c1c1286175375b5d137ce204fde2
Dirichlet_R23_AuditFix_20260604.zip,Dirichlet_R23_AuditFix_20260604/MANIFEST.txt,4,compact,MANIFEST.txt README.md SHA256SUMS.txt audit/compaction_audit.md audit/compaction_phrase_scan.csv audit/path_lengths.csv checks/cum/en/page-1.png checks/cum/en/page-216.png checks/cum/orig/page-1.png checks/cum/o
Dirichlet_R23_CumQA_V1src_20260604.zip,Dirichlet_R23_CumQA_V1src_20260604/audit/repair_queue.csv,2,facsimile,"everity,finding,action XXV,high,Prior German original-language public file was facsimile/source locator; prior English was normalized notation/main equation systems rather than full line-by-line expansion.,Flag in cumulative; retain source witnesse"
Dirichlet_R23_CumQA_V1src_20260604.zip,Dirichlet_R23_CumQA_V1src_20260604/audit/phrase_hits.csv,2,facsimile,"richlet_R16_XXV_hydro_20260603.zip,Dirichlet_R16_XXV_hydro_20260603/README.md,9,facsimile,""amik.  Compact layout: - `new/orig/tex`, `new/orig/pdf`: separate German source facsimile files for XXV. - `new/en/tex`, `new/en/pdf`: separate English transl"
Dirichlet_R23_CumQA_V1src_20260604.zip,Dirichlet_R23_CumQA_V1src_20260604/audit/compaction_audit.md,3,facsimile,"d Band II lane for the failure mode the user flagged: compressed output, source facsimile being used as a reading PDF, screenshots standing in for formulas/tables/symbols, or summarized mathematical content.  ## Findings  1. **XXV, posthumous hydrod"
Dirichlet_R23_CumQA_V1src_20260604.zip,Dirichlet_R23_CumQA_V1src_20260604/audit/path_lengths.csv,11,compact,"ecks/cum/en/page-217.png,26,56814 cum/pdf/b2_I-XLI_en_QA.pdf,26,6088795 audit/compaction_audit.md,25,1700 checks/v1/pages/p0020.png,25,134733 checks/v1/pages/p0039.png,25,6125 v1/01/src/pages/p0020.png,25,134733 v1/01/src/pages/p0021.png,25,"
Dirichlet_R23_CumQA_V1src_20260604.zip,Dirichlet_R23_CumQA_V1src_20260604/cum/index/order_b2_QA.csv,27,facsimile," pp. 263-302,repair_required,Do not certify as final complete: prior German was facsimile/source locator; prior English was normalized/main-equation reading translation. Full formula-level repair needed. XXVI,XXVI,26_abel_theorem,Démonstration d’un"
Dirichlet_R23_CumQA_V1src_20260604.zip,Dirichlet_R23_CumQA_V1src_20260604/README.md,13,facsimile,mote OCR drafts or source scans as completed reading text. It flags the compact/facsimile cases and carries their source witnesses forward for repair. 
Dirichlet_R23_CumQA_V1src_20260604.zip,Dirichlet_R23_CumQA_V1src_20260604/manifest.json,12,compact,"07f15ed76c3b758f5f80da5ee33c809bb894c146276a""     },     {       ""path"": ""audit/compaction_audit.md"",       ""bytes"": 1700,       ""sha256"": ""5ba4138957280ccf126e6070dda6c35176e069540856989b9500ea64da40e073""     },     {       ""path"": ""audit/path_le"
Dirichlet_R23_CumQA_V1src_20260604.zip,Dirichlet_R23_CumQA_V1src_20260604/SHA256SUMS.txt,2,compact,ADME.md 5ba4138957280ccf126e6070dda6c35176e069540856989b9500ea64da40e073  audit/compaction_audit.md f28a22127725ee1e64c294ce930a25137bd967b3c4e7e598af1123228e2d70ea  audit/path_lengths.csv f5efb15edeb98c064f426a2af8d1f8dc757923ad9bd5fdfcfea60cc385
Dirichlet_R23_CumQA_V1src_20260604.zip,Dirichlet_R23_CumQA_V1src_20260604/MANIFEST.txt,2,compact,README.md audit/compaction_audit.md audit/path_lengths.csv audit/phrase_hits.csv audit/repair_queue.csv checks/cum/en/page-001.png checks/cum/en/page-217.png checks/cum/orig/page-001.
Dirichlet_R23_QA_B2status_V1src_20260604.zip,Dirichlet_R23_QA_B2status_V1src_20260604/README.md,5,compact,"# Dirichlet R23 QA status and forward source staging  Contents:  - `audit/`: compaction audit, repair queue, and path-length report. - `cum/pdf/`: QA-status cumulative PDFs through Band II I-XLI plus errata. - `src/25`, `src/27`: repair witness"
Dirichlet_R23_QA_B2status_V1src_20260604.zip,Dirichlet_R23_QA_B2status_V1src_20260604/SHA256SUMS.txt,3,compact,UMS.txt 5451c1a2d8b06a71c4a3ece2eeee86116ef0d6f9e95de62359df6436c968af57  audit/compaction_audit.md 3384a8fa293744ebaae85c5a6475fa5bb8505dbf32b97ca6e445122a8518ecaa  audit/compaction_phrase_scan.csv ac823b00100a747746ab63a9f00f4a05715b900791abe8f7
Dirichlet_R23_QA_B2status_V1src_20260604.zip,Dirichlet_R23_QA_B2status_V1src_20260604/audit/compaction_audit.md,3,facsimile,"e for the specific failure mode the user flagged: compressed output, image-only facsimiles used as reading PDFs, summaries, or screenshots standing in for symbols/tables/formulae.  ## Findings  - **XXV, Hydrodynamics**: repair required. The earlier "
Dirichlet_R23_QA_B2status_V1src_20260604.zip,Dirichlet_R23_QA_B2status_V1src_20260604/audit/compaction_phrase_scan.csv,3,facsimile,"richlet_R16_XXV_hydro_20260603.zip,Dirichlet_R16_XXV_hydro_20260603/README.md,9,facsimile,""amik.  Compact layout: - `new/orig/tex`, `new/orig/pdf`: separate German source facsimile files for XXV. - `new/en/tex`, `new/en/pdf`: separate English transl"
Dirichlet_R23_QA_B2status_V1src_20260604.zip,Dirichlet_R23_QA_B2status_V1src_20260604/audit/path_lengths.csv,7,compact,"_not_promoted.pdf,34,124239 src/27/text_draft_not_promoted.tex,34,89563 audit/compaction_phrase_scan.csv,32,3588 next_v1/src/01_paper1_erara.pdf,31,3037250 next_v1/src/pages/v1_p0020.png,30,134733 next_v1/src/pages/v1_p0021.png,30,163257 nex"
Dirichlet_R23_QA_B2status_V1src_20260604.zip,Dirichlet_R23_QA_B2status_V1src_20260604/audit/repair_queue.csv,2,facsimile,"verity,finding,R23_action,front_facing_status XXV,high,R16 German original was facsimile; R16 English was normalized/main-equation reading translation,flagged; source witnesses and OCR locator retained; not promoted as final,repair required before "
Dirichlet_R23_QA_B2status_V1src_20260604.zip,Dirichlet_R23_QA_B2status_V1src_20260604/cum/index/order_I-XLI_QA.csv,21,facsimile,"mula-level expansion required,Earlier R16 described the German public file as a facsimile and the English file as a normalized/main-equation reading translation. XXI,21_jacobi_estate,Nachricht über Jacobi’s wissenschaftlichen Nachlass,de,Werke II p"
Dirichlet_R23_auditfix2_20260604.zip,<zip open failed>,,BadZipFile,File is not a zip file
Dirichlet_R23_auditfix_20260604.zip,Dirichlet_R23_auditfix_20260604/README.md,5,facsimile,ial address original-language reading PDF is now typed TeX rather than a source-facsimile. The cumulative original-language PDF is rebuilt with that replacement.  Known remaining repair target: XXV Hydrodynamics. The package explicitly flags it rath
Dirichlet_R23_auditfix_20260604.zip,Dirichlet_R23_auditfix_20260604/SHA256SUMS.txt,3,compact,UMS.txt d3ce6cb026107e0e2b8d51aca33860b8c2801987518b8265a7085ad7ae55e57a  audit/compactness_audit.md 7f542e7fd2b5abb00a35734307eef5069ec02a63f36b174b261c5d35cc93382f  checks/cum/en/page-001-001.png 7654d2cff8683d811fb066ec44698ef481f1cb11971f2ea80
Dirichlet_R23_auditfix_20260604.zip,Dirichlet_R23_auditfix_20260604/audit/compactness_audit.md,7,facsimile,ckage:  1. Item XXVII (Kummer memorial address) previously had a 36-page source-facsimile original-language reading PDF. That is not a professional final original-language text. This package replaces it with a typed German TeX/PDF reset from the R18
Dirichlet_R23_auditfix_20260604.zip,Dirichlet_R23_auditfix_20260604/cum/index/order_I-XLI_audit1.csv,6,facsimile,"mten ganzen Zahlen,de,Werke II pp. 27-48,REPAIRED THIS ROUND: original-language facsimile replaced by typed German TeX/PDF VI,06_mean_values,Über die Bestimmung der mittleren Werthe in der Zahlentheorie,de,Werke II pp. 49-66,carried forward VII,07"
Dirichlet_R23_auditfix_20260604.zip,Dirichlet_R23_auditfix_20260604/manifest.json,15,compact,"b10964bc46bfce6fb7af1c0504181d76bb64ed7cbfe3""     },     {       ""path"": ""audit/compactness_audit.md"",       ""bytes"": 2275,       ""sha256"": ""d3ce6cb026107e0e2b8d51aca33860b8c2801987518b8265a7085ad7ae55e57a""     },     {       ""path"": ""checks/cum/e"
Dirichlet_R23_cum_audit_20260604.zip,Dirichlet_R23_cum_audit_20260604/new/en/tex/37_kronecker_en.tex,21,reading translation,.4em] {\large communicated by Ernst Schering}\\[0.7em] {\small Complete English reading translation with mathematical notation retained in type} \end{center}  \section*{Introductory note by Ernst Schering} The following correspondence between G. Lejeune Diric
Dirichlet_R23_cum_audit_20260604.zip,Dirichlet_R23_cum_audit_20260604/cum/index/order_I-XLI_audited.csv,27,facsimile,"lem der Hydrodynamik,de,263-302,276-315,typed audit branch plus source-faithful facsimile branch XXVI,26_abel,Démonstration d’un théorème d’Abel,fr,303-306,316-319,typed XXVIa,26a_appendix_divider,Anhang,de,307,320,divider retained XXVII,27_kumme"
Dirichlet_R23_cum_audit_20260604.zip,Dirichlet_R23_cum_audit_20260604/cum/index/order_I-XLI_audited.md,30,facsimile,Hydrodynamik | de | 263-302 | 276-315 | typed audit branch plus source-faithful facsimile branch | | XXVI | 26_abel | Démonstration d’un théorème d’Abel | fr | 303-306 | 316-319 | typed | | XXVIa | 26a_appendix_divider | Anhang | de | 307 | 320 | di
Dirichlet_R23_cum_audit_20260604.zip,Dirichlet_R23_cum_audit_20260604/audit/compaction_audit.md,11,facsimile,"ve.  3. Hydrodynamics XXV.  The previous package carried both a source-faithful facsimile branch and a typed OCR/transcript branch.  R23 now keeps both branches explicit: `dirichlet_b2_I-XLI_orig_sourcefaith.pdf` preserves visual source fidelity, wh"
Dirichlet_R23_cum_audit_20260604.zip,Dirichlet_R23_cum_audit_20260604/README.md,3,compact,# Dirichlet R23 cumulative audit  See `audit/compaction_audit.md` and `cum/index/order_I-XLI_audited.md`. 
Dirichlet_R23_cum_audit_20260604.zip,Dirichlet_R23_cum_audit_20260604/manifest.json,10,compact,"83b39672a851566b78ccbe4bd9b1c2c64426e33c9d7e""     },     {       ""path"": ""audit/compaction_audit.md"",       ""bytes"": 2415,       ""sha256"": ""ca644a675dbefedff996c72c549180d1af012b5da63c494584df42c0e990ba4d""     },     {       ""path"": ""audit/missing"
Dirichlet_R23_cum_audit_20260604.zip,Dirichlet_R23_cum_audit_20260604/SHA256SUMS.txt,2,compact,ADME.md ca644a675dbefedff996c72c549180d1af012b5da63c494584df42c0e990ba4d  audit/compaction_audit.md 8ece03c79e6b56165bd03eeca829f30d57059052638c0c5684261fe273649930  audit/missing_parts.txt 68c9e19d1694d746a1a6d76de78a6b84409cbb2d420debe1eb08eb492
Dirichlet%20Round%2005%20-%20Mean%20Values%20and%20Cumulative%20Papers%20I-VI%2020260602.zip,Dirichlet_Round05_Mean_Values_Source_Checked_20260602/README_START_HERE.md,12,compact,"PDF, - English translation TeX/PDF, - source scan page images for checking, - a compact correction log.  ## Cumulative current  The cumulative folder now contains Papers I--VI as separate editable TeX/PDF files and also combined PDFs:  - `cumulati"
