"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P21-ZH-X011","P21-ZH-T011","source snapshot lines 64–68, with inflected source wording; segment B","zweite Variation","第二变分","第二變分","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The second variation in calculus of variations, as represented by the displayed second-variation expression.","second finite difference; a second textual variant; repeated informal change; second derivative without variational meaning","modern Sino-xenic coinage/calque","Medium: 第二变分 is transparent in Mainland variational prose but competes with 二次 and 二阶 compounds; regional conventions were not researched.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","independent check absent; pending"
"P21-ZH-X012","P21-ZH-T012","source snapshot line 64; segment B","Normalform","正规形式","正規形式","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A mathematically normalized or canonical form for the second-variation expression in context.","normal distribution; ordinary formatting; normal subgroup; normalized coordinates; social or procedural regularity","mixed/contested","High: 正规形式 is a Mainland-oriented choice with 标准形, 典范形式, and 正规型 as strong discipline- and region-sensitive attractors.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","independent check absent; pending"
"P21-ZH-X013","P21-ZH-T013","source snapshot lines 80 and 82; segment C","Reduktionssatz","约化定理","約化定理","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A mathematical reduction theorem in the paper's invariant-theoretic argument.","reductio ad absurdum; reduction modulo an integer; informal simplification; chemical reduction","mixed/contested","High: 约化 is a PRC technical attractor but 化归 and 归约 compete across mathematical subfields; no regional or historical Chinese evidence was consulted.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","independent check absent; pending"
"P21-ZH-X014","P21-ZH-T014","source snapshot lines 80 and 82; segment C","Äquivalenz","等价","等價","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","Mathematical equivalence under the specified transformation framework, including the equivalence question for forms.","literal equality; approximate numerical equality; logical biconditional without the transformation relation; equal economic value","modern Sino-xenic coinage/calque","Low-to-medium: 等价 is highly conventional in Mainland mathematics but its unqualified use may hide the operative transformation relation; regional lexical evidence is absent.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","independent check absent; pending"
"P21-ZH-X015","P21-ZH-T015","source snapshot line 80; segment C","Normalkoordinaten","正规坐标","正規坐標","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","Normal coordinates in differential geometry, centered at a point and associated with the geodesic construction discussed.","normalized data coordinates; ordinary Cartesian coordinates; normal vectors used as coordinates; coordinate standardization","mixed/contested","High: 正规坐标 is Mainland-oriented; 法坐标, 标准坐标, and the glyph choice 坐标/座標 form a region-sensitive attractor set not investigated here.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","independent check absent; pending"
"P21-ZH-X016","P21-ZH-T016","source snapshot line 82; segment C","Parallelverschiebung","平行移动","平行移動","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","Parallel transport of a vector in the differential-geometric sense stated in the paper.","literal motion along a parallel line; Euclidean translation of a figure; moving two objects in parallel; a parallel shift of a graph alone","mixed/contested","High: 平行移动 is a literal Mainland-readable phrase but 平行输运 is a powerful modern geometry attractor; historical and regional preferences were not researched.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","independent check absent; pending"
"P21-ZH-X017","P21-ZH-T017","source snapshot line 84, with plural inflection; segment C","invariantes Variationsproblem","不变变分问题","不變變分問題","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A calculus-of-variations problem equipped with the group invariance stated in the closing discussion.","a variational problem with an unchanged answer; a fixed optimization problem; an invariant function outside variational calculus; a generic symmetry problem","modern Sino-xenic coinage/calque","Medium: the stacked compound 不变变分问题 is characteristic of compact Mainland technical prose and may be syntactically dense; regional phrasing was not tested.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","independent check absent; pending"
"P21-ZH-X018","P21-ZH-T018","source snapshot line 84, with plural inflection; segment C","Divergenz","散度","散度","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A mathematical divergence expression in the symmetry/invariance correspondence described at the end of the paper.","informal disagreement; divergence of a numerical series; unqualified vector-field divergence detached from the stated correspondence; mere nonconvergence","modern Sino-xenic coinage/calque","High: 散度 is Mainland-standard vector-calculus terminology but can under-specify the divergence-expression role here; 发散 is an adverse attractor and regional vocabulary was not researched.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","independent check absent; pending"
"P21-ZH-X019","P21-ZH-T019","source snapshot line 84, parenthetical source wording and plural inflection; segment C","relative Invariante","相对不变量","相對不變量","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","An invariant that transforms relatively, rather than absolutely, in the group-theoretic setting described.","an invariant of merely relative importance; an absolute invariant; a relation between two arbitrary invariants; a quantity constant only approximately","modern Sino-xenic coinage/calque","Medium: 相对不变量 is Mainland-compatible but 不变式 competes, and the transformation-factor sense is not overt in the compact form; regional evidence is absent.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","independent check absent; pending"
"P21-ZH-X020","P21-ZH-T020","source snapshot lines 58 and 62; segment B","Reihen","变量组","變量組","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","Ordered variable families such as dx and delta x, and further differential-variable families, in the local description of a form's arguments.","an infinite series; a power series; numerical convergence sequence; a row of a matrix without the variable-family role; a queue or rank","mixed/contested","High: 变量组 is a Mainland-readable editorial disambiguation rather than a surface calque of Reihen; 列, 系列, and 族 are strong attractors, and no regional evidence was consulted.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","independent check absent; pending"
