"decision_id","source_locator","exact_german_phrase","concept_scope","zh_hans_cn_choice","sense_window","excluded_senses","alternatives_considered","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_form","controlled_hant_status","independent_check_status","producer_note"
"P21-ZH-T011","source snapshot lines 64–68, with inflected source wording; segment B","zweite Variation","second variation appearing in the named normal-form construction","第二变分","The second variation in calculus of variations, as represented by the displayed second-variation expression.","second finite difference; a second textual variant; repeated informal change; second derivative without variational meaning","二次变分; 第二次变分; 二阶变分","modern Sino-xenic coinage/calque","Medium: 第二变分 is transparent in Mainland variational prose but competes with 二次 and 二阶 compounds; regional conventions were not researched.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","第二變分","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The supplied form is bound to the producer target while the ordinal-versus-order alternatives remain open."
"P21-ZH-T012","source snapshot line 64; segment B","Normalform","the stated normal form of the second variation","正规形式","A mathematically normalized or canonical form for the second-variation expression in context.","normal distribution; ordinary formatting; normal subgroup; normalized coordinates; social or procedural regularity","标准形; 典范形式; 正规型","mixed/contested","High: 正规形式 is a Mainland-oriented choice with 标准形, 典范形式, and 正规型 as strong discipline- and region-sensitive attractors.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","正規形式","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","No claim is made that one Chinese normal-form convention dominates across fields or regions."
"P21-ZH-T013","source snapshot lines 80 and 82; segment C","Reduktionssatz","the theorem reducing invariant construction or equivalence to the stated homogeneous-component problem","约化定理","A mathematical reduction theorem in the paper's invariant-theoretic argument.","reductio ad absurdum; reduction modulo an integer; informal simplification; chemical reduction","化归定理; 简约定理; 归约定理","mixed/contested","High: 约化 is a PRC technical attractor but 化归 and 归约 compete across mathematical subfields; no regional or historical Chinese evidence was consulted.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","約化定理","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The producer form is logged with the reduction-family terminology debt left unresolved for checkers."
"P21-ZH-T014","source snapshot lines 80 and 82; segment C","Äquivalenz","equivalence of the relevant differential forms under the transformation relation discussed","等价","Mathematical equivalence under the specified transformation framework, including the equivalence question for forms.","literal equality; approximate numerical equality; logical biconditional without the transformation relation; equal economic value","等价性; 等值; 等价关系","modern Sino-xenic coinage/calque","Low-to-medium: 等价 is highly conventional in Mainland mathematics but its unqualified use may hide the operative transformation relation; regional lexical evidence is absent.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","等價","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The bounded sense window carries the transformation context that the short Chinese form does not itself expose."
"P21-ZH-T015","source snapshot line 80; segment C","Normalkoordinaten","Riemannian normal coordinates used in the reduction argument","正规坐标","Normal coordinates in differential geometry, centered at a point and associated with the geodesic construction discussed.","normalized data coordinates; ordinary Cartesian coordinates; normal vectors used as coordinates; coordinate standardization","法坐标; 标准坐标; 正规座标","mixed/contested","High: 正规坐标 is Mainland-oriented; 法坐标, 标准坐标, and the glyph choice 坐标/座標 form a region-sensitive attractor set not investigated here.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","正規坐標","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The Hant form is a controlled script derivative only and is not evidence for any regional 坐標/座標 convention."
"P21-ZH-T016","source snapshot line 82; segment C","Parallelverschiebung","geometric parallel transport of a vector in the Levi-Civita interpretation","平行移动","Parallel transport of a vector in the differential-geometric sense stated in the paper.","literal motion along a parallel line; Euclidean translation of a figure; moving two objects in parallel; a parallel shift of a graph alone","平行输运; 平行传递; 平行移位","mixed/contested","High: 平行移动 is a literal Mainland-readable phrase but 平行输运 is a powerful modern geometry attractor; historical and regional preferences were not researched.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","平行移動","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The supplied historical-style wording is recorded without deciding between 移动 and modern 输运 terminology."
"P21-ZH-T017","source snapshot line 84, with plural inflection; segment C","invariantes Variationsproblem","a variational problem whose integral is invariant under a Lie-type group","不变变分问题","A calculus-of-variations problem equipped with the group invariance stated in the closing discussion.","a variational problem with an unchanged answer; a fixed optimization problem; an invariant function outside variational calculus; a generic symmetry problem","不变的变分问题; 群不变变分问题; 不变变分原理","modern Sino-xenic coinage/calque","Medium: the stacked compound 不变变分问题 is characteristic of compact Mainland technical prose and may be syntactically dense; regional phrasing was not tested.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","不變變分問題","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The sense window supplies the group-invariance relation omitted by the compact Chinese surface form."
"P21-ZH-T018","source snapshot line 84, with plural inflection; segment C","Divergenz","divergence expressions corresponding to finite-parameter group invariance in the concluding Noether-theorem statement","散度","A mathematical divergence expression in the symmetry/invariance correspondence described at the end of the paper.","informal disagreement; divergence of a numerical series; unqualified vector-field divergence detached from the stated correspondence; mere nonconvergence","发散; 散度式; 散度项","modern Sino-xenic coinage/calque","High: 散度 is Mainland-standard vector-calculus terminology but can under-specify the divergence-expression role here; 发散 is an adverse attractor and regional vocabulary was not researched.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","散度","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The supplied form is recorded without source-theorem adjudication or a claim about the optimal explanatory expansion."
"P21-ZH-T019","source snapshot line 84, parenthetical source wording and plural inflection; segment C","relative Invariante","relative invariant status attributed to the Lagrange expressions under the group","相对不变量","An invariant that transforms relatively, rather than absolutely, in the group-theoretic setting described.","an invariant of merely relative importance; an absolute invariant; a relation between two arbitrary invariants; a quantity constant only approximately","相对不变式; 关系不变量; 相对 invariant","modern Sino-xenic coinage/calque","Medium: 相对不变量 is Mainland-compatible but 不变式 competes, and the transformation-factor sense is not overt in the compact form; regional evidence is absent.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","相對不變量","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The relative-versus-absolute distinction is retained in the sense window for independent review."
"P21-ZH-T020","source snapshot lines 58 and 62; segment B","Reihen","the two or more families of differential variables occurring as arguments of a form","变量组","Ordered variable families such as dx and delta x, and further differential-variable families, in the local description of a form's arguments.","an infinite series; a power series; numerical convergence sequence; a row of a matrix without the variable-family role; a queue or rank","变量列; 变量系列; 变量族","mixed/contested","High: 变量组 is a Mainland-readable editorial disambiguation rather than a surface calque of Reihen; 列, 系列, and 族 are strong attractors, and no regional evidence was consulted.","supplied producer editorial choice instantiated in the assembled Hans target; inherited Simplified-Chinese drafting witness bound but not treated as authority; independent checking absent","變量組","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Because this packaging subtask does not adjudicate translation, the supplied producer form and its explicit excluded series-sense are both retained."
