"manifest_id","relative_path","bytes","sha256","media_type","release_role","scope","status","caveat"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-011","producer/FORMULA_STRUCTURE_LEDGER_R3.csv","1537","6AF0BCDBB60BF3DE0EB322AB4DE70926EC8DC46C63B55BA78A7044EE28642357","text/csv","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-012","producer/MACHINE_EVIDENCE.csv","50195","328062CC723FE64B577EA2899E70D8D6530F7953F4E5E233C49424CAC414A72F","text/csv","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-013","producer/MACHINE_EVIDENCE.jsonl","102916","FA9B4BFB7E1CDF53D34E7F3801FCF4E3A3583CD6743442D5408DDE449C952BCC","application/x-ndjson","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-014","producer/MACHINE_VALIDATION_R3.json","3775","F6307CC43AB55E0545B9940B272A6C15161A1F1AC790EB32268C22602EA8B932","application/json","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-015","producer/R3_BUILD_RENDER_VALIDATION.json","4718","4E22C5EAD086F1337054E603EE7AA49E2B3FBD096FED3B55E72C358EBD24C1F6","application/json","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-016","producer/R3_RENDER_VISUAL_QA.md","1524","C0ECFB9C21B67FBD4B0D295845CBD2EB1E3B72870B1B2C8AFCEB7893DDAFDBC6","text/markdown","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-017","producer/R3_SOURCE_COMPARISON_VALIDATION.json","586","381D616CE6AD8F8683B667C18FD3494150EF4F2719879DB1943DC403B3EB5538","application/json","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-018","producer/REJECTED_CHOICES_LEDGER_R3.csv","964","544A70EF5F4C396791E7C6E247ADA5CE10A242AFBC5834E3B8200AB748796D48","text/csv","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-019","producer/RIGHTS_AND_RELEASE_LEDGER_R3.csv","2279","750D5BB098F6E5592FEFB98E3F9521E65C0B1C814165A0E56C27F9815AAA9EEF","text/csv","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-020","producer/RIGHTS_AND_RELEASE_VALIDATION_R3.json","519","CD27445EA942B03EF4F729E0AFCE087EEFEB7504317FB3A7BCF3FEBA2836A86F","application/json","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-021","producer/SGA2_Expose_X_Lemma_3_6_Proof_English_SourceAligned.pdf","266866","8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E","application/pdf","bounded_reader_pdf","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-022","producer/SGA2_Expose_X_Lemma_3_6_Proof_English_SourceAligned.tex","2361","F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D","application/x-tex","editable_english_target","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-023","producer/SOURCE_COMPARISON_LEDGER_R3.csv","1968","CC989B031A48F5D74E5BC0120E6485CB2867FA3005EAC3B019469C9CAF1EDB52","text/csv","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-024","producer/TERMINOLOGY_LEDGER_R3.csv","1105","FF33FDAC5D2ECEBD7D43761ADFF22A1C27249E0339CE5FE353690275B0F3C1A9","text/csv","producer_evidence","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-025","PUBLICATION_READINESS.md","977","B5C86C76C4BB2D2ED32F214662DF6FDE7DC3522622945ADA29E38F5A50003357","text/markdown","archive_custody_control","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-026","README.md","1787","9B8A6F906919F625EC72D2E0360B4D7A793917EE23747F14A5899C68907952E2","text/markdown","archive_custody_control","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-027","SUPERSESSION_NOTICE.md","508","73D8B1BCEE5334C69851E44FB3E5BB6B61B8933AF6DF8A6B052FA8AFC4ED1D21","text/markdown","archive_custody_control","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-028","VISUAL_EVIDENCE_DISPOSITION.csv","3832","45E704FA20056B52F03A1FB38DCE7BF08F9B14CAC703F22CF324995CC87C1540","text/csv","visual_rights_and_boundary_metadata","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L36P-R3-PUBLIC-20260722-0001-MAN-029","VISUAL_EVIDENCE_DISPOSITION.jsonl","4074","C4F609D51290B8FE0765F110DF729CAB843B2D7728F8B60E259CBEFC334734BE","application/x-ndjson","visual_rights_and_boundary_metadata","French lines 3522-3530","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
