package_path,source_use_label,language_or_scope,role,bytes,sha256,source_url,license_or_access_signal,witness_id,source_title,is_native_source_evidence,is_generated_draft,non_claim_boundary
native-source-bodies/ja/metadata/github_api_Seasawher_matsumura_master_48b9d10bab2d1c2525966cd17d7cf867731a88b0.json,audit-ledger,ja,metadata/audit ledger supporting source-body provenance,5299,D2AE98DD80CEE257504A5297394CAB32BA304EC396A01BE3C9140902C7E5F55A,https://github.com/Seasawher/matsumura,Repository page lists GPL-3.0; LICENSE present; repository archived/read-only.,ja-src-001,松村英之『可換環論』ノート,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/ando_APP_ALG_applied_algebra_valuations_ordered_fields.pdf,native-source-body,ja,PDF mathematical source witness body,370818,04848BC4F6820BEE67930A37F51CA36F78B7692C6FC1B14DA239F851819F9581,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,ja-pdf-002,Tetsuya Ando 代数学 lecture notes,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/ando_DAISU1_algebra_i_group_theory.pdf,native-source-body,ja,PDF mathematical source witness body,247164,78203FDE040CAB1A3AD17B4B7F7AB5CC6F55A3BAB62E50E1AC95F84081A4291B,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,ja-pdf-002,Tetsuya Ando 代数学 lecture notes,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/ando_DAISU2_algebra_ii_commutative_rings_modules.pdf,native-source-body,ja,PDF mathematical source witness body,382308,57DE472260FE549E4DBECA3C2F6290DFB4BF3C88ACB98E7B484880B72F2180C0,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,ja-pdf-002,Tetsuya Ando 代数学 lecture notes,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/ando_DAISU3_algebra_iii_fields_galois.pdf,native-source-body,ja,PDF mathematical source witness body,326442,EB66C5BFA2081E22FFF88557D4D0D358AFA9D6E3FBFD54B66F4545DF52E7554A,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,ja-pdf-002,Tetsuya Ando 代数学 lecture notes,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/nagai_classical_invariant_theory_handbook.pdf,native-source-body,ja,PDF mathematical source witness body,272691,910AFA5992C953C1FAEAA5C512CC37FBE796B95F3752C967BA166567B355BB9C,https://www.mathsoc.jp/section/algebra/algsymp_past/algsymp12_files/nagai.pdf,No explicit license found in cached PDF/page context.,ja-pdf-003,古典不変式論ハンドブック,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/pdf-bodies/ryoya_ando_commutative_algebra_ring.pdf,native-source-body,ja,PDF mathematical source witness body,2369294,30946107B13F379C40AB4C782778DB3C126E466951393917826821103A8793E5,https://ryoya9826.github.io/files/note/ring.pdf,Cached PDF text states CC-BY-SA 3.0.,ja-pdf-004,可換環論,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ja/source-archives/Seasawher_matsumura_48b9d10bab2d1c2525966cd17d7cf867731a88b0.zip,native-source-body,ja,upstream source archive body,422621,BE714EDE5D12EB0FC9EFAD9067AF1CE84C1DC47B5F1D4EAE5A1B3948F3460772,https://github.com/Seasawher/matsumura,Repository page lists GPL-3.0; LICENSE present; repository archived/read-only.,ja-src-001,松村英之『可換環論』ノート,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ko/weak-leads-and-gap-audits/ko_github_source_package_search_audit_20260704.json,audit-ledger,ko,Korean weak lead or source-acquisition evidence; not a Korean corpus,3212,246B3879206CD87AF9C83F682E963EA04BFB9C154FD1D3B1699FCF2BA24D7B1D,generated:github_api_search_audit,No reusable Korean algebra source package verified.,ko-gap-001,한국어 대수학 source-package search audit,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/ko/weak-leads-and-gap-audits/ko_kocw_modern_algebra_1_course_page_20260704.html,pointer-only,ko,Korean weak lead or source-acquisition evidence; not a Korean corpus,172958,DCCA6AF38D9BDE4344DD2B087C0D60A61EDB3C858AE506CB8EC72EC0BBC437E3,https://kocw.net/home/cview.do?ar=relateCourse&kemId=1165165&mty=p,No TeX/source-package license verified in cached page.,ko-lead-002,현대대수학1 KOCW course page,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/zh-Hans/metadata/github_api_wenweili_AlJabr-1_master_ae1e8747164059b35c19a2d5a7e4605be535517b.json,audit-ledger,zh-Hans,metadata/audit ledger supporting source-body provenance,7595,F016ADF3BE1EB193CE7DA896BF948F98BBB5F54CF674D312F0989AE5690F5D56,https://github.com/wenweili/AlJabr-1,Repository README/About lists CC-BY-4.0; LICENSE present.,zh-Hans-src-001,代数学方法 第一卷,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/zh-Hans/metadata/github_api_wenweili_AlJabr-2_master_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.json,audit-ledger,zh-Hans,metadata/audit ledger supporting source-body provenance,10071,4730C7CB4F6FDBE6CC214337102BC07EC5BACDDD3574E3B17941AAEBC3D6F7C1,https://github.com/wenweili/AlJabr-2,Repository README/About lists CC-BY-4.0; LICENSE present.,zh-Hans-src-002,代数学方法 第二卷,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/zh-Hans/source-archives/wenweili_AlJabr-1_ae1e8747164059b35c19a2d5a7e4605be535517b.zip,native-source-body,zh-Hans,upstream source archive body,6050625,A9C48A33CA900C2D10715D9A23DE32390BDCA57B5F35CEE064C97917F4BD48BC,https://github.com/wenweili/AlJabr-1,Repository README/About lists CC-BY-4.0; LICENSE present.,zh-Hans-src-001,代数学方法 第一卷,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
native-source-bodies/zh-Hans/source-archives/wenweili_AlJabr-2_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.zip,native-source-body,zh-Hans,upstream source archive body,6259808,0E92CA613A9CE875019ACFA8427F450D394BFBB0DDCDF36F8A74A50D6B40A145,https://github.com/wenweili/AlJabr-2,Repository README/About lists CC-BY-4.0; LICENSE present.,zh-Hans-src-002,代数学方法 第二卷,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
README.md,method-note,und,package support file,2589,A5B94B2B72C568B97630FB72465FE78F8AE281D83ED796CE350764CCDA2F967C,,,,,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
SOURCE_USE_LABELS.csv,manifest,und,package support file,487,872606D759BD1E7C86727A926C6970E155D2CB00D35D46657CD2E077DCEE23D0,,,,,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
