entry_id	physical_page	printed_page	kind	source_fact	decision	authority_sha256	status
A013	5	251	NOTATION_CHECK	The authority distinguishes superscript 0, superscript +, and subscript +; defines A^f as a restricted product; displays pi_0 A_E^*/E^* to Gal(Q-bar/E)^ab; and numbers h(z)v=z^{-p}z-bar^{-q}v as (1.1.1.1).	Preserve all distinctions, the displayed reciprocity map, and the equation number in French and English.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A014	5	251	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate omits the displayed reciprocity isomorphism and writes G(Q)_+ where the authority has G(Q)^+.	Restore the display and the superscript-plus notation solely from authority pixels.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A015	6	252	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, black scanner border, and neighboring-page sliver; article text begins by completing “ex-tension.”	Exclude copy matter and sliver text; preserve the continuation and stop exactly after item 1.1.7(a).	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A016	6	252	NOTATION_CHECK	The authority defines w_h as the restriction of h^{-1}, defines mu_h by z^{-p}, uses F^p=sum_{r>=p}V^{rs}, type script-C, and Z(n)=dfn Z(1) tensor n.	Preserve each sign, exponent, index, and definition marker in both layers.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A017	6	252	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate restricts h rather than h^{-1}, replaces script-C by E, and changes the source projection pr notation.	Reject those inherited readings; retain the authority’s h^{-1}, script-C, and pr.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A018	7	253	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; the owned text begins with item 1.1.7(b) and ends mid-sentence at h:S→.	Exclude the running head, folio, border, and sliver; preserve the exact page-boundary continuation into physical page 8.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A019	7	253	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate changes T^{0,-1} to T^{0,1}, replaces the authority partial-derivative notation by a connection symbol, inserts a complex conjugation into the polarization identity, and renames the source tensors s_j as t_j.	Retain T^{0,-1}, partial_D F^p, the unconjugated identity Ψ(h(i)x,y)=Ψ(x,h(-i)y), and s_j solely from authority pixels.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A020	7	253	TRANSLATION_DECISION	The source terms are “transversalité,” “variation de Z-structure de Hodge,” and “polarisation.”	Translate as “transversality,” “variation of Z-Hodge structure,” and “polarization,” preserving the displayed operators and Tate twists.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A021	8	254	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; it continues the sentence from physical page 7 and ends immediately before the displayed tangent-space diagram.	Exclude copy matter and sliver text; preserve the continuation and stop exactly after “dφ est le composé.”	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A022	8	254	NOTATION_CHECK	The authority uses h(R*) rather than w(R*) in 1.1.13(α), gives V_{iC}^n=Σ_{p+q=n}V_i^{pq}, names the Grassmannian map φ, and names the representation map ρ:L→End(V).	Preserve h(R*), the full graded-piece formula, φ, and ρ in French and English; reject candidate substitutions and its simplified proof diagram.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A023	9	255	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; article text begins with the tangent-space diagram and ends after the opening of reduction step (2).	Exclude copy matter and sliver text; preserve the complete diagram and the page-boundary continuation to physical page 10.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A024	9	255	DIAGRAM_AUDIT	The authority diagram is a commutative square with L/L^{00}, End(V)/End(V)^{00}, L_C/F^0L_C, and End(V_C)/F^0End(V_C); horizontal arrows are labelled ρ and vertical arrows i.	Recreate the full square in native tikz-cd with every object and label; check the English diagram independently against the authority.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A025	9	255	INHERITED_LOCATOR_DISAGREEMENT	The candidate replaces the square by a non-equivalent composite, writes dρ for dφ, corrupts L_C=F^{-1}L_C, drops the superscript in G^0, and uses U_1 where this page has U^1.	Reject all inherited readings and retain the authority’s diagram, dφ, equality, G^0, and U^1.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A026	10	256	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; the owned text begins by completing “sous-groupe central” and ends with the final sentence of 1.1.18(b).	Exclude copy matter and sliver text; preserve both page-boundary continuations.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A027	10	256	SOURCE_ANOMALY	The authority literally prints “un produits d’espaces,” h(z)=m(z/z-bar) after introducing m_x(u), h(U_1) although physical page 9 has U^1, and the final target Q(n) after first discussing forms valued in Q(-n).	Keep every literal reading in the frozen French. In English, regularize only ordinary grammar, preserve the displayed symbols h(z)=m(z/z-bar), U_1, and Q(n), and document rather than silently emend them.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A028	10	256	INHERITED_LOCATOR_DISAGREEMENT	The candidate normalizes the source wording, changes the parenthetical justification from (ii) to (α), writes h(z)=m_x(z/z-bar), cites [7, III] instead of [7, 2.11], and changes the terminal Q(n) to Q(-n).	Follow the authority for every wording, reference, and sign; do not use the candidate as an emendation source.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A029	11	257	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; it begins with the warning concluding 1.1.18 and ends immediately before Lemma 1.2.4.	Exclude copy matter and sliver text; preserve the complete opening of Section 1.2 and the page break before the lemma.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A030	11	257	NOTATION_CHECK	The authority gives Ψ(x,h′(i)y)=gΨ(g^{-1}x,h(i)g^{-1}y), uses (2πi)^n, cites results [1] and [8], states the representation as ad μ, and defines G*(R) by g=int(h(i))σ(g).	Preserve the external g-action, exponent n, citations, ad μ, and the exact defining equality in both layers.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A031	11	257	INHERITED_LOCATOR_DISAGREEMENT	The candidate changes the warning formula and exponent, substitutes [11] for [1], drops μ from ad μ, and inserts a conjugation bar into the defining equation for G*.	Reject those readings and retain the authority forms without reconciliation.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A032	12	258	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; the text starts with Lemma 1.2.4 and ends mid-sentence in 1.2.6.	Exclude copy matter and sliver text; preserve the lemma, every displayed bijection, the root-data formulas, and the unfinished final sentence.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A033	12	258	TRANSLATION_DECISION	The French authority literally prints “groupe de Weil” for W, while the mathematical term in this context is the Weyl group. It also prints Hom(G_m,G)/G_C(C) in the induced bijection, omitting the subscript C on the target Hom.	Keep “groupe de Weil” and the displayed Hom target literal in the frozen French. Render the term as “Weyl group” in English as an explicit terminological translation, but preserve the source’s Hom target without normalization.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A034	12	258	INHERITED_LOCATOR_DISAGREEMENT	The candidate changes the first U^1 bijection, alters the second target, writes the highest-root sum over B rather than B^+, and changes the special vertex in (*)″ from D to D^+.	Retain the authority’s two U^1/G_m bijections, sum over B^+, and special vertex of D; audit every arrow and pairing directly from the scan.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A035	13	259	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; the article text starts by completing 1.2.6 and ends after the opening of 1.3.2.	Exclude the running head, folio, border, and sliver; preserve the exact continuation from printed 258 and the unfinished final clause.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A036	13	259	NOTATION_CHECK	The authority gives π₀(K) ≃ π₀G(R), Centr(h)=K⁺=K∩G(R)⁺, identifies the complexification of K⁺ with the centralizer of μ_h, and in Corollary 1.2.8(ii) uses all g∈G(R)−G(R)⁺.	Preserve these four readings in both layers; do not replace them by inclusions, a centralizer of h, or a smaller set of elements.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A037	13	259	INHERITED_LOCATOR_DISAGREEMENT	The candidate rewrites the last action in Corollary 1.2.8(ii) as h↦Int(g)(h) for g∈C(h)−G(R)⁺ and substitutes its own Siegel-space notation.	Reject the candidate restriction and retain the authority wording and the page-local symbols Ψ and 𝔖±.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A038	14	260	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; it starts with condition (iii') and ends mid-sentence after “pour τ”.	Exclude copy matter and preserve the page break, including the unfinished definition of τ.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A039	14	260	SOURCE_ANOMALY	The French authority prints the grammatically irregular phrases “qui est essentiellement équivalent à figurent” and “Ce problème celui résolu”, and cites 1.18(a).	Preserve these source forms in the frozen French; regularize the prose in English without changing the mathematical claim or reference.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A040	14	260	INHERITED_LOCATOR_DISAGREEMENT	The candidate replaces the authority section G̃→G₁ by G^{ad}→G₁, changes the transition map H_{nd}→H_n, states the two weights as 0 and a+1, and corrupts h₁(z), its z/ż actions, and their order.	Retain G̃→G₁, x↦x^d, the weights a and a+1, h₁(z)=h̃(z)z^{-a}ż^{1-a}, and the actions ż then z as read from the authority.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A041	15	261	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; it contains the completion of 1.3.6, Lemma 1.3.7, 1.3.8, and all of Table 1.3.9.	Exclude copy matter and preserve the complete formula and table as article content.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A042	15	261	DIAGRAM_AUDIT	Table 1.3.9 contains the A, B, C, D^R, D^H, E₆, and E₇ Dynkin diagrams, with circled special vertices, underlined qualifying vertices, multiple-bond arrows, and every rational label.	Recreate the table natively from authority pixels; audit every node, bond direction, circle, underline, label, and the condition k+2≥5.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A043	15	261	NOTATION_CHECK	The authority states ⟨μ,−τ(α)⟩=⟨μ,α⟩−1 and equation (1.3.6.1) as ⟨μ,α+τ(α)⟩=1; the table assigns each vertex the number ⟨μ,ω⟩.	Preserve the pairings and equation number exactly in French and English, and use the same values in the diagram labels.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A044	15	261	INHERITED_LOCATOR_DISAGREEMENT	The candidate corrupts the pairings leading to (1.3.6.1), swaps variables in the integrality sentence, and replaces the authority table by a materially altered array.	Reject those readings and build the text and diagrams only from the frozen authority replay.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A045	16	262	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; it contains Remarks 1.3.10, the openings of Sections 2 and 2.0, and 2.0.1-2.0.2.	Exclude copy matter and preserve the section transition, exact sequences, quotient action, and final commutator map.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A046	16	262	FAULT_GATE	Condition 2.0.1(a) in the authority is r(φ(γ))=int_γ, expressed in prose as r(φ(γ)) being the inner automorphism int_γ of G; there is no extra g.	Enforce the authority reading in the frozen French and English and record candidate fault F02 as repaired.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A047	16	262	DIAGRAM_AUDIT	The authority gives the two exact rows in (2.0.1.1), the isomorphism Γ\G≃Δ\(G*_{Γ}Δ), the open subgroup G/Ker(φ), and G=G̃*_{Z(G̃)}Z(G).	Preserve every object, arrow, quotient, kernel, and amalgamated-product subscript; render and inspect the diagram.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A048	16	262	INHERITED_LOCATOR_DISAGREEMENT	The candidate inserts an extra g in 2.0.1(a), corrupts 2.0.1(b), replaces G/Ker(φ) by G/Im(φ), and collapses the canonical amalgamated product.	Reject all four changes and retain the authority forms.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A049	17	263	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; it starts with the continuation of 2.0.2 and ends with the hyphenated opening of Remark 2.0.6.	Exclude copy matter and preserve the page-spanning word and all of 2.0.3-2.0.5.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A050	17	263	NOTATION_CHECK	The authority defines Γ_S=ρG̃(A_S)∩G(k) inside G(A_S), uses H_*^1 for classes trivial on every cyclic subgroup, uses v∉S in Proposition 2.0.4(ii), and invokes the Hasse principle for G̃.	Preserve the ambient intersection, starred cohomology, complement-of-S condition, and covering group in both layers.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A051	17	263	INHERITED_LOCATOR_DISAGREEMENT	The candidate makes G simply connected, takes the intersection in G(A), changes v∉S to v∈S, drops the star in the concluding H_*^1, and invokes the Hasse principle for G.	Reject these substitutions and retain the authority statements.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A052	18	264	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; it completes Remark 2.0.6 and runs through Corollary 2.0.13.	Exclude copy matter and preserve the continuation, every displayed containment, and the final corollary.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A053	18	264	FORMULA_AUDIT	In Corollary 2.0.8 the authority uses a compact open K⊂G(A_T) and the displayed expression ρ(G̃(k)·G̃(k_{T−S})×ρ^{-1}K); Corollary 2.0.12 uses G^{der}, not a further tilde-derived group.	Preserve the host group of K, every factor and inverse image in the containment, and G^{der} throughout 2.0.11-2.0.13.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A054	18	264	INHERITED_LOCATOR_DISAGREEMENT	The candidate changes the strong-approximation host, alters the middle expression in Corollary 2.0.8, and replaces G^{der} by a tilde-derived notation in Corollaries 2.0.12-2.0.13.	Reject those changes and retain the authority formulas and group notation.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A055	19	265	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; it begins with Corollary 2.0.14 and runs through 2.1.2.	Exclude the running head, folio, border, and sliver; preserve all owned-page article text and the page boundary after the analytic-space statement.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A056	19	265	QUOTIENT_AND_AXIOM_AUDIT	The authority defines π(G)=G(A)/G(k)ρG̃(A), gives axioms (2.1.1.1)-(2.1.1.5), uses strong approximation for G̃, and writes the Shimura quotient with G(A^f)/K and Γ′_g=gKg^{-1}∩G(Q)_+.	Preserve the unclosed denominator in (2.0.15.1), every axiom, the covering-group density statement, and each quotient and subgroup exactly in French and English.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A057	19	265	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate adds a closure bar to the denominator of π(G), replaces the authority covering-group density by a statement about G, corrupts G(Q)/G(Q)_+ into a backslash relation, and writes G(A^f)∩K where the authority has G(A^f)/K.	Reject these inherited readings and retain the authority forms without reconciliation.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A058	20	266	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, black scanner border, and neighboring-page sliver; it continues 2.1.2 and ends with Proposition 2.1.7.	Exclude copy matter and sliver text; preserve the continuation and all displays through the proposition.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A059	20	266	FORMULA_AND_ACTION_AUDIT	The authority gives (2.1.3.1)-(2.1.3.2), the right action g:{}_K M_C→{}_{g^{-1}Kg}M_C, the definitions of M_C^0 and τ(G_1), the closure notation superscript minus, and both amalgamated-product identities (2.1.6.1)-(2.1.6.2).	Preserve every closure, quotient, product, action index, completion sign, fiber-product subscript, and equation number; render-inspect all displays.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A060	20	266	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate changes the containment G(Q)_+^-⊃ρG̃(A^f) to an equality, replaces the source definition of bar-π_0π(G), and materially corrupts the two completion identities and Proposition 2.1.7.	Use the authority containment, notation, identities, and proposition; do not patch the inherited formulas.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A061	21	267	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, black scanner border, and neighboring-page sliver; it begins by completing Proposition 2.1.7 and ends mid-sentence in 2.1.13.	Exclude copy matter and sliver text; preserve both page-boundary continuations.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A062	21	267	SOURCE_ANOMALY_AND_ACTION_AUDIT	At the page opening the authority literally prints Γ\X^0, then defines connected Shimura varieties, the equality M_C^0(G,X)=M_C^0(G^ad,G^der,X^+), the closure Z(Q)^-, the quotient description of M_C, and the int(γ) action of G^ad(Q)_1.	Preserve the printed X^0 in the frozen French and translate it literally; retain every closure, quotient, group subscript, and action arrow from authority pixels.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A063	21	267	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate silently changes the opening X^0 to X^+, substitutes a tilde-derived group for G^der, rewrites the completion action, and alters the quotient formulas in 2.1.9-2.1.10.	Reject those normalizations and preserve the authority page-local readings.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A064	22	268	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, black scanner border, and neighboring-page sliver; it completes 2.1.13, contains all of 2.1.14-2.1.16 and 2.2.1-2.2.2, and ends in 2.2.3.	Exclude copy matter and sliver text; preserve the opening and closing continuations and all intervening displays.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A065	22	268	ACTION_NORM_AND_REFLEX_FIELD_AUDIT	The authority gives the two fiber products in (2.1.13.1), the single equality annotated 2.0.13 in (2.1.15.1), the Summary 2.1.16 action, μ_h:G_m→G_C, the reflex-field inclusion, and NR_{E′}(μ)=NR_E(μ)∘N_{E′/E}.	Preserve the exact denominators and amalgamation bases, use one annotated equality only, and retain the μ, reflex-field, norm, and composition notation in both layers.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A066	22	268	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate renders the action group and Summary as malformed arrows, drops required closure signs, changes bar-π_0π(G), and replaces the authority NR_E notation by a different norm notation.	Reject the inherited reconstructions and retain the authority formulas and labels.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A067	23	269	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, black scanner border, and neighboring-page sliver; it begins with the continuation of 2.2.3 and ends after the opening sentence of 2.2.6.	Exclude copy matter and sliver text; preserve the exact page-spanning continuations.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A068	23	269	CANONICAL_MODEL_CONDITION_AUDIT	The authority defines r_E(T,X) as the inverse reciprocity composite, acts by right translation, defines the special-point action r, and states canonical-model conditions (a),(b) and weak condition (b*) with E(τ) and the displayed scalar-extension isomorphism.	Preserve the inverse convention, right action, representative class, Galois subgroup inclusion, E(τ), intersection only in (b*), and the complete equivariant isomorphism.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A069	23	269	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate replaces the closure T(Q)^- by a completion sign, changes r_E(T,X) to r^E, and alters canonical condition (b) by inserting an intersection and using E(x) instead of the authority E(τ).	Reject those changes and retain the authority reciprocity and canonical-model conditions.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A070	24	270	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, black scanner border, and neighboring-page sliver; it completes 2.2.6, opens 2.3, and ends immediately after “La définition 2.2.1 donne:”.	Exclude copy matter and sliver text; preserve both page-boundary continuations and all owned 2.3 text.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A071	24	270	CRITERION_AND_STRUCTURE_AUDIT	The authority gives Criterion 2.3.1, Proposition 2.3.2, Corollary 2.3.3, the symbols Ψ and 𝔖^±, G_R/w(G_m), the subgroup G_2, G=R_{F/Q}G^s, the Dynkin data D and K_D, and Σ(X).	Preserve every embedding arrow, type, group, field, product decomposition, Dynkin symbol, and terminal Σ(X); check the English mathematics independently against the scan.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A072	24	270	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate splits the source citation [5, 4.21, 5.7] incorrectly, changes G_2 to G_a, changes the simple components of G_R to those of G_C, alters the restriction-of-scalars notation, and replaces Σ(X) by a calligraphic E(X).	Reject these inherited substitutions and retain the authority wording and notation.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A073	25	271	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, a black scanner border, and a neighboring-page sliver; it begins with Proposition 2.3.6 and ends within the D_l^H subcase of Table 2.3.8.	Exclude the running head, folio, border, and sliver; preserve the exact opening and the unfinished final clause at the page boundary.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A074	25	271	CLASSIFICATION_AND_COVER_AUDIT	The authority gives (2.3.7.1), the kernel diagram with G_nc and Ker(G_1R to G_c)^0, conditions (a)-(d), the notation Sigma(X) and G-tilde(S), and the A, B, C, D_l^R, D_l^H cases of Table 2.3.8.	Preserve every group, kernel, Galois-stability condition, underlined-vertex criterion, cover, case label, and page-spanning continuation in both language layers.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A075	25	271	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate replaces Sigma(X) by a calligraphic E(X), alters both 2.3.7 diagrams and the faithful quotient, changes condition (c), and relabels condition (d) as (d_1).	Reject the inherited substitutions and retain the authority notation, conditions, diagrams, and table structure.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
