"prior_frontier","current_frontier","change_status","branch_path","branch_class","source_use_label","r3_effect","boundary"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/B3_UPLOADER_READY_SUMMARY.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/DURABLE_STATE_POINTERS.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/MANIFEST.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/PACKAGE_VALIDATION.json","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_BRANCH_DELTA_FROM_54C8925B.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_BRANCH_VISIBLE_R3_PACKET_LEDGER.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_DELTA_COMMITS_FROM_54C8925B.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_MUTUAL_WAKE_LEDGER.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_PACKET_SUMMARY_COUNTS.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_REVIEW_ONLY_LANGUAGE_BOUNDARY_GUARDS.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/R3_8E839C49_SOURCE_CONTEXT_FORMULA_ROW_CARRYFORWARD_POINTERS.csv","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/README.md","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","interlanguage-sidecar/rtl-persianate-arabic-8e839c49-54c-branch-advance-source-use-gap-audit-20260706/R3_8E839C49_54C_BRANCH_ADVANCE_SOURCE_USE_GAP_AUDIT_20260706_20260706T164339Z/SHA256SUMS.txt","R3_8E_branch_advance_packet_visible","R3-provenance/branch-visible-prior-audit","prior 8E branch-advance audit is branch-visible","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8E839C49_SMALL_R3_R6_NONSLAVIC_BATCH_20260706_AUDIT.md","B3_transfer_audit_context","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8E839C49_SMALL_R3_R6_NONSLAVIC_BATCH_20260706_BLOCKERS_NOT_PACKAGED.csv","B3_transfer_audit_context","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8E839C49_SMALL_R3_R6_NONSLAVIC_BATCH_20260706_COMMIT_PAYLOAD_AUDIT.csv","B3_transfer_audit_context","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8E839C49_SMALL_R3_R6_NONSLAVIC_BATCH_20260706_MANIFEST.csv","B3_transfer_audit_context","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8E839C49_SMALL_R3_R6_NONSLAVIC_BATCH_20260706_PLACEHOLDER_REVIEW.csv","B3_transfer_audit_context","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8E839C49_SMALL_R3_R6_NONSLAVIC_BATCH_20260706_ROOT_SUMMARY.csv","B3_transfer_audit_context","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8E839C49_SMALL_R3_R6_NONSLAVIC_BATCH_20260706_SHA256SUMS.txt","B3_transfer_audit_context","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8E839C49_SMALL_R3_R6_NONSLAVIC_BATCH_20260706_VALIDATION.csv","B3_transfer_audit_context","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_8E839C49_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_8E839C49_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_8E839C49_LOCAL_HEAD_NAMED_FILE_HITS.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_8E839C49_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_8E839C49_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_8E839C49_PRIOR_PACKAGE_SHA_VERIFY.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_8E839C49_MUTUAL_WATCH_OBSERVATION.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/source-use/R6_8E839C49_SOURCE_USE_CONTINUATION_LEDGER.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_8E839C49_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","8b525a12d3f6541c8bd6c3af2f8e56bf5098d898","A","uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706/R6_8E839C49_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_8E839C49_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","R6_adjacent_context_not_R3_authority","adjacent-context-not-R3-authority","none for Arabic/Persianate gates","No bridge promotion, no cross-gate merge, no source certification, no translation completion."
