"exact_gate_row_id","source_row_id","concept_id","english","route_decision","exact_source_ref","unresolved_blocker","bridge_candidate_review_boundary","adjacent_linear_algebra_boundary","allowed_use","review_boundary","no_merge_boundary"
"r3exact:r3run:0049","paper01_60term:form_system","form_system","form system","blocker_or_comparator_only_no_direct_draft_route","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:form_system :: cluster=invariant_theory","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0050","paper01_60term:complete_system","complete_system","complete system","blocker_or_comparator_only_no_direct_draft_route","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:complete_system :: cluster=invariant_theory","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0051","paper01_60term:relatively_complete_system","relatively_complete_system","relatively complete system","blocker_or_comparator_only_no_direct_draft_route","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:relatively_complete_system :: cluster=invariant_theory","high_risk_bridge_placeholder_or_review_required; dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0052","paper01_60term:absolutely_complete_system","absolutely_complete_system","absolutely complete system","blocker_or_comparator_only_no_direct_draft_route","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:absolutely_complete_system :: cluster=invariant_theory","high_risk_bridge_placeholder_or_review_required; dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0053","paper01_60term:modulus_not_module","modulus_not_module","modulus","blocker_or_comparator_only_no_direct_draft_route","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:modulus_not_module :: cluster=invariant_theory","high_risk_bridge_placeholder_or_review_required; dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0054","paper01_60term:ground_form","ground_form","ground form","blocker_or_comparator_only_no_direct_draft_route","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:ground_form :: cluster=invariant_theory","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0059","paper01_60term:transvection","transvection","transvection","blocker_or_comparator_only_no_direct_draft_route","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:transvection :: cluster=invariant_theory","high_risk_bridge_placeholder_or_review_required; dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0145","urdu_hindustani_vector_space_microdraft:vector_space","vector_space","vector space","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_VECTOR_SPACE_DEFINITION_URDU_MICRODRAFT_20260702T085500Z.json :: urdu_hindustani_vector_space_microdraft:vector_space :: source_id=urwiki_vector_space_raw; microdraft_use=سمتیہ مکان","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0146","urdu_hindustani_vector_space_microdraft:vector","vector","vector","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_VECTOR_SPACE_DEFINITION_URDU_MICRODRAFT_20260702T085500Z.json :: urdu_hindustani_vector_space_microdraft:vector :: source_id=urwiki_vector_space_raw; urwiki_linear_algebra_raw; urwiki_euclidean_vector_raw; microdraft_use=سمتیہ","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0147","urdu_hindustani_vector_space_microdraft:linear_space","linear_space","linear space","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_VECTOR_SPACE_DEFINITION_URDU_MICRODRAFT_20260702T085500Z.json :: urdu_hindustani_vector_space_microdraft:linear_space :: source_id=urwiki_vector_space_raw; microdraft_use=review note only","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0148","urdu_hindustani_vector_space_microdraft:scalar","scalar","scalar","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_VECTOR_SPACE_DEFINITION_URDU_MICRODRAFT_20260702T085500Z.json :: urdu_hindustani_vector_space_microdraft:scalar :: source_id=urwiki_linear_combination_raw; urwiki_scalar_disambiguation_raw; urwiki_nonvector_disambiguation_raw; microdraft_use=عددیہ","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0149","urdu_hindustani_vector_space_microdraft:scalar_multiplication","scalar_multiplication","scalar multiplication","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_VECTOR_SPACE_DEFINITION_URDU_MICRODRAFT_20260702T085500Z.json :: urdu_hindustani_vector_space_microdraft:scalar_multiplication :: source_id=urwiki_vector_space_raw; urwiki_linear_combination_raw; microdraft_use=عددیہ سے ضرب","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0150","urdu_hindustani_vector_space_microdraft:vector_addition","vector_addition","vector addition","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_VECTOR_SPACE_DEFINITION_URDU_MICRODRAFT_20260702T085500Z.json :: urdu_hindustani_vector_space_microdraft:vector_addition :: source_id=urwiki_vector_space_raw; microdraft_use=سمتیات کا جمع","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0151","urdu_hindustani_vector_space_microdraft:field","field","field","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_VECTOR_SPACE_DEFINITION_URDU_MICRODRAFT_20260702T085500Z.json :: urdu_hindustani_vector_space_microdraft:field :: source_id=urwiki_field_redirect_raw; urwiki_vector_space_raw; urwiki_linear_combination_raw; microdraft_use=source note only","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0152","urdu_hindustani_vector_space_microdraft:zero_vector","zero_vector","zero vector","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_VECTOR_SPACE_DEFINITION_URDU_MICRODRAFT_20260702T085500Z.json :: urdu_hindustani_vector_space_microdraft:zero_vector :: source_id=microdraft_register; microdraft_use=صفر سمتیہ","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0153","urdu_hindustani_vector_space_microdraft:additive_inverse","additive_inverse","additive inverse","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_VECTOR_SPACE_DEFINITION_URDU_MICRODRAFT_20260702T085500Z.json :: urdu_hindustani_vector_space_microdraft:additive_inverse :: source_id=microdraft_register; microdraft_use=جمعی معکوس","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0154","urdu_hindustani_vector_space_microdraft:closed_under_operation","closed_under_operation","closed under operation","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_VECTOR_SPACE_DEFINITION_URDU_MICRODRAFT_20260702T085500Z.json :: urdu_hindustani_vector_space_microdraft:closed_under_operation :: source_id=microdraft_register; urwiki_vector_space_raw; microdraft_use=نتیجہ پھر V میں رہتا ہے","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0155","urdu_hindustani_linear_system_microdraft:linear_algebra","linear_algebra","linear algebra","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:linear_algebra :: source_id=urwiki_linear_algebra_raw; microdraft_use=source note / lane label","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0156","urdu_hindustani_linear_system_microdraft:linear_combination","linear_combination","linear combination","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:linear_combination :: source_id=urwiki_linear_combination_raw; urwiki_linear_combination_redirect_raw; microdraft_use=خطی اجتماع","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0157","urdu_hindustani_linear_system_microdraft:linear_equation","linear_equation","linear equation","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:linear_equation :: source_id=urwiki_first_degree_equation_raw; urwiki_linear_equation_redirect_raw; microdraft_use=لکیری مساوات","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0158","urdu_hindustani_linear_system_microdraft:system_of_linear_equations","system_of_linear_equations","system of linear equations","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:system_of_linear_equations :: source_id=urwiki_simultaneous_linear_system_raw; microdraft_use=یکلخت لکیری مساوات کا نظام","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0159","urdu_hindustani_linear_system_microdraft:solution_satisfies","solution_satisfies","solution / satisfies","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:solution_satisfies :: source_id=urwiki_simultaneous_linear_system_raw; microdraft_use=حل; تسکین","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0160","urdu_hindustani_linear_system_microdraft:variable","variable","variable","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:variable :: source_id=urwiki_first_degree_equation_raw; urwiki_simultaneous_linear_system_raw; microdraft_use=متغیرات","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0161","urdu_hindustani_linear_system_microdraft:coefficient","coefficient","coefficient","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:coefficient :: source_id=urwiki_numeric_coefficient_raw; microdraft_use=عددی سر","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0162","urdu_hindustani_linear_system_microdraft:constant","constant","constant","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:constant :: source_id=urwiki_first_degree_equation_raw; urwiki_constant_fixed_raw; urwiki_gaussian_elimination_raw; microdraft_use=دائم عدد","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0163","urdu_hindustani_linear_system_microdraft:matrix","matrix","matrix","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:matrix :: source_id=urwiki_gaussian_elimination_raw; urwiki_linear_algebra_raw; microdraft_use=not used","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0164","urdu_hindustani_linear_system_microdraft:vector","vector","vector","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:vector :: source_id=urwiki_linear_algebra_raw; urwiki_vector_space_raw; microdraft_use=not used","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
