crosswalk_id,language,production_ledger_path,production_ledger_sha256,production_data_row,source_term,target_term,sense,status,source_evidence,source_excerpt,german_source_evidence,decision_note,production_row_sha256,mapping_status,mapping_method,mapping_precision,wordweb_term_id,wordweb_candidate_term_ids,wordweb_candidate_sense_ids,wordweb_mapped_sense_ids,attestation_effect,promotion_effect,human_or_MII_effect
ES-037,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,37,Potenz,potencia,power,source-supported,2209.02110v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\2209.02110v1\2209_unpacked\monoides.tex:1028; sha256=DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,"Supongamos que $\fk{p}$ es primario, y $a\notin \sqrt{\fk{p}}$ pero $ax\in \sqrt{\fk{p}}$. Entonces existe $n\in \bb{N}$ tal que $a^{n}x^{n}\in \fk{p}$, y como $\fk{q}$ es primario, se sigue que $x^{n}\in \fk{q}$ y por tanto $x\in \sqrt{\fk","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:685; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=1) für Formen mit je einer Reihe kontragredienter Variablen: $s_x^m u_\tau^\nu$ eine nach Potenzen von $u_x$ fortschreitende Reihe, deren Koeffizienten \glqq{}Normalformen\grqq{} s",Native Spanish register witness; R823 context controls the mathematical sense.,BC9A116BACE20720B41498DEEF5BDD9B710C368FD99FD5E920B12C89C0242DB0,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T37,T37,T37-S1;T37-S2;T37-S3,T37-S1;T37-S2;T37-S3,none_existing_production_evidence_preserved,none,none
ES-038,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,38,Matrix,matriz,matrix,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:112; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,(q_{ij})$ es una matriz cuadrada de tama\~{n}o $s \times s$,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:376; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=\providecommand{\mat}[1]{\begin{pmatrix}#1\end{pmatrix}},Native Spanish register witness; R823 context controls the mathematical sense.,2A661AFA955983B360DE2A381FD1073B0CF07C50FB83C9291EF6887767CF5FFE,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T38,T38,T38-S1,T38-S1,none_existing_production_evidence_preserved,none,none
ES-039,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,39,Gruppe,grupo,group,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:172; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,"Grupos topológicos, primeiramente estudados por Schreier em 1925 \cite{Schreier}, são um exemplo do poder de uma álgebra topológica, ou seja, um grupo munido de uma topologia «compatível» com este. Os resultados que deles se obtêm são fantá",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:3575; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=In der projektiven Invariantentheorie der Formen von $n$ Variabeln sind die an das Hauptproblem -- den Endlichkeitsnachweis des Formensystems -- sich anschließenden Fragen kaum beh,Native Spanish register witness; R823 context controls the mathematical sense.,0D80C4E1794EDA4FB0219FFF4627408CEBDFABF8ED369665F153F43C9FB50735,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T39,T39,T39-S1,T39-S1,none_existing_production_evidence_preserved,none,none
ES-040,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,40,Untergruppe,subgrupo,subgroup,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:404; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,"Nem todo o homomorfismo de grupos se factoriza através de um núcleo após um conúcleo como acontece no caso de categorias abelianas. Considere-se um homomorfismo entre grupos $f: X \to Y.$ Se $f$ for um homomorfismo entre grupos abelianos, a",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:4664; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Entsprechendes gilt für die Invariantenkörper gegenüber Untergruppen der projektiven Gruppe.,Native Spanish register witness; R823 context controls the mathematical sense.,995003D0D311442B628F0B8811A0C1D221B7B69AAE741C17BA907A09FB726260,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T40,T40,T40-S1,T40-S1,none_existing_production_evidence_preserved,none,none
ES-041,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,41,Satz,teorema,theorem,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:556; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,"A noção de sucessão exacta é uma noção importante no estudo da homologia. Considera-se nesta secção um teorema de homologia bem conhecido, o lema dos cinco, que diz:","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:393; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Bei Herrn Maisano sind für die allgemeine biquadratische Form die Formen bis zur 5. Ordnung\footnote{Unter \glqq{}Ordnung\grqq{} soll die Dimension in den Koeffizienten, unter \glq",Native Spanish register witness; R823 context controls the mathematical sense.,AFD666C054FBAD32430D820AEC738BDF5EFFF78503BC1932C410C7477716FE20,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T41,T41,T41-S1,T41-S1,none_existing_production_evidence_preserved,none,none
ES-042,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,42,Lemma,lema,lemma,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:40; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,\newtheorem{lem}[tma]{Lema},C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; concept search=Lemma,Native Spanish register witness; R823 context controls the mathematical sense.,B76CBFAB9779CE80DB4C2A17B57C4F1B19C9397E8EAAB3D9EEF7FD9CE939E0EE,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T42,T42,T42-S1,T42-S1,none_existing_production_evidence_preserved,none,none
ES-043,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,43,Definition,definición,definition,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:19; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,\newtheorem{definition}[theorem]{Definici\'{o}n},C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:446; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Unter diesen Voraussetzungen lassen sich die Sätze über Reduzenten in ihrer allgemeinsten Form und unter der Definition,Native Spanish register witness; R823 context controls the mathematical sense.,C4699D0D1327AAA593C19DA776B48F05CC984B28FB1C0018D9552CF865C2BB80,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T43,T43,T43-S1,T43-S1,none_existing_production_evidence_preserved,none,none
ES-044,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,44,Beweis,demostración,mathematical proof,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:143; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,enunciado y una demostraci\'{o}n.,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:393; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Bei Herrn Maisano sind für die allgemeine biquadratische Form die Formen bis zur 5. Ordnung\footnote{Unter \glqq{}Ordnung\grqq{} soll die Dimension in den Koeffizienten, unter \glq",Native Spanish register witness; R823 context controls the mathematical sense.,AD82DFE6D47BC8624AABB086BCCE8856812C222260C41BE0E68693853B79DCD3,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T44,T44,T44-S1;T44-S2,T44-S1;T44-S2,none_existing_production_evidence_preserved,none,none
ES-045,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,45,also,por tanto,inferential connective,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:538; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,"$(\alpha_1,\alpha_2), (\beta_1, \beta_2)$. Por tanto,","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:583; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Die Bedingung (a) stellt also keine Einschränkung dar, sondern läßt sich stets erreichen\footnote{Vgl. Gordan, Math. Annalen Bd. V S. 104.}.",Native Spanish register witness; R823 context controls the mathematical sense.,D58D24207B6F0D9414410147D631796F45DBD9D309B0790BEFBE84C86A7C0FE7,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T45,T45,T45-S1,T45-S1,none_existing_production_evidence_preserved,none,none
ES-046,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,46,umgekehrt,recíprocamente,converse implication,source-supported,2307.03598v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\2307.03598v1\Paper_D-modulos_CNMXXII.tex:451; sha256=7CB92E7F60B1657B88128CDAF1166DC71BC39C2919F392981DF454661E28FF20,"\begin{obs} Cualquier $\g$-m\'odulo es un m\'odulo para $U(\g)$ al extender la acci\'on al producto tensorial. Rec\'iprocamente, todo m\'odulo para $U(\g)$ es un m\'odulo para $\g$ al considerar la acci\'on restricta a los elementos de $\g$","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:3540; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Der Satz läßt noch eine zweite, für Anwendungen geeignete Fassung zu: ``Einem jeden Matrizenprodukt $(v^{(1)}\cdots v^{(\rho)}\mid y^{(1)}\cdots y^{(\rho)})$,\srcfn{1)}{D. h. der S",Native Spanish register witness; R823 context controls the mathematical sense.,D212FB09B039B00990BF2A8FCE3FF501F19E3A87BBB2735BA4F60C39F9CD71EC,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T46,T46,T46-S1,T46-S1,none_existing_production_evidence_preserved,none,none
ES-047,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,47,"genau dann, wenn",si y solo si,biconditional,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:1018; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,\graded{\filext{F}}{B}$ es inyectivo si y s\'{o}lo si para todo $a,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; concept search=genau dann, wenn",Native Spanish register witness; R823 context controls the mathematical sense.,3A4560980D02DA476B547FC5AE31605D66FC1FB9A0676E7405DB1197184CD08F,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T47,T47,T47-S1,T47-S1,none_existing_production_evidence_preserved,none,none
ES-048,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,48,existiert,existe,existential assertion,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:182; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,"O capítulo 3 inicia-se apresentando os produtos semidirectos em $\Grp$. Em seguida, mostra-se que existe uma generalização desta noção para categorias protomodulares que equivale no caso dos grupos. No final demonstra-se que existem produto","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:393; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Bei Herrn Maisano sind für die allgemeine biquadratische Form die Formen bis zur 5. Ordnung\footnote{Unter \glqq{}Ordnung\grqq{} soll die Dimension in den Koeffizienten, unter \glq",Native Spanish register witness; R823 context controls the mathematical sense.,FB200B37B68534A51C0FD1C5BF30869FD0783F98518C2E77CAECF85EEC353F2E,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T48,T48,T48-S1,T48-S1,none_existing_production_evidence_preserved,none,none
ES-049,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,49,für alle,para todo,universal quantification,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:221; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,"Em \Conj, a relação $\sim$ será reflexiva se cada elemento for em relação a si próprio, isto é, a relação $R\rightrightarrows X$ for reflexiva em $\Conj$ se, para todo o $x \in X, \ (x,x)\in R,$ ou seja, se a diagonal de $X$, $\Delta_X=\{(x","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:3649; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Die Darstellung durch Matrizenprodukte erlaubt, die durch die Determinantendarstellung bedingte wesentliche Schwierigkeit der nicht expliziten Darstellung zu überwinden.\footnote{V",Native Spanish register witness; R823 context controls the mathematical sense.,9E3CD96002190ACE87D15248115FD31E69D6EAA5E0B31FFB8392AA1A2D4CC28C,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T49,T49,T49-S1,T49-S1,none_existing_production_evidence_preserved,none,none
ES-050,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,50,beziehungsweise,respectivamente,paired correspondence,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:536; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,"\[f:A\to C,\text{\ e \ } g:B\to C\] com $a_1,b_1\mapsto c_1,\ a_2,a_3\mapsto c_2,$ \hbox{$a_4,b_2,b_3\mapsto c_3.$} Se $\{a_1,a_2\}$ e $\{b_1,b_3\}$ pertencerem às topologias de $A$ e $B$ respectivamente e se a topologia de $C$ for indiscre",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; concept search=beziehungsweise,Native Spanish register witness; R823 context controls the mathematical sense.,CA3D00D9971ED98A10A9DE494F5D0F637DD046A35466165D92284EE129E47E14,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T50,T50,T50-S1,T50-S1,none_existing_production_evidence_preserved,none,none
ES-051,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,51,Bereich,dominio,ring-theoretic domain,source-supported,2209.02110v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\2209.02110v1\2209_unpacked\monoides.tex:243; sha256=DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,"Uno puede ver fácilmente que si E es una relación de congruencia en P, entonces el conjunto $P/E$ de clases de equivalencia tiene una única estructura de monoide, que hace a la proyección $P \to P/E$ un homomorfismo de monoides. Entonces ex",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:4519; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Die folgenden Fragestellungen gehen ursprünglich auf Gespräche mit E. Fischer zurück. Einige der Fragen sind übrigens für den speziellen Fall einer Unbestimmten --- und zwar unter ,Native Spanish register witness; R823 context controls the mathematical sense.,62D6CCBB45C561E13E1DCF5D01A297F9333A2CDFC1F26F365078115A1F6F0334,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T51,T51,T51-S1;T51-S2;T51-S3;T51-S4,T51-S1;T51-S2;T51-S3;T51-S4,none_existing_production_evidence_preserved,none,none
ES-052,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,52,Koeffizientenbereich,dominio de coeficientes,coefficient domain,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:4307; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,"Las cuestiones siguientes se remontan originalmente a conversaciones con E. Fischer. Algunas de ellas, por lo demás, ya habían sido planteadas y resueltas por E. Steinitz para el caso especial de una indeterminada, e incluso bajo hipótesis ",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:4519; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Die folgenden Fragestellungen gehen ursprünglich auf Gespräche mit E. Fischer zurück. Einige der Fragen sind übrigens für den speziellen Fall einer Unbestimmten --- und zwar unter ,Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,A83D4D9194F25D9FDBCE0432635499B60A5C7CBFF92558B21C007FF713449C04,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T52,T52,T52-S1;T52-S2;T52-S3,T52-S1;T52-S2;T52-S3,none_existing_production_evidence_preserved,none,none
ES-053,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,53,Restklasse,clase residual,residue class,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:8124; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,"Un cuerpo de números algebraicos se define como un cuerpo de grado \(n\) sobre el cuerpo \(R\) de los números racionales; un cuerpo de funciones algebraicas de una variable, como un cuerpo de grado \(n\) sobre el cuerpo \(K(z)\) de todas la",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:7600; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=(Charakteristik 0) oder vom Typus des Restklassensystems einer Primzahl $p$,Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,5C5446DDD3335C1A6016782BF869CE0F8F7FA69A88A6F9E39446C333234E0C32,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T53,T53,T53-S1;T53-S2;T53-S3,T53-S1;T53-S2;T53-S3,none_existing_production_evidence_preserved,none,none
