edge_id,candidate_id,source_file,source_line,source_column_1based,visible_reference_tex,reference_form,reference_scope,structural_context,target_stable_id,destination_label,pdf_destination,target_kind,target_pdf_page,resolution_basis,link_origin,compiled_status,source_span_sha256,compiled_pdf_anchor
sga2.r6.edge.000020,sga2.r6.candidate.000020,parts/00_introduction.tex,78,12,\Ref{XII.1.1},preexisting_Ref_command,XII,front,sga2.e12.1.theorem.1-1,XII.1.1,XII.1.1,theorem,99,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,F4338272EA38B349EDF9142F09F32F0A4B62B8CB94FF4B7A50C5697133D9DB7B,subsection.786
sga2.r6.edge.000021,sga2.r6.candidate.000021,parts/00_introduction.tex,80,43,\Ref{IV},preexisting_Ref_command,IV,front,sga2.e04.front.section.iv,IV,IV,section,29,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,7DFAAB010BDC19EE10DFB3FFFFC5639B9A92B0F204920BBDE25D5066DF4213DA,chapter*.254
sga2.r6.edge.000022,sga2.r6.candidate.000023,parts/00_introduction.tex,99,11,\Ref{VI},preexisting_Ref_command,VI,front,sga2.e06.front.structural.vi,VI,VI,structural,49,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D3D4731C74EDAD0AF9A41624F64694E9988DEC209EFE3053621220D991918BCF,chapter*.398
sga2.r6.edge.000023,sga2.r6.candidate.000024,parts/00_introduction.tex,99,24,\Ref{VII},preexisting_Ref_command,VII,front,sga2.e07.front.structural.vii,VII,VII,structural,53,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,91BD00BFC718986C129F578DAB3CCA92CAEB626EDCE4BEEE0F1FA41A59B8C6F2,chapter*.444
sga2.r6.edge.000024,sga2.r6.candidate.000025,parts/00_introduction.tex,100,10,\Ref{VIII},preexisting_Ref_command,VIII,front,sga2.e08.front.structural.viii,VIII,VIII,structural,60,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,23655C162D7064EE6FF2D8D23E7F99CD5CBF69EE72EC09DE96B3BC751F79377E,chapter*.487
sga2.r6.edge.000025,sga2.r6.candidate.000026,parts/00_introduction.tex,101,2,\Ref{VIII},preexisting_Ref_command,VIII,front,sga2.e08.front.structural.viii,VIII,VIII,structural,60,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,23655C162D7064EE6FF2D8D23E7F99CD5CBF69EE72EC09DE96B3BC751F79377E,chapter*.487
sga2.r6.edge.000026,sga2.r6.candidate.000027,parts/00_introduction.tex,101,13,\Ref{VIII.2.3},preexisting_Ref_command,VIII,front,sga2.e08.2-2.corollary.2-3,VIII.2.3,VIII.2.3,corollary,64,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,EFC6476D0C9634604FD97C1628431DD9E32122DF31B8933925BAC23925CC1B1B,sourcecorollary*.512
sga2.r6.edge.000027,sga2.r6.candidate.000028,parts/00_introduction.tex,106,59,\Ref{IX},preexisting_Ref_command,IX,front,sga2.e09.front.structural.ix,IX,IX,structural,72,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,273980BAF2C150E6543E22733C57CE33A59682369A27B4BC720D859858E802DA,chapter*.543
sga2.r6.edge.000028,sga2.r6.candidate.000031,parts/00_introduction.tex,112,35,\Ref{X},preexisting_Ref_command,X,front,sga2.e10.front.structural.x,X,X,structural,81,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,chapter*.658
sga2.r6.edge.000029,sga2.r6.candidate.000032,parts/00_introduction.tex,112,47,\Ref{XI},preexisting_Ref_command,XI,front,sga2.e11.front.structural.xi,XI,XI,structural,91,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,chapter*.708
sga2.r6.edge.000030,sga2.r6.candidate.000033,parts/00_introduction.tex,120,12,\Ref{IX},preexisting_Ref_command,IX,front,sga2.e09.front.structural.ix,IX,IX,structural,72,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,273980BAF2C150E6543E22733C57CE33A59682369A27B4BC720D859858E802DA,chapter*.543
sga2.r6.edge.000031,sga2.r6.candidate.000034,parts/00_introduction.tex,125,41,\Ref{X},preexisting_Ref_command,X,front,sga2.e10.front.structural.x,X,X,structural,81,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,chapter*.658
sga2.r6.edge.000032,sga2.r6.candidate.000035,parts/00_introduction.tex,125,50,\Ref{XI},preexisting_Ref_command,XI,front,sga2.e11.front.structural.xi,XI,XI,structural,91,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,chapter*.708
sga2.r6.edge.000033,sga2.r6.candidate.000036,parts/00_introduction.tex,125,64,\Ref{XII},preexisting_Ref_command,XII,front,sga2.e12.front.structural.xii,XII,XII,structural,99,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,51A65CA518E714C869947B61E0CC2E94C7D3D1B1666DC5A2175176AC343F1074,chapter*.780
sga2.r6.edge.000034,sga2.r6.candidate.000037,parts/00_introduction.tex,127,26,\Ref{X},preexisting_Ref_command,X,front,sga2.e10.front.structural.x,X,X,structural,81,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,chapter*.658
sga2.r6.edge.000035,sga2.r6.candidate.000038,parts/00_introduction.tex,127,38,\Ref{XI},preexisting_Ref_command,XI,front,sga2.e11.front.structural.xi,XI,XI,structural,91,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,chapter*.708
sga2.r6.edge.000036,sga2.r6.candidate.000039,parts/00_introduction.tex,128,21,\Ref{X},preexisting_Ref_command,X,front,sga2.e10.front.structural.x,X,X,structural,81,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,chapter*.658
sga2.r6.edge.000037,sga2.r6.candidate.000040,parts/00_introduction.tex,128,29,\Ref{X.3.4},preexisting_Ref_command,X,front,sga2.e10.3.theorem.3-4,X.3.4,X.3.4,theorem,87,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,7FCB947D30A24E8E580680CA9DC7F191F12B64CBAE54C065204EE71D8D810617,section*.691
sga2.r6.edge.000038,sga2.r6.candidate.000041,parts/00_introduction.tex,129,1,\Ref{XI},preexisting_Ref_command,XI,front,sga2.e11.front.structural.xi,XI,XI,structural,91,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,chapter*.708
sga2.r6.edge.000039,sga2.r6.candidate.000042,parts/00_introduction.tex,129,10,\Ref{XI.3.14},preexisting_Ref_command,XI,front,sga2.e11.3-14.structural.3-14,XI.3.14,XI.3.14,structural,96,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,E9E9CFA1BAC60337864081CA66155F8E3AF8345C1D76B7C17A6D5B9A26229291,subsection.765
sga2.r6.edge.000040,sga2.r6.candidate.000043,parts/00_introduction.tex,131,19,\Ref{XII},preexisting_Ref_command,XII,front,sga2.e12.front.structural.xii,XII,XII,structural,99,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,51A65CA518E714C869947B61E0CC2E94C7D3D1B1666DC5A2175176AC343F1074,chapter*.780
sga2.r6.edge.000041,sga2.r6.candidate.000044,parts/00_introduction.tex,134,9,\Ref{XII},preexisting_Ref_command,XII,front,sga2.e12.front.structural.xii,XII,XII,structural,99,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,51A65CA518E714C869947B61E0CC2E94C7D3D1B1666DC5A2175176AC343F1074,chapter*.780
sga2.r6.edge.000042,sga2.r6.candidate.000045,parts/00_introduction.tex,134,19,\Ref{XII.3.5},preexisting_Ref_command,XII,front,sga2.e12.3-5.structural.3-5,XII.3.5,XII.3.5,structural,108,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,FFA9275EF6AB6EB0EF365218DA3DE615223EF479AB01D12FD60253E767F3B3C0,subsection.881
sga2.r6.edge.000043,sga2.r6.candidate.000046,parts/00_introduction.tex,134,37,\Ref{XII},preexisting_Ref_command,XII,front,sga2.e12.front.structural.xii,XII,XII,structural,99,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,51A65CA518E714C869947B61E0CC2E94C7D3D1B1666DC5A2175176AC343F1074,chapter*.780
sga2.r6.edge.000044,sga2.r6.candidate.000047,parts/00_introduction.tex,134,47,\Ref{XII.3.7},preexisting_Ref_command,XII,front,sga2.e12.3-7.structural.3-7,XII.3.7,XII.3.7,structural,109,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,A1FBE68BADD901B00F94F6FC9F98CAB8AE2DCFB38F9838A909AA5FD012AC2573,subsection.884
sga2.r6.edge.000045,sga2.r6.candidate.000048,parts/00_introduction.tex,136,4,\Ref{XIII},preexisting_Ref_command,XIII,front,sga2.e13.front.structural.xiii,XIII,XIII,structural,120,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,1CB23D684E57B824368C815F900198452C201D1E115BD75220EBC19C8A3866CD,chapter*.980
sga2.r6.edge.000046,sga2.r6.candidate.000049,parts/00_introduction.tex,139,34,\Ref{XIII},preexisting_Ref_command,XIII,front,sga2.e13.front.structural.xiii,XIII,XIII,structural,120,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,1CB23D684E57B824368C815F900198452C201D1E115BD75220EBC19C8A3866CD,chapter*.980
sga2.r6.edge.000047,sga2.r6.candidate.000050,parts/00_introduction.tex,140,47,\Ref{XIII},preexisting_Ref_command,XIII,front,sga2.e13.front.structural.xiii,XIII,XIII,structural,120,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,1CB23D684E57B824368C815F900198452C201D1E115BD75220EBC19C8A3866CD,chapter*.980
sga2.r6.edge.000048,sga2.r6.candidate.000051,parts/00_introduction.tex,140,62,\Ref{XIV},preexisting_Ref_command,XIV,front,sga2.e14.front.structural.xiv,XIV,XIV,structural,138,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,BE1243FF6B5C0064B2943152274EFD715576DF46B27FE9373604F94D3438290F,chapter*.1130
sga2.r6.edge.000049,sga2.r6.candidate.000052,parts/00_introduction.tex,144,4,\Ref{XIV},preexisting_Ref_command,XIV,front,sga2.e14.front.structural.xiv,XIV,XIV,structural,138,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,BE1243FF6B5C0064B2943152274EFD715576DF46B27FE9373604F94D3438290F,chapter*.1130
sga2.r6.edge.000050,sga2.r6.candidate.000053,parts/00_introduction.tex,145,44,\Ref{XIII},preexisting_Ref_command,XIII,front,sga2.e13.front.structural.xiii,XIII,XIII,structural,120,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,1CB23D684E57B824368C815F900198452C201D1E115BD75220EBC19C8A3866CD,chapter*.980
sga2.r6.edge.000051,sga2.r6.candidate.000054,parts/00_introduction.tex,146,1,\Ref{XIV},preexisting_Ref_command,XIV,front,sga2.e14.front.structural.xiv,XIV,XIV,structural,138,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,BE1243FF6B5C0064B2943152274EFD715576DF46B27FE9373604F94D3438290F,chapter*.1130
sga2.r6.edge.000052,sga2.r6.candidate.000055,parts/00_introduction.tex,146,11,\Ref{XIV.6.4},preexisting_Ref_command,XIV,front,sga2.e14.6-4.section.6-4,XIV.6.4,XIV.6.4,section,175,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,0FDADB78D4FDC67737A9769AC86FCA8918DA3A9945096E6666DEC17FD330E53D,subsection*.1347
sga2.r6.edge.000053,sga2.r6.candidate.000056,parts/00_introduction.tex,149,6,\Ref{XIV},preexisting_Ref_command,XIV,front,sga2.e14.front.structural.xiv,XIV,XIV,structural,138,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,BE1243FF6B5C0064B2943152274EFD715576DF46B27FE9373604F94D3438290F,chapter*.1130
sga2.r6.edge.000054,sga2.r6.candidate.000057,parts/00_introduction.tex,149,16,\Ref{XIV.6.4},preexisting_Ref_command,XIV,front,sga2.e14.6-4.section.6-4,XIV.6.4,XIV.6.4,section,175,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,0FDADB78D4FDC67737A9769AC86FCA8918DA3A9945096E6666DEC17FD330E53D,subsection*.1347
sga2.r6.edge.000055,sga2.r6.candidate.000058,parts/01_expose_I.tex,36,10,\eqref{eq:I.2},preexisting_eqref_command,I,1,sga2.e01.1.equation.2,eq:I.2,eq:I.2,equation,4,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,0E49B2454B349A4AF82EFF17980F1554423DF3DB0B1F3961913739644AD5E07A,AMS.23
sga2.r6.edge.000056,sga2.r6.candidate.000060,parts/01_expose_I.tex,138,9,\eqref{eq:I.8},preexisting_eqref_command,I,1,sga2.e01.1.equation.8,eq:I.8,eq:I.8,equation,5,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,60A0323E12043805F1C1F44ACEA5E7BAD1DDCFBBD12E86743F4BB9E7ED077A74,AMS.36
sga2.r6.edge.000057,sga2.r6.candidate.000061,parts/01_expose_I.tex,144,47,\eqref{eq:I.6},preexisting_eqref_command,I,1,sga2.e01.1.equation.6,eq:I.6,eq:I.6,equation,5,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,BD8E591BDD668B25AC4563F66DCB2C998A88B944E492B7DF813F2FA1941CB69A,AMS.32
sga2.r6.edge.000058,sga2.r6.candidate.000062,parts/01_expose_I.tex,145,33,\eqref{eq:I.8},preexisting_eqref_command,I,1,sga2.e01.1.equation.8,eq:I.8,eq:I.8,equation,5,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,60A0323E12043805F1C1F44ACEA5E7BAD1DDCFBBD12E86743F4BB9E7ED077A74,AMS.36
sga2.r6.edge.000059,sga2.r6.candidate.000063,parts/01_expose_I.tex,148,57,(8),parenthesized_locator,I,1,sga2.e01.1.equation.8,eq:I.8,eq:I.8,equation,5,unique_target_from_syntactic_scope,new,compiled_new_r6,241CE7ECC46A448F085356FE5EDCE69396734F4E2C265A52B84DEDCCCBF01ACF,AMS.36
sga2.r6.edge.000060,sga2.r6.candidate.000064,parts/01_expose_I.tex,162,24,\eqref{eq:I.6},preexisting_eqref_command,I,1,sga2.e01.1.equation.6,eq:I.6,eq:I.6,equation,5,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,BD8E591BDD668B25AC4563F66DCB2C998A88B944E492B7DF813F2FA1941CB69A,AMS.32
sga2.r6.edge.000061,sga2.r6.candidate.000065,parts/01_expose_I.tex,162,43,\eqref{eq:I.7},preexisting_eqref_command,I,1,sga2.e01.1.equation.7,eq:I.7,eq:I.7,equation,5,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8C31543B14F854CF20FCCD31640621D90A0F7830EFE5CB59AFF7F2A1D31B41BB,AMS.34
sga2.r6.edge.000062,sga2.r6.candidate.000069,parts/01_expose_I.tex,239,70,Proposition~1.3,named_locator,I,1,sga2.e01.1.proposition.1-3,I.1.3,I.1.3,proposition,6,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,38CCAA933F3C48D8695BD059343396085272EE530A8C16526066AB0A2C881D2C,section*.47
sga2.r6.edge.000063,sga2.r6.candidate.000071,parts/01_expose_I.tex,251,27,Proposition~1.3,named_locator,I,1,sga2.e01.1.proposition.1-3,I.1.3,I.1.3,proposition,6,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,38CCAA933F3C48D8695BD059343396085272EE530A8C16526066AB0A2C881D2C,section*.47
sga2.r6.edge.000064,sga2.r6.candidate.000072,parts/01_expose_I.tex,251,65,Corollary~1.5,named_locator,I,1,sga2.e01.1.corollary.1-5,I.1.5,I.1.5,corollary,6,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,33561A9A8595B37A50BF46AB324A7867A904BDE6D4320DF4A96CD26DB0B77B13,section*.51
sga2.r6.edge.000065,sga2.r6.candidate.000075,parts/01_expose_I.tex,272,35,statements 1.3,named_locator,I,1,sga2.e01.1.proposition.1-3,I.1.3,I.1.3,proposition,6,unique_target_from_syntactic_scope,new,compiled_new_r6,9E531C4293C158D5AC2E933EF9376D637FC3940B8D69EC7FC6BFE5BD3AE15155,section*.47
sga2.r6.edge.000066,sga2.r6.candidate.000076,parts/01_expose_I.tex,272,51,1.6,bare_dotted_locator,I,1,sga2.e01.1.corollary.1-6,I.1.6,I.1.6,corollary,6,unique_target_from_syntactic_scope,new,compiled_new_r6,EC6C168F4411EC8FA9AB8D47DD25954CE53728404FED0E7A9BC7F29DAB38C30D,section*.54
sga2.r6.edge.000067,sga2.r6.candidate.000077,parts/01_expose_I.tex,292,26,\eqref{eq:I.13},preexisting_eqref_command,I,1,sga2.e01.1.equation.13,eq:I.13,eq:I.13,equation,7,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,322715EEAAFAEBA83ACC92EFF96AAA8D2EF1D03E4EB43B1C6540EA42730B31C6,AMS.59
sga2.r6.edge.000068,sga2.r6.candidate.000078,parts/01_expose_I.tex,307,43,\eqref{eq:I.8'},preexisting_eqref_command,I,1,sga2.e01.1.equation.8.occ2,eq:I.8',eq:I.8',equation,5,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,5882B87C3714C0AACAD83E37CF882519457CDEDE6ED5953E0E741EE45B41AF5E,AMS.38
sga2.r6.edge.000069,sga2.r6.candidate.000079,parts/01_expose_I.tex,308,49,\eqref{eq:I.14},preexisting_eqref_command,I,1,sga2.e01.1.equation.14,eq:I.14,eq:I.14,equation,7,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,488402F8705CB594FECEE90BF3D3666532D0CB9FFBD8C368F9D9F4E5A7125462,AMS.61
sga2.r6.edge.000070,sga2.r6.candidate.000080,parts/01_expose_I.tex,314,33,\eqref{eq:I.14},preexisting_eqref_command,I,1,sga2.e01.1.equation.14,eq:I.14,eq:I.14,equation,7,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,488402F8705CB594FECEE90BF3D3666532D0CB9FFBD8C368F9D9F4E5A7125462,AMS.61
sga2.r6.edge.000071,sga2.r6.candidate.000081,parts/01_expose_I.tex,315,10,\eqref{eq:I.8''},preexisting_eqref_command,I,1,sga2.e01.1.equation.8.occ3,eq:I.8'',eq:I.8'',equation,5,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,18B3B253BD6084133A18EC280C6C539AFB71C38756F74705318ABE1A0844CE42,AMS.41
sga2.r6.edge.000072,sga2.r6.candidate.000083,parts/01_expose_I.tex,343,18,\eqref{eq:I.16},preexisting_eqref_command,I,1,sga2.e01.1.equation.16,eq:I.16,eq:I.16,equation,7,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,9F33224FC17B384D637D12BEADDD3DC44A8539646E23FBBC2FCA370FC9BD27BA,AMS.68
sga2.r6.edge.000073,sga2.r6.candidate.000084,parts/01_expose_I.tex,350,17,\eqref{eq:I.16},preexisting_eqref_command,I,1,sga2.e01.1.equation.16,eq:I.16,eq:I.16,equation,7,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,9F33224FC17B384D637D12BEADDD3DC44A8539646E23FBBC2FCA370FC9BD27BA,AMS.68
sga2.r6.edge.000074,sga2.r6.candidate.000086,parts/01_expose_I.tex,365,18,Proposition~1.8,named_locator,I,1,sga2.e01.1.proposition.1-8,I.1.8,I.1.8,proposition,7,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,AC719BE152E080285D406AD01ECE2EDBED0AB8D0D665BB770B454C54A4D0224B,section*.66
sga2.r6.edge.000075,sga2.r6.candidate.000087,parts/01_expose_I.tex,365,84,Corollary~1.6,named_locator,I,1,sga2.e01.1.corollary.1-6,I.1.6,I.1.6,corollary,6,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,6F72BD163D771598936EB3459F4C036182FEE9C5C1612DA5EA3ECA17757456B4,section*.54
sga2.r6.edge.000076,sga2.r6.candidate.000088,parts/01_expose_I.tex,380,32,\eqref{eq:I.17},preexisting_eqref_command,I,1,sga2.e01.1.equation.17,eq:I.17,eq:I.17,equation,8,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,3D02FD7DC00034C9CB35EBC0D22EB71424D8DAB3A48C983237502BFF2669EFC8,AMS.73
sga2.r6.edge.000077,sga2.r6.candidate.000090,parts/01_expose_I.tex,395,45,Proposition~1.8,named_locator,I,1,sga2.e01.1.proposition.1-8,I.1.8,I.1.8,proposition,7,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,AC719BE152E080285D406AD01ECE2EDBED0AB8D0D665BB770B454C54A4D0224B,section*.66
