candidate_id,pattern_kind,source_file,source_line,source_column_1based,visible_reference_tex,raw_locator,current_expose,reference_scope,structural_context,kind_cue,candidate_target_ids,resolved_target_id,destination_label,final_class,resolution_basis,link_status,source_span_sha256,context,manual_audit_status,document_order
sga2.r6.candidate.000011,preexisting_Ref_command,parts/00_introduction.tex,66,1,\Ref{I},,FRONT_MATTER,I,front,,sga2.e01.front.structural.i,sga2.e01.front.structural.i,I,linked_internal_edge,preexisting_latex_reference_command,preexisting,D7B94ACE6D331498B32F4E3E790B86DB20FB17351CA2D932C75EB08ECAF8D519,"et $X-Y$, and that is the abutment of a very useful\n\og \emph{local-to-global spectral sequence}\fg\n\Ref{I}~\Ref{I.2.6}, involving the \emph{sheaves} of cohomology\n\og with support in $Y$\fg, $\sheaf{H}_Y^*(",not_required_internal_or_structural,14
sga2.r6.candidate.000012,preexisting_Ref_command,parts/00_introduction.tex,66,9,\Ref{I.2.6},2.6,FRONT_MATTER,I,front,,sga2.e01.2.theorem.2-6,sga2.e01.2.theorem.2-6,I.2.6,linked_internal_edge,preexisting_latex_reference_command,preexisting,2C266A2C7D49ACDBBBE5DF2087F4C2C97CDB3CADB79960AC8FD9E036CC0C0C2F,", and that is the abutment of a very useful\n\og \emph{local-to-global spectral sequence}\fg\n\Ref{I}~\Ref{I.2.6}, involving the \emph{sheaves} of cohomology\n\og with support in $Y$\fg, $\sheaf{H}_Y^*(F)$\nde{The ",not_required_internal_or_structural,15
sga2.r6.candidate.000013,preexisting_Ref_command,parts/00_introduction.tex,72,10,\Ref{II},,FRONT_MATTER,II,front,,sga2.e02.front.structural.ii,sga2.e02.front.structural.ii,II,linked_internal_edge,preexisting_latex_reference_command,preexisting,D9504DBA0453B346AC29333441BA88B48E5BB89BD6CF5AED6FE7F00A5CDF78C9,"fg role analogous to\nthat played by tubular neighborhoods of $Y$ in differential geometry.\nExpos\'e~\Ref{II} studies the preceding notions for quasi-coherent sheaves\non preschemes, and Expos\'e~\Ref{III} rela",not_required_internal_or_structural,16
sga2.r6.candidate.000014,preexisting_Ref_command,parts/00_introduction.tex,73,29,\Ref{III},,FRONT_MATTER,III,front,,sga2.e03.front.structural.iii,sga2.e03.front.structural.iii,III,linked_internal_edge,preexisting_latex_reference_command,preexisting,F2914293D7559C2577E7B57CAC73C2D343BDB81ACAAA23B19A9CEB92199F0FB6,"os\'e~\Ref{II} studies the preceding notions for quasi-coherent sheaves\non preschemes, and Expos\'e~\Ref{III} relates them to the classical notion\nof \emph{depth} (\Ref{III}~\Ref{III.3.3}).\n\nExpos\'es~\Ref{IV}",not_required_internal_or_structural,17
sga2.r6.candidate.000015,preexisting_Ref_command,parts/00_introduction.tex,74,18,\Ref{III},,FRONT_MATTER,III,front,,sga2.e03.front.structural.iii,sga2.e03.front.structural.iii,III,linked_internal_edge,preexisting_latex_reference_command,preexisting,F2914293D7559C2577E7B57CAC73C2D343BDB81ACAAA23B19A9CEB92199F0FB6,"sheaves\non preschemes, and Expos\'e~\Ref{III} relates them to the classical notion\nof \emph{depth} (\Ref{III}~\Ref{III.3.3}).\n\nExpos\'es~\Ref{IV} and~\Ref{V} give forms of \emph{local duality}, which\nmay be co",not_required_internal_or_structural,18
sga2.r6.candidate.000016,preexisting_Ref_command,parts/00_introduction.tex,74,28,\Ref{III.3.3},3.3,FRONT_MATTER,III,front,,sga2.e03.3.proposition.3-3,sga2.e03.3.proposition.3-3,III.3.3,linked_internal_edge,preexisting_latex_reference_command,preexisting,A49022A72F90D8B7B375CA0AE3456CA397F50A6C8A15FCAFD52DFD8548D32FB4," preschemes, and Expos\'e~\Ref{III} relates them to the classical notion\nof \emph{depth} (\Ref{III}~\Ref{III.3.3}).\n\nExpos\'es~\Ref{IV} and~\Ref{V} give forms of \emph{local duality}, which\nmay be compared with Se",not_required_internal_or_structural,19
sga2.r6.candidate.000017,preexisting_Ref_command,parts/00_introduction.tex,76,11,\Ref{IV},,FRONT_MATTER,IV,front,,sga2.e04.front.section.iv,sga2.e04.front.section.iv,IV,linked_internal_edge,preexisting_latex_reference_command,preexisting,7DFAAB010BDC19EE10DFB3FFFFC5639B9A92B0F204920BBDE25D5066DF4213DA,"Ref{III} relates them to the classical notion\nof \emph{depth} (\Ref{III}~\Ref{III.3.3}).\n\nExpos\'es~\Ref{IV} and~\Ref{V} give forms of \emph{local duality}, which\nmay be compared with Serre's projective duali",not_required_internal_or_structural,20
sga2.r6.candidate.000018,preexisting_Ref_command,parts/00_introduction.tex,76,24,\Ref{V},,FRONT_MATTER,V,front,,sga2.e05.front.structural.v,sga2.e05.front.structural.v,V,linked_internal_edge,preexisting_latex_reference_command,preexisting,048A7FF21355F8C45EE83715232C121B2054C76BB0BCEDC5253540EEDAD71A1D,"tes them to the classical notion\nof \emph{depth} (\Ref{III}~\Ref{III.3.3}).\n\nExpos\'es~\Ref{IV} and~\Ref{V} give forms of \emph{local duality}, which\nmay be compared with Serre's projective duality theorem\n(",not_required_internal_or_structural,21
sga2.r6.candidate.000019,preexisting_Ref_command,parts/00_introduction.tex,78,2,\Ref{XII},,FRONT_MATTER,XII,front,,sga2.e12.front.structural.xii,sga2.e12.front.structural.xii,XII,linked_internal_edge,preexisting_latex_reference_command,preexisting,51A65CA518E714C869947B61E0CC2E94C7D3D1B1666DC5A2175176AC343F1074," give forms of \emph{local duality}, which\nmay be compared with Serre's projective duality theorem\n(\Ref{XII}~\Ref{XII.1.1}). We note that both kinds of duality theorem are\nsubstantially generalized in \sisi{H",not_required_internal_or_structural,22
sga2.r6.candidate.000020,preexisting_Ref_command,parts/00_introduction.tex,78,12,\Ref{XII.1.1},1.1,FRONT_MATTER,XII,front,,sga2.e12.1.theorem.1-1,sga2.e12.1.theorem.1-1,XII.1.1,linked_internal_edge,preexisting_latex_reference_command,preexisting,F4338272EA38B349EDF9142F09F32F0A4B62B8CB94FF4B7A50C5697133D9DB7B,"s of \emph{local duality}, which\nmay be compared with Serre's projective duality theorem\n(\Ref{XII}~\Ref{XII.1.1}). We note that both kinds of duality theorem are\nsubstantially generalized in \sisi{HARTSHORNE}{Har",not_required_internal_or_structural,23
sga2.r6.candidate.000021,preexisting_Ref_command,parts/00_introduction.tex,80,43,\Ref{IV},,FRONT_MATTER,IV,front,,sga2.e04.front.section.iv,sga2.e04.front.section.iv,IV,linked_internal_edge,preexisting_latex_reference_command,preexisting,7DFAAB010BDC19EE10DFB3FFFFC5639B9A92B0F204920BBDE25D5066DF4213DA,"ly generalized in \sisi{HARTSHORNE}{Hartshorne}'s seminar\n(cited in the footnote at the end of \Exp \Ref{IV})\refstepcounter{toto}\n\de{\label{noteconrad}Hartshorne's book contains sign errors and, more\nimport",not_required_internal_or_structural,24
sga2.r6.candidate.000022,parenthesized_locator,parts/00_introduction.tex,97,1,(1996),1996,FRONT_MATTER,FRONT_MATTER,front,,,,,external_work_citation,bibliographic_year,no,244013D626FDE711791189F71B43652E904A1D6A29070FE28F8895906C0D941C,"ality theorem via Bousfield's techniques\nand Brown representability\fg, \emph{J.~Amer. Math. Soc.} \textbf{9}\n(1996), \numero 1, p\ptbl~205--236).}\n\nExpos\'es~\Ref{VI} and~\Ref{VII} give elementary technical notions used in\nEx",audited_positive_disposition_codex_2026-07-23,1
sga2.r6.candidate.000023,preexisting_Ref_command,parts/00_introduction.tex,99,11,\Ref{VI},,FRONT_MATTER,VI,front,,sga2.e06.front.structural.vi,sga2.e06.front.structural.vi,VI,linked_internal_edge,preexisting_latex_reference_command,preexisting,D3D4731C74EDAD0AF9A41624F64694E9988DEC209EFE3053621220D991918BCF,"tability\fg, \emph{J.~Amer. Math. Soc.} \textbf{9}\n(1996), \numero 1, p\ptbl~205--236).}\n\nExpos\'es~\Ref{VI} and~\Ref{VII} give elementary technical notions used in\nExpos\'e~\Ref{VIII} to prove the \emph{fini",not_required_internal_or_structural,25
sga2.r6.candidate.000024,preexisting_Ref_command,parts/00_introduction.tex,99,24,\Ref{VII},,FRONT_MATTER,VII,front,,sga2.e07.front.structural.vii,sga2.e07.front.structural.vii,VII,linked_internal_edge,preexisting_latex_reference_command,preexisting,91BD00BFC718986C129F578DAB3CCA92CAEB626EDCE4BEEE0F1FA41A59B8C6F2,"\emph{J.~Amer. Math. Soc.} \textbf{9}\n(1996), \numero 1, p\ptbl~205--236).}\n\nExpos\'es~\Ref{VI} and~\Ref{VII} give elementary technical notions used in\nExpos\'e~\Ref{VIII} to prove the \emph{finiteness theorem",not_required_internal_or_structural,26
sga2.r6.candidate.000025,preexisting_Ref_command,parts/00_introduction.tex,100,10,\Ref{VIII},,FRONT_MATTER,VIII,front,,sga2.e08.front.structural.viii,sga2.e08.front.structural.viii,VIII,linked_internal_edge,preexisting_latex_reference_command,preexisting,23655C162D7064EE6FF2D8D23E7F99CD5CBF69EE72EC09DE96B3BC751F79377E,bl~205--236).}\n\nExpos\'es~\Ref{VI} and~\Ref{VII} give elementary technical notions used in\nExpos\'e~\Ref{VIII} to prove the \emph{finiteness theorem}\n(\Ref{VIII}~\Ref{VIII.2.3}). This theorem gives necessary an,not_required_internal_or_structural,27
sga2.r6.candidate.000026,preexisting_Ref_command,parts/00_introduction.tex,101,2,\Ref{VIII},,FRONT_MATTER,VIII,front,,sga2.e08.front.structural.viii,sga2.e08.front.structural.viii,VIII,linked_internal_edge,preexisting_latex_reference_command,preexisting,23655C162D7064EE6FF2D8D23E7F99CD5CBF69EE72EC09DE96B3BC751F79377E,"ve elementary technical notions used in\nExpos\'e~\Ref{VIII} to prove the \emph{finiteness theorem}\n(\Ref{VIII}~\Ref{VIII.2.3}). This theorem gives necessary and sufficient\nconditions, for a coherent sheaf $F$ o",not_required_internal_or_structural,28
sga2.r6.candidate.000027,preexisting_Ref_command,parts/00_introduction.tex,101,13,\Ref{VIII.2.3},2.3,FRONT_MATTER,VIII,front,,sga2.e08.2-2.corollary.2-3,sga2.e08.2-2.corollary.2-3,VIII.2.3,linked_internal_edge,preexisting_latex_reference_command,preexisting,EFC6476D0C9634604FD97C1628431DD9E32122DF31B8933925BAC23925CC1B1B,"ry technical notions used in\nExpos\'e~\Ref{VIII} to prove the \emph{finiteness theorem}\n(\Ref{VIII}~\Ref{VIII.2.3}). This theorem gives necessary and sufficient\nconditions, for a coherent sheaf $F$ on a noetherian ",not_required_internal_or_structural,29
sga2.r6.candidate.000028,preexisting_Ref_command,parts/00_introduction.tex,106,59,\Ref{IX},,FRONT_MATTER,IX,front,,sga2.e09.front.structural.ix,sga2.e09.front.structural.ix,IX,linked_internal_edge,preexisting_latex_reference_command,preexisting,273980BAF2C150E6543E22733C57CE33A59682369A27B4BC720D859858E802DA,"to X$ is the inclusion). It is one of the\ncentral technical results of the seminar, and in Expos\'e~\Ref{IX} we show\nhow a theorem of this kind can be used to establish a \og comparison\ntheorem\fg and an \og ",not_required_internal_or_structural,30
sga2.r6.candidate.000029,explicit_external_work_locator,parts/00_introduction.tex,109,52,4,4,FRONT_MATTER,III,front,,,,,external_work_citation,named_external_work_or_author_context,no,4B227777D4DD1FC61C6F884F48641D02B4D121D3FD328CB08B5531FCACDABF8A," an \og existence theorem\fg in formal geometry, following\nand generalizing the use made in (\EGA III~\oldS\S 4 and~5) of the\nfiniteness theorem for a proper morphism.\n\nThese last results are applied in~\Ref{X} and~\Ref{X",audited_positive_disposition_codex_2026-07-23,2
sga2.r6.candidate.000030,coordinated_list_member,parts/00_introduction.tex,109,58,5,5,FRONT_MATTER,FRONT_MATTER,front,,,,,external_work_citation,named_external_work_or_author_context,no,EF2D127DE37B942BAAD06145E54B0C619A1F22327B2EBBCFBEC78F5564AFE39D,"g existence theorem\fg in formal geometry, following\nand generalizing the use made in (\EGA III~\oldS\S 4 and~5) of the\nfiniteness theorem for a proper morphism.\n\nThese last results are applied in~\Ref{X} and~\Ref{XI}, de",audited_positive_disposition_codex_2026-07-23,3
sga2.r6.candidate.000031,preexisting_Ref_command,parts/00_introduction.tex,112,35,\Ref{X},,FRONT_MATTER,X,front,,sga2.e10.front.structural.x,sga2.e10.front.structural.x,X,linked_internal_edge,preexisting_latex_reference_command,preexisting,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,"oldS\S 4 and~5) of the\nfiniteness theorem for a proper morphism.\n\nThese last results are applied in~\Ref{X} and~\Ref{XI}, devoted\nrespectively to Lefschetz-type theorems for the fundamental group and\nfor\pag",not_required_internal_or_structural,31
sga2.r6.candidate.000032,preexisting_Ref_command,parts/00_introduction.tex,112,47,\Ref{XI},,FRONT_MATTER,XI,front,,sga2.e11.front.structural.xi,sga2.e11.front.structural.xi,XI,linked_internal_edge,preexisting_latex_reference_command,preexisting,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,"~5) of the\nfiniteness theorem for a proper morphism.\n\nThese last results are applied in~\Ref{X} and~\Ref{XI}, devoted\nrespectively to Lefschetz-type theorems for the fundamental group and\nfor\pageoriginale th",not_required_internal_or_structural,32
sga2.r6.candidate.000033,preexisting_Ref_command,parts/00_introduction.tex,120,12,\Ref{IX},,FRONT_MATTER,IX,front,,sga2.e09.front.structural.ix,sga2.e09.front.structural.ix,IX,linked_internal_edge,preexisting_latex_reference_command,preexisting,273980BAF2C150E6543E22733C57CE33A59682369A27B4BC720D859858E802DA,"ow one to pass from\n$Y$ to the formal completion of $X$ along $Y$, and then to apply the\nresults of~\Ref{IX} in order to pass from there to an open\n\emph{neighborhood} $U$ of $Y$ in $X$. To pass from $U$ to $",not_required_internal_or_structural,33
sga2.r6.candidate.000034,preexisting_Ref_command,parts/00_introduction.tex,125,41,\Ref{X},,FRONT_MATTER,X,front,,sga2.e10.front.structural.x,sga2.e10.front.structural.x,X,linked_internal_edge,preexisting_latex_reference_command,preexisting,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,"ete set in the cases under consideration. This explains the\ninteraction, in the proofs of Expos\'es~\Ref{X}, \Ref{XI}, and \Ref{XII},\nbetween local and global results, particularly in certain inductions. The",not_required_internal_or_structural,34
sga2.r6.candidate.000035,preexisting_Ref_command,parts/00_introduction.tex,125,50,\Ref{XI},,FRONT_MATTER,XI,front,,sga2.e11.front.structural.xi,sga2.e11.front.structural.xi,XI,linked_internal_edge,preexisting_latex_reference_command,preexisting,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,"n the cases under consideration. This explains the\ninteraction, in the proofs of Expos\'es~\Ref{X}, \Ref{XI}, and \Ref{XII},\nbetween local and global results, particularly in certain inductions. The\nmain resu",not_required_internal_or_structural,35
sga2.r6.candidate.000036,preexisting_Ref_command,parts/00_introduction.tex,125,64,\Ref{XII},,FRONT_MATTER,XII,front,,sga2.e12.front.structural.xii,sga2.e12.front.structural.xii,XII,linked_internal_edge,preexisting_latex_reference_command,preexisting,51A65CA518E714C869947B61E0CC2E94C7D3D1B1666DC5A2175176AC343F1074,"der consideration. This explains the\ninteraction, in the proofs of Expos\'es~\Ref{X}, \Ref{XI}, and \Ref{XII},\nbetween local and global results, particularly in certain inductions. The\nmain results obtained in",not_required_internal_or_structural,36
sga2.r6.candidate.000037,preexisting_Ref_command,parts/00_introduction.tex,127,26,\Ref{X},,FRONT_MATTER,X,front,,sga2.e10.front.structural.x,sga2.e10.front.structural.x,X,linked_internal_edge,preexisting_latex_reference_command,preexisting,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,"\nbetween local and global results, particularly in certain inductions. The\nmain results obtained in~\Ref{X} and~\Ref{XI} are the theorems of\n\emph{local nature} \Ref{X}~\Ref{X.3.4} (the \emph{purity theorem}",not_required_internal_or_structural,37
sga2.r6.candidate.000038,preexisting_Ref_command,parts/00_introduction.tex,127,38,\Ref{XI},,FRONT_MATTER,XI,front,,sga2.e11.front.structural.xi,sga2.e11.front.structural.xi,XI,linked_internal_edge,preexisting_latex_reference_command,preexisting,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,"al and global results, particularly in certain inductions. The\nmain results obtained in~\Ref{X} and~\Ref{XI} are the theorems of\n\emph{local nature} \Ref{X}~\Ref{X.3.4} (the \emph{purity theorem}) and\n\Ref{XI",not_required_internal_or_structural,38
sga2.r6.candidate.000039,preexisting_Ref_command,parts/00_introduction.tex,128,21,\Ref{X},,FRONT_MATTER,X,front,,sga2.e10.front.structural.x,sga2.e10.front.structural.x,X,linked_internal_edge,preexisting_latex_reference_command,preexisting,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,ductions. The\nmain results obtained in~\Ref{X} and~\Ref{XI} are the theorems of\n\emph{local nature} \Ref{X}~\Ref{X.3.4} (the \emph{purity theorem}) and\n\Ref{XI}~\Ref{XI.3.14} (the \emph{parafactoriality theo,not_required_internal_or_structural,39
sga2.r6.candidate.000040,preexisting_Ref_command,parts/00_introduction.tex,128,29,\Ref{X.3.4},3.4,FRONT_MATTER,X,front,,sga2.e10.3.theorem.3-4,sga2.e10.3.theorem.3-4,X.3.4,linked_internal_edge,preexisting_latex_reference_command,preexisting,7FCB947D30A24E8E580680CA9DC7F191F12B64CBAE54C065204EE71D8D810617,. The\nmain results obtained in~\Ref{X} and~\Ref{XI} are the theorems of\n\emph{local nature} \Ref{X}~\Ref{X.3.4} (the \emph{purity theorem}) and\n\Ref{XI}~\Ref{XI.3.14} (the \emph{parafactoriality theorem}). Notic,not_required_internal_or_structural,40
sga2.r6.candidate.000041,preexisting_Ref_command,parts/00_introduction.tex,129,1,\Ref{XI},,FRONT_MATTER,XI,front,,sga2.e11.front.structural.xi,sga2.e11.front.structural.xi,XI,linked_internal_edge,preexisting_latex_reference_command,preexisting,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,Ref{XI} are the theorems of\n\emph{local nature} \Ref{X}~\Ref{X.3.4} (the \emph{purity theorem}) and\n\Ref{XI}~\Ref{XI.3.14} (the \emph{parafactoriality theorem}). Notice that\nthese theorems are proved by cohom,not_required_internal_or_structural,41
sga2.r6.candidate.000042,preexisting_Ref_command,parts/00_introduction.tex,129,10,\Ref{XI.3.14},3.14,FRONT_MATTER,XI,front,,sga2.e11.3-14.structural.3-14,sga2.e11.3-14.structural.3-14,XI.3.14,linked_internal_edge,preexisting_latex_reference_command,preexisting,E9E9CFA1BAC60337864081CA66155F8E3AF8345C1D76B7C17A6D5B9A26229291,re the theorems of\n\emph{local nature} \Ref{X}~\Ref{X.3.4} (the \emph{purity theorem}) and\n\Ref{XI}~\Ref{XI.3.14} (the \emph{parafactoriality theorem}). Notice that\nthese theorems are proved by cohomological techn,not_required_internal_or_structural,42
sga2.r6.candidate.000043,preexisting_Ref_command,parts/00_introduction.tex,131,19,\Ref{XII},,FRONT_MATTER,XII,front,,sga2.e12.front.structural.xii,sga2.e12.front.structural.xii,XII,linked_internal_edge,preexisting_latex_reference_command,preexisting,51A65CA518E714C869947B61E0CC2E94C7D3D1B1666DC5A2175176AC343F1074,"tice that\nthese theorems are proved by cohomological techniques of an essentially\nglobal nature. In~\Ref{XII}, using the preceding local results, one\nobtains global variants for projective schemes over a field",not_required_internal_or_structural,43
sga2.r6.candidate.000044,preexisting_Ref_command,parts/00_introduction.tex,134,9,\Ref{XII},,FRONT_MATTER,XII,front,,sga2.e12.front.structural.xii,sga2.e12.front.structural.xii,XII,linked_internal_edge,preexisting_latex_reference_command,preexisting,51A65CA518E714C869947B61E0CC2E94C7D3D1B1666DC5A2175176AC343F1074,"er a field, or more\ngenerally over a more or less arbitrary base scheme; typical statements\ninclude \Ref{XII}~\Ref{XII.3.5} and \Ref{XII}~\Ref{XII.3.7}.\n\nIn~\Ref{XIII}, we review some of the many problems and ",not_required_internal_or_structural,44
sga2.r6.candidate.000045,preexisting_Ref_command,parts/00_introduction.tex,134,19,\Ref{XII.3.5},3.5,FRONT_MATTER,XII,front,,sga2.e12.3-5.structural.3-5,sga2.e12.3-5.structural.3-5,XII.3.5,linked_internal_edge,preexisting_latex_reference_command,preexisting,FFA9275EF6AB6EB0EF365218DA3DE615223EF479AB01D12FD60253E767F3B3C0,", or more\ngenerally over a more or less arbitrary base scheme; typical statements\ninclude \Ref{XII}~\Ref{XII.3.5} and \Ref{XII}~\Ref{XII.3.7}.\n\nIn~\Ref{XIII}, we review some of the many problems and conjectures\nsu",not_required_internal_or_structural,45
sga2.r6.candidate.000046,preexisting_Ref_command,parts/00_introduction.tex,134,37,\Ref{XII},,FRONT_MATTER,XII,front,,sga2.e12.front.structural.xii,sga2.e12.front.structural.xii,XII,linked_internal_edge,preexisting_latex_reference_command,preexisting,51A65CA518E714C869947B61E0CC2E94C7D3D1B1666DC5A2175176AC343F1074,"y over a more or less arbitrary base scheme; typical statements\ninclude \Ref{XII}~\Ref{XII.3.5} and \Ref{XII}~\Ref{XII.3.7}.\n\nIn~\Ref{XIII}, we review some of the many problems and conjectures\nsuggested by the",not_required_internal_or_structural,46
sga2.r6.candidate.000047,preexisting_Ref_command,parts/00_introduction.tex,134,47,\Ref{XII.3.7},3.7,FRONT_MATTER,XII,front,,sga2.e12.3-7.structural.3-7,sga2.e12.3-7.structural.3-7,XII.3.7,linked_internal_edge,preexisting_latex_reference_command,preexisting,A1FBE68BADD901B00F94F6FC9F98CAB8AE2DCFB38F9838A909AA5FD012AC2573,"ore or less arbitrary base scheme; typical statements\ninclude \Ref{XII}~\Ref{XII.3.5} and \Ref{XII}~\Ref{XII.3.7}.\n\nIn~\Ref{XIII}, we review some of the many problems and conjectures\nsuggested by the results and m",not_required_internal_or_structural,47
