latex_label,stable_id,compiled_pdf_anchor,pdf_page,status
eq:II.7.6,sga2.e02.front.equation.7-6,AMS.169,17,compiled_resolved_r6
II.8,sga2.e02.front.lemma.8,section*.170,17,compiled_resolved_r6
II.9,sga2.e02.front.lemma.9,section*.171,17,compiled_resolved_r6
II.10,sga2.e02.front.corollary.10,section*.175,18,compiled_resolved_r6
II.11,sga2.e02.front.lemma.11,section*.176,18,compiled_resolved_r6
III,sga2.e03.front.structural.iii,chapter*.177,19,compiled_resolved_r6
III.1,sga2.e03.1.section.1,section*.179,19,compiled_resolved_r6
noteserre,sga2.e03.1.structural.unnumbered,section*.181,19,compiled_resolved_r6
def:III.1.1,sga2.e03.1.definition.1-1,section*.182,19,compiled_resolved_r6
III.1.1,sga2.e03.1.proposition.1-1,section*.183,19,compiled_resolved_r6
III.1.2,sga2.e03.1.proposition.1-2,section*.187,19,compiled_resolved_r6
III.1.3,sga2.e03.1.proposition.1-3,section*.191,20,compiled_resolved_r6
III.2,sga2.e03.2.section.2,section*.193,20,compiled_resolved_r6
III.2.1,sga2.e03.2.lemma.2-1,section*.194,20,compiled_resolved_r6
III.2.2,sga2.e03.2.theorem.2-2,section*.200,21,compiled_resolved_r6
eq:III.2.1,sga2.e03.2.equation.2-1,equation*.203,21,compiled_resolved_r6
eq:III.2.2,sga2.e03.2.equation.2-2,equation*.205,21,compiled_resolved_r6
III.2.3,sga2.e03.2.definition.2-3,section*.206,21,compiled_resolved_r6
III.2.4,sga2.e03.2.proposition.2-4,section*.207,22,compiled_resolved_r6
III.2.5,sga2.e03.2.corollary.2-5,section*.212,22,compiled_resolved_r6
III.2.6,sga2.e03.2.corollary.2-6,section*.214,22,compiled_resolved_r6
III.2.7,sga2.e03.2.remark.2-7,section*.215,22,compiled_resolved_r6
III.2.8,sga2.e03.2.remark.2-8,section*.216,22,compiled_resolved_r6
III.2.9,sga2.e03.2.proposition.2-9,section*.217,23,compiled_resolved_r6
III.2.10,sga2.e03.2.corollary.2-10,section*.218,23,compiled_resolved_r6
eq:III.2.3,sga2.e03.2.equation.2-3,equation*.219,23,compiled_resolved_r6
III.2.11,sga2.e03.2.proposition.2-11,section*.220,23,compiled_resolved_r6
III.3,sga2.e03.3.section.3,section*.222,23,compiled_resolved_r6
III.3.1,sga2.e03.3.lemma.3-1,section*.223,23,compiled_resolved_r6
III.3.2,sga2.e03.3.remark.3-2,section*.227,24,compiled_resolved_r6
III.3.3,sga2.e03.3.proposition.3-3,section*.229,24,compiled_resolved_r6
III.3.4,sga2.e03.3.example.3-4,section*.233,25,compiled_resolved_r6
III.3.5,sga2.e03.3.corollary.3-5,section*.238,25,compiled_resolved_r6
III.3.6,sga2.e03.3.theorem.3-6,section*.241,25,compiled_resolved_r6
III.3.7,sga2.e03.3.corollary.3-7,section*.242,26,compiled_resolved_r6
III.3.8,sga2.e03.3.lemma.3-8,section*.244,26,compiled_resolved_r6
III.3.9,sga2.e03.3.corollary.3-9,section*.247,27,compiled_resolved_r6
III.3.10,sga2.e03.3.example.3-10,section*.249,27,compiled_resolved_r6
III.3.11,sga2.e03.3.remark.3-11,section*.250,27,compiled_resolved_r6
III.3.12,sga2.e03.3.lemma.3-12,section*.251,27,compiled_resolved_r6
III.3.13,sga2.e03.3.example.3-13,section*.252,27,compiled_resolved_r6
IV,sga2.e04.front.section.iv,chapter*.254,29,compiled_resolved_r6
IV.1,sga2.e04.1.section.1,section*.256,29,compiled_resolved_r6
pIV.1,sga2.e04.1.structural.1,section*.257,29,compiled_resolved_r6
IV.1.1,sga2.e04.1.proposition.1-1,section*.258,29,compiled_resolved_r6
IV.1.2,sga2.e04.1.remark.1-2,section*.261,30,compiled_resolved_r6
IV.1.3,sga2.e04.1.proposition.1-3,section*.262,30,compiled_resolved_r6
IV.1.4,sga2.e04.1.theorem.1-4,section*.266,31,compiled_resolved_r6
IV.2,sga2.e04.2.section.2,section*.271,32,compiled_resolved_r6
IV.2.1,sga2.e04.2.proposition.2-1,section*.272,32,compiled_resolved_r6
IV.2.2,sga2.e04.2.corollary.2-2,section*.275,32,compiled_resolved_r6
IV.3,sga2.e04.3.section.3,section*.277,33,compiled_resolved_r6
IV.3.1,sga2.e04.3.proposition.3-1,section*.278,33,compiled_resolved_r6
IV.3.2,sga2.e04.3.remark.3-2,section*.283,34,compiled_resolved_r6
IV.4,sga2.e04.4.section.4,section*.285,34,compiled_resolved_r6
IV.4.1,sga2.e04.4.definition.4-1,section*.286,34,compiled_resolved_r6
IV.4.2,sga2.e04.4.definition.4-2,section*.287,35,compiled_resolved_r6
IV.4.3,sga2.e04.4.proposition.4-3,section*.288,35,compiled_resolved_r6
IV.4.4,sga2.e04.4.corollary.4-4,section*.289,35,compiled_resolved_r6
IV.4.5,sga2.e04.4.lemma.4-5,section*.290,35,compiled_resolved_r6
IV.4.6,sga2.e04.4.proposition.4-6,section*.291,36,compiled_resolved_r6
IV.4.7,sga2.e04.4.theorem.4-7,section*.293,36,compiled_resolved_r6
IV.4.8,sga2.e04.4.remark.4-8,section*.297,36,compiled_resolved_r6
pIV.13,sga2.e04.13.structural.13,section*.305,36,compiled_resolved_r6
IV.4.9,sga2.e04.13.corollary.4-9,section*.306,37,compiled_resolved_r6
IV.5,sga2.e04.5.section.5,section*.309,37,compiled_resolved_r6
IV.5.1,sga2.e04.5.proposition.5-1,section*.310,38,compiled_resolved_r6
IV.5.2,sga2.e04.5.example.5-2,section*.312,39,compiled_resolved_r6
IV.5.3,sga2.e04.5.example.5-3,section*.313,39,compiled_resolved_r6
IV.5.4,sga2.e04.5.proposition.5-4,section*.314,39,compiled_resolved_r6
IV.5.5,sga2.e04.5.remark.5-5,section*.316,39,compiled_resolved_r6
pagecithar,sga2.e04.46.structural.46,section*.318,40,compiled_resolved_r6
cithar,sga2.e04.46.structural.unnumbered,section*.320,40,compiled_resolved_r6
V,sga2.e05.front.structural.v,chapter*.321,41,compiled_resolved_r6
V.1,sga2.e05.1.section.1,section*.323,41,compiled_resolved_r6
V.1.1,sga2.e05.1-1.section.1-1,section*.325,41,compiled_resolved_r6
eq:V.1,sga2.e05.1-1.equation.1,AMS.327,41,compiled_resolved_r6
eq:V.2,sga2.e05.1-1.equation.2,AMS.329,41,compiled_resolved_r6
eq:V.3,sga2.e05.1-1.equation.3,AMS.332,41,compiled_resolved_r6
eq:V.4,sga2.e05.1-1.equation.4,AMS.334,41,compiled_resolved_r6
V.1.2,sga2.e05.1-1.remark.1-2,section*.335,41,compiled_resolved_r6
eq:V.1.3,sga2.e05.1-1.equation.1-3,AMS.337,42,compiled_resolved_r6
eq:V.5,sga2.e05.1-1.equation.5,AMS.340,42,compiled_resolved_r6
eq:V.6,sga2.e05.1-1.equation.6,AMS.342,42,compiled_resolved_r6
eq:V.8,sga2.e05.1-1.equation.8,AMS.345,42,compiled_resolved_r6
eq:V.9,sga2.e05.1-1.equation.9,AMS.346,42,compiled_resolved_r6
eq:V.10,sga2.e05.1-1.equation.10,AMS.349,42,compiled_resolved_r6
eq:V.11,sga2.e05.1-1.equation.11,AMS.351,42,compiled_resolved_r6
eq:V.1.4,sga2.e05.1-1.equation.1-4,AMS.352,42,compiled_resolved_r6
eq:V.12,sga2.e05.1-1.equation.12,AMS.354,43,compiled_resolved_r6
eq:V.1.5,sga2.e05.1-1.equation.1-5,AMS.355,43,compiled_resolved_r6
V.2,sga2.e05.2.section.2,section*.357,43,compiled_resolved_r6
pV2.4,sga2.e05.2-4.structural.2-4,section*.358,43,compiled_resolved_r6
eq:V.13,sga2.e05.2-4.equation.13,AMS.360,43,compiled_resolved_r6
eq:V.14,sga2.e05.2-4.equation.14,AMS.362,44,compiled_resolved_r6
V.2.1,sga2.e05.2-4.theorem.2-1,section*.363,44,compiled_resolved_r6
V.3,sga2.e05.3.section.3,section*.365,44,compiled_resolved_r6
V.3.1,sga2.e05.3.theorem.3-1,section*.366,44,compiled_resolved_r6
V.3.2,sga2.e05.3.lemma.3-2,section*.367,44,compiled_resolved_r6
eq:V.15,sga2.e05.3.equation.15,AMS.369,44,compiled_resolved_r6
eq:V.16,sga2.e05.3.equation.16,AMS.371,45,compiled_resolved_r6
eq:V.17,sga2.e05.3.equation.17,AMS.373,45,compiled_resolved_r6
eq:V.18,sga2.e05.3.equation.18,AMS.375,45,compiled_resolved_r6
eq:V.19,sga2.e05.3.equation.19,AMS.377,45,compiled_resolved_r6
eq:V.20,sga2.e05.3.equation.20,AMS.379,45,compiled_resolved_r6
eq:V.21,sga2.e05.3.equation.21,AMS.381,45,compiled_resolved_r6
eq:V.22,sga2.e05.3.equation.22,AMS.383,45,compiled_resolved_r6
eq:V.23,sga2.e05.3.equation.23,AMS.385,46,compiled_resolved_r6
V.3.3,sga2.e05.3.lemma.3-3,section*.386,47,compiled_resolved_r6
V.3.4,sga2.e05.3.example.3-4,section*.387,47,compiled_resolved_r6
V.3.5,sga2.e05.3.proposition.3-5,section*.388,48,compiled_resolved_r6
dualnul,sga2.e05.3.structural.unnumbered,section*.390,48,compiled_resolved_r6
eq:V.24,sga2.e05.3.equation.24,AMS.392,48,compiled_resolved_r6
eq:V.25,sga2.e05.3.equation.25,AMS.394,48,compiled_resolved_r6
eq:V.26,sga2.e05.3.equation.26,AMS.396,48,compiled_resolved_r6
V.3.6,sga2.e05.3.corollary.3-6,section*.397,48,compiled_resolved_r6
VI,sga2.e06.front.structural.vi,chapter*.398,49,compiled_resolved_r6
VI.1,sga2.e06.1.section.1,section*.400,49,compiled_resolved_r6
VI.1.1,sga2.e06.1-1.section.1-1,section*.402,49,compiled_resolved_r6
VI.1.2,sga2.e06.1-1.lemma.1-2,section*.403,49,compiled_resolved_r6
VI.1.3,sga2.e06.1-1.theorem.1-3,section*.404,49,compiled_resolved_r6
VI.1.3.1,sga2.e06.1-1.equation.1-3-1,AMS.406,49,compiled_resolved_r6
VI.1.4,sga2.e06.1-4.section.1-4,section*.408,49,compiled_resolved_r6
VI.1.4.1,sga2.e06.1-4.equation.1-4-1,AMS.412,50,compiled_resolved_r6
VI.1.4.2,sga2.e06.1-4.equation.1-4-2,AMS.413,50,compiled_resolved_r6
VI.1.4.3,sga2.e06.1-4.equation.1-4-3,AMS.414,50,compiled_resolved_r6
VI.1.5,sga2.e06.1-5.section.1-5,section*.416,50,compiled_resolved_r6
VI.1.6,sga2.e06.1-5.theorem.1-6,section*.417,50,compiled_resolved_r6
VI.1.6.1,sga2.e06.1-5.equation.1-6-1,AMS.421,50,compiled_resolved_r6
VI.1.6.2,sga2.e06.1-5.equation.1-6-2,AMS.422,50,compiled_resolved_r6
VI.1.6.3,sga2.e06.1-5.equation.1-6-3,AMS.423,50,compiled_resolved_r6
VI.1.7,sga2.e06.1-7.section.1-7,section*.425,50,compiled_resolved_r6
VI.1.7.1,sga2.e06.1-7.equation.1-7-1,AMS.427,50,compiled_resolved_r6
VI.1.7.2,sga2.e06.1-7.equation.1-7-2,AMS.429,50,compiled_resolved_r6
VI.1.8,sga2.e06.1-7.theorem.1-8,section*.430,50,compiled_resolved_r6
VI.1.9,sga2.e06.1-7.corollary.1-9,section*.431,51,compiled_resolved_r6
VI.2,sga2.e06.2.section.2,section*.433,51,compiled_resolved_r6
VI.2.1,sga2.e06.2.proposition.2-1,section*.434,51,compiled_resolved_r6
VI.2.2,sga2.e06.2-2.section.2-2,section*.436,51,compiled_resolved_r6
VI.2.3,sga2.e06.2-2.theorem.2-3,section*.437,51,compiled_resolved_r6
VI.2.3.1,sga2.e06.2-2.equation.2-3-1,AMS.442,52,compiled_resolved_r6
VII,sga2.e07.front.structural.vii,chapter*.444,53,compiled_resolved_r6
VII.1,sga2.e07.1.section.1,section*.446,53,compiled_resolved_r6
VII.1.1,sga2.e07.1.lemma.1-1,section*.447,53,compiled_resolved_r6
VII.1.2,sga2.e07.1.proposition.1-2,section*.449,54,compiled_resolved_r6
eq:VII.1.1,sga2.e07.1.equation.1-1,AMS.456,54,compiled_resolved_r6
VII.1.3,sga2.e07.1.lemma.1-3,section*.457,55,compiled_resolved_r6
VII.1.4,sga2.e07.1.corollary.1-4,section*.460,55,compiled_resolved_r6
eq:VII.1.2,sga2.e07.1.equation.1-2,AMS.463,55,compiled_resolved_r6
eq:VII.1.3,sga2.e07.1.equation.1-3,AMS.465,56,compiled_resolved_r6
VII.1.5,sga2.e07.1.lemma.1-5,section*.466,56,compiled_resolved_r6
VII.1.6,sga2.e07.1.lemma.1-6,section*.467,56,compiled_resolved_r6
VII.1.7,sga2.e07.1.proposition.1-7,section*.468,56,compiled_resolved_r6
VII.2,sga2.e07.2.section.2,section*.470,56,compiled_resolved_r6
VII.2.1,sga2.e07.2.proposition.2-1,section*.471,57,compiled_resolved_r6
VII.2.2,sga2.e07.2.lemma.2-2,section*.479,57,compiled_resolved_r6
VII.2.3,sga2.e07.2.proposition.2-3,section*.483,59,compiled_resolved_r6
VIII,sga2.e08.front.structural.viii,chapter*.487,60,compiled_resolved_r6
VIII.1,sga2.e08.1.structural.1,section*.490,60,compiled_resolved_r6
VIII.1.1,sga2.e08.1.proposition.1-1,section*.491,60,compiled_resolved_r6
VIII.1.2,sga2.e08.1.lemma.1-2,section*.492,61,compiled_resolved_r6
eq:VIII.1.1,sga2.e08.1.equation.1-1,AMS.494,61,compiled_resolved_r6
VIII.1.3,sga2.e08.1.definition.1-3,section*.495,61,compiled_resolved_r6
VIII.1.4,sga2.e08.1.proposition.1-4,section*.496,61,compiled_resolved_r6
eq:VIII.1.2,sga2.e08.1.equation.1-2,equation*.498,62,compiled_resolved_r6
eq:VIII.1.3,sga2.e08.1.equation.1-3,equation*.499,62,compiled_resolved_r6
eq:VIII.1.4,sga2.e08.1.equation.1-4,equation*.500,62,compiled_resolved_r6
eq:VIII.1.5,sga2.e08.1.equation.1-5,equation*.501,62,compiled_resolved_r6
VIII.2,sga2.e08.2.section.2,section*.502,63,compiled_resolved_r6
VIII.2.1,sga2.e08.2.theorem.2-1,subsection.503,63,compiled_resolved_r6
eq:VIII.2.1,sga2.e08.2.equation.2-1,equation*.508,63,compiled_resolved_r6
VIII.2.2,sga2.e08.2-2.structural.2-2,sourcecorollary*.510,63,compiled_resolved_r6
VIII.2.3,sga2.e08.2-2.corollary.2-3,sourcecorollary*.512,64,compiled_resolved_r6
VIII.2.4,sga2.e08.2-2.lemma.2-4,lemma.519,64,compiled_resolved_r6
eq:VIII.2.2,sga2.e08.2-2.equation.2-2,AMS.521,65,compiled_resolved_r6
eq:VIII.2.3,sga2.e08.2-2.equation.2-3,AMS.523,65,compiled_resolved_r6
eq:VIII.2.4,sga2.e08.2-2.equation.2-4,AMS.525,65,compiled_resolved_r6
eq:VIII.2.5,sga2.e08.2-2.equation.2-5,AMS.528,65,compiled_resolved_r6
eq:VIII.2.6,sga2.e08.2-2.equation.2-6,AMS.530,66,compiled_resolved_r6
VIII.2.5,sga2.e08.2-2.lemma.2-5,section*.531,66,compiled_resolved_r6
condition,sga2.e08.2-2.structural.condition,sourcecondition*.533,67,compiled_resolved_r6
eq:VIII.2.7,sga2.e08.2-2.equation.2-7,AMS.535,67,compiled_resolved_r6
eq:VIII.2.8,sga2.e08.2-2.equation.2-8,AMS.537,67,compiled_resolved_r6
VIII.3,sga2.e08.3.section.3,section*.539,69,compiled_resolved_r6
VIII.3.1,sga2.e08.3.theorem.3-1,section*.540,69,compiled_resolved_r6
VIII.3.2,sga2.e08.3.proposition.3-2,section*.541,69,compiled_resolved_r6
IX,sga2.e09.front.structural.ix,chapter*.543,72,compiled_resolved_r6
IX.1,sga2.e09.1.section.1,section*.545,72,compiled_resolved_r6
eq:IX.1.1,sga2.e09.1.equation.1-1,AMS.547,72,compiled_resolved_r6
eq:IX.1.2,sga2.e09.1.equation.1-2,AMS.549,72,compiled_resolved_r6
eq:IX.1.3,sga2.e09.1.equation.1-3,AMS.551,72,compiled_resolved_r6
eq:IX.1.4,sga2.e09.1.equation.1-4,AMS.553,72,compiled_resolved_r6
eq:IX.1.5,sga2.e09.1.equation.1-5,AMS.555,72,compiled_resolved_r6
eq:IX.1.6,sga2.e09.1.equation.1-6,AMS.557,72,compiled_resolved_r6
eq:IX.1.7,sga2.e09.1.equation.1-7,AMS.559,73,compiled_resolved_r6
eq:IX.1.8,sga2.e09.1.equation.1-8,AMS.561,73,compiled_resolved_r6
eq:IX.1.9,sga2.e09.1.equation.1-9,AMS.563,73,compiled_resolved_r6
eq:IX.1.10,sga2.e09.1.equation.1-10,AMS.565,73,compiled_resolved_r6
eq:IX.1.11,sga2.e09.1.equation.1-11,AMS.567,73,compiled_resolved_r6
IX.1.1,sga2.e09.1.theorem.1-1,section*.568,73,compiled_resolved_r6
eq:IX.1.12,sga2.e09.1.equation.1-12,AMS.572,73,compiled_resolved_r6
eq:IX.1.13,sga2.e09.1.equation.1-13,AMS.576,74,compiled_resolved_r6
eq:IX.1.14,sga2.e09.1.equation.1-14,AMS.578,74,compiled_resolved_r6
eq:IX.1.15,sga2.e09.1.equation.1-15,AMS.580,74,compiled_resolved_r6
eq:IX.1.16,sga2.e09.1.equation.1-16,AMS.583,74,compiled_resolved_r6
eq:IX.1.17,sga2.e09.1.equation.1-17,AMS.585,74,compiled_resolved_r6
eq:IX.1.18,sga2.e09.1.equation.1-18,AMS.587,74,compiled_resolved_r6
eq:IX.1.19,sga2.e09.1.equation.1-19,AMS.589,74,compiled_resolved_r6
eq:IX.1.20,sga2.e09.1.equation.1-20,AMS.591,74,compiled_resolved_r6
eq:IX.1.21,sga2.e09.1.equation.1-21,AMS.593,75,compiled_resolved_r6
eq:IX.1.22,sga2.e09.1.equation.1-22,AMS.595,75,compiled_resolved_r6
eq:IX.1.23,sga2.e09.1.equation.1-23,AMS.597,75,compiled_resolved_r6
eq:IX.1.24,sga2.e09.1.equation.1-24,AMS.599,75,compiled_resolved_r6
eq:IX.1.25,sga2.e09.1.equation.1-25,AMS.601,75,compiled_resolved_r6
stepb,sga2.e09.b.structural.b,section*.602,75,compiled_resolved_r6
eq:IX.1.26,sga2.e09.b.equation.1-26,AMS.604,75,compiled_resolved_r6
eq:IX.1.27,sga2.e09.b.equation.1-27,AMS.606,75,compiled_resolved_r6
eq:IX.1.28,sga2.e09.b.equation.1-28,AMS.608,75,compiled_resolved_r6
IX.1.2,sga2.e09.b.corollary.1-2,section*.609,75,compiled_resolved_r6
eq:IX.1.29,sga2.e09.b.equation.1-29,AMS.611,76,compiled_resolved_r6
IX.1.3,sga2.e09.b.corollary.1-3,section*.612,76,compiled_resolved_r6
eq:IX.1.30,sga2.e09.b.equation.1-30,AMS.614,76,compiled_resolved_r6
IX.1.4,sga2.e09.b.proposition.1-4,section*.616,77,compiled_resolved_r6
eq:IX.1.31,sga2.e09.b.equation.1-31,AMS.618,77,compiled_resolved_r6
eq:IX.1.32,sga2.e09.b.equation.1-32,AMS.620,77,compiled_resolved_r6
eq:IX.1.33,sga2.e09.b.equation.1-33,AMS.622,77,compiled_resolved_r6
IX.1.5,sga2.e09.b.example.1-5,section*.626,77,compiled_resolved_r6
IX.2,sga2.e09.2.section.2,section*.627,78,compiled_resolved_r6
eq:IX.2.1,sga2.e09.2.equation.2-1,equation*.630,78,compiled_resolved_r6
eq:IX.2.2,sga2.e09.2.equation.2-2,AMS.632,78,compiled_resolved_r6
eq:IX.2.3,sga2.e09.2.equation.2-3,AMS.634,78,compiled_resolved_r6
eq:IX.2.4,sga2.e09.2.equation.2-4,AMS.636,78,compiled_resolved_r6
eq:IX.2.5,sga2.e09.2.equation.2-5,AMS.638,78,compiled_resolved_r6
eq:IX.2.6,sga2.e09.2.equation.2-6,AMS.640,78,compiled_resolved_r6
eq:IX.2.7,sga2.e09.2.equation.2-7,AMS.642,78,compiled_resolved_r6
IX.2.1,sga2.e09.2.theorem.2-1,section*.643,78,compiled_resolved_r6
pagerectif,sga2.e09.11.structural.11,section*.647,78,compiled_resolved_r6
IX.2.2,sga2.e09.11.theorem.2-2,section*.648,78,compiled_resolved_r6
eq:IX.2.8,sga2.e09.11.equation.2-8,AMS.650,78,compiled_resolved_r6
IX.2.3,sga2.e09.11.corollary.2-3,section*.653,79,compiled_resolved_r6
eq:IX.2.9,sga2.e09.11.equation.2-9,AMS.655,79,compiled_resolved_r6
X,sga2.e10.front.structural.x,chapter*.658,81,compiled_resolved_r6
pX.1,sga2.e10.1.structural.1,section*.659,81,compiled_resolved_r6
