candidate_id,source_file,source_line,source_column_1based,visible_reference_tex,final_class,resolution_basis,audit_status,auditor,audit_date,context
sga2.r6.candidate.000203,parts/02_expose_II.tex,262,64,11.1.5,external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"hi}$\srcpage{23} is an isomorphism, then so is\n$\Phi_2$, and hence so is $\varphi$ by EGA~$0_{\mathrm{III}}$, 11.1.5.\nThis proves \hyperref[II.7]{Lemma~7}.\n\nWe now prove \hyperref[II.6]{Theorem~6}(a). This is a local question "
sga2.r6.candidate.000207,parts/02_expose_II.tex,266,9,"I, 1.3.9",external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"prove \hyperref[II.6]{Theorem~6}(a). This is a local question on $X$. By \hyperref[II.4]{Corollary~4}\nand EGA~I, 1.3.9 and 1.3.12, we may suppose that $X$ is the spectrum of a\nring $A$. Write $M$ for the $A$-module whose associa"
sga2.r6.candidate.000208,parts/02_expose_II.tex,266,22,1.3.12,external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"ef[II.6]{Theorem~6}(a). This is a local question on $X$. By \hyperref[II.4]{Corollary~4}\nand EGA~I, 1.3.9 and 1.3.12, we may suppose that $X$ is the spectrum of a\nring $A$. Write $M$ for the $A$-module whose associated sheaf i"
sga2.r6.candidate.000235,parts/02_expose_II.tex,423,22,"III, 1.1.4.1",external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23," been proved for all integers\n$m'<m$. Put\n$\gfam=(f_1,\ldots,f_{m-1})$ and $\hfam=f_m$.\n\nFor every $n>0$, EGA~III, 1.1.4.1 gives an exact sequence\n\[\n  0\longrightarrow\n  \mathrm H_0(\hfam^n,\mathrm H_i(\gfam^n,N))\n  \longrightarrow"
sga2.r6.candidate.000298,parts/03_expose_III.tex,648,20,14.3.2,external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"rak p}\ge2\bigr).\n\]\nSuppose also that $A$ satisfies the chain condition.\footnote{Cf. EGA\n$0_{\mathrm{IV}}$, 14.3.2.} Then every minimal prime ideal $\mathfrak p$ of\n$A$ satisfies $\dim(A/\mathfrak p)=\dim A$. Equivalently, a"
sga2.r6.candidate.000334,parts/04_expose_IV.tex,621,44,(1946),external_work_citation,bibliographic_year,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"en,\n``On the structure and ideal theory of complete local rings,''\n\emph{Trans. Amer. Math. Soc.} \textbf{59} (1946), 54--106.}\nsuch a ring is a quotient of a regular ring. \hyperref[IV.4.3]{Proposition 4.3} then permits us\nto"
sga2.r6.candidate.000344,parts/04_expose_IV.tex,799,29,7.2.9,external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"_k\Homop_A(X_k,I)\n\]\nis a finitely generated $\widehat A$-module, as follows from\n\emph{EGA}~$0_{\mathrm I}$, 7.2.9. In this connection, observe that $\DhatA$\nis also the category of finitely generated $\widehat A$-modules, o"
sga2.r6.candidate.000372,parts/05_expose_V.tex,283,16,0.8,typography_layout_geometry,tex_layout_dimension,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,",\mathfrak p\in\Assop(M)\mid \dim(A/\mathfrak p)=n\,\}.\n  \]\n\end{enumerate}\n\end{sgatheorem}\n\n\par\addvspace{0.8\baselineskip}\noindent\textit{Proof.}\ \nLet $I$ be the dualizing module associated with $D$. We know that\n$\w"
sga2.r6.candidate.000384,parts/05_expose_V.tex,559,17,I 3.2.7),external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"athcal O_{X,y_{\alpha}})$ is canonically isomorphic to\n$\Specop(\mathcal O_{X,y_{\alpha}})$.\n\nBy \textup{(EGA I 3.2.7)}, if $y_0$ is the unique closed point of\n\[\n  Y_0=\Specop(\mathcal O_{X,y_{\alpha}}),\n\]\nthen $Y_0-y_0$ is af"
sga2.r6.candidate.000385,parts/05_expose_V.tex,563,43,III 1.3.1),external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"que closed point of\n\[\n  Y_0=\Specop(\mathcal O_{X,y_{\alpha}}),\n\]\nthen $Y_0-y_0$ is affine. By \textup{(EGA III 1.3.1)}, one obtains\n\[\n  \HH^i(Y_0-y_0,\mathcal O_{Y_0})=0\qquad\text{if }i>0.\n\]\nHence,\srcpdfpage{62 / running 54"
sga2.r6.candidate.000397,parts/06_expose_VI.tex,36,40,3.7.2,external_work_citation,audited_external_tohoku_locator,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"mapsto \Ext_{Z\cap U}^i\bigl(U;F|_U,G|_U\bigr).\n\]\n\end{sgastatement}\n\nThis follows from \textup{([T\^ohoku], 3.7.2)} and from the fact that\n\[\n \Gamma\!\left(U;\SheafGamma_Z\bigl(\SheafHom_{\OX}(F,G)\bigr)\right)\n \simeq\n \G"
sga2.r6.candidate.000400,parts/06_expose_VI.tex,63,22,2.9.2,external_work_citation,bracketed_external_citation_span,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"erlabel{VI.1.4}{1.4}\nLet $\OoXZ$ be the $\OX$-module defined by the following conditions\n\textup{([Godement], 2.9.2)}:\n\[\n \OoXZ|_{X-Z}=0\n \qquad\text{and}\qquad\n \OoXZ|_Z=\OX|_Z.\n\]\nWe have seen that, for every $\OX$-module "
sga2.r6.candidate.000405,parts/06_expose_VI.tex,103,38,2.4.1,external_work_citation,audited_external_tohoku_locator,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"ive, and since $\Gamma_Z$ is exact on flasque sheaves \textup{(I 2.12)},\nit follows from \textup{([T\^ohoku], 2.4.1)} that there is a spectral functor\nabutting to $\Ext_Z^{\bullet}(X;F,G)$ whose initial term is\n\[\n H_Z^p\bigl"
sga2.r6.candidate.000408,parts/06_expose_VI.tex,113,67,2.4.1,external_work_citation,audited_external_tohoku_locator,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,". Since $\SheafGamma_Z$ takes injectives to\ninjectives \textup{(I 1.4)}, it follows from \textup{([T\^ohoku], 2.4.1)}\nthat there is a spectral functor abutting to $\Ext_Z^{\bullet}(X;F,G)$ whose\ninitial term is\n\[\n \Ext_{\OX}"
sga2.r6.candidate.000412,parts/06_expose_VI.tex,146,59,2.9.3,external_work_citation,bracketed_external_citation_span,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"rrow 0.\n \tag{1.7.1}\label{VI.1.7.1}\n\end{equation}\nIt generalizes the exact sequence of \textup{([Godement], 2.9.3)}. This exact\nsequence splits locally; hence, for every $\OX$-module $F$, there is another\nexact sequence\n\be"
sga2.r6.candidate.000471,parts/07_expose_VII.tex,334,59,Theorem~4.2.2,external_work_citation,audited_external_grothendieck_tohoku_theorem,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,",G)\cong\n  \varinjlim_k \SheafExt^i(F/\Jj^kF,G),\n\]\nwhere $\Jj$ is the ideal defining $Y$. On the other hand, Theorem~4.2.2 of\nA.~Grothendieck, ``Sur quelques points d'alg\`ebre homologique,''\n\emph{T\^ohoku Mathematical Journal} \te"
sga2.r6.candidate.000472,parts/07_expose_VII.tex,336,49,(1957),external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"rothendieck, ``Sur quelques points d'alg\`ebre homologique,''\n\emph{T\^ohoku Mathematical Journal} \textbf{9} (1957), 119--221, shows that\nthe $\SheafExt$ sheaves commute with the formation of stalks, at least when\n$X$ is a lo"
sga2.r6.candidate.000473,parts/07_expose_VII.tex,360,55,17.3.1,external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"ohomological dimension of a regular local ring is equal\nto its dimension.\footnote{Cf. EGA $0_{\mathrm{IV}}$, 17.3.1.}\n% END COMPONENT SGA2-VII-CUM-C10\n\n% BEGIN COMPONENT SGA2-VII-CUM-C11\nLet $X$ be a locally Noetherian presch"
sga2.r6.candidate.000493,parts/08_expose_VIII.tex,327,7,(4),external_work_citation,audited_journal_series_number,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"coh\'erents et en cohomologie\n\'etale. Application au groupe fondamental,'' \emph{Ann. Sci. \'Ec. Norm.\nSup.} (4) \textbf{7} (1974), pp.~29--52, Proposition~II.2.1).}%\n\kern-.18em\textbf{.}\enspace Let $X$ be a locally Noet"
sga2.r6.candidate.000494,parts/08_expose_VIII.tex,327,22,(1974),external_work_citation,bibliographic_year,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"en cohomologie\n\'etale. Application au groupe fondamental,'' \emph{Ann. Sci. \'Ec. Norm.\nSup.} (4) \textbf{7} (1974), pp.~29--52, Proposition~II.2.1).}%\n\kern-.18em\textbf{.}\enspace Let $X$ be a locally Noetherian prescheme, "
sga2.r6.candidate.000495,parts/08_expose_VIII.tex,327,54,II.2.1),external_work_citation,bibliographic_publication_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"ion au groupe fondamental,'' \emph{Ann. Sci. \'Ec. Norm.\nSup.} (4) \textbf{7} (1974), pp.~29--52, Proposition~II.2.1).}%\n\kern-.18em\textbf{.}\enspace Let $X$ be a locally Noetherian prescheme, let $Y$ be a closed subset of $X$"
sga2.r6.candidate.000496,parts/08_expose_VIII.tex,334,67,0.5,typography_layout_geometry,tex_layout_dimension,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"ally on $X$.}. Let $i\in\ZZ$. Suppose that:\n\begin{enumerate}[label=\textup{\alph*)},leftmargin=2.2em,itemsep=0.5\baselineskip]\n\item for every $x\in U=X-Y$, one has\n\begin{equation*}\n  H^{i-c(x)}(\cF_x)=0,\n\end{equation*}\n"
sga2.r6.candidate.000499,parts/08_expose_VIII.tex,475,21,2.1,external_work_citation,audited_external_matsumura_chapter_proposition,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23," L^{-d+1}).\n\]\nThe module $K_x$ is free, since $d$ is the projective dimension of $\cF_x$\n([M], Ch.~VI, Prop.~2.1). By (EGA $0_{\mathrm I}$, 5.4.1 Errata), it follows\nthat the $\cO_U$-module $\widetilde K$ is free on a neig"
sga2.r6.candidate.000500,parts/08_expose_VIII.tex,475,52,5.4.1,external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23," is free, since $d$ is the projective dimension of $\cF_x$\n([M], Ch.~VI, Prop.~2.1). By (EGA $0_{\mathrm I}$, 5.4.1 Errata), it follows\nthat the $\cO_U$-module $\widetilde K$ is free on a neighborhood $U'$ of $x$,\nwith $U'\su"
sga2.r6.candidate.000502,parts/08_expose_VIII.tex,532,15,(4),unavailable_source_target,audited_editorial_note_4_has_no_semantic_label,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23," \tag{2.3}\n\end{equation}\nMoreover, a module vanishes if and only if its dual vanishes (cf. the\neditor's note~(4) on p.~54). For every $q\in\mathbb Z$, set\n\begin{equation}\label{eq:VIII.2.4}\n  \begin{cases}\n    S_q=\Supp\s"
sga2.r6.candidate.000510,parts/08_expose_VIII.tex,746,26,"III, 1.4.15",external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23," finite\ntype, since it is an open immersion and $X$ is locally Noetherian. Since the\nbase change is flat, EGA~III, 1.4.15 gives an isomorphism\n\begin{equation}\n  v^*(i_*(\cF|_U))\n  \approx\n  i'_*(v'^*(\cF|_U)).\n\tag{2.8}\label{eq:V"
sga2.r6.candidate.000512,parts/08_expose_VIII.tex,802,64,"III, 1.4.15",external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"  v\colon\Spec(\cO_{X,y})\longrightarrow X,\n\]\nretaining the notation of diagram~\textup{(2.7)}. Applying EGA~III, 1.4.15,\none obtains isomorphisms\n\[\n  v^*(R^p i_*(\cF|_U))\n  \simeq\n  R^p i'_*(v'^*(\cF|_U)),\n  \qquad p\in\mathbb Z"
sga2.r6.candidate.000515,parts/08_expose_VIII.tex,891,24,"I, 9.4.3)",external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23," g_*(\cF)).\n\]\nMoreover, there exists a \emph{coherent} $\cO_X$-module $\cG$ such that\n$\cG|_U\simeq\cF$ (EGA~I, 9.4.3). It then follows from the preceding section\nthat condition~\textup{(iv)} on p.~74 is satisfied\n{\scriptsize\c"
sga2.r6.candidate.000516,parts/08_expose_VIII.tex,895,5,"III, 3.2.1",external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"ch printed p.~97]}, i.e. that\n$R^q g_*(\cG|_U)$ is coherent for $q<n$. Applying the finiteness theorem of\nEGA~III, 3.2.1 to $f$ and the sheaves $R^q g_*(\cF)$, one finds that\n$E_2^{p,q}$ is coherent for $q<n$, whence the conclusio"
sga2.r6.candidate.000518,parts/08_expose_VIII.tex,923,34,"I, 9.4.3)",external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"p\n\noindent\textit{Proof, opening.}---Let $\cG$ be a coherent $\cO_X$-module\nsuch that $\cG|_U\simeq\cF$ (EGA~I, 9.4.3). Applying \hyperref[VIII.2.3]{Corollary~2.3} to\n$\cG$, we find that condition \textup{(a)} is equivalent to \"
sga2.r6.candidate.000520,parts/09_expose_IX.tex,14,47,Theorems 3.4.2,external_work_citation,audited_external_ega_iii_theorem,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,er{Algebraic Geometry and Formal Geometry}\n\label{IX}\n\n\medskip\nThe purpose of this expos\'e is to generalize Theorems 3.4.2 and 4.1.5 of\n\emph{EGA III} to the case of a morphism that is not proper.\n\n\section*{1. The Comparison Theore
sga2.r6.candidate.000521,parts/09_expose_IX.tex,14,66,4.1.5,external_work_citation,audited_coordinated_external_ega_iii_theorem,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,ry and Formal Geometry}\n\label{IX}\n\n\medskip\nThe purpose of this expos\'e is to generalize Theorems 3.4.2 and 4.1.5 of\n\emph{EGA III} to the case of a morphism that is not proper.\n\n\section*{1. The Comparison Theorem}\n\sgarea
sga2.r6.candidate.000522,parts/09_expose_IX.tex,86,33,4.1.1,external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"uation}\nwhich is an \emph{isomorphism} when $R^i f_*(F)$ is \emph{coherent}.\n\nAs explained in \emph{EGA III}, 4.1.1, there is a commutative diagram\n\begin{equation}\n\tag{1.7}\label{eq:IX.1.7}\n\begin{tikzcd}[column sep=5.2em,r"
sga2.r6.candidate.000525,parts/09_expose_IX.tex,182,34,4.1.8,external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"ongrightarrow R^i f_*(F_p)\right].\n\]\n\end{enumerate}\n\end{theoremIXoneone}\n\nProceeding as in \emph{EGA III}, 4.1.8, it is easy to \emph{reduce to the case\nwhere $X'$ is the spectrum of a noetherian ring} $A$. In this case, i"
sga2.r6.candidate.000529,parts/09_expose_IX.tex,207,49,4.1.5,external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"e requires $U'=X'$. The French\nauthority is left unchanged.}\n\nThe proof is modeled on that of \emph{EGA III}, 4.1.5; let us give a summary.\n\nWe now work with $\varphi_i$ and $\psi_i$, to which the following module\nhomomorphis"
sga2.r6.candidate.000531,parts/09_expose_IX.tex,326,1,13.3.1,external_work_citation,named_external_work_or_author_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"$H^i$ is of finite type, then\n$\psi_i$ is an isomorphism. It suffices to apply \emph{EGA}~$0_{\mathrm{III}}$,\n13.3.1, taking the affine open subsets as a basis of open subsets of $X$.\nThis is legitimate: by~(b), the projective"
sga2.r6.candidate.000545,parts/09_expose_IX.tex,384,56,(1986),external_work_citation,bibliographic_year,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,", see the article by W.-L. Chow, ``Formal functions on\nhomogeneous spaces,'' \emph{Invent. Math.} \textbf{86} (1986), no.~1,\npp.~115--130. The author proves the following result. Let $X$ be an algebraic\nvariety over a field, h"
sga2.r6.candidate.000546,parts/09_expose_IX.tex,392,58,(3),unavailable_source_target,audited_editorial_note_3_has_no_semantic_label,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23," function on $X$ along $Z$ is algebraic; compare the\nresults of Hironaka and Matsumura cited in editor's note~(3), p.~138.\n\nAlong the lines of the techniques introduced by those authors, we also mention\nthe elegant algebrai"
sga2.r6.candidate.000547,parts/09_expose_IX.tex,397,13,(1977),external_work_citation,bibliographic_year,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"``On two theorems of\nGriffiths about embeddings with ample normal bundle,'' \emph{Amer. J. Math.}\n\textbf{99} (1977), no.~6, pp.~1137--1150, Theorems~4.1 and~4.2. Let $X$ be a\nconnected projective variety of dimension $>0$, lo"
sga2.r6.candidate.000548,parts/09_expose_IX.tex,397,44,Theorems~4.1,external_work_citation,bibliographic_publication_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"about embeddings with ample normal bundle,'' \emph{Amer. J. Math.}\n\textbf{99} (1977), no.~6, pp.~1137--1150, Theorems~4.1 and~4.2. Let $X$ be a\nconnected projective variety of dimension $>0$, locally a complete intersection\nover an"
sga2.r6.candidate.000549,parts/09_expose_IX.tex,397,61,4.2,external_work_citation,bibliographic_publication_context,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"with ample normal bundle,'' \emph{Amer. J. Math.}\n\textbf{99} (1977), no.~6, pp.~1137--1150, Theorems~4.1 and~4.2. Let $X$ be a\nconnected projective variety of dimension $>0$, locally a complete intersection\nover an algebra"
sga2.r6.candidate.000550,parts/09_expose_IX.tex,407,34,(1981),external_work_citation,bibliographic_year,audited_positive_disposition_codex_2026-07-23,Codex exhaustive contextual review,2026-07-23,"quivalence.\n\nSee also G.~Faltings, ``Formale Geometrie und homogene Räume,''\n\emph{Invent. Math.} \textbf{64} (1981), pp.~123--165.\n\n\medskip\n\noindent{\footnotesize\emph{Source-defect note\n(SGA2-IX-L3156-PUNCT-SRCDEF-001;\nSGA"
