fragment_id,source_pdf_page,compiled_anchor,rectangle,status
sga2.r6.link-fragment.000055,48,AMS.352,246.919 567.017 271.861 580.123,compiled_new_link_annotation
sga2.r6.link-fragment.000056,48,AMS.354,143.176 336.638 165.241 349.539,compiled_new_link_annotation
sga2.r6.link-fragment.000057,48,AMS.354,233.752 445.053 255.817 457.954,compiled_new_link_annotation
sga2.r6.link-fragment.000058,48,AMS.355,164.053 111.031 189.932 125.244,compiled_new_link_annotation
sga2.r6.link-fragment.000059,48,section*.314,125.717 124.58 160.892 137.482,compiled_new_link_annotation
sga2.r6.link-fragment.000060,49,AMS.362,212.577 530.484 234.803 543.385,compiled_new_link_annotation
sga2.r6.link-fragment.000061,49,AMS.362,267.044 667.243 289.51 680.144,compiled_new_link_annotation
sga2.r6.link-fragment.000062,49,section*.233,365.372 503.385 401.728 517.333,compiled_new_link_annotation
sga2.r6.link-fragment.000063,50,AMS.369,499.238 402.629 521.013 417.986,compiled_new_link_annotation
sga2.r6.link-fragment.000064,50,AMS.371,178.616 547.922 200.002 560.824,compiled_new_link_annotation
sga2.r6.link-fragment.000065,50,AMS.373,222.858 547.922 244.245 560.824,compiled_new_link_annotation
sga2.r6.link-fragment.000066,50,section*.363,109.684 172.193 134.101 185.095,compiled_new_link_annotation
sga2.r6.link-fragment.000067,51,AMS.383,111.649 300.366 133.036 313.268,compiled_new_link_annotation
sga2.r6.link-fragment.000068,51,AMS.383,499.238 406.012 521.013 418.914,compiled_new_link_annotation
sga2.r6.link-fragment.000069,52,section*.109,130.475 86.361 158.225 99.263,compiled_new_link_annotation
sga2.r6.link-fragment.000070,53,AMS.392,126.527 437.587 147.913 450.489,compiled_new_link_annotation
sga2.r6.link-fragment.000071,53,section*.223,247.831 178.097 284.066 190.999,compiled_new_link_annotation
sga2.r6.link-fragment.000072,53,section*.293,184.054 483.586 219.986 497.401,compiled_new_link_annotation
sga2.r6.link-fragment.000073,53,section*.363,376.52 529.585 400.937 542.487,compiled_new_link_annotation
sga2.r6.link-fragment.000074,53,section*.363,414.765 391.588 439.181 406.482,compiled_new_link_annotation
sga2.r6.link-fragment.000075,53,section*.366,92.66 750.672 126.168 763.574,compiled_new_link_annotation
sga2.r6.link-fragment.000076,53,section*.367,161.797 529.585 186.214 542.487,compiled_new_link_annotation
sga2.r6.link-fragment.000077,53,section*.388,196.316 178.097 220.733 190.999,compiled_new_link_annotation
sga2.r6.link-fragment.000078,55,AMS.413,74.263 150.884 107.165 163.786,compiled_new_link_annotation
sga2.r6.link-fragment.000079,55,AMS.429,402.059 164.132 434.342 177.335,compiled_new_link_annotation
sga2.r6.link-fragment.000080,55,section*.120,254.258 570.67 287.625 583.571,compiled_new_link_annotation
sga2.r6.link-fragment.000081,55,section*.50,475.993 493.059 504.94 506.261,compiled_new_link_annotation
sga2.r6.link-fragment.000082,55,section*.69,226.871 583.918 254.579 597.121,compiled_new_link_annotation
sga2.r6.link-fragment.000083,56,AMS.423,122.124 555.026 155.644 569.328,compiled_new_link_annotation
sga2.r6.link-fragment.000084,56,section*.404,316.051 670.32 390.861 683.222,compiled_new_link_annotation
sga2.r6.link-fragment.000085,56,section*.408,231.335 227.373 255.303 240.479,compiled_new_link_annotation
sga2.r6.link-fragment.000086,56,section*.430,413.717 670.32 438.134 683.222,compiled_new_link_annotation
sga2.r6.link-fragment.000087,57,AMS.422,120.752 716.528 153.653 729.43,compiled_new_link_annotation
sga2.r6.link-fragment.000088,57,AMS.423,120.964 449.575 153.866 463.924,compiled_new_link_annotation
sga2.r6.link-fragment.000089,57,AMS.442,241.811 579.751 274.713 592.653,compiled_new_link_annotation
sga2.r6.link-fragment.000090,57,AMS.442,252.045 606.849 284.328 619.751,compiled_new_link_annotation
sga2.r6.link-fragment.000091,57,section*.155,384.978 730.077 405.23 742.979,compiled_new_link_annotation
sga2.r6.link-fragment.000092,57,section*.171,301.047 511.391 324.158 525.405,compiled_new_link_annotation
sga2.r6.link-fragment.000093,57,section*.176,348.341 511.391 361.461 525.405,compiled_new_link_annotation
sga2.r6.link-fragment.000094,57,section*.275,78.505 498.043 113.831 512.212,compiled_new_link_annotation
sga2.r6.link-fragment.000095,57,section*.434,196.268 702.979 220.236 715.881,compiled_new_link_annotation
sga2.r6.link-fragment.000096,58,section*.155,254.831 172.242 281.368 185.144,compiled_new_link_annotation
sga2.r6.link-fragment.000097,58,section*.262,159.994 229.608 198.956 242.51,compiled_new_link_annotation
sga2.r6.link-fragment.000098,58,section*.437,318.419 114.876 357.381 127.777,compiled_new_link_annotation
sga2.r6.link-fragment.000099,60,AMS.456,176.607 682.034 201.024 698.289,compiled_new_link_annotation
sga2.r6.link-fragment.000100,60,AMS.456,176.607 728.156 201.024 741.263,compiled_new_link_annotation
sga2.r6.link-fragment.000101,60,AMS.456,177.138 750.672 201.555 763.778,compiled_new_link_annotation
sga2.r6.link-fragment.000102,61,section*.229,151.387 750.672 182.773 763.574,compiled_new_link_annotation
sga2.r6.link-fragment.000103,61,section*.229,398.634 195.277 429.761 208.384,compiled_new_link_annotation
sga2.r6.link-fragment.000104,62,section*.471,75.539 525.301 137.078 539.115,compiled_new_link_annotation
sga2.r6.link-fragment.000105,62,section*.471,137.96 511.751 199.499 524.653,compiled_new_link_annotation
sga2.r6.link-fragment.000106,62,section*.471,389.098 538.85 453.516 551.956,compiled_new_link_annotation
sga2.r6.link-fragment.000107,64,section*.468,425.889 128.119 439.893 141.07,compiled_new_link_annotation
sga2.r6.link-fragment.000108,64,section*.471,337.11 128.119 405.766 141.07,compiled_new_link_annotation
sga2.r6.link-fragment.000109,67,AMS.494,175.573 212.173 200.439 225.074,compiled_new_link_annotation
sga2.r6.link-fragment.000110,67,equation*.501,246.233 239.271 270.202 252.173,compiled_new_link_annotation
sga2.r6.link-fragment.000111,68,lemma.519,193.227 163.486 209.962 176.388,compiled_new_link_annotation
sga2.r6.link-fragment.000112,70,AMS.523,165.899 262.289 230.346 275.191,compiled_new_link_annotation
sga2.r6.link-fragment.000113,70,section*.363,199.078 480.142 234.101 493.554,compiled_new_link_annotation
sga2.r6.link-fragment.000114,71,AMS.521,341.321 726.543 365.738 739.445,compiled_new_link_annotation
sga2.r6.link-fragment.000115,71,AMS.530,391.567 571.664 416.32 585.077,compiled_new_link_annotation
sga2.r6.link-fragment.000116,71,section*.115,201.056 115.585 237.291 128.487,compiled_new_link_annotation
sga2.r6.link-fragment.000117,71,section*.483,407.83 321.154 443.156 334.515,compiled_new_link_annotation
sga2.r6.link-fragment.000118,73,AMS.535,237.915 505.04 262.175 517.942,compiled_new_link_annotation
sga2.r6.link-fragment.000119,73,section*.194,344.512 317.95 380.179 329.579,compiled_new_link_annotation
sga2.r6.link-fragment.000120,78,AMS.557,282.163 605.623 307.028 619.57,compiled_new_link_annotation
sga2.r6.link-fragment.000121,78,AMS.559,371.418 592.074 395.835 604.975,compiled_new_link_annotation
sga2.r6.link-fragment.000122,79,AMS.565,348.455 709.858 378.327 722.76,compiled_new_link_annotation
sga2.r6.link-fragment.000123,79,AMS.567,361.86 593.615 391.732 607.562,compiled_new_link_annotation
sga2.r6.link-fragment.000124,79,AMS.567,493.176 99.649 518.483 111.555,compiled_new_link_annotation
sga2.r6.link-fragment.000125,80,AMS.595,491.699 378.462 521.013 392.852,compiled_new_link_annotation
sga2.r6.link-fragment.000126,81,AMS.559,349.671 93.701 373.639 106.602,compiled_new_link_annotation
sga2.r6.link-fragment.000127,81,AMS.578,192.187 647.459 222.681 660.361,compiled_new_link_annotation
sga2.r6.link-fragment.000128,81,AMS.580,245.491 647.459 275.984 660.361,compiled_new_link_annotation
sga2.r6.link-fragment.000129,81,AMS.614,89.661 497.618 124.605 508.577,compiled_new_link_annotation
sga2.r6.link-fragment.000130,81,AMS.614,134.412 93.701 163.726 106.602,compiled_new_link_annotation
sga2.r6.link-fragment.000131,81,AMS.614,210.735 484.069 231.291 495.028,compiled_new_link_annotation
sga2.r6.link-fragment.000132,81,AMS.614,234.254 497.618 260.268 508.577,compiled_new_link_annotation
sga2.r6.link-fragment.000133,81,AMS.614,273.406 470.519 298.949 481.478,compiled_new_link_annotation
sga2.r6.link-fragment.000134,81,AMS.618,412.723 497.618 438.737 508.577,compiled_new_link_annotation
sga2.r6.link-fragment.000135,82,AMS.549,177.99 344.993 202.138 358.941,compiled_new_link_annotation
sga2.r6.link-fragment.000136,82,AMS.551,131.182 344.993 155.33 358.941,compiled_new_link_annotation
sga2.r6.link-fragment.000137,82,AMS.553,89.661 103.486 119.898 114.445,compiled_new_link_annotation
sga2.r6.link-fragment.000138,82,AMS.553,213.441 103.486 271.327 114.445,compiled_new_link_annotation
sga2.r6.link-fragment.000139,82,AMS.614,89.661 737.608 124.605 748.567,compiled_new_link_annotation
sga2.r6.link-fragment.000140,82,AMS.614,105.821 359.028 131.363 369.987,compiled_new_link_annotation
sga2.r6.link-fragment.000141,82,AMS.614,114.248 710.51 139.79 721.469,compiled_new_link_annotation
sga2.r6.link-fragment.000142,82,AMS.614,122.249 724.059 142.976 735.018,compiled_new_link_annotation
sga2.r6.link-fragment.000143,82,AMS.614,166.002 445.638 197.568 458.921,compiled_new_link_annotation
sga2.r6.link-fragment.000144,82,AMS.614,412.161 359.028 433.096 369.987,compiled_new_link_annotation
sga2.r6.link-fragment.000145,82,AMS.614,440.234 372.826 475.178 382.988,compiled_new_link_annotation
sga2.r6.link-fragment.000146,82,AMS.618,258.776 737.608 284.79 748.567,compiled_new_link_annotation
sga2.r6.link-fragment.000147,82,AMS.622,179.853 399.676 205.867 410.634,compiled_new_link_annotation
sga2.r6.link-fragment.000148,82,AMS.622,451.755 169.651 521.013 182.552,compiled_new_link_annotation
sga2.r6.link-fragment.000149,82,section*.616,447.548 90.435 461.516 100.348,compiled_new_link_annotation
sga2.r6.link-fragment.000150,83,AMS.618,184.372 204.243 215.358 219.012,compiled_new_link_annotation
sga2.r6.link-fragment.000151,83,AMS.620,220.614 204.243 251.6 219.012,compiled_new_link_annotation
sga2.r6.link-fragment.000152,83,AMS.622,278.044 204.243 309.03 219.012,compiled_new_link_annotation
sga2.r6.link-fragment.000153,83,AMS.634,208.053 311.808 233.464 324.915,compiled_new_link_annotation
sga2.r6.link-fragment.000154,83,AMS.634,230.396 325.358 255.923 338.259,compiled_new_link_annotation
sga2.r6.link-fragment.000155,83,AMS.650,122.258 133.869 143.193 144.828,compiled_new_link_annotation
sga2.r6.link-fragment.000156,83,AMS.650,192.135 147.418 212.995 158.377,compiled_new_link_annotation
sga2.r6.link-fragment.000157,83,AMS.650,443.602 147.418 464.461 158.377,compiled_new_link_annotation
sga2.r6.link-fragment.000158,84,AMS.618,201.967 70.945 232.954 85.714,compiled_new_link_annotation
sga2.r6.link-fragment.000159,84,AMS.620,238.21 70.945 269.196 85.714,compiled_new_link_annotation
sga2.r6.link-fragment.000160,84,AMS.622,295.639 70.945 326.625 85.714,compiled_new_link_annotation
sga2.r6.link-fragment.000161,84,section*.648,159.603 244.713 175.257 257.615,compiled_new_link_annotation
sga2.r6.link-fragment.000162,84,section*.648,174.298 336.244 190.23 349.146,compiled_new_link_annotation
sga2.r6.link-fragment.000163,85,section*.653,126.489 663.431 140.492 674.39,compiled_new_link_annotation
sga2.r6.link-fragment.000164,85,section*.653,256.218 641.513 270.091 652.472,compiled_new_link_annotation
sga2.r6.link-fragment.000165,87,sourcecorollary*.512,368.748 184.759 413.297 197.259,compiled_new_link_annotation
sga2.r6.link-fragment.000166,88,section*.626,424.01 427.244 457.715 440.35,compiled_new_link_annotation
sga2.r6.link-fragment.000167,88,subsection.503,357.674 666.208 400.551 677.837,compiled_new_link_annotation
sga2.r6.link-fragment.000168,89,section*.653,251.858 668.967 287.79 684.168,compiled_new_link_annotation
sga2.r6.link-fragment.000169,90,section*.662,250.437 73.418 329.399 85.047,compiled_new_link_annotation
sga2.r6.link-fragment.000170,90,section*.677,352.255 73.418 368.187 85.047,compiled_new_link_annotation
sga2.r6.link-fragment.000171,91,section*.691,75.539 596.008 95.441 608.91,compiled_new_link_annotation
sga2.r6.link-fragment.000172,91,section*.691,508.037 609.558 519.736 622.459,compiled_new_link_annotation
sga2.r6.link-fragment.000173,91,subsection*.847,296.775 726.926 332.761 738.555,compiled_new_link_annotation
sga2.r6.link-fragment.000174,91,subsection.1151,408.025 91.231 456.858 104.803,compiled_new_link_annotation
sga2.r6.link-fragment.000175,91,subsection.876,357.841 726.926 393.827 738.555,compiled_new_link_annotation
sga2.r6.link-fragment.000176,92,subsection.1156,241.172 111.706 276.417 125.278,compiled_new_link_annotation
sga2.r6.link-fragment.000177,94,sourcecorollary*.512,75.136 377.782 118.234 389.41,compiled_new_link_annotation
sga2.r6.link-fragment.000178,95,section*.673,368.741 663.399 385.521 676.301,compiled_new_link_annotation
sga2.r6.link-fragment.000179,95,section*.673,481.988 519.348 497.92 530.976,compiled_new_link_annotation
sga2.r6.link-fragment.000180,105,section*.363,75.539 167.988 95.441 180.889,compiled_new_link_annotation
sga2.r6.link-fragment.000181,105,section*.363,509.802 179.642 519.736 196.113,compiled_new_link_annotation
sga2.r6.link-fragment.000182,115,subsection.888,325.263 422.879 378.029 435.781,compiled_new_link_annotation
sga2.r6.link-fragment.000183,121,subsection.947,499.072 652.042 514.725 664.943,compiled_new_link_annotation
sga2.r6.link-fragment.000184,126,subsection*.990,225.203 276.465 239.041 288.493,compiled_new_link_annotation
sga2.r6.link-fragment.000185,131,subsection.1020,418.357 583.071 434.01 595.973,compiled_new_link_annotation
sga2.r6.link-fragment.000186,144,subsection*.1134,277.552 85.608 294.041 99.622,compiled_new_link_annotation
sga2.r6.link-fragment.000187,151,subsection.1151,133.58 395.303 149.707 408.205,compiled_new_link_annotation
sga2.r6.link-fragment.000188,153,subsection.1175,498.371 475.677 520.009 488.579,compiled_new_link_annotation
sga2.r6.link-fragment.000189,154,subsection.1187,74.994 347.027 96.652 361.496,compiled_new_link_annotation
