stable_id,latex_label,pdf_destination,target_kind,work,expose,structural_context,visible_locator,normalized_locator,source_file,source_line,source_column_1based,pdf_page,status,origin,compiled_pdf_anchor
sga2.e01.1.remark.1-7,I.1.7,I.1.7,remark,SGA2,I,1,1.7,1.7,parts/01_expose_I.tex,267,1,7,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.57
sga2.e01.1.equation.13,eq:I.13,eq:I.13,equation,SGA2,I,1,13,13,parts/01_expose_I.tex,290,1,7,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.59
sga2.e01.1.equation.14,eq:I.14,eq:I.14,equation,SGA2,I,1,14,14,parts/01_expose_I.tex,299,1,7,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.61
sga2.e01.1.equation.15,eq:I.15,eq:I.15,equation,SGA2,I,1,15,15,parts/01_expose_I.tex,312,1,7,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.63
sga2.e01.1.equation.15.occ2,eq:I.15',eq:I.15',equation,SGA2,I,1,$15'$,15',parts/01_expose_I.tex,319,1,7,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.65
sga2.e01.1.proposition.1-8,I.1.8,I.1.8,proposition,SGA2,I,1,1.8,1.8,parts/01_expose_I.tex,322,1,7,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.66
sga2.e01.1.equation.16,eq:I.16,eq:I.16,equation,SGA2,I,1,16,16,parts/01_expose_I.tex,329,1,7,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.68
sga2.e01.1.corollary.1-9,I.1.9,I.1.9,corollary,SGA2,I,1,1.9,1.9,parts/01_expose_I.tex,353,1,7,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.69
sga2.e01.1.equation.16-bis,eq:I.16bis,eq:I.16bis,equation,SGA2,I,1,16 bis,16 bis,parts/01_expose_I.tex,359,1,7,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.71
sga2.e01.1.equation.17,eq:I.17,eq:I.17,equation,SGA2,I,1,17,17,parts/01_expose_I.tex,376,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.73
sga2.e01.1.proposition.1-10,I.1.10,I.1.10,proposition,SGA2,I,1,1.10,1.10,parts/01_expose_I.tex,385,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.74
sga2.e01.1.equation.18,eq:I.18,eq:I.18,equation,SGA2,I,1,18,18,parts/01_expose_I.tex,393,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.76
sga2.e01.2.section.2,I.2,I.2,section,SGA2,I,2,2,2,parts/01_expose_I.tex,405,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.78
sga2.e01.2.definition.2-1,I.2.1,I.2.1,definition,SGA2,I,2,2.1,2.1,parts/01_expose_I.tex,409,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.79
sga2.e01.2.proposition.2-2,I.2.2,I.2.2,proposition,SGA2,I,2,2.2,2.2,parts/01_expose_I.tex,425,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.80
sga2.e01.2.equation.19,eq:I.19,eq:I.19,equation,SGA2,I,2,19,19,parts/01_expose_I.tex,432,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.82
sga2.e01.2.corollary.2-3,I.2.3bof,I.2.3bof,corollary,SGA2,I,2,2.3,2.3,parts/01_expose_I.tex,444,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.83
sga2.e01.2.equation.20,eq:I.20,eq:I.20,equation,SGA2,I,2,20,20,parts/01_expose_I.tex,448,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.85
sga2.e01.2.proposition.2-3-bis,I.2.3bis,I.2.3bis,proposition,SGA2,I,2,2.3 bis,2.3 bis,parts/01_expose_I.tex,455,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.86
sga2.e01.2.equation.21,eq:I.21,eq:I.21,equation,SGA2,I,2,21,21,parts/01_expose_I.tex,460,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.89
sga2.e01.2.equation.21-bis,eq:I.21bis,eq:I.21bis,equation,SGA2,I,2,21 bis,21 bis,parts/01_expose_I.tex,463,1,8,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.90
sga2.e01.2.corollary.2-4,I.2.4,I.2.4,corollary,SGA2,I,2,2.4,2.4,parts/01_expose_I.tex,474,1,9,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.91
sga2.e01.2.corollary.2-5,I.2.5,I.2.5,corollary,SGA2,I,2,2.5,2.5,parts/01_expose_I.tex,485,1,9,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.92
sga2.e01.2.equation.22,eq:I.22,eq:I.22,equation,SGA2,I,2,22,22,parts/01_expose_I.tex,489,1,9,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.94
sga2.e01.2.theorem.2-6,I.2.6,I.2.6,theorem,SGA2,I,2,2.6,2.6,parts/01_expose_I.tex,498,1,9,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.95
sga2.e01.2.equation.23,eq:I.23,eq:I.23,equation,SGA2,I,2,23,23,parts/01_expose_I.tex,503,1,9,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.97
sga2.e01.2.remark.2-7,I.2.7,I.2.7,remark,SGA2,I,2,2.7,2.7,parts/01_expose_I.tex,507,1,9,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.98
sga2.e01.2.equation.23-bis,eq:I.23bis,eq:I.23bis,equation,SGA2,I,2,23 bis,23 bis,parts/01_expose_I.tex,519,1,9,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.100
sga2.e01.2.theorem.2-8,I.2.8,I.2.8,theorem,SGA2,I,2,2.8,2.8,parts/01_expose_I.tex,534,1,9,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.101
sga2.e01.2.equation.24,eq:I.24,eq:I.24,equation,SGA2,I,2,24,24,parts/01_expose_I.tex,550,1,9,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.103
sga2.e01.2.equation.25,eq:I.25,eq:I.25,equation,SGA2,I,2,25,25,parts/01_expose_I.tex,562,1,9,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.106
sga2.e01.2.equation.26,eq:I.26,eq:I.26,equation,SGA2,I,2,26,26,parts/01_expose_I.tex,579,1,10,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.108
sga2.e01.2.corollary.2-9,I.2.9,I.2.9,corollary,SGA2,I,2,2.9,2.9,parts/01_expose_I.tex,585,1,10,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.109
sga2.e01.2.equation.27,eq:I.27,eq:I.27,equation,SGA2,I,2,27,27,parts/01_expose_I.tex,600,1,10,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.111
sga2.e01.2.corollary.2-10,I.2.10,I.2.10,corollary,SGA2,I,2,2.10,2.10,parts/01_expose_I.tex,611,1,10,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.112
sga2.e01.2.equation.24-bis,eq:I.24bis,eq:I.24bis,equation,SGA2,I,2,24 bis,24 bis,parts/01_expose_I.tex,620,1,10,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.114
sga2.e01.2.corollary.2-11,I.2.11,I.2.11,corollary,SGA2,I,2,2.11,2.11,parts/01_expose_I.tex,624,1,10,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.115
sga2.e01.2.equation.28,eq:I.28,eq:I.28,equation,SGA2,I,2,28,28,parts/01_expose_I.tex,633,1,10,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.117
sga2.e01.2.equation.29,eq:I.29,eq:I.29,equation,SGA2,I,2,29,29,parts/01_expose_I.tex,640,1,10,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.119
sga2.e01.2.corollary.2-12,I.2.12,I.2.12,corollary,SGA2,I,2,2.12,2.12,parts/01_expose_I.tex,657,1,10,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.120
sga2.e01.2.proposition.2-13,I.2.13,I.2.13,proposition,SGA2,I,2,2.13,2.13,parts/01_expose_I.tex,685,1,11,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.121
sga2.e01.2.corollary.2-14,I.2.14,I.2.14,corollary,SGA2,I,2,2.14,2.14,parts/01_expose_I.tex,707,1,11,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.126
sga2.e01.2.equation.30,eq:I.30,eq:I.30,equation,SGA2,I,2,30,30,parts/01_expose_I.tex,750,1,11,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.128
sga2.e01.2.equation.31,eq:I.31,eq:I.31,equation,SGA2,I,2,31,31,parts/01_expose_I.tex,767,1,12,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.130
sga2.e01.13.structural.13,hgysin,hgysin,structural,SGA2,I,13,13,13,parts/01_expose_I.tex,769,1,12,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.131
sga2.e01.13.equation.32,eq:I.32,eq:I.32,equation,SGA2,I,13,32,32,parts/01_expose_I.tex,774,1,12,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.133
sga2.e02.front.structural.ii,II,II,structural,SGA2,II,front,,,parts/02_expose_II.tex,15,1,14,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,chapter*.135
sga2.e02.front.proposition.1,II.1,II.1,proposition,SGA2,II,front,1,1,parts/02_expose_II.tex,17,1,14,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.136
sga2.e02.front.corollary.2,II.2,II.2,corollary,SGA2,II,front,2,2,parts/02_expose_II.tex,49,1,14,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.137
sga2.e02.front.corollary.3,II.3,II.3,corollary,SGA2,II,front,3,3,parts/02_expose_II.tex,55,1,14,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.138
sga2.e02.front.corollary.4,II.4,II.4,corollary,SGA2,II,front,4,4,parts/02_expose_II.tex,63,1,14,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.139
sga2.e02.front.equation.4-1,eq:II.4.1,eq:II.4.1,equation,SGA2,II,front,4.1,4.1,parts/02_expose_II.tex,70,1,14,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.141
sga2.e02.front.equation.4-2,eq:II.4.2,eq:II.4.2,equation,SGA2,II,front,4.2,4.2,parts/02_expose_II.tex,79,1,14,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.143
sga2.e02.front.equation.4-3,eq:II.4.3,eq:II.4.3,equation,SGA2,II,front,4.3,4.3,parts/02_expose_II.tex,85,1,14,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.145
sga2.e02.front.proposition.5,II.5,II.5,proposition,SGA2,II,front,5,5,parts/02_expose_II.tex,120,1,15,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.148
sga2.e02.front.equation.5-1,eq:II.5.1,eq:II.5.1,equation,SGA2,II,front,5.1,5.1,parts/02_expose_II.tex,128,1,15,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.150
sga2.e02.front.equation.unnumbered,eq:II.5.*,eq:II.5.*,equation,SGA2,II,front,$*$,*,parts/02_expose_II.tex,154,1,15,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.153
sga2.e02.front.equation.unnumbered.occ2,eq:II.5.**,eq:II.5.**,equation,SGA2,II,front,$**$,**,parts/02_expose_II.tex,157,1,15,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.154
sga2.e02.front.theorem.6,II.6,II.6,theorem,SGA2,II,front,6,6,parts/02_expose_II.tex,202,1,16,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.155
sga2.e02.front.lemma.7,II.7,II.7,lemma,SGA2,II,front,7,7,parts/02_expose_II.tex,217,1,16,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.156
sga2.e02.front.equation.7-1,eq:II.7.1,eq:II.7.1,equation,SGA2,II,front,7.1,7.1,parts/02_expose_II.tex,227,1,16,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.158
sga2.e02.front.equation.7-2-n,eq:II.7.2n,eq:II.7.2n,equation,SGA2,II,front,7.2$_n$,7.2 _n,parts/02_expose_II.tex,233,1,16,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.160
sga2.e02.front.equation.7-3,eq:II.7.3,eq:II.7.3,equation,SGA2,II,front,7.3,7.3,parts/02_expose_II.tex,273,1,16,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.163
sga2.e02.front.equation.7-4,eq:II.7.4,eq:II.7.4,equation,SGA2,II,front,7.4,7.4,parts/02_expose_II.tex,288,1,17,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.165
sga2.e02.front.equation.7-5,eq:II.7.5,eq:II.7.5,equation,SGA2,II,front,7.5,7.5,parts/02_expose_II.tex,298,1,17,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.167
sga2.e02.front.equation.7-6,eq:II.7.6,eq:II.7.6,equation,SGA2,II,front,7.6,7.6,parts/02_expose_II.tex,306,1,17,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.169
sga2.e02.front.lemma.8,II.8,II.8,lemma,SGA2,II,front,8,8,parts/02_expose_II.tex,324,1,17,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.170
sga2.e02.front.lemma.9,II.9,II.9,lemma,SGA2,II,front,9,9,parts/02_expose_II.tex,330,1,17,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.171
sga2.e02.front.corollary.10,II.10,II.10,corollary,SGA2,II,front,10,10,parts/02_expose_II.tex,378,1,18,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.175
sga2.e02.front.lemma.11,II.11,II.11,lemma,SGA2,II,front,11,11,parts/02_expose_II.tex,399,1,18,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.176
sga2.e03.front.structural.iii,III,III,structural,SGA2,III,front,,,parts/03_expose_III.tex,11,1,19,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,chapter*.177
sga2.e03.1.section.1,III.1,III.1,section,SGA2,III,1,1,1,parts/03_expose_III.tex,14,1,19,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.179
sga2.e03.1.structural.unnumbered,noteserre,noteserre,structural,SGA2,III,1,*,,parts/03_expose_III.tex,18,1,19,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.181
sga2.e03.1.definition.1-1,def:III.1.1,def:III.1.1,definition,SGA2,III,1,1.1,1.1,parts/03_expose_III.tex,26,1,19,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.182
sga2.e03.1.proposition.1-1,III.1.1,III.1.1,proposition,SGA2,III,1,1.1,1.1,parts/03_expose_III.tex,48,1,19,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.183
sga2.e03.1.proposition.1-2,III.1.2,III.1.2,proposition,SGA2,III,1,1.2,1.2,parts/03_expose_III.tex,59,1,19,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.187
sga2.e03.1.proposition.1-3,III.1.3,III.1.3,proposition,SGA2,III,1,1.3,1.3,parts/03_expose_III.tex,71,1,20,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.191
sga2.e03.2.section.2,III.2,III.2,section,SGA2,III,2,2,2,parts/03_expose_III.tex,82,1,20,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.193
sga2.e03.2.lemma.2-1,III.2.1,III.2.1,lemma,SGA2,III,2,2.1,2.1,parts/03_expose_III.tex,90,1,20,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.194
sga2.e03.2.theorem.2-2,III.2.2,III.2.2,theorem,SGA2,III,2,2.2,2.2,parts/03_expose_III.tex,151,1,21,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.200
sga2.e03.2.equation.2-1,eq:III.2.1,eq:III.2.1,equation,SGA2,III,2,2.1,2.1,parts/03_expose_III.tex,174,1,21,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.203
sga2.e03.2.equation.2-2,eq:III.2.2,eq:III.2.2,equation,SGA2,III,2,2.2,2.2,parts/03_expose_III.tex,202,1,21,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.205
sga2.e03.2.definition.2-3,III.2.3,III.2.3,definition,SGA2,III,2,2.3,2.3,parts/03_expose_III.tex,214,1,21,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.206
sga2.e03.2.proposition.2-4,III.2.4,III.2.4,proposition,SGA2,III,2,2.4,2.4,parts/03_expose_III.tex,229,1,22,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.207
sga2.e03.2.corollary.2-5,III.2.5,III.2.5,corollary,SGA2,III,2,2.5,2.5,parts/03_expose_III.tex,266,1,22,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.212
sga2.e03.2.corollary.2-6,III.2.6,III.2.6,corollary,SGA2,III,2,2.6,2.6,parts/03_expose_III.tex,286,1,22,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.214
sga2.e03.2.remark.2-7,III.2.7,III.2.7,remark,SGA2,III,2,2.7,2.7,parts/03_expose_III.tex,292,1,22,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.215
sga2.e03.2.remark.2-8,III.2.8,III.2.8,remark,SGA2,III,2,2.8,2.8,parts/03_expose_III.tex,299,1,22,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.216
sga2.e03.2.proposition.2-9,III.2.9,III.2.9,proposition,SGA2,III,2,2.9,2.9,parts/03_expose_III.tex,309,1,23,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.217
sga2.e03.2.corollary.2-10,III.2.10,III.2.10,corollary,SGA2,III,2,2.10,2.10,parts/03_expose_III.tex,316,1,23,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.218
sga2.e03.2.equation.2-3,eq:III.2.3,eq:III.2.3,equation,SGA2,III,2,2.3,2.3,parts/03_expose_III.tex,332,1,23,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.219
sga2.e03.2.proposition.2-11,III.2.11,III.2.11,proposition,SGA2,III,2,2.11,2.11,parts/03_expose_III.tex,351,1,23,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.220
sga2.e03.3.section.3,III.3,III.3,section,SGA2,III,3,3,3,parts/03_expose_III.tex,373,1,23,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.222
sga2.e03.3.lemma.3-1,III.3.1,III.3.1,lemma,SGA2,III,3,3.1,3.1,parts/03_expose_III.tex,375,1,23,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.223
sga2.e03.3.remark.3-2,III.3.2,III.3.2,remark,SGA2,III,3,3.2,3.2,parts/03_expose_III.tex,428,1,24,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.227
sga2.e03.3.proposition.3-3,III.3.3,III.3.3,proposition,SGA2,III,3,3.3,3.3,parts/03_expose_III.tex,435,1,24,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.229
sga2.e03.3.example.3-4,III.3.4,III.3.4,example,SGA2,III,3,3.4,3.4,parts/03_expose_III.tex,487,1,25,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.233
sga2.e03.3.corollary.3-5,III.3.5,III.3.5,corollary,SGA2,III,3,3.5,3.5,parts/03_expose_III.tex,508,1,25,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.238
sga2.e03.3.theorem.3-6,III.3.6,III.3.6,theorem,SGA2,III,3,3.6,3.6,parts/03_expose_III.tex,521,1,25,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.241
sga2.e03.3.corollary.3-7,III.3.7,III.3.7,corollary,SGA2,III,3,3.7,3.7,parts/03_expose_III.tex,546,1,26,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.242
sga2.e03.3.lemma.3-8,III.3.8,III.3.8,lemma,SGA2,III,3,3.8,3.8,parts/03_expose_III.tex,578,1,26,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.244
sga2.e03.3.corollary.3-9,III.3.9,III.3.9,corollary,SGA2,III,3,3.9,3.9,parts/03_expose_III.tex,639,1,27,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.247
sga2.e03.3.example.3-10,III.3.10,III.3.10,example,SGA2,III,3,3.10,3.10,parts/03_expose_III.tex,660,1,27,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.249
sga2.e03.3.remark.3-11,III.3.11,III.3.11,remark,SGA2,III,3,3.11,3.11,parts/03_expose_III.tex,682,1,27,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.250
sga2.e03.3.lemma.3-12,III.3.12,III.3.12,lemma,SGA2,III,3,3.12,3.12,parts/03_expose_III.tex,692,1,27,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.251
sga2.e03.3.example.3-13,III.3.13,III.3.13,example,SGA2,III,3,3.13,3.13,parts/03_expose_III.tex,705,1,27,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.252
sga2.e04.front.section.iv,IV,IV,section,SGA2,IV,front,,,parts/04_expose_IV.tex,12,23,29,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,chapter*.254
sga2.e04.1.section.1,IV.1,IV.1,section,SGA2,IV,1,1,1,parts/04_expose_IV.tex,14,1,29,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.256
