previous_packet,previous_file,previous_head,current_head,carryforward_status,source_packet,source_file,zip_entry,lane_route,entry_type,suffix,crc32,uncompressed_size,source_gate,gate_reason,source_use_label,next_action,claim_boundary,carryforward_decision,witness_id,entry_sha256,decode_encoding,line_count,concepts_found,contexts_extracted
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/,Slavic baseline support,directory,,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/,Slavic baseline support,directory,.03938_finite_dimensional_commutative_algebras_ru,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/1803.03938_finite_dimensional_commutative_algebras_ru.arxiv-api.xml,Slavic baseline support,metadata,.xml,9036CEDA,1592,context-extraction-ready,readable entry; bounded source-context extraction permitted,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/1803.03938_finite_dimensional_commutative_algebras_ru.pdf,Slavic baseline support,pdf,.pdf,A5BDBD2F,214652,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/1803.03938_finite_dimensional_commutative_algebras_ru.source,Slavic baseline support,source-body-sidecar,.source,3273774B,16587,context-extraction-ready,readable entry; bounded source-context extraction permitted,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source/,Slavic baseline support,directory,,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source/source.decoded-utf8.tex,Slavic baseline support,tex-family,.tex,6B23E962,78239,context-extraction-ready,readable entry; bounded source-context extraction permitted,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source/source.tex,Slavic baseline support,tex-family,.tex,F0DE39A6,60795,context-extraction-ready,readable entry; bounded source-context extraction permitted,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source.decompressed,Slavic baseline support,source-body-sidecar,.decompressed,F0DE39A6,60795,context-extraction-ready,readable entry; bounded source-context extraction permitted,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source_text_probe.txt,Slavic baseline support,metadata,.txt,770454A4,20065,context-extraction-ready,readable entry; bounded source-context extraction permitted,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/1803.03938_finite_dimensional_commutative_algebras_ru/source_text_probe_decoded_utf8.txt,Slavic baseline support,metadata,.txt,E10931F7,16245,context-extraction-ready,readable entry; bounded source-context extraction permitted,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/,Romance,directory,.00317_wild_automorphism_free_novikov_algebra_ru,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/arxiv-linguistic-samples/russian/2001.00317_wild_automorphism_free_novikov_algebra_ru/2001.00317_wild_automorphism_free_novikov_algebra_ru.arxiv-api.xml,Romance,metadata,.xml,07E895B5,1794,context-extraction-ready,readable entry; bounded source-context extraction permitted,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
