row_group,rule,surface,replacement,source_file,line,context
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper06/section14/interslavic/v001/Noether_Paper06_Section14_Interslavic_v001.tex,94,"}$. $K_\nu^*(x)$ zato, ako ide o relativno cěle oblasti, prinadležat oblasti; v obščem slučaju sut kvocienty polinomov iz $\Jdom^*_{\rho\rho}$."
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper09/introduction/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex,39,"ostatočno bylo by razsmatrjati samo cěle racionalne čislove koeficienty; ale za obščejše oblasti bazove svojstva togda staly by menje proste.} koeficientami,"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper09/section03/interslavic/v001/Noether_Paper09_Section03_Interslavic_v001.tex,47,"od $\eta$, i s tym vse algebraične funkcije od $\eta$ vobče, možno predstaviti"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper09/section04/interslavic/v001/Noether_Paper09_Section04_Interslavic_v001.tex,187,"$\eta$ podčiniti někojemu dobromu uporjadkovanju $\Omega$, i vzeti v"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper09/section06/interslavic/v001/Noether_Paper09_Section06_Interslavic_v001.tex,34,"$\eta,\sqrt[\nu]{\eta}$, napr., trěba vzeti oba elementy, a v obratnom porjadku"
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/renders/paper09/section08/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex,67,voobče --- jest izomorfna někakoj oblasti iz $\mathfrak L(\mathfrak G)$. Nehaj
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper09/section08/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex,108,"naravno vměsto $\mathfrak G_i$ vzeti koju-koli drugu oblast toj klasy, iz ktoroj"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper10/intro_section01/interslavic/v001/Noether_Paper10_Intro_Section01_Interslavic_v001.tex,57,"može izčezati; zato važi (4) i zároveň vzaimna jednoznačnost. Ako vměsto polja vzeti za osnovu oblast cělosti \(\Sdomain\), togda \(x/y\) ne mora prinadležati k \("
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper17/section03/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,34,"Oba vidy označajemo obščim imenom \textit{jednostranne moduly}; moduly, ktore sut i pravostranne i lěvos"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper17/section03/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,48,"oněže \(M_1G_2\) ne mora naležati k \(\mM\), kogda \(M_1\) naleži k \(\mM\), to vobče \(F_1G_1\) i \(F_2G_2\) ne morajut byti kongruentne. Zato pri \(M_1=0\), to jes"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper17/section03/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,52,"a \(F\me=\mx\) jest klas ostatkov, k ktoromu naleži polinom \(F\). V razlikě od obščih klasov ostatkov, tu takože produkt \(\mx\me\) jest dobro opreděljeny i ravny"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper17/section03/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,60,\mx_2\) takože klas ostatkov \(\mx_1+\mx_2\).\footnote{Tuto svojstvo možno by v obščejšem smyslu nazvati «modulnym svojstvom» grupy ostatkov.} 2. Ona imaje jedinicu
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper17/section05/interslavic/v001/Noether_Paper17_Section05_Interslavic_v001.tex,144,"o slěduje, že \(\mM_1,\ldots,\mM_k\) tvore totalno vzaimno prostu sistemu, važi vobče samo v komutativnom slučaju; sravni kontrapriměr 1 v \S~12.} Za \(k=2\) ``total"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper17/section06/interslavic/v001/Noether_Paper17_Section06_Interslavic_v001.tex,55,"u proměnnu; jih čislo jest togda \(=1\), znači konečno, tako že čislo može byti vzeto kako konečno i za \(n-1\) proměnnyh. Tym tvrdženje jest dokazano."
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper17/section07/interslavic/v001/Noether_Paper17_Section07_Interslavic_v001.tex,46,"aje, ne vsaky produkt \(\mb_\lambda\ma_\chi\) može byti nulovy. Bez ograničenja obščnosti tedy neha"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper17/section10/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.tex,93,"klasy \(t_{i\varkappa}\) odnosno \(t_{\varkappa i}\), a prve dvě relacije (35), vzete zajedno, odpovědajut formulě (25) odnosno (26). Obratno iz tih relacij po Teor"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper19/introduction/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,43,"o idealov v algebraičnyh čislovyh poljah, na idealy v ljubih oblastjah cělosti, obščejše v kolcevyh oblastjah}. Za razuměnje togo prěnosa najprvo navedemo razložne"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper19/introduction/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,65,"y bazis. Bez takogo uslovja konečnosti nerazložime i proste idealy ne musili by vobče suščstvovati, kako pokazuje oblast vseh cělyh algebraičnyh čisel, v kotoroj ne"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper19/introduction/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,67,"e se, že -- sootvětně četyrim harakterističnym svojstvam komponentov \(q\) -- v obščem slučaju suščstvujut četyri odvojene razloženja, ktore jedno iz drugogo nastaj"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper19/introduction/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,69,"proste idealy;\footnote{Věrjetno ponad to sovpadajut takože eksponenty, i ještě obščejše sootvětne komponenty sut izomorfne.} izolovane idealy (\S~7), ktore nastupa"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper19/introduction/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,73,"rěbna, i dostatno jest vměsto ideala razględati modul v odnosu k oblasti. V tom obščejšem slučaju ještě važi ravnost čisla komponentov pri dvoh različnyh razloženja"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper19/introduction/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,75,"ne oblasti cělosti iz polinomov (\S~10). Ale i prosta oblast vseh parnyh čisel, obščejše vseh čisel dělimyh črez jedno ustaljeno čislo, uže dava priměr čestično odv"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper19/introduction/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,81,"amo za klasy idealov, ne za same idealy. Poslědnji teorem jedinosti nahodi se v obščej rabotě,\footnote{E. Noether--W. Schmeidler, Moduln in nichtkommutativen Berei"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper19/introduction/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,81,"jstvo komplementa (\S~3). Ale po razmyslam, ktore suščstveno sootvětujut tym iz obščej raboty, vse navedene teoremy možno takože razuměti kako aditivne razložne teo"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper19/introduction/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,81,atkov i někotore podsistemy. Taj sistem klasov ostatkov tvori kolco takoj samoj obščnosti kako prvonačalno osnovano; imenno každo kolco možno razuměti kako sistem k
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper19/introduction/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,83,"braičnymi, cěljami jego rabot; črez algebraično razširjenje on potom prihodit k obščejšim kolcam s mene ograničnymi uslovjami."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper19/section01/interslavic/v001/Noether_Paper19_Section01_Interslavic_v001.tex,24,\textbf{1.} Za osnovu vzeta oblast \(\Sigma\) naj bude (komutativno) kolco v abstraktnoj definiciji;\footn
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper19/section01/interslavic/v001/Noether_Paper19_Section01_Interslavic_v001.tex,24,"naj bude (komutativno) kolco v abstraktnoj definiciji;\footnote{Definicija jest vzeta iz Fraenkelovej habilitacijskoj raboty, s izpuščenjem jego ograničnyh uslovij"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper19/section01/interslavic/v001/Noether_Paper19_Section01_Interslavic_v001.tex,63,"e, Suppl. XI, \S~172, Satz VIII (4. izdanje); naš dokaz i označenje ``cěp'' sut vzete odtud. Za idealy iz polinomov pri Laskeru, cit. d., str. 56 (pomočny teorem)."
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper19/section02/interslavic/v001/Noether_Paper19_Section02_Interslavic_v001.tex,75,mogo i jednogo k njemu komplementarnogo ideala. V redu (1) zato bez ograničenja obščosti vsi \(\ideal B_i\) mogut byti prijete kako nerazložime; povtorjenje gornjeg
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/renders/paper22/full-reader/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,203,"budut $\rho$ linearno nezavisne linearne formy iz $\Amod$, ktore voobče ne budut tvoriti modulny bazis; neopreděljene $\xi$ označimo tako, že"
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/renders/paper22/full-reader/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,257,dočim v slučaju polinomov jednoj neopreděljenej -- kde čislo ostatkovyh klasov voobče stavaje beskonečnym -- stepenj $\Norm(\Gmod\mid\Amod)$ stavaje jednak \emph{čis
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper22/full-reader/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,357,"ficientami iz $P$. Pomnoženjem s vhodnym polinomom v $u$ možno, bez ograničenja obščnosti, smatrati $\alpha_\lambda(u)$ kako stepenove produkty v $u$. Zato važi:"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper22/full-reader/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,478,"bči indukcijny korak. K tomu najprvo pokažemo, že za $\Gmod_0\mid\Mmod_0$ možno vzeti sistem predstaviteljev ograničeny po $x_1$; radi dělitelnosti $\gideal_1$ črez"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper22/full-reader/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,583,"Gmod^*_{i-1}\mid\Mmod^*_{i-1}$, a zato i za $\Gmod_{i-1}\mid\Mmod_{i-1}$, možno vzeti sistem predstaviteljev ograničeny po $x_i$. To slěduje iz predstavjenja kvocie"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper24/through-section07/interslavic/v001/Noether_Paper24_Through_Section07_Interslavic_working.tex,93,"vsebuje vse i samo te polinomy $G(x)$, za ktore jest polinom $b^{(i)}\ne 0$ --- vobče měnjajuči se s $G(x)$ --- takovy, že $b^{(i)}G(x)\equiv 0\pmod{\frakm}$. Iz byt"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper24/through-section07/interslavic/v001/Noether_Paper24_Through_Section07_Interslavic_working.tex,245,"\mathcal R)$ i $R$ obhvača tu medžu $(P)$ i $P$, medžu $(P(u))$ i $P(u)$, a pri vzetju $x_{i+1},\ldots,x_n$ kako parametrov takože tu medžu $(P(u,x_{i+1},\ldots,x_n"
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/renders/paper24/through-section07/interslavic/v001/Noether_Paper24_Through_Section07_Interslavic_working.tex,457,"forma elementarnyh děliteljev stava prostoju funkcijeju prvogo roda, skoro ona voobče jest prosta funkcija. Nehaj zato $(\mathcal R)$ označaje polje ostatkovyh klaso"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper24/through-section07/interslavic/v001/Noether_Paper24_Through_Section07_Interslavic_working.tex,486,"nogo neopreděljenogo $\lambda$ k polju ostatkovyh klasov po modulu $2$, i nehaj vzety jest ideal"
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/renders/paper24/through-section07/interslavic/v001/Noether_Paper24_Through_Section07_Interslavic_working.tex,515,"Za dokaz najprěd primětimo, že voobče norma i forma elementarnyh děliteljev sohranjajut se pri algebraičnom razširjen"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper24/through-section07/interslavic/v001/Noether_Paper24_Through_Section07_Interslavic_working.tex,519,\textbf{Teorema XVI.} \emph{Ako za oblast koeficientov vměsto polja vzeti kolco $\mathfrak o^*$ vsih cělyh algebraičnyh čisel (konečnogo) algebraičnogo
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper24/through-section07/interslavic/v001/Noether_Paper24_Through_Section07_Interslavic_working.tex,531,zato jest dělimy samo črez konečno mnogo prostyh idealov iz $\mathfrak K$. Ako vzeti $\frakp^*$ različnym od tych konečno mnogih prostyh idealov i položiti kako ob
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,71,"ako moduly zaměniti idealami v $\mR$,\footnote{Pri nekomutativnyh kolcah treba vzeti za osnovu dvustranne idealy.} i ako pojem modulnogo homomorfizma i modulnogo i"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper30/section06/interslavic/v001/Noether_Paper30_Section06_Interslavic_v001.tex,42,"ivo ako $\mR$ jest izčetno, kako v slučaju algebraičnogo čislovogo polja, togda vobče nikaky postulat izbora ne leži v osnově.} i vsakomu idealu kako vyznačenu bazu"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper30/section06/interslavic/v001/Noether_Paper30_Section06_Interslavic_v001.tex,52,"oženje nulovogo ideala v kolcu klasov ostatkov. Poněže ono jest kolco toj samej obščnosti, možno od početka predpostaviti, že ideal za razloženje jest nulovy ideal"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper30/section08/interslavic/v001/Noether_Paper30_Section08_Interslavic_v001.tex,50,"dpostavkah iz $\ma\mb=\ma\mc$ ne možno zaključiti $\mb=\mc$. Kako primjer možno vzeti kolco polinomov $K[x,y]$: $\ma=(xy)$, $\mb=(x^3,xy,y^2)$, $\mc=(x^2,y^2)$; dej"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper30/section10/interslavic/v001/Noether_Paper30_Section10_Interslavic_v001.tex,48,"nazyvaje se kompozicijny red $\mG$ dlugosti $r$, ako vse moduly cěpa sut različne i vsaky modul jest prosty v prědhodnom."
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper30/section10/interslavic/v001/Noether_Paper30_Section10_Interslavic_v001.tex,63,z vsaky prosty modul ide kompozicijny red; vse kompozicijne redy imajut jednaku dlugost i izomorfne kvocientne grupy do porjadka; črez vsaky vlastny modul ide kompozic
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper30/section10/interslavic/v001/Noether_Paper30_Section10_Interslavic_v001.tex,69,"dlugosti $r+1$, ako one važe za kratše redy. Ako $\mB$ jest drugi modul prosty v $\mG$,"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper31/introduction/interslavic/v001/Noether_Paper31_Introduction_Interslavic_v001.tex,45,"d. D. Math. Ver. 34, str. 121.} sistematičnu teoriju kolca kvocientov v ramkah obščejših izslědovanj daje H. Grell.\footnote{\emph{Beziehungen zwischen den Idealen"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/introduction/interslavic/v001/Noether_Paper31_Introduction_Interslavic_v001.tex,47,"piraje se, pokraj znanja teorije idealov, na to, že od samogo početka za osnovu vzeta jest teorija kolc konečnogo ranga i s tym obči pojem konečnogo razširjenja, a"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper31/section02_entry03/interslavic/v001/Noether_Paper31_Section02_Entry03_Interslavic_v001.tex,42,atočno jest razširjati oddělne komponenty. Pri tom $\overline{\mathfrak R}_i$ v obščem slučaju ne bude več primarno kolco.
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper31/section03_entry03/interslavic/v001/Noether_Paper31_Section03_Entry03_Interslavic_v001.tex,31,"očno jest razsmotriti pojedinu komponentu $\mathfrak R_i$. Zato bez ograničenja obščnosti možno predpolagati, že $\mathfrak R$ jest polje, imeno konečno razširjeno"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper31/section04_entry05/interslavic/v001/Noether_Paper31_Section04_Entry05_Interslavic_v001.tex,39,"se tymi samymi linearnymi formami v $\alpha_i$, odnosno v $\beta_i$; tym samym vobče $\gamma a$ i $\gamma b$ odgovarjajut jedno drugomu. Zato idealy $\mathfrak a$ i"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,33,"togda, s uvagoju k punktu 1, neposrědnje čitamo: slěd elementa, vzety vzhodno k klasu, jest suma slědov, vzetyh vzhodno k komponentnym klasam."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,33,"1, neposrědnje čitamo: slěd elementa, vzety vzhodno k klasu, jest suma slědov, vzetyh vzhodno k komponentnym klasam."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,39,"slěd $\beta$, vzety vzhodno k klasu $(\mathfrak a)$, jest ravny slědu, vzetomu vzhodno k klasu $(\"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,39,"slěd $\beta$, vzety vzhodno k klasu $(\mathfrak a)$, jest ravny slědu, vzetomu vzhodno k klasu $(\mathfrak b)$."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,41,"§4, 4, dalje slěduje: diskriminantny ideal komponentnogo ideala $\mathfrak b$, vzety vzhodno k klasu $(\mathfrak a)$, jest ravny diskriminantnomu idealu $\mathfrak"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,41,"odno k klasu $(\mathfrak a)$, jest ravny diskriminantnomu idealu $\mathfrak b$, vzetomu vzhodno k komponentnomu klasu $(\mathfrak b)$."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,43,"I nakonec dostajemo: diskriminantny ideal $\mathfrak a$, vzety vzhodno k klasu $(\mathfrak a)$, jest ravny produktu diskriminantnyh idealov k"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,43,"klasu $(\mathfrak a)$, jest ravny produktu diskriminantnyh idealov komponentov, vzetyh vzhodno k komponentnym klasam. Bo ako i za tvorjenje diskriminanta, i za tvor"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,43,"a$, sootvětnu direktnoj sumě, togda baza diskriminantnogo ideala $\mathfrak a$, vzetogo vzhodno k $(\mathfrak a)$, dana jest črez"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry03/interslavic/v001/Noether_Paper31_Section05_Entry03_Interslavic_v001.tex,31,"overline{\mathfrak R}$, togda diskriminantny ideal od $\overline{\mathfrak t}$, vzety vzhodno k $(\overline{\mathfrak a})$, jest takože razširjeny ideal v $\mathfra"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry03/interslavic/v001/Noether_Paper31_Section05_Entry03_Interslavic_v001.tex,31,"ideal v $\mathfrak X$ togo diskriminantnogo ideala od $\mathfrak t$, ktory jest vzety vzhodno k $(\mathfrak a)$. Bo vsaka baza od $\mathfrak a$ ili $\mathfrak t$ je"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section05_entry03/interslavic/v001/Noether_Paper31_Section05_Entry03_Interslavic_v001.tex,33,"jest razširjeny ideal togo diskriminantnogo ideala od $\mathfrak R$, ktory jest vzety vzhodno k glavnomu klasu $(\mathfrak R)$; tak definirany ideal v $\mathfrak Z$"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section06_entry01/interslavic/v001/Noether_Paper31_Section06_Entry01_Interslavic_v001.tex,31,"m takoj bazy možno pokazati: ako $\mathfrak R$ jest primarno kolco, togda slěd, vzety vzhodno k glavnomu klasu (\S~4, 2), vsakogo elementa děljivogo črez sootvětny"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section06_entry03/interslavic/v001/Noether_Paper31_Section06_Entry03_Interslavic_v001.tex,29,"vse bazne produkty različne od $e^2$ sut děljive črez $\mathfrak p$, i ih slěd, vzety vzhodno k glavnomu klasu, izčezaje. Tym izčezaje takože diskriminanta kako det"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section06_entry05/interslavic/v001/Noether_Paper31_Section06_Entry05_Interslavic_v001.tex,29,"l od $\overline{\mathfrak R}$ jest produkt diskriminantnyh idealov komponentov, vzetyh vzhodno k tym komponentam. Te pojedine diskriminantne idealy nastavajut iz on"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section06_entry07/interslavic/v001/Noether_Paper31_Section06_Entry07_Interslavic_v001.tex,29,"Ako vzeti $e_1,\ldots,e_n$ kako modulnu bazu, togda vsakomu elementu"
