"evidence_id","archive","member_path","bytes","sha256","width_px","height_px","mode","dpi_x","dpi_y","review_scale_dpi","source_scan_index","printed_folio","expose","scope","evidence_role","qa_disposition","parent_scan_sha256"
"SGA7II-XX-XXI-SRCIMG-0011","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx367_diagram_5000dpi/D_bottom_right.png","266653","5CEFA88DF90C24037405ADFBD9E76F69BA8CFBD3897FA38B5A512B0C4CF7C905","10909","7727","RGB","4999.990","4999.990","5000","367","360","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0012","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx367_diagram_5000dpi/locator_1100dpi.png","405171","732E0C55708E2C15A3F3B48254DFFB050A78E4C50D304AEDD156EDDDBA96C118","6500","3000","L","1099.998","1099.998","1100","367","360","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0013","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx367_formula_details_5000dpi/griffiths_denominator_end_from5000.png","8542","FF016DA18C65BF39A3B88B7E515A7092BDFF6D92DE7EA5AB90ECB8A82A2862CD","7000","1900","1","4999.990","4999.990","5000","367","360","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0014","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx367_formula_details_5000dpi/griffiths_fraction.png","416462","0FC697ED278F7BAB89FC411E74090E4426F66CB2F55436DD074AB8C797350513","29545","4545","RGB","4999.990","4999.990","5000","367","360","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0015","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx367_formula_details_5000dpi/image_in_Mstar.png","313716","57381D0ED33188B0820701BDE90E7CA233782118FC07DACC465B3907187F1734","28182","3636","RGB","4999.990","4999.990","5000","367","360","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0016","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx367_formula_details_5000dpi/Mstar_membership_end_from5000.png","7060","AD4DC3F620B966C442A9BB43E75F16F1F9CC5E8E70EFC70A986CCF6BA7E6DEF9","6500","2200","1","4999.990","4999.990","5000","367","360","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0017","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx368_369_1100dpi/idx369_middle_locator.png","459367","E80DCD88B2C0F35FDE3DD393F9173E05C82466569028F18E09F66BF6D9DC5366","6500","3000","L","1099.998","1099.998","1100","369","362","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0018","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx368_369_1100dpi/Number12-369.png","2438290","2B737A72557CAD74E2DD746E39D9F0B2BEEB7B90A55BF246AD1BE245608F3EAF","7380","11000","RGB","1099.998","1099.998","1100","368","361","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0019","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx368_369_1100dpi/Number12-370.png","2525533","FC04C18ECD0928335375681DAEEB606B9D132A4083281CB5BF5D44717A3FF918","7380","11000","RGB","1099.998","1099.998","1100","369","362","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0020","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx369_details_9000dpi/coordinate_probe_1100.png","84560","156D523537E18227F43063AE61977679B1958E312E5BF3F889A0856861FB120A","1800","700","RGB","1099.998","1099.998","1100","369","362","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0021","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XX_idx369_details_9000dpi/particular_locator_native300_to_9000dpi.png","30466","1D3FF85657D001D6A6295E4395509FE1C72B257EBBE56A829E1D853328DB1F18","9000","5700","1","8999.982","8999.982","9000","369","362","XX","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0022","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_idx370_373_1100dpi/Number12-371.png","1123136","2ED17C6274B232B2E9158EACD03091211F19FE8FD728CC661571BF40F7C98FBA","7380","11000","RGB","1099.998","1099.998","1100","370","363","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0023","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_idx370_373_1100dpi/Number12-372.png","1851866","F19CE8E7D1A7B5CBCA99F930A970A9602C64734F2DCC8005353F99EDE613897D","7380","11000","RGB","1099.998","1099.998","1100","371","364","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0024","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_idx370_373_1100dpi/Number12-373.png","2937079","EF5688431C755CAD00DED6D610E63A6B1FC17DDDC7B8F12ADA4CBE73D5BB1E59","7380","11000","RGB","1099.998","1099.998","1100","372","365","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0025","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_idx370_373_1100dpi/Number12-374.png","2322585","C6A45641985AC5E70AB3A8016F1E67A563FA7266B70BE4024B71B0AAB2122B4D","7380","11000","RGB","1099.998","1099.998","1100","373","366","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0026","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_idx374_375_1100dpi/Number12-375.png","2337193","D3B9AEB03B843FC72B6BD75FE464D4DD8E2061F2EF784DE98A710632FFEE9B04","7380","11000","RGB","1099.998","1099.998","1100","374","367","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0027","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_idx374_375_1100dpi/Number12-376.png","2147420","9368DEC12B4BB79FD01ABE3D4187FC05C0E457B17671DF5F6EBD671F31EF45E6","7380","11000","RGB","1099.998","1099.998","1100","375","368","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0028","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_idx376_377_1100dpi/Number12-377.png","965379","51F3A4E1DFE4D3B7A426141FEF9B4B53854E6BAE4844604DA562BE0CE571B70F","7380","11000","RGB","1099.998","1099.998","1100","376","369","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0029","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_idx376_377_1100dpi/Number12-378.png","2195086","EF635058601177657021CD3C449AE80AF2262B019DEE0AB9AB86D7051CD0A065","7380","11000","RGB","1099.998","1099.998","1100","377","370","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0030","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_prop1_2_locator_crops_1100dpi/folio369_formula126.png","135065","A9231D72EABDF725E37B9DD8167BA09AF5382A5DDCC263CF13C59E2DEB4F5A58","5000","3000","L","1099.998","1099.998","1100","376","369","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0031","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_prop1_2_locator_crops_1100dpi/folio369_top.png","214582","C10B7DE3DEA57CE77329B8CC247EADDB66E0AFF53F100FE85DE49D0E990E726F","6000","2200","L","1099.998","1099.998","1100","376","369","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0032","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_prop1_2_locator_crops_1100dpi/folio370_top.png","340046","38026D18F88DECA674ADF95971EC6A0908959D98CE5F8E4D0074A4B0D2FC3D24","6000","2700","L","1099.998","1099.998","1100","377","370","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0033","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_prop1_2_details_5000dpi/final_Hr_native300_to_5000dpi.png","23833","85695211B205190161D4EF0B0B72977DB2B3375FE4F89DBBC04ED36400926F56","14170","3667","1","71.984","71.984","5000","376","369","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0034","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_prop1_2_details_5000dpi/formula_1_2_1_native300_to_5000dpi.png","14560","E9C477C4D0EAB2DAF35953E2930A991248480A3A30C12985EE6DC54B506BEBE3","8335","2334","1","71.984","71.984","5000","376","369","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0035","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_prop1_2_details_5000dpi/formula_1_2_6_native300_to_5000dpi.png","11450","1692D0CC8D0053AA55A016D3036362CB3FDD8D87BD7A79A225E03B85643B1584","6668","3167","1","71.984","71.984","5000","376","369","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0036","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_idx378_381_1100dpi/Number12-379.png","2198755","FB3FD9E4F78023D7C66B3D24D8D5B16A7B4FAC4099DA643B6B563111C5FCE232","7380","11000","RGB","1099.998","1099.998","1100","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0037","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_idx378_381_1100dpi/Number12-380.png","2379906","E09575E6799CE2B41CD86C2303F9D5EFDDAE4B185294A2FFBCB16503D5800430","7380","11000","RGB","1099.998","1099.998","1100","379","372","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0038","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_idx378_381_1100dpi/Number12-381.png","1683598","AFADE0704839A5FB087385E305DA8D73ADD845C976B68998AFAB97D7E44321BC","7380","11000","RGB","1099.998","1099.998","1100","380","373","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0039","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_idx378_381_1100dpi/Number12-382.png","2461534","43F20EA01684A86658E3AB1AA832E2071A3A5D9ECF2D9BC0EA66C951AC712389","7380","11000","RGB","1099.998","1099.998","1100","381","374","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0040","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_details_5000dpi/diagram_1_3_14_native300.png","11664","E8580F80477583A3F440312610E020070C7356D1B9F9FD36EC15877801B8829F","1700","1150","1","71.984","71.984","5000","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0041","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_details_5000dpi/diagram_left_labels_native300_to_5000dpi.png","46543","007093C40CDE7ACE1381C270EDC2E84DFDD3AE95A67B448AAB5F7ECE54BFDA9A","7168","12669","1","71.984","71.984","5000","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0042","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_details_5000dpi/diagram_top_right_native300_to_5000dpi.png","39766","906540A48CD5903E5147E3A848A37F7B49DD47B9FDDDC5960FFE98F40A065262","15003","5501","1","71.984","71.984","5000","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0043","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_details_5000dpi/E_and_H0_native300.png","13582","C18D5F3ED52824469A1063B73D7481DA1A520DC7095B1C0DC7BA6BE36D59AB6E","1600","900","1","71.984","71.984","5000","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0044","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_details_5000dpi/E_bundle_text_native300_to_5000dpi.png","43037","8D52BE78F21DCF95D0BB1A61B59C308980FA8A6845635011D3B3C3DE0A590184","14170","3667","1","71.984","71.984","5000","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0045","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_details_5000dpi/formula_1_3_1_native300.png","9078","EE09206A8B31D7C608C2EDB40207259DC4B478D2588E3EBA439E9BFB508E8213","1500","520","1","71.984","71.984","5000","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0046","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_details_5000dpi/formula_1_3_1_native300_to_5000dpi.png","42341","2C23D388D62E97624FBA1E26BDA6BAF1653C87093D1F66DE751E5D4A8D469DEF","12669","4334","1","71.984","71.984","5000","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
