"frontier_id","route","query","api_url","local_query_metadata_path","local_query_metadata_sha256","api_fetch_status","total_count","top_hits","source_archive_status","language_topic_tags","upload_policy","blocker_or_reason","non_claim_boundary","created_utc"
"R3-GH-META-QUERY-11","Persianate/Tajik lane - fa_IR only","""جبر مجرد"" latex","https://api.github.com/search/repositories?q=%22%D8%AC%D8%A8%D8%B1%20%D9%85%D8%AC%D8%B1%D8%AF%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.جبر_مجرد_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Persian/Farsi; abstract algebra; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-12","Persianate/Tajik lane - fa_IR only","""نظریه حلقه"" tex","https://api.github.com/search/repositories?q=%22%D9%86%D8%B8%D8%B1%DB%8C%D9%87%20%D8%AD%D9%84%D9%82%D9%87%22%20tex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.نظریه_حلقه_tex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Persian/Farsi; ring theory; TeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-13","Persianate/Tajik lane - fa_IR only","""نظریه گروه"" tex","https://api.github.com/search/repositories?q=%22%D9%86%D8%B8%D8%B1%DB%8C%D9%87%20%DA%AF%D8%B1%D9%88%D9%87%22%20tex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.نظریه_گروه_tex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Persian/Farsi; group theory; TeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-14","Persianate/Tajik lane - fa_IR only","xepersian mathematics","https://api.github.com/search/repositories?q=xepersian%20mathematics&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.xepersian_mathematics.json","BB8C84E1977419DFABB740C20F52C2B39C47D380C4D859D1A63D42B7424C1152","200","2","kntupssa/AnaLaTeX|https://github.com/kntupssa/AnaLaTeX|lang=|license=CC-BY-SA-4.0 || ArsalanDalvand/atomathix-latex|https://github.com/ArsalanDalvand/atomathix-latex|lang=TeX|license=NOASSERTION","metadata_hits_need_topic_license_screening","Persian/Farsi; XePersian; mathematics; source archive search","manifest_query_metadata_only_no_payload","Repository metadata hits require topic/language/license screening before any source archive fetch or source-canon admission.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-15","Persianate/Tajik lane - fa_IR only","xepersian ""linear algebra""","https://api.github.com/search/repositories?q=xepersian%20%22linear%20algebra%22&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.xepersian_linear_algebra.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Persian/Farsi; XePersian; linear algebra; source archive search","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-16","Persianate/Tajik lane - fa_IR only","xepersian algebra","https://api.github.com/search/repositories?q=xepersian%20algebra&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.xepersian_algebra.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Persian/Farsi; XePersian; algebra; source archive search","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-17","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","""Алгебраи хаттӣ"" latex","https://api.github.com/search/repositories?q=%22%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%D0%B8%20%D1%85%D0%B0%D1%82%D1%82%D3%A3%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.Алгебраи_хаттӣ_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Tajik Cyrillic; linear algebra; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-18","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","""Алгебраи хаттӣ"" tex","https://api.github.com/search/repositories?q=%22%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%D0%B8%20%D1%85%D0%B0%D1%82%D1%82%D3%A3%22%20tex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.Алгебраи_хаттӣ_tex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Tajik Cyrillic; linear algebra; TeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-19","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","""алгебра"" ""тоҷикӣ"" latex","https://api.github.com/search/repositories?q=%22%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%22%20%22%D1%82%D0%BE%D2%B7%D0%B8%D0%BA%D3%A3%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.алгебра_тоҷикӣ_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Tajik Cyrillic; algebra; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-20","Persianate/Tajik lane - prs_AF separate gate","Dari mathematics latex","https://api.github.com/search/repositories?q=Dari%20mathematics%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.Dari_mathematics_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Dari/Afghan Persian; mathematics; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-21","Persianate/Tajik lane - prs_AF separate gate","""جبر خطی"" ""دری"" latex","https://api.github.com/search/repositories?q=%22%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%DB%8C%22%20%22%D8%AF%D8%B1%DB%8C%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.جبر_خطی_دری_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Dari/Afghan Persian; linear algebra; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
"R3-GH-META-QUERY-22","Persianate/Tajik lane - prs_AF separate gate","""ریاضی دری"" latex","https://api.github.com/search/repositories?q=%22%D8%B1%DB%8C%D8%A7%D8%B6%DB%8C%20%D8%AF%D8%B1%DB%8C%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.ریاضی_دری_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","200","0","","zero_hit_gap","Dari/Afghan Persian; mathematics; LaTeX/source archive","gap_only_no_payload","No repository hits for this exact GitHub repository-search query.","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T064748Z"
