delta_row_id,branch_commit,embedded_branch_head,language_gate,sublane,concept,target_rendering,term_alternatives_or_register_notes,source_file,source_context_locator,source_evidence_id,formula_neighboring_usage_note,reviewer_question,status_label,route_to_lane,hard_boundary,authority_boundary,b3_route,row_origin
212DFB-DRAFT-0011,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-15:line-22:utf16-66,FA-IDEAL-001-E011,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0012,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-15:line-23:utf16-58,FA-IDEAL-001-E012,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0013,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-15:line-31:utf16-43,FA-IDEAL-001-E013,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0014,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-15:line-38:utf16-36,FA-IDEAL-001-E014,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0015,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-16:line-1:utf16-49,FA-IDEAL-001-E015,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0016,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-21:line-3:utf16-78,FA-IDEAL-001-E016,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0017,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-21:line-8:utf16-32,FA-IDEAL-001-E017,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0018,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-24:line-26:utf16-27,FA-IDEAL-001-E018,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0019,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-24:line-29:utf16-1,FA-IDEAL-001-E019,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0020,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-24:line-33:utf16-70,FA-IDEAL-001-E020,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0021,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-24:line-38:utf16-45,FA-IDEAL-001-E021,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0022,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-26:line-8:utf16-65,FA-IDEAL-001-E022,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0023,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-27:line-11:utf16-48,FA-IDEAL-001-E023,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0024,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf,pdf-page-27:line-16:utf16-48,FA-IDEAL-001-E024,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0025,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-1:line-17:utf16-33,FA-IDEAL-002-E001,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0026,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-1:line-18:utf16-22,FA-IDEAL-002-E002,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0027,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-2:line-4:utf16-50,FA-IDEAL-002-E003,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
