candidate_id,source_page,expose,kind,initial_disposition,final_resolution,review_evidence,old_string,new_string,authority
SGA5-EXACT-0023,65,I,symbol,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"        \Ext^f(M',F_{\bar{x}})\neq0.","        \underline{\Ext}^f(M',F_{\bar{x}})\neq0.",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0024,65,I,symbol,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\simeq \Ext^f(M',F_{\bar{x}})\neq0,","\simeq \underline{\Ext}^f(M',F_{\bar{x}})\neq0,",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0025,65,I,symbol,already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/expose_i_residual.md,trivialement $\R i_*(G)_{\bar{x}}=0$,trivialement $\R i_*(G)=0$,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0026,66,I,xref,already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/expose_i_residual.md,conditions a) de (I 3.5.1) est encore valable,conditions a) de (I 3.3.1) est encore valable,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0027,68,I,symbol,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\Ext^i(F,K)_{\bar{x}}=0","\underline{\Ext}^i(F,K)_{\bar{x}}=0",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0028,68,I,symbol,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\simeq \R\Hom(F_{\bar{x}},K_{\bar{x}})","\simeq \R\underline{\Hom}(F_{\bar{x}},K_{\bar{x}})",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0029,68,I,symbol,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\R\Hom(\R\Hom(F_{\bar{x}},K_{\bar{x}}),K_{\bar{x}})","\R\underline{\Hom}(\R\underline{\Hom}(F_{\bar{x}},K_{\bar{x}}),K_{\bar{x}})",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0030,276,VI,shriek-position,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"R^i g_!(R^j f_!(F))\Longrightarrow R^{i+j}(g\circ f)_!(F),
\tag{S}","R^i_! g(R^j_! f(F))\Longrightarrow R^{i+j}_!(g\circ f)(F),
\tag{S}",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0031,277,VI,shriek-placement,already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/middle_residual.md,R^if_!(F)=0\qquad\text{pour }i>2d.,R^i_!f(F)=0\qquad\text{pour }i>2d.,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0032,277,VI,shriek-placement,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,w_i:g^*(R^if_!(F)),w_i:g^*(R^i_!f(F)),LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0033,277,VI,shriek-placement,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,R^if'_!(g'^*F).,R^i_!f'(g'^*F).,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0034,278,VI,shriek position (R^i_!f vs R^if_!) in commutative diagram nodes,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"g^*(R^if_!(F'')) \arrow[r,""w_i""] \arrow[d,""g^*(\delta)""']
&
R^if'_!(g'^*F'') \arrow[d,""\delta""]\\
g^*(R^{i+1}f_!(F')) \arrow[r,""w_{i+1}""']
&
R^{i+1}f'_!(g'^*F').","g^*(R^i_!f(F'')) \arrow[r,""w_i""] \arrow[d,""g^*(\delta)""']
&
R^i_!f'(g'^*F'') \arrow[d,""\delta""]\\
g^*(R^{i+1}_!f(F')) \arrow[r,""w_{i+1}""']
&
R^{i+1}_!f'(g'^*F').",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0035,278,VI,shriek position + bundled subscript (R^i_!f_U vs R^if_{!U}) in exact sequence,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\cdots\longrightarrow R^if_{!U}(F/U)
\longrightarrow R^if_!(F)
\longrightarrow R^if_{!Z}(F/Z)
\longrightarrow R^{i+1}f_{!U}(F/U)
\longrightarrow\cdots .","\cdots\longrightarrow R^i_!f_U(F/U)
\longrightarrow R^i_!f(F)
\longrightarrow R^i_!f_Z(F/Z)
\longrightarrow R^{i+1}_!f_U(F/U)
\longrightarrow\cdots .",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0036,279,VI,dropped trailing 's' (singular/plural),already-propagated-or-not-bilingual-exact,reviewed-source-language-only,audit_evidence/middle_residual.md,"\(\mathbb Z_\ell\)-modules de type fini, l'équivalence étant fournie par le foncteur limite projective.","\(\mathbb Z_\ell\)-modules de type finis, l'équivalence étant fournie par le foncteur limite projective.",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0037,280,VI,dropped footnote marker and footnote text,already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/middle_residual.md,"on lui a associé dans l'Exposé IV, pour tout entier","on lui a associé dans l'Exposé IV\footnote{Voir (SGA \(4^{1/2}\) Cycle).}, pour tout entier",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0038,283,VII,relation symbol: equals -> isomorphism,already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/middle_residual.md,"Comme $H^*(X,p^*L)=H^*(S,Rp_*p^*(L))$, l'assertion en résulte.","Comme $H^*(X,p^*L)\simeq H^*(S,Rp_*p^*(L))$, l'assertion en résulte.",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0039,284,VII,letter-swap (variable name U->T in préfaisceau definition),propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"T\longmapsto H^{2r}_{Y\times_S T}(X\times_S T,p^*L).","U\longmapsto H^{2r}_{Y\times_S U}(X\times_S U,p^*L).",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0040,285,VII,dropped derived-tensor decoration,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"Rf_*(A_X)\otimes Rf_*(A_X)\longrightarrow Rf_*(A_X)
\tag{2.1.1}","Rf_*(A_X)\otimes^L Rf_*(A_X)\longrightarrow Rf_*(A_X)
\tag{2.1.1}",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0041,289,VII,letter swap (Greek gamma mistranscribed as Latin Y),propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\mathrm R\Gamma(S,Y\lten_A\mathrm{id}(L)):","\mathrm R\Gamma(S,\gamma\lten_A\mathrm{id}(L)):",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0042,289,VII,letter swap (Greek gamma mistranscribed as Latin Y),already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/middle_residual.md,"En effet, il suffit d'appliquer le foncteur $\mathrm R\Gamma_S$ à l'isomorphisme $Y\lten_A\mathrm{id}_L$.","En effet, il suffit d'appliquer le foncteur $\mathrm R\Gamma_S$ à l'isomorphisme $\gamma\lten_A\mathrm{id}_L$.",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0043,289,VII,dropped hook on injection arrow (hookrightarrow rendered as plain arrow),propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"x_0 \arrow[r,""\mathrm{inj}""] \arrow[dr] & \mathbb P^r_k \arrow[d,""p""]\\","x_0 \arrow[r,hook,""\mathrm{inj}""] \arrow[dr] & \mathbb P^r_k \arrow[d,""p""]\\",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0044,289,VII,prose word substitution (connective),already-propagated-or-not-bilingual-exact,reviewed-source-language-only,audit_evidence/middle_residual.md,"Ainsi, d'après (2.2.3),","de sorte que, d'après (2.2.3),",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0045,291,VII,missing parentheses + capitalization + punctuation in citation,already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/middle_residual.md,"\emph{Preuve de 3.4.} D'après A. Grothendieck: \emph{La théorie des classes de Chern}, Bull. S.M.F. (1958), pp. 137--154.","\emph{Preuve de 3.4.} (d'après A. Grothendieck: \emph{La théorie des classes de Chern}. Bull. S.M.F. (1958), pp. 137--154).",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0046,293,VII,iso-sign dropped (= should be \simeq),propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,S=Y_1\subset Y_2,S\simeq Y_1\subset Y_2,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0047,293,VII,missing parentheses around pullback argument,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"c(p^*E)=\prod_i c(p^*L_i),","c(p^*E)=\prod_i c(p^*(L_i)),",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0048,294,VII,dropped source sentence (prose omission),already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/middle_residual.md,"définie par un idéal $J$ de $\mathcal O_X$:
\[
u_*(x\,u^*(y))=u_*(x)y,","définie par un idéal $J$ de $\mathcal O_X$. Il satisfait à la formule de projection
\[
u_*(x\,u^*(y))=u_*(x)y,",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0049,294,VII,paraphrased lead-in (prose alteration),already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/middle_residual.md,"et, si l'idéal $J$ est inversible, la relation","Si l'idéal $J$ est inversible, on a la relation",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0050,299,VII,punctuation: spurious commas added vs source,already-propagated-or-not-bilingual-exact,reviewed-source-language-only,audit_evidence/middle_residual.md,"le faisceau normal de $i$, on a, pour tout $y\in A^*(Y)$, l'égalité","le faisceau normal de $i$, on a pour tout $y\in A^*(Y)$ l'égalité",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0051,300,VII,dropped ellipsis,already-propagated-or-not-bilingual-exact,reviewed-source-language-only,audit_evidence/middle_residual.md,"c) Enfin, on peut combiner les deux cas.","c) Enfin, on peut combiner les deux cas\dots",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0052,300,VII,iso-tilde rendered as equals,already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/middle_residual.md,et que $Y'=P_Y(N)$.,et que $Y'\simeq P_Y(N)$.,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0053,301,VII,missing parentheses around argument,already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/middle_residual.md,"Comme $f^*i_*1_Y\in H_{Y'}^{2d}(X',\mu_{X'}^{\otimes d})$, et le morphisme de Gysin","Comme $f^*i_*(1_Y)\in H_{Y'}^{2d}(X',\mu_{X'}^{\otimes d})$, et le morphisme de Gysin",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0054,305,VII,wrong superscript glyph (n vs bullet),propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,\operatorname{Gr}_{\mathrm{top}}^n(X),\operatorname{Gr}_{\mathrm{top}}^\bullet(X),LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0055,306,VII,dropped word / spurious word (cardinality m),already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/middle_residual.md,"de rang $r$, et $(p_i)_{1\le i\le m}$ des entiers $>0$ vérifiant l'égalité","de rang $r$, $(p_i)_{1\le i\le m}$ $m$ entiers $>0$ vérifiant l'égalité",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0056,309,VII,dropped count / missing token,already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/middle_residual.md,"a) Soit $R$ un anneau commutatif, et soient $(a_i)_{1\le i\le r}$ des éléments de $R$.","a) Soit $R$ un anneau commutatif, et soient $(a_i)_{1\le i\le r}$ $r$ éléments de $R$.",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0057,376,X,wrong symbol (endomorphism name),propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\varphi_M:M\longrightarrow M,
\qquad \varphi_M(x)=gx.","g_M:M\longrightarrow M,
\qquad g_M(x)=gx.",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0058,376,X,wrong subscript + wrong argument,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\chi_M(g)=\Tr^*_M(\varphi_g),","\chi_M(g)=\Tr^*_\Lambda(g),",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0059,376,X,letter swap (script C vs script E),already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,sous-catégorie pleine $\mathcal C$ de $\Mod(\Lambda[G])$,sous-catégorie pleine $\mathcal E$ de $\Mod(\Lambda[G])$,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0060,376,X,letter swap (script C vs script E),already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,à chaque $M\in\Ob(\mathcal C)$ son caractère,à chaque $M\in\Ob(\mathcal E)$ son caractère,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0061,376,X,wrong superscript glyph (asterisk vs bullet) + spurious subscript,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\Tr:R^*_{\Lambda}(G)\longrightarrow \mathcal F(G,\Lambda),","\Tr:R^{\bullet}(G)\longrightarrow \mathcal F(G,\Lambda),",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0062,376,X,wrong superscript glyph (asterisk vs bullet),already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,où $R^*_{\Lambda}(G)$ est l'anneau des représentations,où $R^{\bullet}_{\Lambda}(G)$ est l'anneau des représentations,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0063,376,X,wrong superscript glyph (asterisk vs bullet),propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,K^*(\Lambda[G])\longrightarrow R^*_{\Lambda}(G),K^{\bullet}(\Lambda[G])\longrightarrow R^{\bullet}_{\Lambda}(G),LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0064,378,X,letter-swap / spurious prime in induced-character formula (3.3.1),propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\psi^*(g')=\sum_{s\in G'/G}\psi(s^{-1}g's),","\psi^*(g)=\sum_{t\in G'/G}\psi(t^{-1}gt),",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0065,378,X,letter-swap / spurious prime in 'en convenant' clause,already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,en convenant que $\psi(s^{-1}g's)=0$ si $s^{-1}g's\notin G$.,en convenant que $\psi(t^{-1}gt)=0$ si $t^{-1}gt\notin G$.,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0066,378,X,bimodule type-symbol misrendered: source has single LEFT subscript 'A-B',already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,symbole ${}_A Y^\bullet_B$.,symbole ${}_{A-B}Y^\bullet$.,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0067,379,X,spurious subscript on operator,already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,"\RHom_B:D(B)_{\parf}\times D(C)_{\Delta}\longrightarrow \Delta,","\RHom:D(B)_{\parf}\times D(C)_{\Delta}\longrightarrow \Delta,",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0068,383,X,"spurious hats on A in completed tensor (source: A complete, only tensor hatted)",propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\gamma^*,\delta^*:\widehat A\widehat\otimes\widehat A\longrightarrow \widehat A","\gamma^*,\delta^*:A\widehat\otimes A\longrightarrow A",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0069,383,X,spurious hats on A in completed tensor,already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,de $\widehat A\widehat\otimes\widehat A$. Donc,de $A\widehat\otimes A$. Donc,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0070,384,X,wrong cross-reference number,already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,(la multiplicité du point fixe $y'$ pour l'application $s:C'\to C'$ (lemme 4.1)).,(la multiplicité du point fixe $y'$ pour l'application $s:C'\to C'$ (lemme 5.1)).,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0071,384,X,spurious base subscript added to tensor product,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,Sw'_{y'}=Sw_{y'}\otimes_{\mathbb Z_\ell}\mathbb Z_\ell[G_{y'}].,Sw'_{y'}=Sw_{y'}\otimes\mathbb Z_\ell[G_{y'}].,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0072,386,X,operator-order error in displayed equation (line 12614),propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,=v_{y'}(s^{-1}(s(\pi)-\pi)),=v_{y'}(s(s^{-1}(\pi)-\pi)),LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0073,386,X,"wrong connector word (prose, line 12593)",already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,du choix du point $y'$ de $C'$,du choix du point $y'$ et $C'$,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0074,386,X,spurious prime on first triple element (line 12593),already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,"de la situation $(C',y',G)$","de la situation $(C,y',G)$",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0075,388,X,missing prime subscripts (y -> y'),already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,"Remarque 4.6. Les modules $Sw_y$, $Sw'_y$, $Art_y$ sont des invariants","Remarque 4.6. Les modules $Sw_{y'}$, $Sw'_{y'}$, $Art_{y'}$ sont des invariants",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0076,388,X,missing prime subscript (y -> y'),already-propagated-or-not-bilingual-exact,reviewed-current-equivalent,audit_evidence/late_residual.md,En plus on a $Sw_y=0$ si et seulement si,En plus on a $Sw_{y'}=0$ si et seulement si,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0077,454,XV,operator/accent: wrong separator and wrong accent on category symbol,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,"\Fr^*_{/X}\,\fr_X^*\longrightarrow \id_{\widehat X_{\et}},","\Fr^*_{/X}:\fr_X^*\longrightarrow \id_{\widetilde X_{\et}},",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0078,454,XV,accent: hat vs tilde on category-of-sheaves symbol,already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/late_residual.md,où $\widehat X_{\et}$ est la catégorie des faisceaux d'ensembles sur $X_{\et}$.,où $\widetilde X_{\et}$ est la catégorie des faisceaux d'ensembles sur $X_{\et}$.,LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0079,454,XV,accent: hat vs tilde on category-of-sheaves symbol,already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/late_residual.md,"$F\in\Ob\widehat X_{\et}$, définissent un $(\Sch)_p$-morphisme fonctoriel","$F\in\Ob\widetilde X_{\et}$, définissent un $(\Sch)_p$-morphisme fonctoriel",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0080,454,XV,missing subscript on operator,propagated-exact,propagated-exact,SOURCE_FORMULA_COMPARISON_EXACT.csv,\Fr^*:\fr^*\longrightarrow\id_{\mathcal F},\Fr^*_{/}:\fr^*\longrightarrow\id_{\mathcal F},LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0081,454,XV,missing subscript on operator,already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/late_residual.md,"Inversement ces propriétés caractérisent $\Fr^*$, c'est-à-dire","Inversement ces propriétés caractérisent $\Fr^*_{/}$, c'est-à-dire",LNM 589 scan-derived patch retained in final French authority
SGA5-EXACT-0082,455,XV,missing prime on F (F vs F'),already-propagated-or-not-bilingual-exact,propagated-reviewed-nonexact,audit_evidence/late_residual.md,l'image de $F(\Fr_{/X'})^{-1}$ par l'application bijective,l'image de $F'(\Fr_{/X'})^{-1}$ par l'application bijective,LNM 589 scan-derived patch retained in final French authority
