candidate_id,source_page,expose,kind,old_string,new_string,english_old_count_at_review,final_french_new_count,disposition,patch_record,authority,evidence
SGA5-EXACT-0014,41,I,equation,\H^i(\underline{D}_X(F))_{\ol{x}}\times \H_{\ol{x}}^{-i}(F)\longrightarrow A,\H^i(\underline{D}_X(F)_{\ol{x}})\times \H_{\ol{x}}^{-i}(F)\longrightarrow A,1,0,rejected-not-in-final-french-authority,patches_p33_62.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0015,42,I,symbol,\H_{\ol{x}}^i:\D_c^b(X)\longrightarrow (A\text{-modules}),\underline{\H}_{\ol{x}}^i:\D_c^b(X)\longrightarrow (A\text{-modules}),1,1,propagated-exact,patches_p33_62.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0016,43,I,symbol,\xrightarrow{i'}\{\ol{x}\}\xrightarrow{i''}Y,\xrightarrow{i'}\ol{\{x\}}\xrightarrow{i''}Y,1,1,propagated-exact,patches_p33_62.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0017,47,I,xref,par dualité (SGA~3.1.10),par dualité (SGAA~3.1.10),0,1,already-propagated-or-not-bilingual-exact,patches_p33_62.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0018,49,I,symbol,"G^\circ=\Hom(G,(\mu_n)_U^{\otimes d})","G^\circ=\uHom(G,(\mu_n)_U^{\otimes d})",1,1,propagated-exact,patches_p33_62.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0019,50,I,xref,(SGA~X~2.2),(SGAA~X~2.2),1,1,propagated-exact,patches_p33_62.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0020,50,I,xref,(SGA~VIII~2),(SGAA~VIII~2),1,1,propagated-exact,patches_p33_62.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0021,52,I,xref,(SGA~XIX~1.3),(SGAA~XIX~1.3),1,1,propagated-exact,patches_p33_62.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0022,62,I,equation,i^*(F)\otimes^L_{\Z/n\Z}(\mu_n^{\otimes d})_Y[-2d]\longrightarrow \R i^!(F).,i^*(F)\otimes^L_{\Z/n\Z}(\mu_n^{\otimes -d})_Y[-2d]\longrightarrow \R i^!(F).,1,1,propagated-exact,patches_p33_62.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0023,65,I,symbol,"        \Ext^f(M',F_{\bar{x}})\neq0.","        \underline{\Ext}^f(M',F_{\bar{x}})\neq0.",1,1,propagated-exact,patches_p63_74.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0024,65,I,symbol,"\simeq \Ext^f(M',F_{\bar{x}})\neq0,","\simeq \underline{\Ext}^f(M',F_{\bar{x}})\neq0,",1,1,propagated-exact,patches_p63_74.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0025,65,I,symbol,trivialement $\R i_*(G)_{\bar{x}}=0$,trivialement $\R i_*(G)=0$,0,1,already-propagated-or-not-bilingual-exact,patches_p63_74.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0026,66,I,xref,conditions a) de (I 3.5.1) est encore valable,conditions a) de (I 3.3.1) est encore valable,0,1,already-propagated-or-not-bilingual-exact,patches_p63_74.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0027,68,I,symbol,"\Ext^i(F,K)_{\bar{x}}=0","\underline{\Ext}^i(F,K)_{\bar{x}}=0",1,1,propagated-exact,patches_p63_74.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0028,68,I,symbol,"\simeq \R\Hom(F_{\bar{x}},K_{\bar{x}})","\simeq \R\underline{\Hom}(F_{\bar{x}},K_{\bar{x}})",1,1,propagated-exact,patches_p63_74.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0029,68,I,symbol,"\R\Hom(\R\Hom(F_{\bar{x}},K_{\bar{x}}),K_{\bar{x}})","\R\underline{\Hom}(\R\underline{\Hom}(F_{\bar{x}},K_{\bar{x}}),K_{\bar{x}})",1,1,propagated-exact,patches_p63_74.json,LNM 589 scan-derived patch retained in final French authority,scan-derived patch record
SGA5-EXACT-0030,276,VI,shriek-position,"R^i g_!(R^j f_!(F))\Longrightarrow R^{i+j}(g\circ f)_!(F),
\tag{S}","R^i_! g(R^j_! f(F))\Longrightarrow R^{i+j}_!(g\circ f)(F),
\tag{S}",1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source page 276 formula (S) shows the shriek as a subscript directly on R with the operator letter following: R^i_! g (R^j_! f (F)) => R^{i+j}_! (g o f)(F). The LaTeX (S) display at line 8868 instead places the shriek on the operator (g_!, f_!, (g o f)_!). Although mathematically equivalent, source-fidelity requires matching the source typography; the editor's own conclusion display at line 8899 already uses the source form R^i_!g(R^j_!f(F)) => R^{i+j}_!(g o f)(F). The \tag{S} anchor makes the old_string unique to the (S) display (the page-275 statement display at line 8861 lacks the tag)."
SGA5-EXACT-0031,277,VI,shriek-placement,R^if_!(F)=0\qquad\text{pour }i>2d.,R^i_!f(F)=0\qquad\text{pour }i>2d.,0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source p277 A) display shows R^i_!f(F)=0 with the shriek (!) set directly under R and f following; LaTeX has R^if_! (shriek bound to f). The edition's own line 8899 (same page region) uses the shriek-under-R form R^i_!g / R^{i+j}_!, confirming this is the source convention. old_string verified unique."
SGA5-EXACT-0032,277,VI,shriek-placement,w_i:g^*(R^if_!(F)),w_i:g^*(R^i_!f(F)),1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source p277 bottom w_i display reads g^*(R^i_!f(F)) with shriek under R, f following; LaTeX has R^if_! (shriek on f). Matches shriek-under-R convention used at line 8899 and in A) display. Targeted substring 'w_i:g^*(R^if_!(F))' verified unique."
SGA5-EXACT-0033,277,VI,shriek-placement,R^if'_!(g'^*F).,R^i_!f'(g'^*F).,1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,Source p277 bottom w_i display right-hand side reads R^i_!f'(g'^*F) with shriek under R and f' following; LaTeX has R^if'_! (shriek on f'). Consistent fix with the other two shriek placements on this page. Substring 'R^if'_!(g'^*F).' verified unique.
SGA5-EXACT-0034,278,VI,shriek position (R^i_!f vs R^if_!) in commutative diagram nodes,"g^*(R^if_!(F'')) \arrow[r,""w_i""] \arrow[d,""g^*(\delta)""']
&
R^if'_!(g'^*F'') \arrow[d,""\delta""]\\
g^*(R^{i+1}f_!(F')) \arrow[r,""w_{i+1}""']
&
R^{i+1}f'_!(g'^*F').","g^*(R^i_!f(F'')) \arrow[r,""w_i""] \arrow[d,""g^*(\delta)""']
&
R^i_!f'(g'^*F'') \arrow[d,""\delta""]\\
g^*(R^{i+1}_!f(F')) \arrow[r,""w_{i+1}""']
&
R^{i+1}_!f'(g'^*F').",1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source p278 top diagram writes all four nodes with the proper-support shriek as a SUBSCRIPT ON R: g^*(R^i_!f(F'')), R^i_!f'(g'^*F''), g^*(R^{i+1}_!f(F')), R^{i+1}_!f'(g'^*F'). TeX places the shriek as a subscript on f/f' (R^if_!, R^if'_!). The two are mathematically identical, but the source-faithful form is shriek-on-R; the immediately preceding line 8899 (p277) already uses this R^i_!f form, so this is in-document drift, not deliberate normalization. Arrow labels (w_i, w_{i+1}, g^*(\delta), \delta) and node contents otherwise match the source exactly."
SGA5-EXACT-0035,278,VI,shriek position + bundled subscript (R^i_!f_U vs R^if_{!U}) in exact sequence,"\cdots\longrightarrow R^if_{!U}(F/U)
\longrightarrow R^if_!(F)
\longrightarrow R^if_{!Z}(F/Z)
\longrightarrow R^{i+1}f_{!U}(F/U)
\longrightarrow\cdots .","\cdots\longrightarrow R^i_!f_U(F/U)
\longrightarrow R^i_!f(F)
\longrightarrow R^i_!f_Z(F/Z)
\longrightarrow R^{i+1}_!f_U(F/U)
\longrightarrow\cdots .",1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source p278 mid (section C exact sequence) writes R^i_!f_U(F/U), R^i_!f(F), R^i_!f_Z(F/Z), R^{i+1}_!f_U(F/U): shriek is a subscript on R and the open/closed subscripts U,Z sit on f. TeX bundles both into the f-subscript (f_{!U}, f_!, f_{!Z}, f_{!U}). Mathematically equivalent but the source separates them: shriek on R, U/Z on f. Consistent with the surrounding source-faithful R^i_! style (cf. lines 8899, 15021-15022)."
SGA5-EXACT-0036,279,VI,dropped trailing 's' (singular/plural),"\(\mathbb Z_\ell\)-modules de type fini, l'équivalence étant fournie par le foncteur limite projective.","\(\mathbb Z_\ell\)-modules de type finis, l'équivalence étant fournie par le foncteur limite projective.",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source (p279_mid and p279_bot): 'Z_ℓ -modules de type finis, l'équivalence étant fournie par le foncteur' — the typescript clearly shows 'finis' with a trailing s immediately before the comma, in both the mid and bottom zoom chunks. LaTeX line 8978 has 'de type fini,' without the s. (Faithful transcription of the source orthography; note the source's 'finis' is a grammatical agreement variant the typist used.)"
SGA5-EXACT-0037,280,VI,dropped footnote marker and footnote text,"on lui a associé dans l'Exposé IV, pour tout entier","on lui a associé dans l'Exposé IV\footnote{Voir (SGA \(4^{1/2}\) Cycle).}, pour tout entier",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source p280 top image: 'associé dans Exp. IV' carries a superscript '(*)' marker. Source p280 bottom image shows the corresponding page footnote below a rule: '(*) Voir (SGA 4^{1/2} Cycle).'. The TeX (line 8981) has neither the '(*)' marker after 'l'Exposé IV' nor the footnote text anywhere (grep for 'Voir.*SGA.*Cycle' = 0 hits; the line 9039/9041 footnotes are the distinct (*)/(**) compatibility footnotes belonging to items (i)-(iii) on the following page). The document otherwise uses \footnote{} (28 occurrences). Anchor 'on lui a associé dans l'Exposé IV, pour tout entier' is unique (count=1). Patch restores the verbatim source footnote content via the document's normal footnote convention."
SGA5-EXACT-0038,283,VII,relation symbol: equals -> isomorphism,"Comme $H^*(X,p^*L)=H^*(S,Rp_*p^*(L))$, l'assertion en résulte.","Comme $H^*(X,p^*L)\simeq H^*(S,Rp_*p^*(L))$, l'assertion en résulte.",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source (mid/bot images), Preuve of Corollaire 1.2: 'Comme H*(X,p*L) ≃ H*(S, IRp* p*(L)), l'assertion en résulte.' The symbol between the two cohomology groups is the wavy isomorphism sign (≃), not '='. LaTeX line 9115 transcribes it as '='. This is the standard derived-pushforward isomorphism, so the source reading is mathematically correct."
SGA5-EXACT-0039,284,VII,letter-swap (variable name U->T in préfaisceau definition),"T\longmapsto H^{2r}_{Y\times_S T}(X\times_S T,p^*L).","U\longmapsto H^{2r}_{Y\times_S U}(X\times_S U,p^*L).",1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"BOT image footnote (*): the préfaisceau is written 'U ↦ H^{2r}_{Y×_S U}(X ×_S U, p^*L)'. The mapping variable and both base-change products use U (Y×_S U as the H-support subscript and X×_S U as the argument). The TeX transcription instead uses T in all three places ('T \longmapsto H^{2r}_{Y\times_S T}(X\times_S T,p^*L)'). The source uses U as the test scheme; the swap to T is a transcription deviation. Both T occurrences are corrected to U."
SGA5-EXACT-0040,285,VII,dropped derived-tensor decoration,"Rf_*(A_X)\otimes Rf_*(A_X)\longrightarrow Rf_*(A_X)
\tag{2.1.1}","Rf_*(A_X)\otimes^L Rf_*(A_X)\longrightarrow Rf_*(A_X)
\tag{2.1.1}",1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source (p285_bot.png) display (2.1.1) shows the multiplication map of Rf_*(A_X) in D(Y) with the tensor symbol carrying a decoration directly beneath it (an L / congruence-style mark), i.e. the LEFT-DERIVED tensor product. The LaTeX (line 9222) renders a plain \otimes, dropping the decoration. The map lives in the derived category D(Y) (next line: 'de D(Y), ... structure d'algèbre généralisée'), so the derived tensor is mathematically required, and the rest of the file consistently denotes it \otimes^L. Glyph reading is the only uncertainty -> med."
SGA5-EXACT-0041,289,VII,letter swap (Greek gamma mistranscribed as Latin Y),"\mathrm R\Gamma(S,Y\lten_A\mathrm{id}(L)):","\mathrm R\Gamma(S,\gamma\lten_A\mathrm{id}(L)):",1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Corollaire 2.2.4 display: source map name is lowercase Greek gamma with double-underlined (derived) tensor, gamma-otimes^L-id(L). LaTeX uses Latin capital Y. Confirmed by line 9290 of the same TeX which calls this same map 'la fleche $\gamma$', so the transcription is internally inconsistent; source glyph is gamma."
SGA5-EXACT-0042,289,VII,letter swap (Greek gamma mistranscribed as Latin Y),"En effet, il suffit d'appliquer le foncteur $\mathrm R\Gamma_S$ à l'isomorphisme $Y\lten_A\mathrm{id}_L$.","En effet, il suffit d'appliquer le foncteur $\mathrm R\Gamma_S$ à l'isomorphisme $\gamma\lten_A\mathrm{id}_L$.",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,Proof of 2.2.4: source reads gamma-otimes_A-id_L (gamma with tensor subscript A). LaTeX uses Latin Y. Same gamma->Y error as the display; the map is named gamma at line 9290.
SGA5-EXACT-0043,289,VII,dropped hook on injection arrow (hookrightarrow rendered as plain arrow),"x_0 \arrow[r,""\mathrm{inj}""] \arrow[dr] & \mathbb P^r_k \arrow[d,""p""]\\","x_0 \arrow[r,hook,""\mathrm{inj}""] \arrow[dr] & \mathbb P^r_k \arrow[d,""p""]\\",1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Diagram in top image: the horizontal arrow x_0 -> P^r_k is drawn as a hooked inclusion arrow (clear left-end hook 'C', label 'inj.' above), i.e. an immersion. LaTeX renders a plain arrow. Hook should be restored."
SGA5-EXACT-0044,289,VII,prose word substitution (connective),"Ainsi, d'après (2.2.3),","de sorte que, d'après (2.2.3),",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Top image first line reads 'de sorte que, d'après (2.2.3), l'assertion sera prouvée si on montre que pour tout'. LaTeX substitutes the connective with 'Ainsi,' making it a standalone sentence. Source uses the subordinating 'de sorte que' continuing the preceding sentence."
SGA5-EXACT-0045,291,VII,missing parentheses + capitalization + punctuation in citation,"\emph{Preuve de 3.4.} D'après A. Grothendieck: \emph{La théorie des classes de Chern}, Bull. S.M.F. (1958), pp. 137--154.","\emph{Preuve de 3.4.} (d'après A. Grothendieck: \emph{La théorie des classes de Chern}. Bull. S.M.F. (1958), pp. 137--154).",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source (p291_bot) reads: ""Preuve de 3.4. (d'après A. Grothendieck : La théorie des classes de Chern. Bull. S.M.F. (1958), pp. 137-154)."" The whole citation is parenthesized: opening '(' before lowercase ""d'après"" and closing ')' after ""154"". LaTeX dropped the opening '(', capitalized it to ""D'après"", used a comma instead of a period after ""Chern"", and dropped the closing ')'. Patch restores the parentheses, the lowercase ""d'après"", and the period after ""Chern"" to match the source."
SGA5-EXACT-0046,293,VII,iso-sign dropped (= should be \simeq),S=Y_1\subset Y_2,S\simeq Y_1\subset Y_2,1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source p293_mid displayed chain reads 'S ≃ Y_1 ⊂ Y_2 ... ⊂ Y_r = P': the symbol joining S and Y_1 is a wavy isomorphism sign (≃), visibly distinct from the flat double-bar '=' in 'Y_r = P' on the same line. The TeX uses a plain '='. The text at line 9547 confirms 'Y_1 s'identifie à S' (canonical isomorphism), and the file elsewhere (9549, 9553) renders this with \simeq."
SGA5-EXACT-0047,293,VII,missing parentheses around pullback argument,"c(p^*E)=\prod_i c(p^*L_i),","c(p^*E)=\prod_i c(p^*(L_i)),",1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source p293_mid shows 'c(p*E) = Π_i c(p*(L_i))' with explicit parentheses around L_i inside the second factor; TeX has 'c(p^*L_i)' without inner parentheses. Mathematically equivalent (cosmetic), but the source unambiguously shows the parens, and the parallel display at line 9536 keeps them (p^*(\check L_{i+1}))."
SGA5-EXACT-0048,294,VII,dropped source sentence (prose omission),"définie par un idéal $J$ de $\mathcal O_X$:
\[
u_*(x\,u^*(y))=u_*(x)y,","définie par un idéal $J$ de $\mathcal O_X$. Il satisfait à la formule de projection
\[
u_*(x\,u^*(y))=u_*(x)y,",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source p294 top shows, after the colon, a new enumerated property line '(3.6.3) Il satisfait à la formule de projection' introducing the projection-formula display. The LaTeX dropped this descriptive sentence entirely, keeping only \tag{3.6.3} on the display. Patch restores the source sentence as the display lead-in (numbering preserved by the existing tag)."
SGA5-EXACT-0049,294,VII,paraphrased lead-in (prose alteration),"et, si l'idéal $J$ est inversible, la relation","Si l'idéal $J$ est inversible, on a la relation",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source p294 mid/top reads '(3.6.4) Si l'idéal J est inversible, on a la relation' as a parallel enumerated property. The LaTeX reworded it to 'et, si l'idéal J est inversible, la relation', dropping 'on a' and prepending 'et,' to chain it. Patch restores the source wording (the tag \tag{3.6.4} preserves the number)."
SGA5-EXACT-0050,299,VII,punctuation: spurious commas added vs source,"le faisceau normal de $i$, on a, pour tout $y\in A^*(Y)$, l'égalité","le faisceau normal de $i$, on a pour tout $y\in A^*(Y)$ l'égalité",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source p299_mid reads 'le faisceau normal de i , on a pour tout y∈A·(Y) l'égalité' with NO comma between 'a' and 'pour tout' and NO comma between '(Y)' and 'l'égalité'. LaTeX inserted two commas ('on a, pour tout' and '(Y)$, l'égalité'). Prose-punctuation-only divergence; no mathematical content affected."
SGA5-EXACT-0051,300,VII,dropped ellipsis,"c) Enfin, on peut combiner les deux cas.","c) Enfin, on peut combiner les deux cas\dots",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source (top chunk) reads 'c) Enfin, on peut combiner les deux cas ...' with a trailing ellipsis terminating the sentence (no period). The TeX dropped the '...' and substituted a period."
SGA5-EXACT-0052,300,VII,iso-tilde rendered as equals,et que $Y'=P_Y(N)$.,et que $Y'\simeq P_Y(N)$.,0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source (mid chunk) clearly shows the isomorphism sign: ""Y' ≃ P_Y(N)"" (same simeq glyph as in the preceding display J' ≃ O_{X'}(1)). The TeX uses '=' instead of '\simeq'."
SGA5-EXACT-0053,301,VII,missing parentheses around argument,"Comme $f^*i_*1_Y\in H_{Y'}^{2d}(X',\mu_{X'}^{\otimes d})$, et le morphisme de Gysin","Comme $f^*i_*(1_Y)\in H_{Y'}^{2d}(X',\mu_{X'}^{\otimes d})$, et le morphisme de Gysin",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Mid image, line 'Comme f* i_*(1_Y) ∈ H^{2d}_{Y'}(X',μ^{⊗d}_{X'}) et le morphisme de Gysin' clearly shows i_* applied to (1_Y) WITH parentheses, matching every other occurrence on this page (i^*i_*(1_Y)=c_d(Ň); f^*i_*(1_Y)=j_*(u) in 4.1.1; g^*i^*i_*(1_Y)=-uξ in 4.1.2). The LaTeX dropped the parentheses only here, rendering 'i_*1_Y'."
SGA5-EXACT-0054,305,VII,wrong superscript glyph (n vs bullet),\operatorname{Gr}_{\mathrm{top}}^n(X),\operatorname{Gr}_{\mathrm{top}}^\bullet(X),1,1,propagated-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source (p305_mid) shows 'Gr' with a small round bullet superscript and subscript 'top', argument (X): i.e. Gr^•_top(X), the standard graded-ring notation (cf. SGA 6 VII used just below). The LaTeX transcribes the bullet superscript as the letter 'n' (Gr^n_top), which is not the glyph present and is mathematically inconsistent with the bullet/graded-object convention. The superscript mark is a single round dot, not an n. old_string occurs exactly once in the file (line 9984)."
SGA5-EXACT-0055,306,VII,dropped word / spurious word (cardinality m),"de rang $r$, et $(p_i)_{1\le i\le m}$ des entiers $>0$ vérifiant l'égalité","de rang $r$, $(p_i)_{1\le i\le m}$ $m$ entiers $>0$ vérifiant l'égalité",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source (p306_top) reads verbatim: ""...localement libre de rang r, (p_i)_{1<=i<=m}  m  entiers >0 vérifiant l'égalité"". The 'm' after the indexed family is distinctly present and is load-bearing (it states the family consists of exactly m positive integers). The TeX dropped this 'm', substituted 'des', and inserted a spurious connective 'et' (no 'et' appears in the source, which uses asyndetic listing after 'rang r,')."
SGA5-EXACT-0056,309,VII,dropped count / missing token,"a) Soit $R$ un anneau commutatif, et soient $(a_i)_{1\le i\le r}$ des éléments de $R$.","a) Soit $R$ un anneau commutatif, et soient $(a_i)_{1\le i\le r}$ $r$ éléments de $R$.",0,1,already-propagated-or-not-bilingual-exact,swarm_results/patches_fvp_275-374.json,LNM 589 scan-derived patch retained in final French authority,"Source (p309_top) lemma 5.4.1 a) reads: 'Soit R un anneau commutatif (a_i)_{1<=i<=r} r éléments de R.' A standalone 'r' clearly sits between the subscripted parenthesis and 'éléments de R', giving 'r éléments de R' (= r elements of R). The transcription dropped the count 'r' and rendered it as the indefinite 'des éléments'. Restoring '$r$ éléments' preserves the exact count while keeping the editor's grammatical 'et soient'. old_string occurs exactly once (verified by Grep)."
SGA5-EXACT-0057,376,X,wrong symbol (endomorphism name),"\varphi_M:M\longrightarrow M,
\qquad \varphi_M(x)=gx.","g_M:M\longrightarrow M,
\qquad g_M(x)=gx.",1,1,propagated-exact,swarm_results/patches_fvp_375-484.json,LNM 589 scan-derived patch retained in final French authority,"Source (p376 top) displays the endomorphism as g_M : M⟶M , g_M(x)=gx. The transcription wrongly names it \varphi_M (varphi) in both the map and the formula; source uses g_M throughout."
SGA5-EXACT-0058,376,X,wrong subscript + wrong argument,"\chi_M(g)=\Tr^*_M(\varphi_g),","\chi_M(g)=\Tr^*_\Lambda(g),",1,1,propagated-exact,swarm_results/patches_fvp_375-484.json,LNM 589 scan-derived patch retained in final French authority,"Source (p376 top/mid) displays χ_M(g)=Tr^*_Λ(g): the trace subscript is Λ (Lambda), not M, and the argument is plain g, not \varphi_g. The superscript asterisk on Tr is correct in source."
