idx,printed_page,source_pdf_page,highres_page,french_tex_lines,current_english_file,current_english_lines,content_formula_result,presentation_result,independent_review,final_disposition
673,660,663,674,15338-15352,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,261--304,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX663_673_POSTEDIT_REVIEW.md; PASS; SHA256 9BBD1EA67A72EA50CBDFD58F59BC0CA9EBE0A34A05BFCFA1632CA9EC9C0A730F,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
674,661,664,675,15353-15356,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,305--335,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
675,662,665,676,15357-15379,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,336--373,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
676,663,666,677,15380-15396,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,374--415,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
677,664,667,678,15397-15404,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,416--448,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
678,665,668,679,15405-15422,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,449--490,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
679,666,669,680,15423-15446,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,491--508,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
680,667,670,681,15447-15462,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,509--532,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
681,668,671,682,15463-15480,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,533--554,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
682,669,672,683,15481-15493,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,555--590,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
683,670,673,684,15494-15524,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,591--613,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source display/inline census and rendered successor checkpoint inspection passed,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
684,671,674,685,15525-15550,SGA6_idx666_702_and_backmatter_English_SourceChecked_Draft_fragment.tex,614--656,"PASS; every applicable E001--E048/X001--X010 source, formula, symbol, and explicit-emendation disposition is applied",PASS; source layout restored and paired idx685 parenthesis close independently checked,IDX674_684_POSTEDIT_REVIEW.md; PASS; SHA256 72FD0C917CE86E5725E85F1FBC2332F5423E9F1CE5104361AF9C4FB05210B92E,PROMOTED_BOUNDED_WORKING_CHECKPOINT; reconciled to French 859bd5 and both scans; no whole-volume certification
