"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P39-ZH-X011","P39-ZH-T011","§2 third paragraph","Operatorisomorphie","算子同构","算子同構","controlled-generic character form only; 算子/算符/等變 regional choice unresolved","","","Japanese and Korean evidence not consulted or used","isomorphism respecting the stated group operators","analytic operator isomorphism; bare vector-space isomorphism","modern Sino-xenic coinage/calque","Mandarin 算子 may dominate more explicit equivariant terminology","producer editorial choice plus inherited translation witness; independent check pending","absent; producer-only crosswalk row; not validated or ready"
"P39-ZH-X012","P39-ZH-T012","§2 and §6","Artinschen Führern","Artin 导子","Artin 導子","controlled-generic character form matching the corrected target; not TW/HK/MO localized","","","Japanese and Korean evidence not consulted or used","Artin conductor in L-series/ramification context","leader; electrical conductor; arbitrary modulus","mixed/contested","The frozen target retains the Latin name and makes no cross-regional transliteration claim.","exact frozen target form plus independent checker source/target comparison","exact target form independently reconciled; final package disposition remains separate"
"P39-ZH-X013","P39-ZH-T013","§4-§6","Stelle | Stellen | Verzweigungsstellen","位／分歧位","位／分歧位","same-character controlled forms matching the corrected target; not TW/HK/MO localized","","","Japanese and Korean evidence not consulted or used","finite or infinite place of a number field","physical location; prime ideal alone; individual valuation map","mixed/contested","The target uses context-specific 位/分歧位 and keeps finite/infinite places explicit; no regional claim is made.","exact frozen target forms plus independent checker source/target comparison","exact target forms independently reconciled; final package disposition remains separate"
"P39-ZH-X014","P39-ZH-T014","§6 penultimate paragraph","der Strahl","射线","射線","controlled-generic character form only; class-field and regional wording unresolved","","","Japanese and Korean evidence not consulted or used","ray in conductor/ray-class conditions","geometric ray; radiation; beam","modern Sino-xenic coinage/calque","Bare Hans 射线 strongly attracts the geometric sense","producer editorial choice plus inherited translation witness; independent check pending","absent; producer-only crosswalk row; not validated or ready"
"P39-ZH-X015","P39-ZH-T015","§6 second paragraph","Totalcharakter der Hauptform","全特征","全特徵","controlled-generic character form only; historical genus terminology unresolved","","","Japanese and Korean evidence not consulted or used","complete aggregate genus-character data of the principal form","field characteristic; personal feature; one group character","mixed/contested","Literal Hans 全特征 has unresolved specialist scope and is a priority debt","producer editorial choice plus inherited translation witness; independent check pending","absent; producer-only crosswalk row; not validated or ready"
"P39-ZH-X016","P39-ZH-T016","§6 second paragraph","die \((1-S)\)te symbolische Potenz in die Duplikation übergeht","平方映射","平方映射","same-character controlled explanatory form matching the corrected target; not TW/HK/MO localized","","","Japanese and Korean evidence not consulted or used","squaring operation in the quadratic specialization","copying; duplication; doubling","native coinage","The exact target's operation-oriented wording remains an explanatory choice, not a regional authority claim.","exact frozen target form plus independent checker mathematical-language comparison","exact target form independently reconciled; final package disposition remains separate"
"P39-ZH-X017","P39-ZH-T017","§4 and §6","Normenrest | Normenreste | Normenrest nach dem Führer","范数剩余","範數剩餘","controlled-generic character form only; not TW/HK/MO localized","","","Japanese and Korean evidence not consulted or used","arithmetic local/congruence norm-residue condition","ordinary remainder; residual norm value","modern Sino-xenic coinage/calque","Hans 剩余 invites an ordinary-remainder reading and may crowd out explicit class language","producer editorial choice plus inherited translation witness; independent check pending","absent; producer-only crosswalk row; not validated or ready"
"P39-ZH-X018","P39-ZH-T018","§3-§5","zerfallende Algebrenklasse | zerfallenden Algebren | zerfallende Algebren","分裂代数","分裂代數","controlled-generic character form only; algebra-specific regional usage unresolved","","","Japanese and Korean evidence not consulted or used","algebra splitting as a full matrix algebra, locally or after scalar extension","direct-product decomposition; semisimplicity","modern Sino-xenic coinage/calque","Broad Hans 分裂 may collapse distinct notions unless the definition remains visible","producer editorial choice plus inherited translation witness; independent check pending","absent; producer-only crosswalk row; not validated or ready"
"P39-ZH-X019","P39-ZH-T019","§3 and §5","Transformationsgrössen","变换量","變換量","controlled-generic character form only; cohomological and regional wording unresolved","","","Japanese and Korean evidence not consulted or used","multiplicative coboundary-like factors c_S^T c_T/c_ST and ideal-class analogues","geometric parameter; physical quantity; v_S itself","modern Sino-xenic coinage/calque","Literal Hans wording may hide the structure and dominate a more explicit term","producer editorial choice plus inherited translation witness; independent check pending","absent; producer-only crosswalk row; not validated or ready"
"P39-ZH-X020","P39-ZH-T020","§2 third paragraph","Gruppenring (Gruppenalgebra)","群环（群代数）","群環（群代數）","controlled-generic character forms only; term order and regional convention unresolved","","","Japanese and Korean evidence not consulted or used","group ring/group algebra in the operator-isomorphism statement","ring-shaped group; group without its algebra","modern Sino-xenic coinage/calque","Inherited Hans ordering may not be universal across Chinese traditions","producer editorial choice plus inherited translation witness; independent check pending","absent; producer-only crosswalk row; not validated or ready"
