"language","arxiv_id","live_title","eprint_url","live_download_local_path","live_download_exists","live_download_actual_bytes","live_download_actual_sha256","live_download_hash_status","candidate_body_availability_status","source_canon_action","searched_path_or_recovery_path","exact_blocker_or_next_action","license_or_access_signal","nonclaim_boundary"
"French","1305.1672v1","Kervaire invariants and selfcoincidences","https://arxiv.org/e-print/1305.1672v1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\1305.1672v1.eprint.source","yes","15682","19DBAE31A0F5A914ABC986C312503EFA8BD49F0D7C40E7C1EB3706B51E8B528C","hash_match","candidate-verified-not-promoted","english_topological_invariant_false_positive_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\1305.1672v1.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","source-canon French batch screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1405.2056v2","Théorèmes de dualité pour les corps de fonctions sur des corps locaux supérieurs et applications arithmétiques","https://arxiv.org/e-print/1405.2056v2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\1405.2056v2.eprint.source","yes","56838","1FA08C1C9E119EC9479E6806CDD46FAAA5EF5236B822DFC25380D1A7C5464C46","hash_match","candidate-verified-not-promoted","adjacent_french_noether_hilbert_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\1405.2056v2.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","source-canon French batch screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1605.01289v1","Dualité et principe local-global sur des corps locaux de dimension 2","https://arxiv.org/e-print/1605.01289v1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\1605.01289v1.eprint.source","yes","29992","397F5AB8BC9969494962A7500DE46EC7CA5348451542C23959BD00E2A6E7A854","hash_match","candidate-verified-not-promoted","adjacent_french_noether_field_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\1605.01289v1.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","source-canon French batch screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1801.01463v2","L'espace adélique d'un tore sur un corps de fonctions","https://arxiv.org/e-print/1801.01463v2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\1801.01463v2.eprint.source","yes","28489","6E770F46044B5AEA52A568A895FDDAA5D6CEC0AE9702517C761C0810D6DBADAF","hash_match","candidate-verified-not-promoted","adjacent_french_noether_hilbert_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\1801.01463v2.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","source-canon French batch screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","2112.07476v2","Invariant integrals on coideals and their Drinfeld doubles","https://arxiv.org/e-print/2112.07476v2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\2112.07476v2.eprint.source","yes","32778","65E994522AAC4227206C6673F645F45C017D003E51D51E0FFAF0258F5D2952B1","hash_match","candidate-verified-not-promoted","english_invariant_source_not_french_target_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\2112.07476v2.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","source-canon French batch screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","math/0107137v2","Caracteres sur l'algebre de diagrammes trivalents Lambda","https://arxiv.org/e-print/math/0107137v2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\math_0107137v2.eprint.source","yes","73017","1901E93F4BDC2E94B660D65982FE91B18064C9E137D21C29FED64C4C5544C71D","hash_match","candidate-verified-not-promoted","french_invariant_module_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\math_0107137v2.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","source-canon French batch screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","math/0303168v2","Surfaces de del Pezzo sans point rationnel sur un corps de dimension cohomologique un","https://arxiv.org/e-print/math/0303168v2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\math_0303168v2.eprint.source","yes","18939","650C25F0F50BE5B1E7475C27D9CE890EE33DF9F12DED36CF57ED53D36F1E3B1B","hash_match","candidate-verified-not-promoted","adjacent_french_math_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch2_20260705\math_0303168v2.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","source-canon French batch screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1104.1507v4","Sur l'homologie des groupes unitaires à coefficients polynomiaux","https://arxiv.org/e-print/1104.1507v4","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1104.1507v4.eprint.source","yes","55857","81BA0C43B9EA19CEBEF5C166192DE4E824C317FDD1467475F7118A5F8CC3C44C","hash_match","candidate-verified-not-promoted","live_arxiv_verified_adjacent_french_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1104.1507v4.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","source-canon live retry verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1104.3350v3","Cycles de codimension 2 et H^3 non ramifié pour les variétés sur les corps finis","https://arxiv.org/e-print/1104.3350v3","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1104.3350v3.eprint.source","yes","56316","A0055358BD073FBC2AB67EDE86386BA039C809F13E6CA68881787D432FB5D785","hash_match","candidate-verified-not-promoted","live_arxiv_verified_adjacent_french_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1104.3350v3.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","source-canon live retry verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1509.07817v1","Variétés abéliennes sur les corps de fonctions de courbes sur des corps locaux supérieurs","https://arxiv.org/e-print/1509.07817v1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1509.07817v1.eprint.source","yes","41246","FA9AF3BF7BBD93EE37ADCEA0BA5FBB02B002EF7346D2921F91F3764D2C0F7D95","hash_match","candidate-verified-not-promoted","live_arxiv_verified_adjacent_french_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1509.07817v1.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","source-canon live retry verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1510.05382v1","On the Bertrandias-Payan module in a p-extension -- capitulation kernel","https://arxiv.org/e-print/1510.05382v1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1510.05382v1.eprint.source","yes","20760","52226B69221C6D1DACCE108E4C9AD4A99E587A2D6EF34252AA6CC11AAE840864","hash_match","candidate-verified-not-promoted","live_arxiv_verified_adjacent_french_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1510.05382v1.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","source-canon live retry verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1709.00597v2","Troisième groupe de cohomologie non ramifiée d'un solide cubique sur un corps de fonctions d'une variable","https://arxiv.org/e-print/1709.00597v2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1709.00597v2.eprint.source","yes","99693","E18CE661D6C611F86D20465CFB0CB89BC77938CFD483534CCD1EACEC0646E82E","hash_match","candidate-verified-not-promoted","live_arxiv_verified_adjacent_french_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1709.00597v2.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","source-canon live retry verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1905.13138v3","Generators, spanning sets and existence of twisted modules for a grading-restricted vertex (super)algebra","https://arxiv.org/e-print/1905.13138v3","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1905.13138v3.eprint.source","yes","31596","1A5509844AF63691508E37421ACEECF479E3B25AEED548156D6DFEA3BB89AE4F","hash_match","candidate-verified-not-promoted","live_arxiv_verified_english_shelf_mismatch_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\1905.13138v3.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","source-canon live retry verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","2001.10515v4","Sur la conjecture de Tate entière pour le produit d'une courbe et d'une surface $CH_{0}$-triviale sur un corps fini","https://arxiv.org/e-print/2001.10515v4","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\2001.10515v4.eprint.source","yes","34119","5BFA0DC2FCE6F17F394A6D373F8A0EE99E4976E1A594B045E8766B8D2D17F07E","hash_match","candidate-verified-not-promoted","live_arxiv_verified_adjacent_french_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\2001.10515v4.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","source-canon live retry verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","2501.13300v2","Arithmétique des schémas en groupes de Bruhat-Tits sur un anneau de Dedekind semi-local","https://arxiv.org/e-print/2501.13300v2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\2501.13300v2.eprint.source","yes","39278","8DBDD8F6D72E66AFF4259C40955520182818683841B7F1E9FADD9EB7E3CCF7D5","hash_match","candidate-verified-not-promoted","live_arxiv_verified_adjacent_french_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\2501.13300v2.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","source-canon live retry verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","2505.05443v1","Dualité étale à la Poitou-Tate pour les tores sur des variétés définies sur un corps fini","https://arxiv.org/e-print/2505.05443v1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\2505.05443v1.eprint.source","yes","43788","E112767374F11964AA55372F92A3C76332C626191B3CBF8599C7CEDCFF6CA0AF","hash_match","candidate-verified-not-promoted","live_arxiv_verified_adjacent_french_noether_candidate_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_french_batch3_retry_20260705\2505.05443v1.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","source-canon live retry verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","0910.2557v1","Un anneau de deformation universel en conducteur superieur (A universal deformation ring in higher conductor)","https://arxiv.org/e-print/0910.2557v1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_source_verification_20260704\0910.2557v1.eprint.source","yes","5318","59DF86DD0233F4C6CB86D3D051C6DC65AE302A6FBE8A44EDE94FAD529673DA9C","hash_match","candidate-verified-not-promoted","candidate_verified_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_source_verification_20260704\0910.2557v1.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/source URL verified; no license-clearance claim","source-canon candidate verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1407.3941v1","Groupes d'extensions et foncteurs polynomiaux","https://arxiv.org/e-print/1407.3941v1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_source_verification_20260704\1407.3941v1.eprint.source","yes","23117","1BC82BBD3B6713A4577C62BD5F850808BDBB342CC879DC6AE778F3F96116C57E","hash_match","candidate-verified-not-promoted","candidate_verified_not_promoted","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_source_verification_20260704\1407.3941v1.eprint.source","Candidate e-print/source archive hash verified, but not copied into transfer body files and not promoted; review topic/language/source-use before body-package promotion.","arXiv API license field blank; access/source URL verified; no license-clearance claim","source-canon candidate verification only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
