printed_page	role	anchor	body	evidence	status
75	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p075_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
76	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p076_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
77	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p077_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
78	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p078_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
79	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p079_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
80	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p080_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
81	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p081_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
82	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p082_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
83	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p083_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
84	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p084_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
85	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s02/source/p085_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
86	NO_NEW_AUTHOR_NOTE	NONE	Printed reference to p71 note retained; no duplicate note.	qa/s02/source/p086_authority.png	PASS_CARRIED_FROM_EARLIER_SOURCE_AUDIT
87	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p087_authority.png	PASS_S03_SOURCE_REVIEW
88	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p088_authority.png	PASS_S03_SOURCE_REVIEW
89	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p089_authority.png	PASS_S03_SOURCE_REVIEW
90	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p090_authority.png	PASS_S03_SOURCE_REVIEW
91	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p091_authority.png	PASS_S03_SOURCE_REVIEW
92	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p092_authority.png	PASS_S03_SOURCE_REVIEW
93	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p093_authority.png	PASS_S03_SOURCE_REVIEW
94	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p094_authority.png	PASS_S03_SOURCE_REVIEW
95	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p095_authority.png	PASS_S03_SOURCE_REVIEW
96	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p096_authority.png	PASS_S03_SOURCE_REVIEW
97	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p097_authority.png	PASS_S03_SOURCE_REVIEW
98	NO_NEW_AUTHOR_NOTE	NONE	No author footnote on controlling leaf; no editorial note inserted into body.	qa/s03/source/p098_authority.png	PASS_S03_SOURCE_REVIEW
