printed_page	authority_pdf_page	unit_id	formula_id	placement	french_tex	english_tex	cross_layer_tokens	authority_evidence	scan_comparison
87	104	p087.u02	p087.u02.m009	inline	8n+5	8n+5	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Le nombre p: both residue classes, impairement pair, nu=1, and label beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u02	p087.u02.m010	inline	u	u	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Le nombre p: both residue classes, impairement pair, nu=1, and label beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u02	p087.u02.m011	inline	\nu=1	\nu=1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Le nombre p: both residue classes, impairement pair, nu=1, and label beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u02	p087.u02.m012	inline	p=8n+5	p=8n+5	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Le nombre p: both residue classes, impairement pair, nu=1, and label beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u02	p087.u02.m013	inline	\leg{2}{p}=-1	\leg{2}{p}=-1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Le nombre p: both residue classes, impairement pair, nu=1, and label beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u02	p087.u02.m014	inline	\leg{u}{p}=-1	\leg{u}{p}=-1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Le nombre p: both residue classes, impairement pair, nu=1, and label beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u02	p087.u02.m015	display	\tag{$\beta'$} \leg{u}{p}=(-1)^{\frac{p-1}{4}}.	\tag{$\beta'$} \leg{u}{p}=(-1)^{\frac{p-1}{4}}.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Le nombre p: both residue classes, impairement pair, nu=1, and label beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u03	p087.u03.m001	inline	(\alpha')	(\alpha')	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Reprenons: both three-prime l rows, four terminal dots, product identity and label gamma-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u03	p087.u03.m002	display	\leg{-b}{l}=\leg{p}{l},\quad\leg{-b}{l'}=\leg{p}{l'},\quad \leg{-b}{l''}=\leg{p}{l''},\quad\ldots.	\leg{-b}{l}=\leg{p}{l},\quad\leg{-b}{l'}=\leg{p}{l'},\quad \leg{-b}{l''}=\leg{p}{l''},\quad\ldots.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Reprenons: both three-prime l rows, four terminal dots, product identity and label gamma-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u03	p087.u03.m003	inline	p	p	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Reprenons: both three-prime l rows, four terminal dots, product identity and label gamma-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u03	p087.u03.m004	inline	4n+1	4n+1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Reprenons: both three-prime l rows, four terminal dots, product identity and label gamma-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u03	p087.u03.m005	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Reprenons: both three-prime l rows, four terminal dots, product identity and label gamma-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u03	p087.u03.m006	inline	4n+3	4n+3	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Reprenons: both three-prime l rows, four terminal dots, product identity and label gamma-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u03	p087.u03.m007	display	\leg{l}{b}=\leg{l}{p},\quad\leg{l'}{b}=\leg{l'}{p},\quad \leg{l''}{b}=\leg{l''}{p},\quad\ldots.	\leg{l}{b}=\leg{l}{p},\quad\leg{l'}{b}=\leg{l'}{p},\quad \leg{l''}{b}=\leg{l''}{p},\quad\ldots.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Reprenons: both three-prime l rows, four terminal dots, product identity and label gamma-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u03	p087.u03.m008	display	\leg{ll'l''\ldots}{b}=\leg{ll'l''\ldots}{p},	\leg{ll'l''\ldots}{b}=\leg{ll'l''\ldots}{p},	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Reprenons: both three-prime l rows, four terminal dots, product identity and label gamma-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u03	p087.u03.m009	display	\tag{$\gamma'$} \leg{t}{b}=\leg{t}{p}.	\tag{$\gamma'$} \leg{t}{b}=\leg{t}{p}.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Reprenons: both three-prime l rows, four terminal dots, product identity and label gamma-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u04	p087.u04.m001	inline	(\alpha')	(\alpha')	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; En mettant: congruence t²=bu², exponent (p−1)/4, full two-step substitution using beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u04	p087.u04.m002	display	t^2\equiv bu^2\md{p}.	t^2\equiv bu^2\md{p}.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; En mettant: congruence t²=bu², exponent (p−1)/4, full two-step substitution using beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u04	p087.u04.m003	inline	\dfrac{p-1}{4}	\dfrac{p-1}{4}	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; En mettant: congruence t²=bu², exponent (p−1)/4, full two-step substitution using beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u04	p087.u04.m004	display	t^{\frac{p-1}{2}}\equiv b^{\frac{p-1}{4}}u^{\frac{p-1}{2}}\md{p},	t^{\frac{p-1}{2}}\equiv b^{\frac{p-1}{4}}u^{\frac{p-1}{2}}\md{p},	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; En mettant: congruence t²=bu², exponent (p−1)/4, full two-step substitution using beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u04	p087.u04.m005	inline	u^{\frac{p-1}{2}}	u^{\frac{p-1}{2}}	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; En mettant: congruence t²=bu², exponent (p−1)/4, full two-step substitution using beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u04	p087.u04.m006	inline	(-1)^{\frac{p-1}{4}}	(-1)^{\frac{p-1}{4}}	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; En mettant: congruence t²=bu², exponent (p−1)/4, full two-step substitution using beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u04	p087.u04.m007	inline	(\beta')	(\beta')	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; En mettant: congruence t²=bu², exponent (p−1)/4, full two-step substitution using beta-prime	MANUALLY_VISUALLY_CHECKED
87	104	p087.u04	p087.u04.m008	display	t^{\frac{p-1}{2}}\equiv(-b)^{\frac{p-1}{4}}\md{p}.	t^{\frac{p-1}{2}}\equiv(-b)^{\frac{p-1}{4}}\md{p}.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; En mettant: congruence t²=bu², exponent (p−1)/4, full two-step substitution using beta-prime	MANUALLY_VISUALLY_CHECKED
88	105	p088.u01	p088.u01.m001	inline	-b	-b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Cette dernière: comparison of u/p and t/b using gamma-prime	MANUALLY_VISUALLY_CHECKED
88	105	p088.u01	p088.u01.m002	inline	p	p	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Cette dernière: comparison of u/p and t/b using gamma-prime	MANUALLY_VISUALLY_CHECKED
88	105	p088.u01	p088.u01.m003	inline	\leg{t}{p}=1	\leg{t}{p}=1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Cette dernière: comparison of u/p and t/b using gamma-prime	MANUALLY_VISUALLY_CHECKED
88	105	p088.u01	p088.u01.m004	inline	\leg{t}{p}=-1	\leg{t}{p}=-1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Cette dernière: comparison of u/p and t/b using gamma-prime	MANUALLY_VISUALLY_CHECKED
88	105	p088.u01	p088.u01.m005	inline	(\gamma')	(\gamma')	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Cette dernière: comparison of u/p and t/b using gamma-prime	MANUALLY_VISUALLY_CHECKED
88	105	p088.u02	p088.u02.m001	inline	\delta'	\delta'	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; label delta-prime, complete residue/non-residue alternatives	MANUALLY_VISUALLY_CHECKED
88	105	p088.u02	p088.u02.m002	inline	-b	-b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; label delta-prime, complete residue/non-residue alternatives	MANUALLY_VISUALLY_CHECKED
88	105	p088.u02	p088.u02.m003	inline	p	p	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; label delta-prime, complete residue/non-residue alternatives	MANUALLY_VISUALLY_CHECKED
88	105	p088.u02	p088.u02.m004	inline	\leg{t}{b}=1	\leg{t}{b}=1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; label delta-prime, complete residue/non-residue alternatives	MANUALLY_VISUALLY_CHECKED
88	105	p088.u02	p088.u02.m005	inline	\leg{t}{b}=-1	\leg{t}{b}=-1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; label delta-prime, complete residue/non-residue alternatives	MANUALLY_VISUALLY_CHECKED
88	105	p088.u03	p088.u03.m001	inline	p	p	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Décomposons: p=phi²+psi², equation with ps² and transposition	MANUALLY_VISUALLY_CHECKED
88	105	p088.u03	p088.u03.m002	inline	p=\varphi^2+\psi^2	p=\varphi^2+\psi^2	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Décomposons: p=phi²+psi², equation with ps² and transposition	MANUALLY_VISUALLY_CHECKED
88	105	p088.u03	p088.u03.m003	inline	\psi	\psi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Décomposons: p=phi²+psi², equation with ps² and transposition	MANUALLY_VISUALLY_CHECKED
88	105	p088.u03	p088.u03.m004	inline	p	p	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Décomposons: p=phi²+psi², equation with ps² and transposition	MANUALLY_VISUALLY_CHECKED
88	105	p088.u03	p088.u03.m005	inline	(\alpha')	(\alpha')	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Décomposons: p=phi²+psi², equation with ps² and transposition	MANUALLY_VISUALLY_CHECKED
88	105	p088.u03	p088.u03.m006	display	t^2-bu^2=s^2\varphi^2+s^2\psi^2,	t^2-bu^2=s^2\varphi^2+s^2\psi^2,	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Décomposons: p=phi²+psi², equation with ps² and transposition	MANUALLY_VISUALLY_CHECKED
88	105	p088.u03	p088.u03.m007	display	t^2-\psi^2s^2=(t+\psi s)(t-\psi s)=s^2\varphi^2+bu^2.	t^2-\psi^2s^2=(t+\psi s)(t-\psi s)=s^2\varphi^2+bu^2.	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Décomposons: p=phi²+psi², equation with ps² and transposition	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m001	inline	s	s	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m002	inline	t	t	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m003	inline	u	u	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m004	inline	(\alpha')	(\alpha')	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m005	inline	s	s	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m006	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m007	inline	\varphi	\varphi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m008	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m009	inline	m	m	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m010	inline	\varphi	\varphi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m011	inline	u	u	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m012	inline	m	m	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m013	inline	b	b	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m014	inline	\varphi	\varphi	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m015	inline	\varphi=m\varphi'	\varphi=m\varphi'	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m016	inline	u=mu'	u=mu'	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m017	display	(t+\psi s)(t-\psi s)=m^2(s^2\varphi'^2+bu'^2).	(t+\psi s)(t-\psi s)=m^2(s^2\varphi'^2+bu'^2).	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m018	inline	s\varphi'	s\varphi'	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m019	inline	bu'	bu'	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m020	inline	R	R	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u04	p088.u04.m021	inline	\leg{R}{b}=1	\leg{R}{b}=1	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	MANUALLY_VISUALLY_CHECKED
88	105	p088.u05	p088.u05.m001	inline	t+\psi s	t+\psi s	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; La dernière: both factors, E/F/K/L block in original two-by-two order	MANUALLY_VISUALLY_CHECKED
88	105	p088.u05	p088.u05.m002	inline	t-\psi s	t-\psi s	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; La dernière: both factors, E/F/K/L block in original two-by-two order	MANUALLY_VISUALLY_CHECKED
88	105	p088.u05	p088.u05.m003	inline	m^2	m^2	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; La dernière: both factors, E/F/K/L block in original two-by-two order	MANUALLY_VISUALLY_CHECKED
88	105	p088.u05	p088.u05.m004	inline	s^2\varphi'^2+bu'^2	s^2\varphi'^2+bu'^2	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; La dernière: both factors, E/F/K/L block in original two-by-two order	MANUALLY_VISUALLY_CHECKED
88	105	p088.u05	p088.u05.m005	inline	E	E	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; La dernière: both factors, E/F/K/L block in original two-by-two order	MANUALLY_VISUALLY_CHECKED
88	105	p088.u05	p088.u05.m006	inline	F	F	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; La dernière: both factors, E/F/K/L block in original two-by-two order	MANUALLY_VISUALLY_CHECKED
88	105	p088.u05	p088.u05.m007	inline	K	K	IDENTICAL_EXCEPT_EXPLICIT_OU_OR_TRANSLATION_AND_SPACING	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; La dernière: both factors, E/F/K/L block in original two-by-two order	MANUALLY_VISUALLY_CHECKED
