layer	pdf_page	printed_page	image	image_sha256	review_evidence	method	observation	status
fr	13	77	qa/s03/visual/fr/page13_p077.png	4DAA49CE54723C2D582FE4E6EE0C272307D5EEE03529C80FBA6BB675C052E286	qa/s03/visual/regression_sheets/fr_pp077_078.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	14	78	qa/s03/visual/fr/page14_p078.png	F765C924DEEE341DDD84533D248D7DBB505BD34023BB491412A20F6EDD2E56BF	qa/s03/visual/regression_sheets/fr_pp077_078.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	15	79	qa/s03/visual/fr/page15_p079.png	78BFF8F87F77E3FCC89482254BA90CFE8D5F0C5867A4E4FC5161034A69930A99	qa/s03/visual/regression_sheets/fr_pp079_080.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	16	80	qa/s03/visual/fr/page16_p080.png	6E62A3324ABE611B6E83D5F1BDB492CA9141FAB974480B036C0002F33641720E	qa/s03/visual/regression_sheets/fr_pp079_080.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	17	81	qa/s03/visual/fr/page17_p081.png	A87DDDFEA9225BD7D3ADC3F601DD75B2919DC18AB2FB48FBFD51AA4D65FB43D9	qa/s03/visual/regression_sheets/fr_pp081_082.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	18	82	qa/s03/visual/fr/page18_p082.png	0F184FAC7A2103E4B2FDD8205CFB311992CAD7902AB55FF2BE5C8F5BC386ECAF	qa/s03/visual/regression_sheets/fr_pp081_082.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	19	83	qa/s03/visual/fr/page19_p083.png	7F628C0E3B649E09E955F5033CBE76CA1E5E63C23A0E8FD2CBD66D91456DD80D	qa/s03/visual/regression_sheets/fr_pp083_084.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	20	84	qa/s03/visual/fr/page20_p084.png	849CE025E6407520649AD848FF323088686D42625B85F90DBFF4CE8BAA2DB1BA	qa/s03/visual/regression_sheets/fr_pp083_084.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	21	85	qa/s03/visual/fr/page21_p085.png	F5004B9B87667C3B88369FB7DE569769E67BBF0CFB2F4C49D0827B66FD89CF1F	qa/s03/visual/regression_sheets/fr_pp085_086.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	22	86	qa/s03/visual/fr/page22_p086.png	77582792775C25212DBA59D3B285D1AC66AA0C7A3871858BF21C98256E603919	qa/s03/visual/regression_sheets/fr_pp085_086.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	23	87	qa/s03/visual/fr/page23_p087.png	A2C442683E658EC08999B7FDE8ADA80E8F53115382B6EEE54E1ADC9A4ABFBC18	qa/s03/visual/fr/page23_p087.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	24	88	qa/s03/visual/fr/page24_p088.png	8C34B191A1ECF6C729531408257D4F867D33EF038F7120AFA04F9F85A60ADBE4	qa/s03/visual/fr/page24_p088.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	25	89	qa/s03/visual/fr/page25_p089.png	000BA41C2A1888C39B1C66269C7A0B8A35D036AA1B4B8026632800A0CCF3E400	qa/s03/visual/fr/page25_p089.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	26	90	qa/s03/visual/fr/page26_p090.png	8F1EEAA97424B996B6556B4E44590894BF9187516C345FB3FBCBDB7A236E5080	qa/s03/visual/fr/page26_p090.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	27	91	qa/s03/visual/fr/page27_p091.png	00B17299F2D1B7D106B2FA54A781DFD3F469BC96951D1F01D5FDDC50C65323A4	qa/s03/visual/fr/page27_p091.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	28	92	qa/s03/visual/fr/page28_p092.png	A20595504A1C7ACFFED884CA3C18E60E3DF702300D9CE413348ACD341C32E84F	qa/s03/visual/fr/page28_p092.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	29	93	qa/s03/visual/fr/page29_p093.png	8858192476728EA08DE93AECE5EFAB43D1D9FB9CA5603E6466B0EFDD19463EB5	qa/s03/visual/fr/page29_p093.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	30	94	qa/s03/visual/fr/page30_p094.png	8CB27FB0131F8637380FE8F1BFDC0E263439DEEC48C5D7D20824D5AE529DF53E	qa/s03/visual/fr/page30_p094.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	31	95	qa/s03/visual/fr/page31_p095.png	10C342E649487D7AC8FF789B70B191D93D85FE3FC794278B27DA7A1A24C1484C	qa/s03/visual/fr/page31_p095.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	32	96	qa/s03/visual/fr/page32_p096.png	62ABECC3D37CE74D21C369FE80AE92F7BF0F037280E5FB939C1462E97801CF05	qa/s03/visual/fr/page32_p096.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	33	97	qa/s03/visual/fr/page33_p097.png	5E2D1CC83B8F03D4A5F2AFF0BA8DA934BC8F344408780C8464CA29CF3D1685CF	qa/s03/visual/fr/page33_p097.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
fr	34	98	qa/s03/visual/fr/page34_p098.png	C130608482ED501B5ABE76D7622EC1FA04C43497142F0D94BE9E42EF7406C7A3	qa/s03/visual/fr/page34_p098.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow. Extended header and terminal rule visible; no additional author content after rule.	PASS
en	1	65	qa/s03/visual/en/page01_p065.png	F914EF208822EE1B7C68CABA6EC273FAB4691C3B9C11FCAD83F736D73968C9AB	qa/s03/visual/regression_sheets/en_pp065_066.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	2	66	qa/s03/visual/en/page02_p066.png	7DF32DF051B792D7334ACA9E4C5074DBB144890B9414AF36F8FAA3C1446D431D	qa/s03/visual/regression_sheets/en_pp065_066.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	3	67	qa/s03/visual/en/page03_p067.png	0BC294FCE0677904EE9C8B804DE91E32EB49BFBC93237AF5C2F027E6C49F406B	qa/s03/visual/regression_sheets/en_pp067_068.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	4	68	qa/s03/visual/en/page04_p068.png	60AE32B999452DC02C9ECA362DD41B4073D2FE0520AC0E33B21EA065A6EED07E	qa/s03/visual/regression_sheets/en_pp067_068.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	5	69	qa/s03/visual/en/page05_p069.png	2ABF6088402D83C3C04B1CE050A00F230A3196FF2539100C3591D5231F756DC9	qa/s03/visual/regression_sheets/en_pp069_070.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	6	70	qa/s03/visual/en/page06_p070.png	45A65B68B31703046B0E8FD04EC1463658877002D9194953D067B67B9D6B2F26	qa/s03/visual/regression_sheets/en_pp069_070.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	7	71	qa/s03/visual/en/page07_p071.png	24066733D1BF6E85586027E343BA93FF8E30F27BBE2A422510CAE9935C181BC7	qa/s03/visual/regression_sheets/en_pp071_072.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow. Original *) author note and complete bottom block remain visible; exact S02 pixels.	PASS
en	8	72	qa/s03/visual/en/page08_p072.png	82B35A12F47FE5E3BC764962F1C8FC7AB5065A58DF23C56BB503769776431A9A	qa/s03/visual/regression_sheets/en_pp071_072.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	9	73	qa/s03/visual/en/page09_p073.png	6023B7DB28C822675601B45862C31F3782871B1726732073D1B600F1E2EE8020	qa/s03/visual/regression_sheets/en_pp073_074.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	10	74	qa/s03/visual/en/page10_p074.png	9021130AFCE06C4D7DE192DA6DA92D657BADB5E3773F45F17B3823257D9C0034	qa/s03/visual/regression_sheets/en_pp073_074.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	11	75	qa/s03/visual/en/page11_p075.png	C93614579CA5C81F0DBC5061457CB71ECB2A8536ABE90F48D0AF69FEC8BD8852	qa/s03/visual/regression_sheets/en_pp075_076.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	12	76	qa/s03/visual/en/page12_p076.png	9795082A253BC1D3FFF505B01730EBA5CBF04BD8511F18E438D3D26C502FCA05	qa/s03/visual/regression_sheets/en_pp075_076.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	13	77	qa/s03/visual/en/page13_p077.png	D479F93169D4F7BE46799F5714AA2BABC6B4B520D4626F3C516314F6B4307C60	qa/s03/visual/regression_sheets/en_pp077_078.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	14	78	qa/s03/visual/en/page14_p078.png	646A3FB87107BD9493BEA49373033FFB887F1CAF91ABFF9445983CE78A7BA841	qa/s03/visual/regression_sheets/en_pp077_078.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	15	79	qa/s03/visual/en/page15_p079.png	33192FE153BA6B26EB5C1836F19043728313F50686807F02ED757B4047C3E768	qa/s03/visual/regression_sheets/en_pp079_080.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	16	80	qa/s03/visual/en/page16_p080.png	FCE45F2D15E911890C411CAEDFC03A5DD7282FA717BD372ADC75DE807654DD6A	qa/s03/visual/regression_sheets/en_pp079_080.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	17	81	qa/s03/visual/en/page17_p081.png	E2C98DF8CABAA4381379C3746B800A681D90F3F00DB4C5603C6524F942768E1F	qa/s03/visual/regression_sheets/en_pp081_082.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	18	82	qa/s03/visual/en/page18_p082.png	A6C727BD22F63F81A30AA9D5041A2F45606BB2955E61F354FB23D28AFF8F29B9	qa/s03/visual/regression_sheets/en_pp081_082.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	19	83	qa/s03/visual/en/page19_p083.png	511FB6110DE03F408544B6C4E547718FD57731ED63A5A5E2F7A702794A720A4F	qa/s03/visual/regression_sheets/en_pp083_084.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	20	84	qa/s03/visual/en/page20_p084.png	EF768516294527DEBEA2E41A936373AC7FA858A2E6FDD6E9AB7CDC5B2FE06A12	qa/s03/visual/regression_sheets/en_pp083_084.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	21	85	qa/s03/visual/en/page21_p085.png	C7C68E8934AEE41FE49F54FAD27806FCE9C0E3F4E94AB3EA42CD1F92A8AF6846	qa/s03/visual/regression_sheets/en_pp085_086.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	22	86	qa/s03/visual/en/page22_p086.png	857FA7112D73674D7344DDB68C1FF3B44C5BC9FD3028AD78DA5909785C8BEDE1	qa/s03/visual/regression_sheets/en_pp085_086.png	MANUALLY_REVIEWED_IN_NATIVE_SIZE_PAIR_SHEET_PLUS_EXACT_S02_TEXT_PIXEL_REGRESSION	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	23	87	qa/s03/visual/en/page23_p087.png	8C9E80788AEA95BABFED63522BBB1B762D54B11A67CACBD9570DBC448F99AF99	qa/s03/visual/en/page23_p087.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	24	88	qa/s03/visual/en/page24_p088.png	55F4D2AD36D8D68BCE2E9C9AE4CF954CEB01F42AD1788EC90DB2F834A1DC98A6	qa/s03/visual/en/page24_p088.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	25	89	qa/s03/visual/en/page25_p089.png	0A4EF49026EE67A311F9FC140941880CEA4781C14CC86D6D8F3D4244DA692FD1	qa/s03/visual/en/page25_p089.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	26	90	qa/s03/visual/en/page26_p090.png	54A1C2EB585C5166142F95629668BDC7043249F3DD1FCB6DA692328B4F1E875D	qa/s03/visual/en/page26_p090.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	27	91	qa/s03/visual/en/page27_p091.png	69BC150663AF4F57F2EDABA47ADBE3285CC45877F8E99307D6EAB75B80140F34	qa/s03/visual/en/page27_p091.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	28	92	qa/s03/visual/en/page28_p092.png	DA370EAA921EC92428832BA4354D68B98EB1BDFD388953F22F89722DE01CC871	qa/s03/visual/en/page28_p092.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	29	93	qa/s03/visual/en/page29_p093.png	2924D8F93AF5599D46F317FA39ABA9ADDA31191B8664F745E44C8272BB4AB003	qa/s03/visual/en/page29_p093.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	30	94	qa/s03/visual/en/page30_p094.png	C606168B367EBB273D3B8987A455B961E188896430058D9587A334DC31417567	qa/s03/visual/en/page30_p094.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	31	95	qa/s03/visual/en/page31_p095.png	C405877471D2A474C0158452C041A7C6F621B2D11ECE617D6B374D0D008F0934	qa/s03/visual/en/page31_p095.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	32	96	qa/s03/visual/en/page32_p096.png	5547CEEB82199C890AA17C3BBFE843D6C21DB183B3012076A232D27CB98865AC	qa/s03/visual/en/page32_p096.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow.	PASS
en	33	97	qa/s03/visual/en/page33_p097.png	4A3135606C1B04D5C90BE4EE99C92DBF57E5A853E21EAA36FE4291E0A96BEC23	qa/s03/visual/en/page33_p097.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow. Re-reviewed after source-backed conditional-syntax and comma refinements.	PASS
en	34	98	qa/s03/visual/en/page34_p098.png	8070DB60182FE0E76C6F0A721B45BFA9AFD84F684C6835427513D716BD923983	qa/s03/visual/en/page34_p098.png	INDIVIDUAL_PAGE_IMAGE_MANUALLY_REVIEWED	All text blocks, displays, folio/order, note positions and margins reviewed; no visible clipping, missing glyph, broken math or overflow. Extended header and terminal rule visible; no additional author content after rule.	PASS
