layer	pdf_page	printed_page	width	height	characters	text_spans_outside_page	status
fr	16	80	595.280029296875	841.8900146484375	1864	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	17	81	595.280029296875	841.8900146484375	1840	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	18	82	595.280029296875	841.8900146484375	2008	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	19	83	595.280029296875	841.8900146484375	1595	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	20	84	595.280029296875	841.8900146484375	2222	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	21	85	595.280029296875	841.8900146484375	2228	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	22	86	595.280029296875	841.8900146484375	2138	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	23	87	595.280029296875	841.8900146484375	1292	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	24	88	595.280029296875	841.8900146484375	2038	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	25	89	595.280029296875	841.8900146484375	1727	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	26	90	595.280029296875	841.8900146484375	1800	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	27	91	595.280029296875	841.8900146484375	1953	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	28	92	595.280029296875	841.8900146484375	1489	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	29	93	595.280029296875	841.8900146484375	1488	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	30	94	595.280029296875	841.8900146484375	1652	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	31	95	595.280029296875	841.8900146484375	1768	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	32	96	595.280029296875	841.8900146484375	1588	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	33	97	595.280029296875	841.8900146484375	1898	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
fr	34	98	595.280029296875	841.8900146484375	2123	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	1	65	595.280029296875	841.8900146484375	1790	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	2	66	595.280029296875	841.8900146484375	2288	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	3	67	595.280029296875	841.8900146484375	2170	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	4	68	595.280029296875	841.8900146484375	1218	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	5	69	595.280029296875	841.8900146484375	1599	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	6	70	595.280029296875	841.8900146484375	2130	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	7	71	595.280029296875	841.8900146484375	2309	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	8	72	595.280029296875	841.8900146484375	1219	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	9	73	595.280029296875	841.8900146484375	1392	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	10	74	595.280029296875	841.8900146484375	1705	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	11	75	595.280029296875	841.8900146484375	1862	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	12	76	595.280029296875	841.8900146484375	1648	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	13	77	595.280029296875	841.8900146484375	2018	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	14	78	595.280029296875	841.8900146484375	2167	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	15	79	595.280029296875	841.8900146484375	1290	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	16	80	595.280029296875	841.8900146484375	1920	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	17	81	595.280029296875	841.8900146484375	1817	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	18	82	595.280029296875	841.8900146484375	1931	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	19	83	595.280029296875	841.8900146484375	1628	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	20	84	595.280029296875	841.8900146484375	2115	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	21	85	595.280029296875	841.8900146484375	2163	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	22	86	595.280029296875	841.8900146484375	2066	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	23	87	595.280029296875	841.8900146484375	1263	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	24	88	595.280029296875	841.8900146484375	1995	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	25	89	595.280029296875	841.8900146484375	1718	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	26	90	595.280029296875	841.8900146484375	1736	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	27	91	595.280029296875	841.8900146484375	1891	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	28	92	595.280029296875	841.8900146484375	1459	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	29	93	595.280029296875	841.8900146484375	1465	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	30	94	595.280029296875	841.8900146484375	1583	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	31	95	595.280029296875	841.8900146484375	1767	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	32	96	595.280029296875	841.8900146484375	1574	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	33	97	595.280029296875	841.8900146484375	1879	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
en	34	98	595.280029296875	841.8900146484375	2077	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
apparatus	1		595.280029296875	841.8900146484375	1914	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
apparatus	2		595.280029296875	841.8900146484375	2402	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
apparatus	3		595.280029296875	841.8900146484375	2238	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
apparatus	4		595.280029296875	841.8900146484375	2910	0	PASS_GEOMETRY_ONLY_NOT_SUBSTITUTE_FOR_VISUAL_REVIEW
